ind,attr,val
179,countyName,marshall
179,PhoneNumber,2565718000
179,HospitalType,acute care hospitals
179,HospitalOwner,government - hospital district or authority
179,EmergencyService,yes
179,condition,heart failure
179,Measurecode,hf-3
179,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
179,Score,78%
179,Sample,27 patients
179,Stateavg,al_hf-3
180,ProviderNumber,10010
180,HospitalName,marshall medical center north
180,Address1,8000 alabama highway 69
180,Address2,empty
180,Address3,empty
180,city,guntersville
180,State,al
180,Zipcode,35976
180,countyName,marshall
180,PhoneNumber,2565718000
180,HospitalType,acute care hospitals
180,HospitalOwner,government - hospital district or authority
180,EmergencyService,yes
180,condition,heart failure
180,Measurecode,hf-4
180,MeasureName,heart failure patients given smoking cessation advice/counseling
180,Score,100%
180,Sample,10 patients
180,Stateavg,al_hf-4
181,ProviderNumber,10010
181,HospitalName,marshall medical center north
181,Address1,8000 alabama highway 69
181,Address2,empty
181,Address3,empty
181,city,guntersville
181,State,al
181,Zipcode,35976
181,countyName,marshall
181,PhoneNumber,2565718000
181,HospitalType,acute care hospitals
181,HospitalOwner,government - hospital district or authority
181,EmergencyService,yes
181,condition,pneumonia
181,Measurecode,pn-2
181,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
181,Score,87%
181,Sample,128 patients
181,Stateavg,al_pn-2
182,ProviderNumber,10010
182,HospitalName,marshall medical center north
182,Address1,8000 alabama highway 69
182,Address2,empty
182,Address3,empty
182,city,guntersville
182,State,al
182,Zipcode,35976
182,countyName,marshall
182,PhoneNumber,2565718000
182,HospitalType,acute care hospitals
182,HospitalOwner,government - hospital district or authority
182,EmergencyService,yes
182,condition,pneumonia
182,Measurecode,pn-3b
182,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
182,Score,94%
182,Sample,115 patients
182,Stateavg,al_pn-3b
183,ProviderNumber,10010
183,HospitalName,marshall medical center north
183,Address1,8000 alabama highway 69
183,Address2,empty
183,Address3,empty
183,city,guntersville
183,State,al
183,Zipcode,35976
183,countyName,marshall
183,PhoneNumber,2565718000
183,HospitalType,acute care hospitals
183,HospitalOwner,government - hospital district or authority
183,EmergencyService,yes
183,condition,pneumonia
183,Measurecode,pn-4
183,MeasureName,pneumonia patients given smoking cessation advice/counseling
183,Score,94%
183,Sample,65 patients
183,Stateavg,al_pn-4
184,ProviderNumber,10010
184,HospitalName,marshall medical center north
184,Address1,8000 alabama highway 69
184,Address2,empty
184,Address3,empty
184,city,guntersville
184,State,al
184,Zipcode,35976
184,countyName,marshall
184,PhoneNumber,2565718000
184,HospitalType,acute care hospitals
184,HospitalOwner,government - hospital district or authority
184,EmergencyService,yes
184,condition,pneumonia
184,Measurecode,pn-5c
184,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
184,Score,97%
184,Sample,158 patients
184,Stateavg,al_pn-5c
185,ProviderNumber,10010
185,HospitalName,marshall medical center north
185,Address1,8000 alabama highway 69
185,Address2,empty
185,Address3,empty
185,city,guntersville
185,State,al
185,Zipcode,35976
185,countyName,marshall
185,PhoneNumber,2565718000
185,HospitalType,acute care hospitals
185,HospitalOwner,government - hospital district or authority
185,EmergencyService,yes
185,condition,pneumonia
185,Measurecode,pn-6
185,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
185,Score,93%
185,Sample,133 patients
185,Stateavg,al_pn-6
186,ProviderNumber,10010
186,HospitalName,marshall medical center north
186,Address1,8000 alabama highway 69
186,Address2,empty
186,Address3,empty
186,city,guntersville
186,State,al
186,Zipcode,35976
186,countyName,marshall
186,PhoneNumber,2565718000
186,HospitalType,acute care hospitals
186,HospitalOwner,government - hospital district or authority
186,EmergencyService,yes
186,condition,pneumonia
186,Measurecode,pn-7
186,MeasureName,pneumonia patients assessed and given influenza vaccination
186,Score,90%
186,Sample,101 patients
186,Stateavg,al_pn-7
187,ProviderNumber,10010
187,HospitalName,marshall medical center north
187,Address1,8000 alabama highway 69
187,Address2,empty
187,Address3,empty
187,city,guntersville
187,State,al
187,Zipcode,35976
187,countyName,marshall
187,PhoneNumber,2565718000
187,HospitalType,acute care hospitals
187,HospitalOwner,government - hospital district or authority
187,EmergencyService,yes
187,condition,surgical infection prevention
187,Measurecode,scip-card-2
187,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
187,Score,86%
187,Sample,14 patients
187,Stateavg,al_scip-card-2
188,ProviderNumber,10010
188,HospitalName,marshall medical center north
188,Address1,8000 alabama highway 69
188,Address2,empty
188,Address3,empty
188,city,guntersville
188,State,al
188,Zipcode,35976
188,countyName,marshall
188,PhoneNumber,2565718000
188,HospitalType,acute care hospitals
188,HospitalOwner,government - hospital district or authority
188,EmergencyService,yes
188,condition,surgical infection prevention
188,Measurecode,scip-inf-1
188,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
188,Score,95%
188,Sample,66 patients
188,Stateavg,al_scip-inf-1
189,ProviderNumber,10010
189,HospitalName,marshall medical center north
189,Address1,8000 alabama highway 69
189,Address2,empty
189,Address3,empty
189,city,guntersville
189,State,al
189,Zipcode,35976
189,countyName,marshall
189,PhoneNumber,2565718000
189,HospitalType,acute care hospitals
189,HospitalOwner,government - hospital district or authority
189,EmergencyService,yes
189,condition,surgical infection prevention
189,Measurecode,scip-inf-2
189,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
189,Score,91%
189,Sample,64 patients
189,Stateavg,al_scip-inf-2
190,ProviderNumber,10010
190,HospitalName,marshall medical center north
190,Address1,8000 alabama highway 69
190,Address2,empty
190,Address3,empty
190,city,guntersville
190,State,al
190,Zipcode,35976
190,countyName,marshall
190,PhoneNumber,2565718000
190,HospitalType,acute care hospitals
190,HospitalOwner,government - hospital district or authority
190,EmergencyService,yes
190,condition,surgical infection prevention
190,Measurecode,scip-inf-3
190,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
190,Score,100%
190,Sample,63 patients
190,Stateavg,al_scip-inf-3
191,ProviderNumber,10010
191,HospitalName,marshall medical center north
191,Address1,8000 alabama highway 69
191,Address2,empty
191,Address3,empty
191,city,guntersville
191,State,al
191,Zipcode,35976
191,countyName,marshall
191,PhoneNumber,2565718000
191,HospitalType,acute care hospitals
191,HospitalOwner,government - hospital district or authority
191,EmergencyService,yes
191,condition,surgical infection prevention
191,Measurecode,scip-inf-4
191,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
191,Score,empty
191,Sample,0 patients
191,Stateavg,al_scip-inf-4
192,ProviderNumber,10010
192,HospitalName,marshall medical center north
192,Address1,8000 alabama highway 69
192,Address2,empty
192,Address3,empty
192,city,guntersville
192,State,al
192,Zipcode,35976
192,countyName,marshall
192,PhoneNumber,2565718000
192,HospitalType,acute care hospitals
192,HospitalOwner,government - hospital district or authority
192,EmergencyService,yes
192,condition,surgical infection prevention
192,Measurecode,scip-inf-6
192,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
192,Score,100%
192,Sample,155 patients
192,Stateavg,al_scip-inf-6
193,ProviderNumber,10010
193,HospitalName,marshall medical center north
193,Address1,8000 alabama highway 69
193,Address2,empty
193,Address3,empty
193,city,guntersville
193,State,al
193,Zipcode,35976
193,countyName,marshall
193,PhoneNumber,2565718000
193,HospitalType,acute care hospitals
193,HospitalOwner,government - hospital district or authority
193,EmergencyService,yes
193,condition,surgical infection prevention
193,Measurecode,scip-vte-1
193,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
193,Score,86%
193,Sample,56 patients
193,Stateavg,al_scip-vte-1
194,ProviderNumber,10010
194,HospitalName,marshall medical center north
194,Address1,8000 alabama highway 69
194,Address2,empty
194,Address3,empty
194,city,guntersville
194,State,al
194,Zipcode,35976
194,countyName,marshall
194,PhoneNumber,2565718000
194,HospitalType,acute care hospitals
194,HospitalOwner,government - hospital district or authority
194,EmergencyService,yes
194,condition,surgical infection prevention
194,Measurecode,scip-vte-2
194,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
194,Score,84%
194,Sample,56 patients
194,Stateavg,al_scip-vte-2
195,ProviderNumber,10011
195,HospitalName,st vincents east
195,Address1,50 medical park east drive
195,Address2,empty
195,Address3,empty
195,city,birmingham
195,State,al
195,Zipcode,35235
195,countyName,jefferson
195,PhoneNumber,2058383122
195,HospitalType,acute care hospitals
195,HospitalOwner,voluntary non-profit - private
195,EmergencyService,yes
195,condition,heart attack
195,Measurecode,ami-1
195,MeasureName,heart attack patients given aspirin at arrival
195,Score,99%
195,Sample,240 patients
195,Stateavg,al_ami-1
196,ProviderNumber,10011
196,HospitalName,st vincents east
196,Address1,50 medical park east drive
196,Address2,empty
196,Address3,empty
196,city,birmingham
196,State,al
196,Zipcode,35235
196,countyName,jefferson
196,PhoneNumber,2058383122
196,HospitalType,acute care hospitals
196,HospitalOwner,voluntary non-profit - private
196,EmergencyService,yes
196,condition,heart attack
196,Measurecode,ami-2
196,MeasureName,heart attack patients given aspirin at discharge
196,Score,96%
196,Sample,295 patients
196,Stateavg,al_ami-2
197,ProviderNumber,10011
197,HospitalName,st vincents east
197,Address1,50 medical park east drive
197,Address2,empty
197,Address3,empty
197,city,birmingham
197,State,al
197,Zipcode,35235
197,countyName,jefferson
197,PhoneNumber,2058383122
197,HospitalType,acute care hospitals
197,HospitalOwner,voluntary non-profit - private
197,EmergencyService,yes
197,condition,heart attack
197,Measurecode,ami-3
197,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
197,Score,91%
197,Sample,70 patients
197,Stateavg,al_ami-3
198,ProviderNumber,10011
198,HospitalName,st vincents east
198,Address1,50 medical park east drive
198,Address2,empty
198,Address3,empty
198,city,birmingham
198,State,al
198,Zipcode,35235
198,countyName,jefferson
198,PhoneNumber,2058383122
198,HospitalType,acute care hospitals
198,HospitalOwner,voluntary non-profit - private
198,EmergencyService,yes
198,condition,heart attack
198,Measurecode,ami-4
198,MeasureName,heart attack patients given smoking cessation advice/counseling
198,Score,100%
198,Sample,131 patients
198,Stateavg,al_ami-4
199,ProviderNumber,10011
199,HospitalName,st vincents east
199,Address1,50 medical park east drive
199,Address2,empty
199,Address3,empty
199,city,birmingham
199,State,al
199,Zipcode,35235
199,countyName,jefferson
199,PhoneNumber,2058383122
199,HospitalType,acute care hospitals
199,HospitalOwner,voluntary non-profit - private
199,EmergencyService,yes
199,condition,heart attack
199,Measurecode,ami-5
199,MeasureName,heart attack patients given beta blocker at discharge
199,Score,99%
199,Sample,288 patients
199,Stateavg,al_ami-5
200,ProviderNumber,10011
200,HospitalName,st vincents east
200,Address1,50 medical park east drive
200,Address2,empty
200,Address3,empty
200,city,birmingham
200,State,al
200,Zipcode,35235
200,countyName,jefferson
200,PhoneNumber,2058383122
200,HospitalType,acute care hospitals
200,HospitalOwner,voluntary non-profit - private
200,EmergencyService,yes
200,condition,heart attack
200,Measurecode,ami-7a
200,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
200,Score,empty
200,Sample,0 patients
200,Stateavg,al_ami-7a
201,ProviderNumber,10011
201,HospitalName,st vincents east
201,Address1,50 medical park east drive
201,Address2,empty
201,Address3,empty
201,city,birmingham
201,State,al
201,Zipcode,35235
201,countyName,jefferson
201,PhoneNumber,2058383122
201,HospitalType,acute care hospitals
201,HospitalOwner,voluntary non-profit - private
201,EmergencyService,yes
201,condition,heart attack
201,Measurecode,ami-8a
201,MeasureName,heart attack patients given pci within 90 minutes of arrival
201,Score,85%
201,Sample,48 patients
201,Stateavg,al_ami-8a
202,ProviderNumber,10011
202,HospitalName,st vincents east
202,Address1,50 medical park east drive
202,Address2,empty
202,Address3,empty
202,city,birmingham
202,State,al
202,Zipcode,35235
202,countyName,jefferson
202,PhoneNumber,2058383122
202,HospitalType,acute care hospitals
202,HospitalOwner,voluntary non-profit - private
202,EmergencyService,yes
202,condition,heart failure
202,Measurecode,hf-1
202,MeasureName,heart failure patients given discharge instructions
202,Score,94%
202,Sample,316 patients
