Row(rv_index=u'2011-12-05-AA-1544-SAN-ORD', rv_attr=u'Scheduled_Dept', assigned_val=u'11:25')
Row(rv_index=u'2011-12-10-UA-382-IAD-LAX', rv_attr=u'Actual_Dept', assigned_val=u'1:08')
Row(rv_index=u'2011-12-11-AA-1279-DFW-PHX', rv_attr=u'Actual_Dept', assigned_val=u'1:02')
Row(rv_index=u'2011-12-11-AA-1434-DFW-MCO', rv_attr=u'Actual_Dept', assigned_val=u'7:06')
Row(rv_index=u'2011-12-11-AA-1522-SFO-ORD', rv_attr=u'Actual_Dept', assigned_val=u'December 11; 2011     ')
Row(rv_index=u'2011-12-11-AA-1733-ORD-PHX', rv_attr=u'Actual_Dept', assigned_val=u'7:42')
Row(rv_index=u'2011-12-11-AA-3063-SLC-LAX', rv_attr=u'Actual_Dept', assigned_val=u'8:09')
Row(rv_index=u'2011-12-11-AA-3468-CVG-MIA', rv_attr=u'Actual_Dept', assigned_val=u'7:21')
Row(rv_index=u'2011-12-11-AA-3756-ORD-SLC', rv_attr=u'Actual_Dept', assigned_val=u'12:24')
Row(rv_index=u'2011-12-11-AA-400-DFW-JFK', rv_attr=u'Actual_Dept', assigned_val=u'10:41')
Row(rv_index=u'2011-12-11-AA-4330-CVG-ORD', rv_attr=u'Actual_Dept', assigned_val=u'3:26')
Row(rv_index=u'2011-12-11-AA-466-IAH-MIA', rv_attr=u'Actual_Dept', assigned_val=u'5:54')
Row(rv_index=u'2011-12-11-AA-518-MIA-JFK', rv_attr=u'Actual_Dept', assigned_val=u'6:36')
Row(rv_index=u'2011-12-11-AA-649-ORD-SNA', rv_attr=u'Actual_Dept', assigned_val=u'December 11; 2011     ')
Row(rv_index=u'2011-12-11-AA-85-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'3:05')
Row(rv_index=u'2011-12-11-CO-1023-IAH-DEN', rv_attr=u'Actual_Dept', assigned_val=u'11:45')
Row(rv_index=u'2011-12-11-CO-16-LAX-EWR', rv_attr=u'Actual_Dept', assigned_val=u'10:32')
Row(rv_index=u'2011-12-11-CO-89-IAH-EWR', rv_attr=u'Actual_Dept', assigned_val=u'6:03')
Row(rv_index=u'2011-12-11-UA-1500-IAH-GUA', rv_attr=u'Actual_Dept', assigned_val=u'9:19')
Row(rv_index=u'2011-12-11-UA-257-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'2:27')
Row(rv_index=u'2011-12-11-UA-2726-FLL-PHL', rv_attr=u'Actual_Dept', assigned_val=u'4:00')
Row(rv_index=u'2011-12-11-UA-3373-IAD-PHL', rv_attr=u'Actual_Dept', assigned_val=u'9:30')
Row(rv_index=u'2011-12-11-UA-3515-IAD-MSP', rv_attr=u'Actual_Dept', assigned_val=u'8:13')
Row(rv_index=u'2011-12-11-UA-37-EDI-EWR', rv_attr=u'Actual_Dept', assigned_val=u'8:58')
Row(rv_index=u'2011-12-11-UA-664-ORD-PHL', rv_attr=u'Actual_Dept', assigned_val=u'1:19')
Row(rv_index=u'2011-12-11-UA-843-LAX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'1:58')
Row(rv_index=u'2011-12-11-UA-854-SFO-IAH', rv_attr=u'Actual_Dept', assigned_val=u'7:51')
Row(rv_index=u'2011-12-11-UA-858-PVG-SFO', rv_attr=u'Actual_Dept', assigned_val=u'1:40')
Row(rv_index=u'2011-12-11-UA-938-DEN-ORD', rv_attr=u'Actual_Dept', assigned_val=u'4:18')
Row(rv_index=u'2011-12-12-AA-1279-DFW-PHX', rv_attr=u'Actual_Dept', assigned_val=u'12:57')
Row(rv_index=u'2011-12-12-AA-1434-DFW-MCO', rv_attr=u'Actual_Dept', assigned_val=u'7:12')
Row(rv_index=u'2011-12-12-AA-1522-SFO-ORD', rv_attr=u'Actual_Dept', assigned_val=u'December 12; 2011     ')
Row(rv_index=u'2011-12-12-AA-1886-BOS-MIA', rv_attr=u'Actual_Dept', assigned_val=u'11:19')
Row(rv_index=u'2011-12-12-AA-204-LAX-MCO', rv_attr=u'Actual_Dept', assigned_val=u'December 12; 2011     ')
Row(rv_index=u'2011-12-12-AA-2312-DFW-DTW', rv_attr=u'Actual_Dept', assigned_val=u'December 12; 2011     ')
Row(rv_index=u'2011-12-12-AA-2525-DFW-MIA', rv_attr=u'Actual_Dept', assigned_val=u'7:41')
Row(rv_index=u'2011-12-12-AA-3823-LAX-DEN', rv_attr=u'Actual_Dept', assigned_val=u'December 12; 2011     ')
Row(rv_index=u'2011-12-12-AA-3859-IAH-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:04')
Row(rv_index=u'2011-12-12-AA-400-DFW-JFK', rv_attr=u'Actual_Dept', assigned_val=u'10:43')
Row(rv_index=u'2011-12-12-AA-431-MIA-SFO', rv_attr=u'Actual_Dept', assigned_val=u'8:30')
Row(rv_index=u'2011-12-12-CO-1586-IAH-MCO', rv_attr=u'Actual_Dept', assigned_val=u'6:59')
Row(rv_index=u'2011-12-12-CO-58-DEN-IAH', rv_attr=u'Actual_Dept', assigned_val=u'11:27')
Row(rv_index=u'2011-12-12-CO-62-IAH-EWR', rv_attr=u'Actual_Dept', assigned_val=u'2:29')
Row(rv_index=u'2011-12-12-CO-63-EWR-IAH', rv_attr=u'Actual_Dept', assigned_val=u'6:07')
Row(rv_index=u'2011-12-12-CO-89-IAH-EWR', rv_attr=u'Actual_Dept', assigned_val=u'6:05')
Row(rv_index=u'2011-12-12-UA-233-LAX-JFK', rv_attr=u'Actual_Dept', assigned_val=u'4:25')
Row(rv_index=u'2011-12-12-UA-248-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'12:57')
Row(rv_index=u'2011-12-12-UA-3050-PHX-CLT', rv_attr=u'Actual_Dept', assigned_val=u'11:05')
Row(rv_index=u'2011-12-12-UA-382-IAD-LAX', rv_attr=u'Actual_Dept', assigned_val=u'12:27')
Row(rv_index=u'2011-12-12-UA-3925-IAD-ORF', rv_attr=u'Actual_Dept', assigned_val=u'8:38')
Row(rv_index=u'2011-12-12-UA-5487-SFO-MRY', rv_attr=u'Actual_Dept', assigned_val=u'10:39')
Row(rv_index=u'2011-12-12-UA-858-PVG-SFO', rv_attr=u'Actual_Dept', assigned_val=u'1:56')
Row(rv_index=u'2011-12-13-AA-1221-MCO-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:59')
Row(rv_index=u'2011-12-13-AA-1544-SAN-ORD', rv_attr=u'Actual_Dept', assigned_val=u'11:23')
Row(rv_index=u'2011-12-13-AA-222-LAX-BOS', rv_attr=u'Actual_Dept', assigned_val=u'7:03')
Row(rv_index=u'2011-12-13-AA-271-MIA-LAX', rv_attr=u'Actual_Dept', assigned_val=u'11:50')
Row(rv_index=u'2011-12-13-AA-3809-PHX-LAX', rv_attr=u'Actual_Dept', assigned_val=u'5:56')
Row(rv_index=u'2011-12-13-AA-3979-CVG-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:23')
Row(rv_index=u'2011-12-13-AA-466-IAH-MIA', rv_attr=u'Actual_Dept', assigned_val=u'5:57')
Row(rv_index=u'2011-12-13-AA-616-DFW-DTW', rv_attr=u'Actual_Dept', assigned_val=u'9:03')
Row(rv_index=u'2011-12-13-AA-649-ORD-SNA', rv_attr=u'Actual_Dept', assigned_val=u'December 13; 2011     ')
Row(rv_index=u'2011-12-13-AA-85-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'3:05')
Row(rv_index=u'2011-12-13-CO-45-EWR-MIA', rv_attr=u'Actual_Dept', assigned_val=u'4:23')
Row(rv_index=u'2011-12-13-CO-4888-IAH-DAL', rv_attr=u'Actual_Dept', assigned_val=u'5:30')
Row(rv_index=u'2011-12-13-CO-52-IAH-LAX', rv_attr=u'Actual_Dept', assigned_val=u'7:44')
Row(rv_index=u'2011-12-13-UA-257-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'2:28')
Row(rv_index=u'2011-12-13-UA-854-SFO-IAH', rv_attr=u'Actual_Dept', assigned_val=u'7:48')
Row(rv_index=u'2011-12-14-AA-1434-DFW-MCO', rv_attr=u'Actual_Dept', assigned_val=u'7:16')
Row(rv_index=u'2011-12-14-AA-1544-SAN-ORD', rv_attr=u'Actual_Dept', assigned_val=u'11:47')
Row(rv_index=u'2011-12-14-AA-1917-JFK-MCO', rv_attr=u'Actual_Dept', assigned_val=u'3:02')
Row(rv_index=u'2011-12-14-AA-3063-SLC-LAX', rv_attr=u'Actual_Dept', assigned_val=u'8:23')
Row(rv_index=u'2011-12-14-AA-3979-CVG-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:27')
Row(rv_index=u'2011-12-14-AA-400-DFW-JFK', rv_attr=u'Actual_Dept', assigned_val=u'10:42')
Row(rv_index=u'2011-12-14-AA-4344-ORD-DTW', rv_attr=u'Actual_Dept', assigned_val=u'12:10')
Row(rv_index=u'2011-12-14-AA-466-IAH-MIA', rv_attr=u'Actual_Dept', assigned_val=u'5:57')
Row(rv_index=u'2011-12-14-AA-518-MIA-JFK', rv_attr=u'Actual_Dept', assigned_val=u'6:29')
Row(rv_index=u'2011-12-14-AA-616-DFW-DTW', rv_attr=u'Actual_Dept', assigned_val=u'9:01')
Row(rv_index=u'2011-12-14-AA-85-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'3:54')
Row(rv_index=u'2011-12-14-CO-1193-EWR-MCO', rv_attr=u'Actual_Dept', assigned_val=u'9:14')
Row(rv_index=u'2011-12-14-CO-1250-MIA-IAH', rv_attr=u'Actual_Dept', assigned_val=u'2:51')
Row(rv_index=u'2011-12-14-CO-16-LAX-EWR', rv_attr=u'Actual_Dept', assigned_val=u'10:27')
Row(rv_index=u'2011-12-14-CO-50-CLE-EWR', rv_attr=u'Actual_Dept', assigned_val=u'3:01')
Row(rv_index=u'2011-12-14-CO-58-DEN-IAH', rv_attr=u'Actual_Dept', assigned_val=u'11:32')
Row(rv_index=u'2011-12-14-UA-2314-ATL-PHL', rv_attr=u'Actual_Dept', assigned_val=u'3:00')
Row(rv_index=u'2011-12-14-UA-233-LAX-JFK', rv_attr=u'Actual_Dept', assigned_val=u'4:25')
Row(rv_index=u'2011-12-14-UA-2726-FLL-PHL', rv_attr=u'Actual_Dept', assigned_val=u'4:00')
Row(rv_index=u'2011-12-14-UA-2945-PHL-CLT', rv_attr=u'Actual_Dept', assigned_val=u'4:11')
Row(rv_index=u'2011-12-14-UA-3099-PHX-PHL', rv_attr=u'Actual_Dept', assigned_val=u'11:55')
Row(rv_index=u'2011-12-14-UA-828-SFO-ORD', rv_attr=u'Actual_Dept', assigned_val=u'11:13')
Row(rv_index=u'2011-12-15-AA-1522-SFO-ORD', rv_attr=u'Actual_Dept', assigned_val=u'December 15; 2011     ')
Row(rv_index=u'2011-12-15-AA-2312-DFW-DTW', rv_attr=u'Actual_Dept', assigned_val=u'December 15; 2011     ')
Row(rv_index=u'2011-12-15-AA-3809-PHX-LAX', rv_attr=u'Actual_Dept', assigned_val=u'6:49')
Row(rv_index=u'2011-12-15-AA-643-MIA-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:08')
Row(rv_index=u'2011-12-15-UA-1500-IAH-GUA', rv_attr=u'Actual_Dept', assigned_val=u'9:15')
Row(rv_index=u'2011-12-16-AA-1007-MIA-PHX', rv_attr=u'Actual_Dept', assigned_val=u'5:09')
Row(rv_index=u'2011-12-16-AA-1544-SAN-ORD', rv_attr=u'Actual_Dept', assigned_val=u'11:16')
Row(rv_index=u'2011-12-16-AA-222-LAX-BOS', rv_attr=u'Actual_Dept', assigned_val=u'7:08')
Row(rv_index=u'2011-12-16-AA-2525-DFW-MIA', rv_attr=u'Actual_Dept', assigned_val=u'7:23')
Row(rv_index=u'2011-12-16-AA-3756-ORD-SLC', rv_attr=u'Actual_Dept', assigned_val=u'12:19')
Row(rv_index=u'2011-12-16-AA-3804-PHL-ORD', rv_attr=u'Actual_Dept', assigned_val=u'2:25')
Row(rv_index=u'2011-12-16-AA-3809-PHX-LAX', rv_attr=u'Actual_Dept', assigned_val=u'6:00')
Row(rv_index=u'2011-12-16-AA-404-MIA-MCO', rv_attr=u'Actual_Dept', assigned_val=u'6:42')
Row(rv_index=u'2011-12-16-AA-4198-ORD-CLE', rv_attr=u'Actual_Dept', assigned_val=u'10:40')
Row(rv_index=u'2011-12-16-AA-643-MIA-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:11')
Row(rv_index=u'2011-12-16-CO-1023-IAH-DEN', rv_attr=u'Actual_Dept', assigned_val=u'11:42')
Row(rv_index=u'2011-12-16-CO-1193-EWR-MCO', rv_attr=u'Actual_Dept', assigned_val=u'9:42')
Row(rv_index=u'2011-12-16-CO-1586-IAH-MCO', rv_attr=u'Actual_Dept', assigned_val=u'7:06')
Row(rv_index=u'2011-12-16-CO-16-LAX-EWR', rv_attr=u'Actual_Dept', assigned_val=u'11:01')
Row(rv_index=u'2011-12-16-CO-1694-LAX-IAH', rv_attr=u'Actual_Dept', assigned_val=u'7:41')
Row(rv_index=u'2011-12-16-CO-62-IAH-EWR', rv_attr=u'Actual_Dept', assigned_val=u'2:35')
Row(rv_index=u'2011-12-16-CO-89-IAH-EWR', rv_attr=u'Actual_Dept', assigned_val=u'6:05')
Row(rv_index=u'2011-12-16-UA-2515-DFW-CLT', rv_attr=u'Actual_Dept', assigned_val=u'7:00')
Row(rv_index=u'2011-12-16-UA-2708-EWR-CLT', rv_attr=u'Actual_Dept', assigned_val=u'3:35')
Row(rv_index=u'2011-12-16-UA-3050-PHX-CLT', rv_attr=u'Actual_Dept', assigned_val=u'11:30')
Row(rv_index=u'2011-12-16-UA-3515-IAD-MSP', rv_attr=u'Actual_Dept', assigned_val=u'8:21')
Row(rv_index=u'2011-12-16-UA-3925-IAD-ORF', rv_attr=u'Actual_Dept', assigned_val=u'8:42')
Row(rv_index=u'2011-12-16-UA-5487-SFO-MRY', rv_attr=u'Actual_Dept', assigned_val=u'11:05')
Row(rv_index=u'2011-12-16-UA-843-LAX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'2:27')
Row(rv_index=u'2011-12-16-UA-938-DEN-ORD', rv_attr=u'Actual_Dept', assigned_val=u'3:56')
Row(rv_index=u'2011-12-17-AA-1007-MIA-PHX', rv_attr=u'Actual_Dept', assigned_val=u'4:44')
Row(rv_index=u'2011-12-17-AA-1434-DFW-MCO', rv_attr=u'Actual_Dept', assigned_val=u'7:13')
Row(rv_index=u'2011-12-17-AA-1664-MIA-ATL', rv_attr=u'Actual_Dept', assigned_val=u'10:13')
Row(rv_index=u'2011-12-17-AA-1917-JFK-MCO', rv_attr=u'Actual_Dept', assigned_val=u'4:04')
Row(rv_index=u'2011-12-17-AA-204-LAX-MCO', rv_attr=u'Actual_Dept', assigned_val=u'December 17; 2011     ')
Row(rv_index=u'2011-12-17-AA-2268-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:08')
Row(rv_index=u'2011-12-17-AA-2525-DFW-MIA', rv_attr=u'Actual_Dept', assigned_val=u'7:19')
Row(rv_index=u'2011-12-17-AA-3-JFK-LAX', rv_attr=u'Actual_Dept', assigned_val=u'11:57')
Row(rv_index=u'2011-12-17-AA-3979-CVG-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:22')
Row(rv_index=u'2011-12-17-AA-404-MIA-MCO', rv_attr=u'Actual_Dept', assigned_val=u'6:40')
Row(rv_index=u'2011-12-17-AA-4330-CVG-ORD', rv_attr=u'Actual_Dept', assigned_val=u'4:38')
Row(rv_index=u'2011-12-17-AA-518-MIA-JFK', rv_attr=u'Actual_Dept', assigned_val=u'6:25')
Row(rv_index=u'2011-12-17-AA-59-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'7:09')
Row(rv_index=u'2011-12-17-AA-85-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'3:07')
Row(rv_index=u'2011-12-17-CO-1023-IAH-DEN', rv_attr=u'Actual_Dept', assigned_val=u'12:31')
Row(rv_index=u'2011-12-17-CO-1193-EWR-MCO', rv_attr=u'Actual_Dept', assigned_val=u'9:47')
Row(rv_index=u'2011-12-17-CO-1250-MIA-IAH', rv_attr=u'Actual_Dept', assigned_val=u'2:42')
Row(rv_index=u'2011-12-17-CO-1561-PHX-IAH', rv_attr=u'Actual_Dept', assigned_val=u'7:28')
Row(rv_index=u'2011-12-17-CO-1614-LAX-IAH', rv_attr=u'Actual_Dept', assigned_val=u'12:47')
Row(rv_index=u'2011-12-17-CO-58-DEN-IAH', rv_attr=u'Actual_Dept', assigned_val=u'11:44')
Row(rv_index=u'2011-12-17-UA-248-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'12:52')
Row(rv_index=u'2011-12-17-UA-248-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'1:00')
Row(rv_index=u'2011-12-17-UA-257-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'3:08')
Row(rv_index=u'2011-12-17-UA-2704-DTW-PHX', rv_attr=u'Actual_Dept', assigned_val=u'11:26')
Row(rv_index=u'2011-12-17-UA-3099-PHX-PHL', rv_attr=u'Actual_Dept', assigned_val=u'11:55')
Row(rv_index=u'2011-12-17-UA-6273-YYC-SFO', rv_attr=u'Actual_Dept', assigned_val=u'8:11')
Row(rv_index=u'2011-12-17-UA-664-ORD-PHL', rv_attr=u'Actual_Dept', assigned_val=u'1:41')
Row(rv_index=u'2011-12-17-UA-843-LAX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'2:27')
Row(rv_index=u'2011-12-17-UA-938-DEN-ORD', rv_attr=u'Actual_Dept', assigned_val=u'3:59')
Row(rv_index=u'2011-12-18-AA-1279-DFW-PHX', rv_attr=u'Actual_Dept', assigned_val=u'1:46')
Row(rv_index=u'2011-12-18-AA-1522-SFO-ORD', rv_attr=u'Actual_Dept', assigned_val=u'December 18; 2011     ')
Row(rv_index=u'2011-12-18-AA-1544-SAN-ORD', rv_attr=u'Actual_Dept', assigned_val=u'11:29')
Row(rv_index=u'2011-12-18-AA-1733-ORD-PHX', rv_attr=u'Actual_Dept', assigned_val=u'7:46')
Row(rv_index=u'2011-12-18-AA-2268-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:05')
Row(rv_index=u'2011-12-18-AA-2957-DFW-CVG', rv_attr=u'Actual_Dept', assigned_val=u'8:09')
Row(rv_index=u'2011-12-18-AA-3756-ORD-SLC', rv_attr=u'Actual_Dept', assigned_val=u'12:16')
Row(rv_index=u'2011-12-18-AA-3786-IAH-ORD', rv_attr=u'Actual_Dept', assigned_val=u'3:50')
Row(rv_index=u'2011-12-18-AA-3804-PHL-ORD', rv_attr=u'Actual_Dept', assigned_val=u'2:25')
Row(rv_index=u'2011-12-18-AA-3809-PHX-LAX', rv_attr=u'Actual_Dept', assigned_val=u'5:58')
Row(rv_index=u'2011-12-18-AA-4307-ORD-DTW', rv_attr=u'Actual_Dept', assigned_val=u'6:39')
Row(rv_index=u'2011-12-18-AA-431-MIA-SFO', rv_attr=u'Actual_Dept', assigned_val=u'8:31')
Row(rv_index=u'2011-12-18-AA-466-IAH-MIA', rv_attr=u'Actual_Dept', assigned_val=u'6:07')
Row(rv_index=u'2011-12-18-AA-616-DFW-DTW', rv_attr=u'Actual_Dept', assigned_val=u'9:00')
Row(rv_index=u'2011-12-18-AA-643-MIA-ORD', rv_attr=u'Actual_Dept', assigned_val=u'9:38')
Row(rv_index=u'2011-12-18-AA-649-ORD-SNA', rv_attr=u'Actual_Dept', assigned_val=u'December 18; 2011     ')
Row(rv_index=u'2011-12-18-AA-789-ORD-DEN', rv_attr=u'Actual_Dept', assigned_val=u'1:03')
Row(rv_index=u'2011-12-18-CO-1586-IAH-MCO', rv_attr=u'Actual_Dept', assigned_val=u'7:37')
Row(rv_index=u'2011-12-18-CO-52-IAH-LAX', rv_attr=u'Actual_Dept', assigned_val=u'7:42')
Row(rv_index=u'2011-12-18-CO-62-IAH-EWR', rv_attr=u'Actual_Dept', assigned_val=u'3:54')
Row(rv_index=u'2011-12-18-CO-63-EWR-IAH', rv_attr=u'Actual_Dept', assigned_val=u'5:27')
Row(rv_index=u'2011-12-18-UA-2708-EWR-CLT', rv_attr=u'Actual_Dept', assigned_val=u'2:55')
Row(rv_index=u'2011-12-18-UA-3515-IAD-MSP', rv_attr=u'Actual_Dept', assigned_val=u'8:12')
Row(rv_index=u'2011-12-18-UA-664-ORD-PHL', rv_attr=u'Actual_Dept', assigned_val=u'1:42')
Row(rv_index=u'2011-12-19-AA-1434-DFW-MCO', rv_attr=u'Actual_Dept', assigned_val=u'7:08')
Row(rv_index=u'2011-12-19-AA-1522-SFO-ORD', rv_attr=u'Actual_Dept', assigned_val=u'December 19; 2011     ')
Row(rv_index=u'2011-12-19-AA-1664-MIA-ATL', rv_attr=u'Actual_Dept', assigned_val=u'10:15')
Row(rv_index=u'2011-12-19-AA-1733-ORD-PHX', rv_attr=u'Actual_Dept', assigned_val=u'7:51')
Row(rv_index=u'2011-12-19-AA-2525-DFW-MIA', rv_attr=u'Actual_Dept', assigned_val=u'9:01')
Row(rv_index=u'2011-12-19-AA-3063-SLC-LAX', rv_attr=u'Actual_Dept', assigned_val=u'8:14')
Row(rv_index=u'2011-12-19-AA-3468-CVG-MIA', rv_attr=u'Actual_Dept', assigned_val=u'6:54')
Row(rv_index=u'2011-12-19-AA-3804-PHL-ORD', rv_attr=u'Actual_Dept', assigned_val=u'2:28')
Row(rv_index=u'2011-12-19-AA-3823-LAX-DEN', rv_attr=u'Actual_Dept', assigned_val=u'December 19; 2011     ')
Row(rv_index=u'2011-12-19-AA-4198-ORD-CLE', rv_attr=u'Actual_Dept', assigned_val=u'10:36')
Row(rv_index=u'2011-12-19-AA-4307-ORD-DTW', rv_attr=u'Actual_Dept', assigned_val=u'6:43')
Row(rv_index=u'2011-12-19-AA-4330-CVG-ORD', rv_attr=u'Actual_Dept', assigned_val=u'3:37')
Row(rv_index=u'2011-12-19-AA-59-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'7:07')
Row(rv_index=u'2011-12-19-AA-643-MIA-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:56')
Row(rv_index=u'2011-12-19-AA-649-ORD-SNA', rv_attr=u'Actual_Dept', assigned_val=u'December 19; 2011     ')
Row(rv_index=u'2011-12-19-CO-1614-LAX-IAH', rv_attr=u'Actual_Dept', assigned_val=u'1:02')
Row(rv_index=u'2011-12-19-CO-45-EWR-MIA', rv_attr=u'Actual_Dept', assigned_val=u'3:48')
Row(rv_index=u'2011-12-19-CO-62-IAH-EWR', rv_attr=u'Actual_Dept', assigned_val=u'2:50')
Row(rv_index=u'2011-12-19-CO-63-EWR-IAH', rv_attr=u'Actual_Dept', assigned_val=u'5:25')
Row(rv_index=u'2011-12-19-UA-257-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'2:25')
Row(rv_index=u'2011-12-19-UA-2726-FLL-PHL', rv_attr=u'Actual_Dept', assigned_val=u'4:00')
Row(rv_index=u'2011-12-19-UA-382-IAD-LAX', rv_attr=u'Actual_Dept', assigned_val=u'1:01')
Row(rv_index=u'2011-12-19-UA-62-IAH-EWR', rv_attr=u'Actual_Dept', assigned_val=u'2:50')
Row(rv_index=u'2011-12-19-UA-858-PVG-SFO', rv_attr=u'Actual_Dept', assigned_val=u'1:38')
Row(rv_index=u'2011-12-20-AA-1434-DFW-MCO', rv_attr=u'Actual_Dept', assigned_val=u'7:14')
Row(rv_index=u'2011-12-20-AA-1522-SFO-ORD', rv_attr=u'Actual_Dept', assigned_val=u'December 20; 2011     ')
Row(rv_index=u'2011-12-20-AA-1640-MIA-MCO', rv_attr=u'Actual_Dept', assigned_val=u'December 20; 2011     ')
Row(rv_index=u'2011-12-20-AA-1733-ORD-PHX', rv_attr=u'Actual_Dept', assigned_val=u'7:55')
Row(rv_index=u'2011-12-20-AA-2050-ORD-MIA', rv_attr=u'Actual_Dept', assigned_val=u'10:58')
Row(rv_index=u'2011-12-20-AA-2268-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:11')
Row(rv_index=u'2011-12-20-AA-3809-PHX-LAX', rv_attr=u'Actual_Dept', assigned_val=u'5:54')
Row(rv_index=u'2011-12-20-AA-415-BOS-ORD', rv_attr=u'Actual_Dept', assigned_val=u'8:33')
Row(rv_index=u'2011-12-20-AA-4307-ORD-DTW', rv_attr=u'Actual_Dept', assigned_val=u'6:38')
Row(rv_index=u'2011-12-20-AA-431-MIA-SFO', rv_attr=u'Actual_Dept', assigned_val=u'8:43')
Row(rv_index=u'2011-12-20-AA-616-DFW-DTW', rv_attr=u'Actual_Dept', assigned_val=u'9:02')
Row(rv_index=u'2011-12-20-AA-789-ORD-DEN', rv_attr=u'Actual_Dept', assigned_val=u'1:02')
Row(rv_index=u'2011-12-20-AA-85-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'3:28')
Row(rv_index=u'2011-12-20-CO-1561-PHX-IAH', rv_attr=u'Actual_Dept', assigned_val=u'8:02')
Row(rv_index=u'2011-12-20-CO-16-LAX-EWR', rv_attr=u'Actual_Dept', assigned_val=u'10:31')
Row(rv_index=u'2011-12-20-CO-45-EWR-MIA', rv_attr=u'Actual_Dept', assigned_val=u'4:00')
Row(rv_index=u'2011-12-20-CO-47-IAH-LAX', rv_attr=u'Actual_Dept', assigned_val=u'7:16')
Row(rv_index=u'2011-12-20-CO-50-CLE-EWR', rv_attr=u'Actual_Dept', assigned_val=u'2:52')
Row(rv_index=u'2011-12-20-CO-52-IAH-LAX', rv_attr=u'Actual_Dept', assigned_val=u'7:44')
Row(rv_index=u'2011-12-20-CO-89-IAH-EWR', rv_attr=u'Actual_Dept', assigned_val=u'5:58')
Row(rv_index=u'2011-12-20-UA-248-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'12:46')
Row(rv_index=u'2011-12-20-UA-248-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'12:37')
Row(rv_index=u'2011-12-20-UA-257-JFK-SFO', rv_attr=u'Actual_Dept', assigned_val=u'2:25')
Row(rv_index=u'2011-12-20-UA-37-EWR-MCO', rv_attr=u'Actual_Dept', assigned_val=u'1:58')
Row(rv_index=u'2011-12-20-UA-414-LAX-SFO', rv_attr=u'Actual_Dept', assigned_val=u'5:55')
Row(rv_index=u'2011-12-20-UA-6273-YYC-SFO', rv_attr=u'Actual_Dept', assigned_val=u'7:37')
Row(rv_index=u'2011-12-20-UA-828-SFO-ORD', rv_attr=u'Actual_Dept', assigned_val=u'11:13')
Row(rv_index=u'2011-12-22-AA-1221-MCO-ORD', rv_attr=u'Actual_Dept', assigned_val=u'8:30')
Row(rv_index=u'2011-12-22-AA-1434-DFW-MCO', rv_attr=u'Actual_Dept', assigned_val=u'7:10')
Row(rv_index=u'2011-12-22-AA-1544-SAN-ORD', rv_attr=u'Actual_Dept', assigned_val=u'11:49')
Row(rv_index=u'2011-12-22-AA-1886-BOS-MIA', rv_attr=u'Actual_Dept', assigned_val=u'10:43')
Row(rv_index=u'2011-12-22-AA-2268-PHX-ORD', rv_attr=u'Actual_Dept', assigned_val=u'7:12')
Row(rv_index=u'2011-12-22-AA-3804-PHL-ORD', rv_attr=u'Actual_Dept', assigned_val=u'2:27')
Row(rv_index=u'2011-12-22-AA-4198-ORD-CLE', rv_attr=u'Actual_Dept', assigned_val=u'10:40')
Row(rv_index=u'2011-12-22-AA-4307-ORD-DTW', rv_attr=u'Actual_Dept', assigned_val=u'6:48')
Row(rv_index=u'2011-12-22-AA-431-MIA-SFO', rv_attr=u'Actual_Dept', assigned_val=u'8:51')
Row(rv_index=u'2011-12-22-AA-4330-CVG-ORD', rv_attr=u'Actual_Dept', assigned_val=u'4:33')
