ua	UA-1534-RTB-IAH	Sun, Dec 11 2:05 PM	Sun, Dec 11 2:21 PM	--	Sun, Dec 11 5:01 PM	Sun, Dec 11 5:02 PM	E22
orbitz	AA-192-LAX-BOS	10:05pDec 11		 43	6:20aDec 12		 B34
weather	AA-192-LAX-BOS	2011-12-11 10:05 PM	2011-12-11 10:16 PM		2011-12-11 06:20 AM	2011-12-11 06:08 AM	
usatoday	AA-192-LAX-BOS	2011-12-11 10:05 PM	2011-12-11 10:16 PM		2011-12-11 06:20 AM	2011-12-11 06:08 AM	
mytripandmore	AA-192-LAX-BOS	10:05pDec 11		 43	6:20aDec 12		 B34
flightwise	AA-192-LAX-BOS	2011-12-11 10:05PM PST	2011-12-11 10:16PM PST	 49A 	2011-12-11 06:12AM EST	2011-12-11 06:08AM EST	 B28 
aa	AA-1402-DFW-STL	December 11, 2011               07:30 PM    	December 11, 2011               07:27 PM    	 C29	December 11, 2011               09:00 PM    	December 11, 2011               08:56 PM    	 D2    
flightexplorer	AA-1402-DFW-STL		12/11/2011 7:38PM CST			12/11/2011 8:53PM CST	
airtravelcenter	AA-1402-DFW-STL		12/11/11 7:36 PM (-06:00)			12/11/11 8:53 PM (-06:00)	
myrateplan	AA-1402-DFW-STL		12/11/11 7:36 PM (-06:00)			12/11/11 8:53 PM (-06:00)	
helloflight	AA-1402-DFW-STL		12/11/11 7:36 PM (-06:00)			12/11/11 8:53 PM (-06:00)	
flytecomm	AA-1402-DFW-STL		12/11/11 7:36 PM (-06:00)			12/11/11 8:53 PM (-06:00)	
flightaware	AA-1402-DFW-STL	2011-12-11 07:30PM CST	2011-12-11 07:38PM CST	 C29 	2011-12-11 08:57PM CST	2011-12-11 08:53PM CST	 D2 
wunderground	AA-1402-DFW-STL	2011-12-11 07:30PM CST	2011-12-11 07:38PM CST	 C29 	2011-12-11 08:57PM CST	2011-12-11 08:53PM CST	 D2 
flights	AA-1402-DFW-STL	07:30 PM  Sun 11-Dec-2011	07:27 PM  Sun 11-Dec-2011	C29	09:00 PM  Sun 11-Dec-2011	08:56 PM  Sun 11-Dec-2011	D2
businesstravellogue	AA-1402-DFW-STL	07:30 PM  Sun 11-Dec-2011	07:27 PM  Sun 11-Dec-2011	C29	09:00 PM  Sun 11-Dec-2011	08:56 PM  Sun 11-Dec-2011	D2
flylouisville	AA-1402-DFW-STL	07:30 PM  Sun 11-Dec-2011	07:27 PM  Sun 11-Dec-2011	C29	09:00 PM  Sun 11-Dec-2011	08:56 PM  Sun 11-Dec-2011	D2
flightstats	AA-1402-DFW-STL	2011-12-11 7:30 PM	2011-12-11 7:27 PM		2011-12-11 9:00 PM	2011-12-11 8:56 PM	
quicktrip	AA-1402-DFW-STL	2011-12-11 7:30 PM	2011-12-11 7:27 PM		2011-12-11 9:00 PM	2011-12-11 8:56 PM	
world-flight-tracker	AA-1402-DFW-STL	2011-12-11 7:30 PM	2011-12-11 7:27 PM		2011-12-11 9:00 PM	2011-12-11 8:56 PM	
flightview	AA-1402-DFW-STL	7:30 PM, Dec 11	7:38 PM, Dec 11	ONE	9:00 PM, Dec 11	8:55 PM, Dec 11	Terminal 1 - D2
panynj	AA-1402-DFW-STL	7:30 PM, Dec 11	7:38 PM, Dec 11	ONE	9:00 PM, Dec 11	8:55 PM, Dec 11	Terminal 1 - D2
gofox	AA-1402-DFW-STL	7:30 PM, Dec 11	7:38 PM, Dec 11		9:00 PM, Dec 11	8:55 PM, Dec 11	
foxbusiness	AA-1402-DFW-STL	7:30 PM, Dec 11	7:38 PM, Dec 11	ONE	9:00 PM, Dec 11	8:55 PM, Dec 11	Terminal 1 - D2
allegiantair	AA-1402-DFW-STL	7:30 PM, Dec 11	7:38 PM, Dec 11	ONE	9:00 PM, Dec 11	8:55 PM, Dec 11	Terminal 1 - D2
boston	AA-1402-DFW-STL	7:30 PM, Dec 11	7:38 PM, Dec 11		9:00 PM, Dec 11	8:55 PM, Dec 11	
travelocity	AA-1402-DFW-STL	Dec 11 - 7:30pm	Dec 11 - 7:27pm	C29/C	Dec 11 - 9:00pm	Dec 11 - 8:56pm	D2
orbitz	AA-1402-DFW-STL	7:30pDec 11	7:27pDec 11	 C29	9:00pDec 11	8:56pDec 11	 D2
weather	AA-1402-DFW-STL	2011-12-11 07:30 PM			2011-12-11 09:00 PM		
dfw	AA-1402-DFW-STL	2011-12-11 7:30 pm		ONE			
usatoday	AA-1402-DFW-STL	7:30 PM, Dec 11	7:38 PM, Dec 11		9:00 PM, Dec 11	8:55 PM, Dec 11	
flightarrival	AA-1402-DFW-STL	2011-12-11 07:30 PM			2011-12-11 09:00 PM		
ua	UA-2561-CLT-ORD	Sun, Dec 11 2:25 PM	Sun, Dec 11 2:25 PM            Delayed	B1	Sun, Dec 11 3:29 PM	Sun, Dec 11 3:09 PM	E7
airtravelcenter	UA-2561-CLT-ORD		12/11/11 2:34 PM (-05:00)			12/11/11 3:05 PM (-06:00)	
myrateplan	UA-2561-CLT-ORD		12/11/11 2:34 PM (-05:00)			12/11/11 3:05 PM (-06:00)	
helloflight	UA-2561-CLT-ORD		12/11/11 2:34 PM (-05:00)			12/11/11 3:05 PM (-06:00)	
flytecomm	UA-2561-CLT-ORD		12/11/11 2:34 PM (-05:00)			12/11/11 3:05 PM (-06:00)	
flightaware	UA-2561-CLT-ORD	2011-12-11 02:25PM EST	2011-12-11 02:35PM EST		2011-12-11 03:09PM CST	2011-12-11 03:05PM CST	
wunderground	UA-2561-CLT-ORD	2011-12-11 02:25PM EST	2011-12-11 02:35PM EST		2011-12-11 03:09PM CST	2011-12-11 03:05PM CST	
flights	UA-2561-CLT-ORD		2011-12-11 02:24 PM	B1		2011-12-11 03:09 PM	E7
businesstravellogue	UA-2561-CLT-ORD		2011-12-11 02:24 PM	B1		2011-12-11 03:09 PM	E7
flylouisville	UA-2561-CLT-ORD		2011-12-11 02:24 PM	B1		2011-12-11 03:09 PM	E7
flightview	UA-2561-CLT-ORD		2:35 PMDec 11			3:06 PMDec 11	
panynj	UA-2561-CLT-ORD		2:35 PMDec 11			3:06 PMDec 11	
gofox	UA-2561-CLT-ORD		2:35 PMDec 11			3:06 PMDec 11	
foxbusiness	UA-2561-CLT-ORD		2:35 PMDec 11			3:06 PMDec 11	
allegiantair	UA-2561-CLT-ORD		2:35 PMDec 11			3:06 PMDec 11	
boston	UA-2561-CLT-ORD		2:35 PMDec 11			3:06 PMDec 11	
orbitz	UA-2561-CLT-ORD	2:25pDec 11	2:24pDec 11	 -	3:29pDec 11	3:09pDec 11	 -
mytripandmore	UA-2561-CLT-ORD	2:25pDec 11	2:24pDec 11	 -	3:29pDec 11	3:09pDec 11	 -
ua	UA-1601-FLL-EWR	Sun, Dec 11 6:30 PM	Sun, Dec 11 6:30 PM            On Time	C3	Sun, Dec 11 9:32 PM	Sun, Dec 11 9:19 PM	C134
flightexplorer	UA-1601-FLL-EWR	12/11/2011 6:30PM EST			12/11/2011 8:58PM EST		
airtravelcenter	UA-1601-FLL-EWR	12/11/11 6:30 PM (-05:00)			12/11/11 9:32 PM (-05:00)		
myrateplan	UA-1601-FLL-EWR	12/11/11 6:30 PM (-05:00)			12/11/11 9:32 PM (-05:00)		
helloflight	UA-1601-FLL-EWR	12/11/11 6:30 PM (-05:00)			12/11/11 9:32 PM (-05:00)		
flytecomm	UA-1601-FLL-EWR	12/11/11 6:30 PM (-05:00)			12/11/11 9:32 PM (-05:00)		
flightaware	UA-1601-FLL-EWR	2011-12-11 06:30PM EST	2011-12-11 06:40PM EST	 C3 	2011-12-11 08:48PM EST	2011-12-11 08:58PM EST	 127 
wunderground	UA-1601-FLL-EWR	2011-12-11 06:30PM EST	2011-12-11 06:40PM EST	 C3 	2011-12-11 08:48PM EST	2011-12-11 08:58PM EST	 127 
flights	UA-1601-FLL-EWR	2011-12-11 06:30 PM		C3	2011-12-11 09:32 PM		134
businesstravellogue	UA-1601-FLL-EWR	2011-12-11 06:30 PM		C3	2011-12-11 09:32 PM		134
flylouisville	UA-1601-FLL-EWR	2011-12-11 06:30 PM		C3	2011-12-11 09:32 PM		134
flightview	UA-1601-FLL-EWR	6:30 PMDec 11			9:19 PMDec 11		
panynj	UA-1601-FLL-EWR	6:30 PMDec 11			9:19 PMDec 11		
gofox	UA-1601-FLL-EWR	6:30 PMDec 11			9:19 PMDec 11		
foxbusiness	UA-1601-FLL-EWR	6:30 PMDec 11			9:19 PMDec 11		
allegiantair	UA-1601-FLL-EWR	6:30 PMDec 11			9:19 PMDec 11		
boston	UA-1601-FLL-EWR	6:30 PMDec 11			8:57 PMDec 11		
orbitz	UA-1601-FLL-EWR	6:30pDec 11		 C3	9:06pDec 11		 127
mytripandmore	UA-1601-FLL-EWR	6:30pDec 11		 C3	9:06pDec 11		 127
flightwise	UA-1601-FLL-EWR	2011-12-11 06:30PM EST	2011-12-11 06:40PM EST	 C3 	2011-12-11 08:48PM EST	2011-12-11 08:58PM EST	 127 
aa	AA-1667-DFW-SAT	December 11, 2011               07:40 PM    	December 11, 2011               07:50 PM    	 A29	December 11, 2011               08:45 PM    	December 11, 2011               08:55 PM    	 B6P    
flightexplorer	AA-1667-DFW-SAT		12/11/2011 8:05PM CST			12/11/2011 8:47PM CST	
airtravelcenter	AA-1667-DFW-SAT		12/11/11 8:03 PM (-06:00)			12/11/11 8:47 PM (-06:00)	
myrateplan	AA-1667-DFW-SAT		12/11/11 8:03 PM (-06:00)			12/11/11 8:47 PM (-06:00)	
helloflight	AA-1667-DFW-SAT		12/11/11 8:03 PM (-06:00)			12/11/11 8:47 PM (-06:00)	
flytecomm	AA-1667-DFW-SAT		12/11/11 8:03 PM (-06:00)			12/11/11 8:47 PM (-06:00)	
flightaware	AA-1667-DFW-SAT	2011-12-11 07:40PM CST	2011-12-11 08:05PM CST	 A29 	2011-12-11 08:34PM CST	2011-12-11 08:51PM CST	 B6P 
wunderground	AA-1667-DFW-SAT	2011-12-11 07:40PM CST	2011-12-11 08:05PM CST	 A29 	2011-12-11 08:34PM CST	2011-12-11 08:51PM CST	 B6P 
flights	AA-1667-DFW-SAT		2011-12-11 07:50 PM	A29		2011-12-11 08:55 PM	2
businesstravellogue	AA-1667-DFW-SAT		2011-12-11 07:50 PM	A29		2011-12-11 08:55 PM	2
flylouisville	AA-1667-DFW-SAT		2011-12-11 07:50 PM	A29		2011-12-11 08:55 PM	2
flightstats	AA-1667-DFW-SAT	2011-12-11 7:40 PM	2011-12-11 7:50 PM		2011-12-11 8:45 PM	2011-12-11 8:55 PM	
quicktrip	AA-1667-DFW-SAT	2011-12-11 7:40 PM	2011-12-11 7:50 PM		2011-12-11 8:45 PM	2011-12-11 8:55 PM	
flightview	AA-1667-DFW-SAT		8:05 PMDec 11			8:56 PMDec 11	
panynj	AA-1667-DFW-SAT		8:05 PMDec 11			8:56 PMDec 11	
gofox	AA-1667-DFW-SAT		8:05 PMDec 11			8:56 PMDec 11	
foxbusiness	AA-1667-DFW-SAT		8:05 PMDec 11			8:56 PMDec 11	
allegiantair	AA-1667-DFW-SAT		8:05 PMDec 11			8:56 PMDec 11	
boston	AA-1667-DFW-SAT		8:05 PMDec 11			8:56 PMDec 11	
orbitz	AA-1667-DFW-SAT	7:40pDec 11	7:50pDec 11	 A29	8:45pDec 11	8:55pDec 11	 B6P
dfw	AA-1667-DFW-SAT	2011-12-11 7:40 pm		A29			
flightarrival	AA-1667-DFW-SAT		8:05 PMDec 11			8:56 PMDec 11	
ua	UA-2301-CLT-PHL	Sun, Dec 11 7:35 AM	Sun, Dec 11 7:35 AM	B7	Sun, Dec 11 9:12 AM	Sun, Dec 11 8:55 AM	A13
airtravelcenter	UA-2301-CLT-PHL		12/11/11 7:41 AM (-05:00)			12/11/11 8:56 AM (-05:00)	
myrateplan	UA-2301-CLT-PHL		12/11/11 7:41 AM (-05:00)			12/11/11 8:56 AM (-05:00)	
helloflight	UA-2301-CLT-PHL		12/11/11 7:41 AM (-05:00)			12/11/11 8:56 AM (-05:00)	
flytecomm	UA-2301-CLT-PHL		12/11/11 7:41 AM (-05:00)			12/11/11 8:56 AM (-05:00)	
flights	UA-2301-CLT-PHL	07:35 AM  Sun 11-Dec-2011	07:28 AM  Sun 11-Dec-2011	B7	09:12 AM  Sun 11-Dec-2011	08:55 AM  Sun 11-Dec-2011	13
businesstravellogue	UA-2301-CLT-PHL	07:35 AM  Sun 11-Dec-2011	07:28 AM  Sun 11-Dec-2011	B7	09:12 AM  Sun 11-Dec-2011	08:55 AM  Sun 11-Dec-2011	13
flylouisville	UA-2301-CLT-PHL	07:35 AM  Sun 11-Dec-2011	07:28 AM  Sun 11-Dec-2011	B7	09:12 AM  Sun 11-Dec-2011	08:55 AM  Sun 11-Dec-2011	13
flightstats	UA-2301-CLT-PHL	2011-12-11 7:35 AM	2011-12-11 7:28 AM		2011-12-11 9:12 AM	2011-12-11 8:55 AM	
quicktrip	UA-2301-CLT-PHL	2011-12-11 7:35 AM	2011-12-11 7:28 AM		2011-12-11 9:12 AM	2011-12-11 8:55 AM	
world-flight-tracker	UA-2301-CLT-PHL	2011-12-11 7:35 AM	2011-12-11 7:28 AM		2011-12-11 9:12 AM	2011-12-11 8:55 AM	
travelocity	UA-2301-CLT-PHL	Dec 11 - 7:35am	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 9:12am	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-2301-CLT-PHL	7:35aDec 11	7:28aDec 11	 -	9:12aDec 11	8:55aDec 11	 -
weather	UA-2301-CLT-PHL	2011-12-11 07:35 AM			2011-12-11 09:12 AM		
usatoday	UA-2301-CLT-PHL	2011-12-11 07:35 AM			2011-12-11 09:12 AM		
ua	UA-1029-EWR-SAT	Sun, Dec 11 8:20 PM	Sun, Dec 11 8:20 PM	C127	Sun, Dec 11 11:50 PM	Sun, Dec 11 11:50 PM	B7
flightexplorer	UA-1029-EWR-SAT	12/11/2011 8:20PM EST			12/11/2011 11:50PM CST		
airtravelcenter	UA-1029-EWR-SAT	12/11/11 8:20 PM (-05:00)			12/11/11 11:50 PM (-06:00)		
myrateplan	UA-1029-EWR-SAT	12/11/11 8:20 PM (-05:00)			12/11/11 11:50 PM (-06:00)		
helloflight	UA-1029-EWR-SAT	12/11/11 8:20 PM (-05:00)			12/11/11 11:50 PM (-06:00)		
flytecomm	UA-1029-EWR-SAT	12/11/11 8:20 PM (-05:00)			12/11/11 11:50 PM (-06:00)		
flightaware	UA-1029-EWR-SAT	2011-12-11 08:20PM EST	2011-12-11 08:32PM EST		2011-12-11 10:56PM CST	2011-12-11 11:08PM CST	
wunderground	UA-1029-EWR-SAT	2011-12-11 08:20PM EST	2011-12-11 08:32PM EST		2011-12-11 10:56PM CST	2011-12-11 11:08PM CST	
flights	UA-1029-EWR-SAT	08:20 PM  Sun 11-Dec-2011		127	11:50 PM  Sun 11-Dec-2011		7
businesstravellogue	UA-1029-EWR-SAT	08:20 PM  Sun 11-Dec-2011		127	11:50 PM  Sun 11-Dec-2011		7
flylouisville	UA-1029-EWR-SAT	08:20 PM  Sun 11-Dec-2011		127	11:50 PM  Sun 11-Dec-2011		7
world-flight-tracker	UA-1029-EWR-SAT	2011-12-11 8:20 PM	2011-12-11 8:20 PM (Estimated)		2011-12-11 11:50 PM	2011-12-11 11:50 PM (Estimated)	
flightview	UA-1029-EWR-SAT	8:20 PM, Dec 11		Term C - C113	11:50 PM, Dec 11		Term B - B7
panynj	UA-1029-EWR-SAT	8:20 PM, Dec 11		Term C - C113	11:50 PM, Dec 11		Term B - B7
gofox	UA-1029-EWR-SAT	8:20 PM, Dec 11			11:50 PM, Dec 11		
foxbusiness	UA-1029-EWR-SAT	8:20 PM, Dec 11		Term C - C113	11:50 PM, Dec 11		Term B - B7
allegiantair	UA-1029-EWR-SAT	8:20 PM, Dec 11		Term C - C113	11:50 PM, Dec 11		Term B - B7
boston	UA-1029-EWR-SAT	8:20 PM, Dec 11	Not Available		11:50 PM, Dec 11	Not Available	
travelocity	UA-1029-EWR-SAT	Dec 11 - 8:20pm	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 11:50pm	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-1029-EWR-SAT	8:20pDec 11		 C127	11:50pDec 11		 B7
weather	UA-1029-EWR-SAT	2011-12-11 08:20 PM			2011-12-11 11:50 PM		
usatoday	UA-1029-EWR-SAT	8:20 PM, Dec 11	Not Available		11:50 PM, Dec 11	Not Available	
mytripandmore	UA-1029-EWR-SAT	Dec 11 - 8:20pm	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 11:50pm	Dec 11 - Contact Airline	Not provided by airline
flightarrival	UA-1029-EWR-SAT	2011-12-11 08:20 PM			2011-12-11 11:50 PM		
aa	AA-1826-DFW-BHM	December 11, 2011               08:40 AM    	December 11, 2011               08:31 AM    	 A29	December 11, 2011               10:15 AM    	December 11, 2011               09:59 AM    	    
flightexplorer	AA-1826-DFW-BHM		12/11/2011 8:40AM CST			12/11/2011 9:58AM CST	
airtravelcenter	AA-1826-DFW-BHM		12/11/11 8:39 AM (-06:00)			12/11/11 9:58 AM (-06:00)	
myrateplan	AA-1826-DFW-BHM		12/11/11 8:39 AM (-06:00)			12/11/11 9:58 AM (-06:00)	
helloflight	AA-1826-DFW-BHM		12/11/11 8:39 AM (-06:00)			12/11/11 9:58 AM (-06:00)	
flytecomm	AA-1826-DFW-BHM		12/11/11 8:39 AM (-06:00)			12/11/11 9:58 AM (-06:00)	
flightaware	AA-1826-DFW-BHM	2011-12-11 08:40AM CST	2011-12-11 08:40AM CST	 A29 	2011-12-11 10:07AM CST	2011-12-11 09:56AM CST	
wunderground	AA-1826-DFW-BHM	2011-12-11 08:40AM CST	2011-12-11 08:40AM CST	 A29 	2011-12-11 10:07AM CST	2011-12-11 09:56AM CST	
flights	AA-1826-DFW-BHM		2011-12-11 08:31 AM	A29		2011-12-11 09:59 AM	
businesstravellogue	AA-1826-DFW-BHM		2011-12-11 08:31 AM	A29		2011-12-11 09:59 AM	
flylouisville	AA-1826-DFW-BHM		2011-12-11 08:31 AM	A29		2011-12-11 09:59 AM	
flightview	AA-1826-DFW-BHM		8:40 AMDec 11			9:57 AMDec 11	
panynj	AA-1826-DFW-BHM		8:40 AMDec 11			9:57 AMDec 11	
gofox	AA-1826-DFW-BHM		8:40 AMDec 11			9:57 AMDec 11	
foxbusiness	AA-1826-DFW-BHM		8:40 AMDec 11			9:57 AMDec 11	
allegiantair	AA-1826-DFW-BHM		8:40 AMDec 11			9:57 AMDec 11	
boston	AA-1826-DFW-BHM		8:40 AMDec 11			9:57 AMDec 11	
orbitz	AA-1826-DFW-BHM	8:40aDec 11	8:31aDec 11	 A29	10:15aDec 11	9:59aDec 11	 -
weather	AA-1826-DFW-BHM	2011-12-11 08:40 AM	2011-12-11 08:40 AM		2011-12-11 10:15 AM	2011-12-11 09:58 AM	
flightwise	AA-1826-DFW-BHM	2011-12-11 08:40AM CST	2011-12-11 08:40AM CST	 A29 	2011-12-11 10:07AM CST	2011-12-11 09:56AM CST	
CO	CO-4665-IAH-GRR	Sun., Dec.11, 2011 10:37 a.m.	Sun., Dec.11, 2011 10:31 a.m.		Sun., Dec.11, 2011 2:08 p.m.	Sun., Dec.11, 2011 2:03 p.m.	
airtravelcenter	CO-4665-IAH-GRR	12/11/11 10:37 AM (-06:00)			12/11/11 2:08 PM (-05:00)		
myrateplan	CO-4665-IAH-GRR	12/11/11 10:37 AM (-06:00)			12/11/11 2:08 PM (-05:00)		
helloflight	CO-4665-IAH-GRR	12/11/11 10:37 AM (-06:00)			12/11/11 2:08 PM (-05:00)		
flytecomm	CO-4665-IAH-GRR	12/11/11 10:37 AM (-06:00)			12/11/11 2:08 PM (-05:00)		
flights	CO-4665-IAH-GRR		2011-12-11 10:31 AM	84G		2011-12-11 02:03 PM	B6
businesstravellogue	CO-4665-IAH-GRR		2011-12-11 10:31 AM	84G		2011-12-11 02:03 PM	B6
flylouisville	CO-4665-IAH-GRR		2011-12-11 10:31 AM	84G		2011-12-11 02:03 PM	B6
flightstats	CO-4665-IAH-GRR	2011-12-11 10:37 AM	2011-12-11 10:31 AM		2011-12-11 2:08 PM	2011-12-11 2:03 PM	
quicktrip	CO-4665-IAH-GRR	2011-12-11 10:37 AM	2011-12-11 10:31 AM		2011-12-11 2:08 PM	2011-12-11 2:03 PM	
flightview	CO-4665-IAH-GRR		10:48 AMDec 11			2:03 PMDec 11	
panynj	CO-4665-IAH-GRR		10:48 AMDec 11			2:03 PMDec 11	
gofox	CO-4665-IAH-GRR		10:48 AMDec 11			2:03 PMDec 11	
foxbusiness	CO-4665-IAH-GRR		10:48 AMDec 11			2:03 PMDec 11	
allegiantair	CO-4665-IAH-GRR		10:48 AMDec 11			2:03 PMDec 11	
boston	CO-4665-IAH-GRR		10:48 AMDec 11			2:03 PMDec 11	
orbitz	CO-4665-IAH-GRR	10:37aDec 11	10:31aDec 11	 -	2:08pDec 11	2:03pDec 11	 -
weather	CO-4665-IAH-GRR	2011-12-11 10:37 AM			2011-12-11 02:08 PM		
usatoday	CO-4665-IAH-GRR		10:48 AMDec 11			2:03 PMDec 11	
mytripandmore	CO-4665-IAH-GRR	10:37aDec 11	10:31aDec 11	 -	2:08pDec 11	2:03pDec 11	 -
aa	AA-2419-MCO-DFW	December 11, 2011               07:45 AM    	December 11, 2011               07:41 AM    	 16	December 11, 2011               09:45 AM    	December 11, 2011               09:27 AM    	 D25    
airtravelcenter	AA-2419-MCO-DFW		12/11/11 7:53 AM (-05:00)			12/11/11 9:14 AM (-06:00)	
myrateplan	AA-2419-MCO-DFW		12/11/11 7:53 AM (-05:00)			12/11/11 9:14 AM (-06:00)	
helloflight	AA-2419-MCO-DFW		12/11/11 7:53 AM (-05:00)			12/11/11 9:14 AM (-06:00)	
flytecomm	AA-2419-MCO-DFW		12/11/11 7:53 AM (-05:00)			12/11/11 9:14 AM (-06:00)	
flights	AA-2419-MCO-DFW		2011-12-11 07:41 AM	16		2011-12-11 09:27 AM	D25
businesstravellogue	AA-2419-MCO-DFW		2011-12-11 07:41 AM	16		2011-12-11 09:27 AM	D25
flylouisville	AA-2419-MCO-DFW		2011-12-11 07:41 AM	16		2011-12-11 09:27 AM	D25
flightview	AA-2419-MCO-DFW		7:53 AMDec 11			9:23 AMDec 11	
panynj	AA-2419-MCO-DFW		7:53 AMDec 11			9:23 AMDec 11	
gofox	AA-2419-MCO-DFW		7:53 AMDec 11			9:23 AMDec 11	
foxbusiness	AA-2419-MCO-DFW		7:53 AMDec 11			9:23 AMDec 11	
allegiantair	AA-2419-MCO-DFW		7:53 AMDec 11			9:23 AMDec 11	
boston	AA-2419-MCO-DFW		7:53 AMDec 11			9:23 AMDec 11	
travelocity	AA-2419-MCO-DFW	Dec 11 - 7:45am	Dec 11 - 7:41am	16	Dec 11 - 9:45am	Dec 11 - 9:27am	D25/D
orbitz	AA-2419-MCO-DFW	7:45aDec 11	7:41aDec 11	 16	9:45aDec 11	9:27aDec 11	 D25
weather	AA-2419-MCO-DFW	2011-12-11 07:45 AM			2011-12-11 09:45 AM		
mco	AA-2419-MCO-DFW	2011-12-11 Sun  07:45		16?			
usatoday	AA-2419-MCO-DFW	2011-12-11 07:45 AM			2011-12-11 09:45 AM		
flightarrival	AA-2419-MCO-DFW		7:53 AMDec 11			9:23 AMDec 11	
aa	AA-3544-MEM-MIA	December 11, 2011               01:35 PM    	December 11, 2011               01:27 PM    	 C12A	December 11, 2011               04:55 PM    	December 11, 2011               04:45 PM    	 D60B    
flightexplorer	AA-3544-MEM-MIA		12/11/2011 1:39PM CST			12/11/2011 4:45PM EST	
airtravelcenter	AA-3544-MEM-MIA		12/11/11 1:38 PM (-06:00)			12/11/11 4:45 PM (-05:00)	
myrateplan	AA-3544-MEM-MIA		12/11/11 1:38 PM (-06:00)			12/11/11 4:45 PM (-05:00)	
helloflight	AA-3544-MEM-MIA		12/11/11 1:38 PM (-06:00)			12/11/11 4:45 PM (-05:00)	
flytecomm	AA-3544-MEM-MIA		12/11/11 1:38 PM (-06:00)			12/11/11 4:45 PM (-05:00)	
flightaware	AA-3544-MEM-MIA	2011-12-11 01:35PM CST	2011-12-11 01:39PM CST	 C12A 	2011-12-11 04:50PM EST	2011-12-11 04:45PM EST	 D60B 
wunderground	AA-3544-MEM-MIA	2011-12-11 01:35PM CST	2011-12-11 01:39PM CST	 C12A 	2011-12-11 04:50PM EST	2011-12-11 04:45PM EST	 D60B 
flights	AA-3544-MEM-MIA	01:35 PM  Sun 11-Dec-2011	01:27 PM  Sun 11-Dec-2011	C12A	04:55 PM  Sun 11-Dec-2011	04:45 PM  Sun 11-Dec-2011	D60
businesstravellogue	AA-3544-MEM-MIA	01:35 PM  Sun 11-Dec-2011	01:27 PM  Sun 11-Dec-2011	C12A	04:55 PM  Sun 11-Dec-2011	04:45 PM  Sun 11-Dec-2011	D60
flylouisville	AA-3544-MEM-MIA	01:35 PM  Sun 11-Dec-2011	01:27 PM  Sun 11-Dec-2011	C12A	04:55 PM  Sun 11-Dec-2011	04:45 PM  Sun 11-Dec-2011	D60
flightstats	AA-3544-MEM-MIA	2011-12-11 1:35 PM	2011-12-11 1:27 PM		2011-12-11 4:55 PM	2011-12-11 4:45 PM	
quicktrip	AA-3544-MEM-MIA	2011-12-11 1:35 PM	2011-12-11 1:27 PM		2011-12-11 4:55 PM	2011-12-11 4:45 PM	
world-flight-tracker	AA-3544-MEM-MIA	2011-12-11 1:35 PM	2011-12-11 1:27 PM		2011-12-11 4:55 PM	2011-12-11 4:45 PM	
flightview	AA-3544-MEM-MIA	1:35 PM, Dec 11	1:39 PM, Dec 11		4:55 PM, Dec 11	4:45 PM, Dec 11	
panynj	AA-3544-MEM-MIA	1:35 PM, Dec 11	1:39 PM, Dec 11		4:55 PM, Dec 11	4:45 PM, Dec 11	
gofox	AA-3544-MEM-MIA	1:35 PM, Dec 11	1:39 PM, Dec 11		4:55 PM, Dec 11	4:45 PM, Dec 11	
foxbusiness	AA-3544-MEM-MIA	1:35 PM, Dec 11	1:39 PM, Dec 11		4:55 PM, Dec 11	4:45 PM, Dec 11	
allegiantair	AA-3544-MEM-MIA	1:35 PM, Dec 11	1:39 PM, Dec 11		4:55 PM, Dec 11	4:45 PM, Dec 11	
boston	AA-3544-MEM-MIA	1:35 PM, Dec 11	1:39 PM, Dec 11		4:55 PM, Dec 11	4:43 PM, Dec 11	
travelocity	AA-3544-MEM-MIA	Dec 11 - 1:35pm	Dec 11 - 1:27pm	C12A	Dec 11 - 4:55pm	Dec 11 - 4:45pm	D60
orbitz	AA-3544-MEM-MIA	1:35pDec 11	1:27pDec 11	 C12A	4:55pDec 11	4:45pDec 11	 D60B
weather	AA-3544-MEM-MIA	2011-12-11 01:35 PM			2011-12-11 04:55 PM		
ifly	AA-3544-MEM-MIA	2011-12-11 1:35 PM	2011-12-11 1:27 PM		2011-12-11 4:55 PM	2011-12-11 4:45 PM	
flightwise	AA-3544-MEM-MIA	2011-12-11 01:35PM CST	2011-12-11 01:39PM CST	 C12A 	2011-12-11 04:50PM EST	2011-12-11 04:45PM EST	 D60B 
flightarrival	AA-3544-MEM-MIA	2011-12-11 01:35 PM			2011-12-11 04:55 PM		
ua	UA-897-IAD-PEK	Sun, Dec 11 12:29 PM	Sun, Dec 11 12:40 PM            Delayed	C7	Mon, Dec 12 3:30 PM	Mon, Dec 12 3:30 PM	HOLD
airtravelcenter	UA-897-IAD-PEK		12/11/11 12:56 PM (-05:00)			12/12/11 3:57 PM (+08:00)	
myrateplan	UA-897-IAD-PEK		12/11/11 12:56 PM (-05:00)			12/12/11 3:57 PM (+08:00)	
helloflight	UA-897-IAD-PEK		12/11/11 12:56 PM (-05:00)			12/12/11 3:57 PM (+08:00)	
