CO	CO-4237-EWR-DTW	Tue., Dec.27, 2011 12:17 p.m.	Tue., Dec.27, 2011 12:20 p.m.		Tue., Dec.27, 2011 2:24 p.m.	Tue., Dec.27, 2011 2:07 p.m.	
world-flight-tracker	AA-18-SFO-JFK	2011-12-27 11:00 PM	2011-12-27 11:24 PM (Estimated runway)		2011-12-27 7:25 AM	2011-12-27 7:18 AM (Estimated runway)	
flightview	AA-18-SFO-JFK	11:00 PM, Dec 27		Terminal 2 - 56A	7:25 AM, Dec 28		Terminal 8 - 3
panynj	AA-18-SFO-JFK	11:00 PM, Dec 27		Terminal 2 - 56A	7:25 AM, Dec 28		Terminal 8 - 3
gofox	AA-18-SFO-JFK	11:00 PM, Dec 27			7:25 AM, Dec 28		
foxbusiness	AA-18-SFO-JFK	11:00 PM, Dec 27		Terminal 2 - 56A	7:25 AM, Dec 28		Terminal 8 - 3
allegiantair	AA-18-SFO-JFK	11:00 PM, Dec 27		Terminal 2 - 56A	7:25 AM, Dec 28		Terminal 8 - 3
boston	AA-18-SFO-JFK	11:00 PM, Dec 27	Not Available		7:25 AM, Dec 28	Not Available	
travelocity	AA-18-SFO-JFK	Dec 27 - 11:00pm	Dec 27 - Not Available	56A	Dec 28 - 7:25am	Dec 28 - Not Available	3/8
orbitz	AA-18-SFO-JFK	11:00pDec 27		 56A	7:25aDec 28		 3
weather	AA-18-SFO-JFK	2011-12-27 11:00 PM	2011-12-27 11:59 PM		2011-12-27 07:25 AM	2011-12-27 07:48 AM	
usatoday	AA-18-SFO-JFK	2011-12-27 11:00 PM	2011-12-27 11:59 PM		2011-12-27 07:25 AM	2011-12-27 07:48 AM	
mytripandmore	AA-18-SFO-JFK	11:00pDec 27		 56A	7:25aDec 28		 3
CO	CO-1006-IAH-ORD	Tue., Dec.27, 2011 7:20 a.m.	Tue., Dec.27, 2011 7:29 a.m.		Tue., Dec.27, 2011 10:00 a.m.	Tue., Dec.27, 2011 10:02 a.m.	
flightexplorer	CO-1006-IAH-ORD		12/27/2011 7:50AM CST			12/27/2011 10:00AM CST	
airtravelcenter	CO-1006-IAH-ORD	12/27/11 7:20 AM (-06:00)			12/27/11 10:00 AM (-06:00)		
myrateplan	CO-1006-IAH-ORD	12/27/11 7:20 AM (-06:00)			12/27/11 10:00 AM (-06:00)		
helloflight	CO-1006-IAH-ORD	12/27/11 7:20 AM (-06:00)			12/27/11 10:00 AM (-06:00)		
flytecomm	CO-1006-IAH-ORD	12/27/11 7:20 AM (-06:00)			12/27/11 10:00 AM (-06:00)		
flightaware	CO-1006-IAH-ORD	2011-12-27 07:20AM CST	2011-12-27 07:50AM CST	 E15 	2011-12-27 09:33AM CST	2011-12-27 09:57AM CST	 B2 
wunderground	CO-1006-IAH-ORD	2011-12-27 07:20AM CST	2011-12-27 07:50AM CST	 E15 	2011-12-27 09:33AM CST	2011-12-27 09:57AM CST	 B2 
flights	CO-1006-IAH-ORD		2011-12-27 07:29 AM	15		2011-12-27 10:02 AM	B2
businesstravellogue	CO-1006-IAH-ORD		2011-12-27 07:29 AM	15		2011-12-27 10:02 AM	B2
flylouisville	CO-1006-IAH-ORD		2011-12-27 07:29 AM	15		2011-12-27 10:02 AM	B2
flightstats	CO-1006-IAH-ORD	2011-12-27 7:20 AM	2011-12-27 7:29 AM		2011-12-27 10:00 AM	2011-12-27 10:02 AM	
quicktrip	CO-1006-IAH-ORD	2011-12-27 7:20 AM	2011-12-27 7:29 AM		2011-12-27 10:00 AM	2011-12-27 10:02 AM	
flightview	CO-1006-IAH-ORD		7:51 AMDec 27			10:02 AMDec 27	
panynj	CO-1006-IAH-ORD		7:51 AMDec 27			10:02 AMDec 27	
gofox	CO-1006-IAH-ORD		7:51 AMDec 27			10:02 AMDec 27	
foxbusiness	CO-1006-IAH-ORD		7:51 AMDec 27			10:02 AMDec 27	
allegiantair	CO-1006-IAH-ORD		7:51 AMDec 27			10:02 AMDec 27	
boston	CO-1006-IAH-ORD		7:51 AMDec 27			10:02 AMDec 27	
orbitz	CO-1006-IAH-ORD	7:20aDec 27	7:29aDec 27	 E15	10:00aDec 27	10:02aDec 27	 B2
ord	CO-1006-IAH-ORD	2011-12-27 7:20 AM		15	2011-12-27 10:00 AM		B2
usatoday	CO-1006-IAH-ORD	2011-12-27 7:20 AM	2011-12-27 7:29 AM		2011-12-27 10:00 AM	2011-12-27 10:02 AM	
mytripandmore	CO-1006-IAH-ORD	7:20aDec 27	7:29aDec 27	 E15	10:00aDec 27	10:02aDec 27	 B2
flightarrival	CO-1006-IAH-ORD		7:51 AMDec 27			10:02 AMDec 27	
ua	UA-3751-ORD-DTW	Tue, Dec 27 4:27 PM	Tue, Dec 27 4:27 PM	C7	Tue, Dec 27 6:50 PM	Tue, Dec 27 6:50 PM	D6
flightexplorer	UA-3751-ORD-DTW	12/27/2011 4:27PM CST			12/27/2011 6:50PM EST		
airtravelcenter	UA-3751-ORD-DTW		12/27/11 4:41 PM (-06:00)			12/27/11 6:24 PM (-05:00)	
myrateplan	UA-3751-ORD-DTW		12/27/11 4:41 PM (-06:00)			12/27/11 6:24 PM (-05:00)	
helloflight	UA-3751-ORD-DTW		12/27/11 4:41 PM (-06:00)			12/27/11 6:24 PM (-05:00)	
flytecomm	UA-3751-ORD-DTW		12/27/11 4:41 PM (-06:00)			12/27/11 6:24 PM (-05:00)	
flightaware	UA-3751-ORD-DTW	2011-12-27 04:27PM CST	2011-12-27 04:37PM CST	 C7 	2011-12-27 06:30PM EST	2011-12-27 06:40PM EST	 D6 
wunderground	UA-3751-ORD-DTW	2011-12-27 04:27PM CST	2011-12-27 04:37PM CST	 C7 	2011-12-27 06:30PM EST	2011-12-27 06:40PM EST	 D6 
flights	UA-3751-ORD-DTW	2011-12-27 04:27 PM		C7	2011-12-27 06:50 PM		D6
businesstravellogue	UA-3751-ORD-DTW	2011-12-27 04:27 PM		C7	2011-12-27 06:50 PM		D6
flylouisville	UA-3751-ORD-DTW	2011-12-27 04:27 PM		C7	2011-12-27 06:50 PM		D6
flightview	UA-3751-ORD-DTW	4:27 PMDec 27			6:50 PMDec 27		
panynj	UA-3751-ORD-DTW	4:27 PMDec 27			6:50 PMDec 27		
gofox	UA-3751-ORD-DTW	4:27 PMDec 27			6:50 PMDec 27		
foxbusiness	UA-3751-ORD-DTW	4:27 PMDec 27			6:50 PMDec 27		
allegiantair	UA-3751-ORD-DTW	4:27 PMDec 27			6:50 PMDec 27		
boston	UA-3751-ORD-DTW	4:27 PMDec 27			6:50 PMDec 27		
travelocity	UA-3751-ORD-DTW	Dec 27 - 4:27pm	Dec 27 - Not Available	C7	Dec 27 - 6:50pm	Dec 27 - Not Available	Not provided by airline
orbitz	UA-3751-ORD-DTW	4:27pDec 27		 C7	6:50pDec 27		 D6
weather	UA-3751-ORD-DTW	2011-12-27 04:27 PM			2011-12-27 06:50 PM		
ord	UA-3751-ORD-DTW	2011-12-27 4:27 PM		C7	2011-12-27 6:50 PM		D6
mytripandmore	UA-3751-ORD-DTW	4:27pDec 27		 C7	6:50pDec 27		 D6
flightarrival	UA-3751-ORD-DTW	2011-12-27 04:27 PM			2011-12-27 06:50 PM		
ua	UA-5812-ORD-BHM	Tue, Dec 27 7:32 PM	Tue, Dec 27 7:32 PM            On Time	E4	Tue, Dec 27 9:25 PM	Tue, Dec 27 9:25 PM	--
airtravelcenter	UA-5812-ORD-BHM	12/27/11 7:32 PM (-06:00)			12/27/11 9:25 PM (-06:00)		
myrateplan	UA-5812-ORD-BHM	12/27/11 7:32 PM (-06:00)			12/27/11 9:25 PM (-06:00)		
helloflight	UA-5812-ORD-BHM	12/27/11 7:32 PM (-06:00)			12/27/11 9:25 PM (-06:00)		
flytecomm	UA-5812-ORD-BHM	12/27/11 7:32 PM (-06:00)			12/27/11 9:25 PM (-06:00)		
flights	UA-5812-ORD-BHM	2011-12-27 07:32 PM		E4	2011-12-27 09:25 PM		
businesstravellogue	UA-5812-ORD-BHM	2011-12-27 07:32 PM		E4	2011-12-27 09:25 PM		
flylouisville	UA-5812-ORD-BHM	2011-12-27 07:32 PM		E4	2011-12-27 09:25 PM		
flightview	UA-5812-ORD-BHM	7:32 PMDec 27			9:25 PMDec 27		
panynj	UA-5812-ORD-BHM	7:32 PMDec 27			9:25 PMDec 27		
gofox	UA-5812-ORD-BHM	7:32 PMDec 27			9:25 PMDec 27		
foxbusiness	UA-5812-ORD-BHM	7:32 PMDec 27			9:25 PMDec 27		
allegiantair	UA-5812-ORD-BHM	7:32 PMDec 27			9:25 PMDec 27		
boston	UA-5812-ORD-BHM	7:32 PMDec 27			9:25 PMDec 27		
orbitz	UA-5812-ORD-BHM	7:32pDec 27		 E4	9:25pDec 27		 -
weather	UA-5812-ORD-BHM	2011-12-27 07:32 PM			2011-12-27 09:25 PM		
usatoday	UA-5812-ORD-BHM	2011-12-27 07:32 PM			2011-12-27 09:25 PM		
flightarrival	UA-5812-ORD-BHM	2011-12-27 07:32 PM			2011-12-27 09:25 PM		
ua	UA-4221-EWR-CVG	Tue, Dec 27 4:10 PM		A23A	Tue, Dec 27 6:24 PM		2
airtravelcenter	UA-4221-EWR-CVG	12/27/11 4:10 PM (-05:00)			12/27/11 6:24 PM (-05:00)		
myrateplan	UA-4221-EWR-CVG	12/27/11 4:10 PM (-05:00)			12/27/11 6:24 PM (-05:00)		
helloflight	UA-4221-EWR-CVG	12/27/11 4:10 PM (-05:00)			12/27/11 6:24 PM (-05:00)		
flytecomm	UA-4221-EWR-CVG	12/27/11 4:10 PM (-05:00)			12/27/11 6:24 PM (-05:00)		
flights	UA-4221-EWR-CVG		2011-12-27 04:10 PM	23A		2011-12-27 06:24 PM	2
businesstravellogue	UA-4221-EWR-CVG		2011-12-27 04:10 PM	23A		2011-12-27 06:24 PM	2
flylouisville	UA-4221-EWR-CVG		2011-12-27 04:10 PM	23A		2011-12-27 06:24 PM	2
flightview	UA-4221-EWR-CVG	4:10 PMDec 27			6:24 PMDec 27		
panynj	UA-4221-EWR-CVG	4:10 PMDec 27			6:24 PMDec 27		
gofox	UA-4221-EWR-CVG	4:10 PMDec 27			6:24 PMDec 27		
foxbusiness	UA-4221-EWR-CVG	4:10 PMDec 27			6:24 PMDec 27		
allegiantair	UA-4221-EWR-CVG	4:10 PMDec 27			6:24 PMDec 27		
boston	UA-4221-EWR-CVG	4:10 PMDec 27			6:24 PMDec 27		
travelocity	UA-4221-EWR-CVG	Dec 27 - 4:10pm	Dec 27 - Contact Airline	Not provided by airline	Dec 27 - 6:24pm	Dec 27 - Contact Airline	Not provided by airline
orbitz	UA-4221-EWR-CVG	4:10pDec 27		 -	6:24pDec 27		 -
weather	UA-4221-EWR-CVG	2011-12-27 04:10 PM			2011-12-27 06:24 PM		
usatoday	UA-4221-EWR-CVG	4:10 PMDec 27			6:24 PMDec 27		
mytripandmore	UA-4221-EWR-CVG	4:10pDec 27		 -	6:24pDec 27		 -
flightarrival	UA-4221-EWR-CVG	4:10 PMDec 27			6:24 PMDec 27		
aa	AA-415-ORD-SEA	December 27, 2011               11:35 AM    	December 27, 2011               11:34 AM    	 H12	December 27, 2011               02:05 PM    	December 27, 2011     	 A9    
flightexplorer	AA-415-ORD-SEA		12/27/2011 11:46AM CST			12/27/2011 1:47PM PST	
airtravelcenter	AA-415-ORD-SEA		12/27/11 11:46 AM (-06:00)			12/27/11 1:46 PM (-08:00)	
myrateplan	AA-415-ORD-SEA		12/27/11 11:46 AM (-06:00)			12/27/11 1:46 PM (-08:00)	
helloflight	AA-415-ORD-SEA		12/27/11 11:46 AM (-06:00)			12/27/11 1:46 PM (-08:00)	
flytecomm	AA-415-ORD-SEA		12/27/11 11:46 AM (-06:00)			12/27/11 1:46 PM (-08:00)	
flightaware	AA-415-ORD-SEA	2011-12-27 11:35AM CST	2011-12-27 11:45AM CST	 H12 	2011-12-27 01:56PM PST	2011-12-27 01:52PM PST	 A9 
wunderground	AA-415-ORD-SEA	2011-12-27 11:35AM CST	2011-12-27 11:45AM CST	 H12 	2011-12-27 01:56PM PST	2011-12-27 01:52PM PST	 A9 
flights	AA-415-ORD-SEA		2011-12-27 11:34 AM	H12		2011-12-27 02:05 PM	9
businesstravellogue	AA-415-ORD-SEA		2011-12-27 11:34 AM	H12		2011-12-27 02:05 PM	9
flylouisville	AA-415-ORD-SEA		2011-12-27 11:34 AM	H12		2011-12-27 02:05 PM	9
flightview	AA-415-ORD-SEA		11:46 AMDec 27			1:53 PMDec 27	
panynj	AA-415-ORD-SEA		11:46 AMDec 27			1:53 PMDec 27	
gofox	AA-415-ORD-SEA		11:46 AMDec 27			1:53 PMDec 27	
foxbusiness	AA-415-ORD-SEA		11:46 AMDec 27			1:53 PMDec 27	
allegiantair	AA-415-ORD-SEA		11:46 AMDec 27			1:53 PMDec 27	
boston	AA-415-ORD-SEA		11:46 AMDec 27			1:53 PMDec 27	
orbitz	AA-415-ORD-SEA	11:35aDec 27	11:34aDec 27	 H12	1:59pDec 27		 A9
ord	AA-415-ORD-SEA	2011-12-27 11:35 AM		H12	2011-12-27 2:05 PM		9
flightarrival	AA-415-ORD-SEA		11:46 AMDec 27			1:53 PMDec 27	
CO	CO-4597-CVG-IAH	Tue., Dec.27, 2011 6:14 a.m.	Tue., Dec.27, 2011 6:11 a.m.		Tue., Dec.27, 2011 8:06 a.m.	Tue., Dec.27, 2011 7:46 a.m.	
airtravelcenter	CO-4597-CVG-IAH	12/27/11 6:14 AM (-05:00)			12/27/11 8:06 AM (-06:00)		
myrateplan	CO-4597-CVG-IAH	12/27/11 6:14 AM (-05:00)			12/27/11 8:06 AM (-06:00)		
helloflight	CO-4597-CVG-IAH	12/27/11 6:14 AM (-05:00)			12/27/11 8:06 AM (-06:00)		
flytecomm	CO-4597-CVG-IAH	12/27/11 6:14 AM (-05:00)			12/27/11 8:06 AM (-06:00)		
flightaware	CO-4597-CVG-IAH	2011-12-27 06:14AM EST	2011-12-27 06:19AM EST		2011-12-27 07:49AM CST	2011-12-27 07:38AM CST	
flightaware	CO-4597-CVG-IAH	2011-12-27 06:14AM EST	2011-12-27 06:19AM EST		2011-12-27 07:49AM CST	2011-12-27 07:38AM CST	
wunderground	CO-4597-CVG-IAH	2011-12-27 06:14AM EST	2011-12-27 06:19AM EST		2011-12-27 07:49AM CST	2011-12-27 07:38AM CST	
wunderground	CO-4597-CVG-IAH	2011-12-27 06:14AM EST	2011-12-27 06:19AM EST		2011-12-27 07:49AM CST	2011-12-27 07:38AM CST	
flights	CO-4597-CVG-IAH	06:14 AM  Tue 27-Dec-2011	06:11 AM  Tue 27-Dec-2011	4	08:06 AM  Tue 27-Dec-2011	07:46 AM  Tue 27-Dec-2011	64
businesstravellogue	CO-4597-CVG-IAH	06:14 AM  Tue 27-Dec-2011	06:11 AM  Tue 27-Dec-2011	4	08:06 AM  Tue 27-Dec-2011	07:46 AM  Tue 27-Dec-2011	64
flylouisville	CO-4597-CVG-IAH	06:14 AM  Tue 27-Dec-2011	06:11 AM  Tue 27-Dec-2011	4	08:06 AM  Tue 27-Dec-2011	07:46 AM  Tue 27-Dec-2011	64
flightstats	CO-4597-CVG-IAH	2011-12-27 6:14 AM	2011-12-27 6:11 AM		2011-12-27 8:06 AM	2011-12-27 7:46 AM	
quicktrip	CO-4597-CVG-IAH	2011-12-27 6:14 AM	2011-12-27 6:11 AM		2011-12-27 8:06 AM	2011-12-27 7:46 AM	
world-flight-tracker	CO-4597-CVG-IAH	2011-12-27 6:14 AM	2011-12-27 6:11 AM		2011-12-27 8:06 AM	2011-12-27 7:46 AM	
flightview	CO-4597-CVG-IAH	6:14 AM, Dec 27	6:27 AM, Dec 27	Term 2 - 4	8:06 AM, Dec 27	7:46 AM, Dec 27	Term B - B64
panynj	CO-4597-CVG-IAH	6:14 AM, Dec 27	6:27 AM, Dec 27	Term 2 - 4	8:06 AM, Dec 27	7:46 AM, Dec 27	Term B - B64
gofox	CO-4597-CVG-IAH	6:14 AM, Dec 27	6:27 AM, Dec 27		8:06 AM, Dec 27	7:46 AM, Dec 27	
foxbusiness	CO-4597-CVG-IAH	6:14 AM, Dec 27	6:27 AM, Dec 27	Term 2 - 4	8:06 AM, Dec 27	7:46 AM, Dec 27	Term B - B64
allegiantair	CO-4597-CVG-IAH	6:14 AM, Dec 27	6:27 AM, Dec 27	Term 2 - 4	8:06 AM, Dec 27	7:46 AM, Dec 27	Term B - B64
boston	CO-4597-CVG-IAH	6:14 AM, Dec 27	6:27 AM, Dec 27		8:06 AM, Dec 27	7:41 AM, Dec 27	
travelocity	CO-4597-CVG-IAH	Dec 27 - 6:14am	Dec 27 - 6:11am	4	Dec 27 - 8:06am	Dec 27 - 7:46am	B64
orbitz	CO-4597-CVG-IAH	6:14aDec 27	6:11aDec 27	 -	8:06aDec 27	7:46aDec 27	 -
weather	CO-4597-CVG-IAH	2011-12-27 06:14 AM			2011-12-27 08:06 AM		
ifly	CO-4597-CVG-IAH	2011-12-27 6:14 AM	2011-12-27 6:11 AM		2011-12-27 8:06 AM	2011-12-27 7:46 AM	
usatoday	CO-4597-CVG-IAH	2011-12-27 06:14 AM			2011-12-27 08:06 AM		
flightwise	CO-4597-CVG-IAH	2011-12-27 06:14AM EST	2011-12-27 06:19AM EST		2011-12-27 07:49AM CST	2011-12-27 07:38AM CST	
flightarrival	CO-4597-CVG-IAH	6:14 AM, Dec 27	6:27 AM, Dec 27		8:06 AM, Dec 27	7:41 AM, Dec 27	
ua	UA-2882-PHL-DTW	Tue, Dec 27 8:30 PM	Tue, Dec 27 9:20 PM	A14	Tue, Dec 27 10:13 PM	Tue, Dec 27 10:48 PM	D24
airtravelcenter	UA-2882-PHL-DTW		12/27/11 9:34 PM (-05:00)			12/27/11 10:37 PM (-05:00)	
myrateplan	UA-2882-PHL-DTW		12/27/11 9:34 PM (-05:00)			12/27/11 10:37 PM (-05:00)	
helloflight	UA-2882-PHL-DTW		12/27/11 9:34 PM (-05:00)			12/27/11 10:37 PM (-05:00)	
flytecomm	UA-2882-PHL-DTW		12/27/11 9:34 PM (-05:00)			12/27/11 10:37 PM (-05:00)	
flightaware	UA-2882-PHL-DTW	2011-12-27 08:30PM EST	2011-12-27 09:35PM EST		2011-12-27 10:03PM EST	2011-12-27 10:42PM EST	
wunderground	UA-2882-PHL-DTW	2011-12-27 08:30PM EST	2011-12-27 09:35PM EST		2011-12-27 10:03PM EST	2011-12-27 10:42PM EST	
flights	UA-2882-PHL-DTW	08:30 PM  Tue 27-Dec-2011	09:20 PM  Tue 27-Dec-2011	14	10:13 PM  Tue 27-Dec-2011	10:48 PM  Tue 27-Dec-2011	D24
businesstravellogue	UA-2882-PHL-DTW	08:30 PM  Tue 27-Dec-2011	09:20 PM  Tue 27-Dec-2011	14	10:13 PM  Tue 27-Dec-2011	10:48 PM  Tue 27-Dec-2011	D24
flylouisville	UA-2882-PHL-DTW	08:30 PM  Tue 27-Dec-2011	09:20 PM  Tue 27-Dec-2011	14	10:13 PM  Tue 27-Dec-2011	10:48 PM  Tue 27-Dec-2011	D24
flightstats	UA-2882-PHL-DTW	2011-12-27 8:30 PM	2011-12-27 9:20 PM		2011-12-27 10:13 PM	2011-12-27 10:48 PM	
quicktrip	UA-2882-PHL-DTW	2011-12-27 8:30 PM	2011-12-27 9:20 PM		2011-12-27 10:13 PM	2011-12-27 10:48 PM	
world-flight-tracker	UA-2882-PHL-DTW	2011-12-27 8:30 PM	2011-12-27 9:20 PM		2011-12-27 10:13 PM	2011-12-27 10:48 PM	
flightview	UA-2882-PHL-DTW	8:30 PM, Dec 27	9:36 PM, Dec 27	A14	10:13 PM, Dec 27	10:42 PM, Dec 27	Terminal N
panynj	UA-2882-PHL-DTW	8:30 PM, Dec 27	9:36 PM, Dec 27	A14	10:13 PM, Dec 27	10:42 PM, Dec 27	Terminal N
gofox	UA-2882-PHL-DTW	8:30 PM, Dec 27	9:36 PM, Dec 27		10:13 PM, Dec 27	10:42 PM, Dec 27	
foxbusiness	UA-2882-PHL-DTW	8:30 PM, Dec 27	9:36 PM, Dec 27	A14	10:13 PM, Dec 27	10:42 PM, Dec 27	Terminal N
allegiantair	UA-2882-PHL-DTW	8:30 PM, Dec 27	9:36 PM, Dec 27	A14	10:13 PM, Dec 27	10:42 PM, Dec 27	Terminal N
boston	UA-2882-PHL-DTW	8:30 PM, Dec 27	9:36 PM, Dec 27		10:13 PM, Dec 27	10:42 PM, Dec 27	
travelocity	UA-2882-PHL-DTW	Dec 27 - 8:30pm	Dec 27 - Contact Airline	Not provided by airline	Dec 27 - 10:13pm	Dec 27 - Contact Airline	Not provided by airline
orbitz	UA-2882-PHL-DTW	8:30pDec 27	9:20pDec 27	 -	10:13pDec 27	10:48pDec 27	 -
weather	UA-2882-PHL-DTW	2011-12-27 08:30 PM			2011-12-27 10:13 PM		
ifly	UA-2882-PHL-DTW	2011-12-27 8:30 PM	2011-12-27 9:20 PM		2011-12-27 10:13 PM	2011-12-27 10:48 PM	
usatoday	UA-2882-PHL-DTW	2011-12-27 08:30 PM			2011-12-27 10:13 PM		
mytripandmore	UA-2882-PHL-DTW	8:30pDec 27	9:20pDec 27	 -	10:13pDec 27	10:48pDec 27	 -
flightarrival	UA-2882-PHL-DTW	2011-12-27 08:30 PM			2011-12-27 10:13 PM		
ua	UA-2998-PHL-PHX	Tue, Dec 27 6:00 PM	Tue, Dec 27 12:01 AM	B11	Tue, Dec 27 9:28 PM	Tue, Dec 27 10:12 PM	A13
airtravelcenter	UA-2998-PHL-PHX		12/27/11 7:28 PM (-05:00)			12/27/11 10:11 PM (-07:00)	
myrateplan	UA-2998-PHL-PHX		12/27/11 7:28 PM (-05:00)			12/27/11 10:11 PM (-07:00)	
helloflight	UA-2998-PHL-PHX		12/27/11 7:28 PM (-05:00)			12/27/11 10:11 PM (-07:00)	
flytecomm	UA-2998-PHL-PHX		12/27/11 7:28 PM (-05:00)			12/27/11 10:11 PM (-07:00)	
flightaware	UA-2998-PHL-PHX	2011-12-27 06:00PM EST	2011-12-27 07:27PM EST		2011-12-27 09:18PM MST	2011-12-27 10:02PM MST	
wunderground	UA-2998-PHL-PHX	2011-12-27 06:00PM EST	2011-12-27 07:27PM EST		2011-12-27 09:18PM MST	2011-12-27 10:02PM MST	
flights	UA-2998-PHL-PHX	06:00 PM  Tue 27-Dec-2011		B11	09:28 PM  Tue 27-Dec-2011		A13
businesstravellogue	UA-2998-PHL-PHX	06:00 PM  Tue 27-Dec-2011		B11	09:28 PM  Tue 27-Dec-2011		A13
flylouisville	UA-2998-PHL-PHX	06:00 PM  Tue 27-Dec-2011		B11	09:28 PM  Tue 27-Dec-2011		A13
flightstats	UA-2998-PHL-PHX	2011-12-27 6:00 PM	2011-12-27 7:06 PM		2011-12-27 9:28 PM	2011-12-27 10:12 PM (Estimated)	
quicktrip	UA-2998-PHL-PHX	2011-12-27 6:00 PM	2011-12-27 7:06 PM		2011-12-27 9:28 PM	2011-12-27 10:12 PM (Estimated)	
world-flight-tracker	UA-2998-PHL-PHX	2011-12-27 6:00 PM	2011-12-27 7:06 PM		2011-12-27 9:28 PM	2011-12-27 10:12 PM (Estimated)	
flightview	UA-2998-PHL-PHX	6:00 PM, Dec 27	7:28 PM, Dec 27		9:28 PM, Dec 27		
panynj	UA-2998-PHL-PHX	6:00 PM, Dec 27	7:28 PM, Dec 27		9:28 PM, Dec 27		
gofox	UA-2998-PHL-PHX	6:00 PM, Dec 27	7:28 PM, Dec 27		9:28 PM, Dec 27		
foxbusiness	UA-2998-PHL-PHX	6:00 PM, Dec 27	7:28 PM, Dec 27		9:28 PM, Dec 27		
allegiantair	UA-2998-PHL-PHX	6:00 PM, Dec 27	7:28 PM, Dec 27		9:28 PM, Dec 27		
boston	UA-2998-PHL-PHX	6:00 PM, Dec 27	7:28 PM, Dec 27		9:28 PM, Dec 27	10:12 PM, Dec 27&nbsp(Estimated)	
travelocity	UA-2998-PHL-PHX	Dec 27 - 6:00pm	Dec 27 - Contact Airline	Not provided by airline	Dec 27 - 9:28pm	Dec 27 - Contact Airline	Not provided by airline
orbitz	UA-2998-PHL-PHX	6:00pDec 27	7:06pDec 27	 -	10:56pDec 27		 -
weather	UA-2998-PHL-PHX	2011-12-27 06:00 PM			2011-12-27 09:28 PM		
mytripandmore	UA-2998-PHL-PHX	Dec 27 - 6:00pm	Dec 27 - Contact Airline	Not provided by airline	Dec 27 - 9:28pm	Dec 27 - Contact Airline	Not provided by airline
flightwise	UA-2998-PHL-PHX	2011-12-27 06:00PM EST	2011-12-27 07:27PM EST		2011-12-27 09:18PM MST	2011-12-27 10:02PM MST	
flightarrival	UA-2998-PHL-PHX	6:00 PM, Dec 27	7:28 PM, Dec 27		9:28 PM, Dec 27	10:12 PM, Dec 27&nbsp(Estimated)	
aa	AA-1960-MIA-TPA	December 27, 2011               04:45 PM    	December 27, 2011               04:52 PM    	 D19	December 27, 2011               05:45 PM    	December 27, 2011               05:45 PM    	 F79    
flightexplorer	AA-1960-MIA-TPA		12/27/2011 5:06PM EST			12/27/2011 5:44PM EST	
airtravelcenter	AA-1960-MIA-TPA		12/27/11 5:06 PM (-05:00)			12/27/11 5:44 PM (-05:00)	
myrateplan	AA-1960-MIA-TPA		12/27/11 5:06 PM (-05:00)			12/27/11 5:44 PM (-05:00)	
helloflight	AA-1960-MIA-TPA		12/27/11 5:06 PM (-05:00)			12/27/11 5:44 PM (-05:00)	
flytecomm	AA-1960-MIA-TPA		12/27/11 5:06 PM (-05:00)			12/27/11 5:44 PM (-05:00)	
flightaware	AA-1960-MIA-TPA	2011-12-27 04:45PM EST	2011-12-27 05:06PM EST	 D19 	2011-12-27 05:32PM EST	2011-12-27 05:41PM EST	 F79 
wunderground	AA-1960-MIA-TPA	2011-12-27 04:45PM EST	2011-12-27 05:06PM EST	 D19 	2011-12-27 05:32PM EST	2011-12-27 05:41PM EST	 F79 
flights	AA-1960-MIA-TPA		2011-12-27 04:52 PM	D19		2011-12-27 05:45 PM	F79
businesstravellogue	AA-1960-MIA-TPA		2011-12-27 04:52 PM	D19		2011-12-27 05:45 PM	F79
flylouisville	AA-1960-MIA-TPA		2011-12-27 04:52 PM	D19		2011-12-27 05:45 PM	F79
flightview	AA-1960-MIA-TPA		5:06 PMDec 27			5:41 PMDec 27	
panynj	AA-1960-MIA-TPA		5:06 PMDec 27			5:41 PMDec 27	
gofox	AA-1960-MIA-TPA		5:06 PMDec 27			5:41 PMDec 27	
foxbusiness	AA-1960-MIA-TPA		5:06 PMDec 27			5:41 PMDec 27	
allegiantair	AA-1960-MIA-TPA		5:06 PMDec 27			5:41 PMDec 27	
boston	AA-1960-MIA-TPA		5:06 PMDec 27			5:41 PMDec 27	
orbitz	AA-1960-MIA-TPA	4:45pDec 27	4:52pDec 27	 D19	5:45pDec 27	5:45pDec 27	 F79
flightarrival	AA-1960-MIA-TPA		5:06 PMDec 27			5:41 PMDec 27	
CO	CO-1493-ORD-IAH	Tue., Dec.27, 2011 2:00 p.m.	Tue., Dec.27, 2011 2:27 p.m.		Tue., Dec.27, 2011 4:46 p.m.	Tue., Dec.27, 2011 4:49 p.m.	
airtravelcenter	CO-1493-ORD-IAH	12/27/11 2:00 PM (-06:00)			12/27/11 4:46 PM (-06:00)		
myrateplan	CO-1493-ORD-IAH	12/27/11 2:00 PM (-06:00)			12/27/11 4:46 PM (-06:00)		
helloflight	CO-1493-ORD-IAH	12/27/11 2:00 PM (-06:00)			12/27/11 4:46 PM (-06:00)		
flytecomm	CO-1493-ORD-IAH	12/27/11 2:00 PM (-06:00)			12/27/11 4:46 PM (-06:00)		
flights	CO-1493-ORD-IAH		2011-12-27 02:27 PM	B2		2011-12-27 04:49 PM	31
