CO	CO-4237-EWR-DTW	Sat., Dec.17, 2011 12:33 p.m.	Sat., Dec.17, 2011 12:34 p.m.		Sat., Dec.17, 2011 2:38 p.m.	Sat., Dec.17, 2011 2:23 p.m.	
flytecomm	UA-1004-IAH-LGA		12/17/11 4:10 PM (-06:00)			12/17/11 8:07 PM (-05:00)	
flightaware	UA-1004-IAH-LGA	2011-12-17 03:55PM CST	2011-12-17 04:10PM CST	 E1 	2011-12-17 08:19PM EST	2011-12-17 07:58PM EST	
wunderground	UA-1004-IAH-LGA	2011-12-17 03:55PM CST	2011-12-17 04:10PM CST	 E1 	2011-12-17 08:19PM EST	2011-12-17 07:58PM EST	
flights	UA-1004-IAH-LGA	03:55 PM  Sat 17-Dec-2011		1	08:29 PM  Sat 17-Dec-2011		A3
businesstravellogue	UA-1004-IAH-LGA	03:55 PM  Sat 17-Dec-2011		1	08:29 PM  Sat 17-Dec-2011		A3
flylouisville	UA-1004-IAH-LGA	03:55 PM  Sat 17-Dec-2011		1	08:29 PM  Sat 17-Dec-2011		A3
world-flight-tracker	UA-1004-IAH-LGA	2011-12-17 3:55 PM	2011-12-17 3:57 PM		2011-12-17 8:29 PM	2011-12-17 8:05 PM (Estimated)	
flightview	UA-1004-IAH-LGA	3:55 PM, Dec 17	4:10 PM, Dec 17		8:29 PM, Dec 17		
panynj	UA-1004-IAH-LGA	3:55 PM, Dec 17	4:10 PM, Dec 17		8:29 PM, Dec 17		
gofox	UA-1004-IAH-LGA	3:55 PM, Dec 17	4:10 PM, Dec 17		8:29 PM, Dec 17		
foxbusiness	UA-1004-IAH-LGA	3:55 PM, Dec 17	4:10 PM, Dec 17		8:29 PM, Dec 17		
allegiantair	UA-1004-IAH-LGA	3:55 PM, Dec 17	4:10 PM, Dec 17		8:29 PM, Dec 17		
boston	UA-1004-IAH-LGA	3:55 PM, Dec 17	4:10 PM, Dec 17		8:29 PM, Dec 17	8:01 PM, Dec 17&nbsp(Estimated)	
orbitz	UA-1004-IAH-LGA	3:55pDec 17	3:57pDec 17	 E1	7:41pDec 17		 -
weather	UA-1004-IAH-LGA	2011-12-17 03:55 PM	2011-12-17 04:10 PM		2011-12-17 08:29 PM	2011-12-17 08:07 PM	
flightarrival	UA-1004-IAH-LGA	2011-12-17 03:55 PM	2011-12-17 04:10 PM		2011-12-17 08:29 PM	2011-12-17 08:07 PM	
ua	UA-2337-CLT-BNA	Sat, Dec 17 8:19 PM	Sat, Dec 17 8:19 PM            Delayed	B16	Sat, Dec 17 8:43 PM	Sat, Dec 17 8:37 PM	B8
airtravelcenter	UA-2337-CLT-BNA		12/17/11 8:37 PM (-05:00)			12/17/11 8:33 PM (-06:00)	
myrateplan	UA-2337-CLT-BNA		12/17/11 8:37 PM (-05:00)			12/17/11 8:33 PM (-06:00)	
helloflight	UA-2337-CLT-BNA		12/17/11 8:37 PM (-05:00)			12/17/11 8:33 PM (-06:00)	
flytecomm	UA-2337-CLT-BNA		12/17/11 8:37 PM (-05:00)			12/17/11 8:33 PM (-06:00)	
flights	UA-2337-CLT-BNA	08:19 PM  Sat 17-Dec-2011	08:17 PM  Sat 17-Dec-2011		08:43 PM  Sat 17-Dec-2011	08:37 PM  Sat 17-Dec-2011	
businesstravellogue	UA-2337-CLT-BNA	08:19 PM  Sat 17-Dec-2011	08:17 PM  Sat 17-Dec-2011		08:43 PM  Sat 17-Dec-2011	08:37 PM  Sat 17-Dec-2011	
flylouisville	UA-2337-CLT-BNA	08:19 PM  Sat 17-Dec-2011	08:17 PM  Sat 17-Dec-2011		08:43 PM  Sat 17-Dec-2011	08:37 PM  Sat 17-Dec-2011	
world-flight-tracker	UA-2337-CLT-BNA	2011-12-17 8:19 PM	2011-12-17 8:17 PM		2011-12-17 8:43 PM	2011-12-17 8:37 PM	
flightview	UA-2337-CLT-BNA	8:19 PM, Dec 17	8:37 PM, Dec 17		8:43 PM, Dec 17	8:33 PM, Dec 17	
panynj	UA-2337-CLT-BNA	8:19 PM, Dec 17	8:37 PM, Dec 17		8:43 PM, Dec 17	8:33 PM, Dec 17	
gofox	UA-2337-CLT-BNA	8:19 PM, Dec 17	8:37 PM, Dec 17		8:43 PM, Dec 17	8:33 PM, Dec 17	
foxbusiness	UA-2337-CLT-BNA	8:19 PM, Dec 17	8:37 PM, Dec 17		8:43 PM, Dec 17	8:33 PM, Dec 17	
allegiantair	UA-2337-CLT-BNA	8:19 PM, Dec 17	8:37 PM, Dec 17		8:43 PM, Dec 17	8:33 PM, Dec 17	
boston	UA-2337-CLT-BNA	8:19 PM, Dec 17	8:37 PM, Dec 17		8:43 PM, Dec 17	8:33 PM, Dec 17	
orbitz	UA-2337-CLT-BNA	8:19pDec 17	8:17pDec 17	 -	8:43pDec 17	8:37pDec 17	 -
weather	UA-2337-CLT-BNA	2011-12-17 08:19 PM			2011-12-17 08:43 PM		
usatoday	UA-2337-CLT-BNA	8:19 PM, Dec 17	8:37 PM, Dec 17		8:43 PM, Dec 17	8:33 PM, Dec 17	
mytripandmore	UA-2337-CLT-BNA	8:19pDec 17	8:17pDec 17	 -	8:43pDec 17	8:37pDec 17	 -
flightarrival	UA-2337-CLT-BNA	2011-12-17 08:19 PM			2011-12-17 08:43 PM		
aa	AA-2957-DFW-CVG	December 17, 2011               07:55 AM    	December 17, 2011               07:50 AM    	 B8	December 17, 2011               11:05 AM    	December 17, 2011               10:52 AM    	 3    
flightexplorer	AA-2957-DFW-CVG		12/17/2011 8:04AM CST			12/17/2011 10:50AM EST	
airtravelcenter	AA-2957-DFW-CVG		12/17/11 8:04 AM (-06:00)			12/17/11 10:50 AM (-05:00)	
myrateplan	AA-2957-DFW-CVG		12/17/11 8:04 AM (-06:00)			12/17/11 10:50 AM (-05:00)	
helloflight	AA-2957-DFW-CVG		12/17/11 8:04 AM (-06:00)			12/17/11 10:50 AM (-05:00)	
flytecomm	AA-2957-DFW-CVG		12/17/11 8:04 AM (-06:00)			12/17/11 10:50 AM (-05:00)	
flightaware	AA-2957-DFW-CVG	2011-12-17 07:55AM CST	2011-12-17 08:04AM CST	 B8 	2011-12-17 10:58AM EST	2011-12-17 10:47AM EST	 3 
wunderground	AA-2957-DFW-CVG	2011-12-17 07:55AM CST	2011-12-17 08:04AM CST	 B8 	2011-12-17 10:58AM EST	2011-12-17 10:47AM EST	 3 
flights	AA-2957-DFW-CVG	07:55 AM  Sat 17-Dec-2011	07:50 AM  Sat 17-Dec-2011	B8	11:05 AM  Sat 17-Dec-2011	10:52 AM  Sat 17-Dec-2011	3
businesstravellogue	AA-2957-DFW-CVG	07:55 AM  Sat 17-Dec-2011	07:50 AM  Sat 17-Dec-2011	B8	11:05 AM  Sat 17-Dec-2011	10:52 AM  Sat 17-Dec-2011	3
flylouisville	AA-2957-DFW-CVG	07:55 AM  Sat 17-Dec-2011	07:50 AM  Sat 17-Dec-2011	B8	11:05 AM  Sat 17-Dec-2011	10:52 AM  Sat 17-Dec-2011	3
flightstats	AA-2957-DFW-CVG	2011-12-17 7:55 AM	2011-12-17 7:50 AM		2011-12-17 11:05 AM	2011-12-17 10:52 AM	
quicktrip	AA-2957-DFW-CVG	2011-12-17 7:55 AM	2011-12-17 7:50 AM		2011-12-17 11:05 AM	2011-12-17 10:52 AM	
world-flight-tracker	AA-2957-DFW-CVG	2011-12-17 7:55 AM	2011-12-17 7:50 AM		2011-12-17 11:05 AM	2011-12-17 10:52 AM	
flightview	AA-2957-DFW-CVG	7:55 AM, Dec 17	8:04 AM, Dec 17	B8	11:05 AM, Dec 17	10:52 AM, Dec 17	Terminal 2
panynj	AA-2957-DFW-CVG	7:55 AM, Dec 17	8:04 AM, Dec 17	B8	11:05 AM, Dec 17	10:52 AM, Dec 17	Terminal 2
gofox	AA-2957-DFW-CVG	7:55 AM, Dec 17	8:04 AM, Dec 17		11:05 AM, Dec 17	10:52 AM, Dec 17	
foxbusiness	AA-2957-DFW-CVG	7:55 AM, Dec 17	8:04 AM, Dec 17	B8	11:05 AM, Dec 17	10:52 AM, Dec 17	Terminal 2
allegiantair	AA-2957-DFW-CVG	7:55 AM, Dec 17	8:04 AM, Dec 17	B8	11:05 AM, Dec 17	10:52 AM, Dec 17	Terminal 2
boston	AA-2957-DFW-CVG	7:55 AM, Dec 17	8:04 AM, Dec 17		11:05 AM, Dec 17	10:52 AM, Dec 17	
orbitz	AA-2957-DFW-CVG	7:55aDec 17	7:50aDec 17	 B8	11:05aDec 17	10:52aDec 17	 3
weather	AA-2957-DFW-CVG	2011-12-17 07:55 AM			2011-12-17 11:05 AM		
usatoday	AA-2957-DFW-CVG	2011-12-17 07:55 AM			2011-12-17 11:05 AM		
flightarrival	AA-2957-DFW-CVG	2011-12-17 07:55 AM			2011-12-17 11:05 AM		
aa	AA-1929-SFO-LAX	December 17, 2011               07:00 AM    	December 17, 2011               06:56 AM    	 55	December 17, 2011               08:20 AM    	December 17, 2011               08:16 AM    	 42B    
airtravelcenter	AA-1929-SFO-LAX		12/17/11 7:08 AM (-08:00)			12/17/11 8:03 AM (-08:00)	
myrateplan	AA-1929-SFO-LAX		12/17/11 7:08 AM (-08:00)			12/17/11 8:03 AM (-08:00)	
helloflight	AA-1929-SFO-LAX		12/17/11 7:08 AM (-08:00)			12/17/11 8:03 AM (-08:00)	
flytecomm	AA-1929-SFO-LAX		12/17/11 7:08 AM (-08:00)			12/17/11 8:03 AM (-08:00)	
flightaware	AA-1929-SFO-LAX	2011-12-17 07:00AM PST	2011-12-17 07:07AM PST	 55 	2011-12-17 08:16AM PST	2011-12-17 08:03AM PST	 42B 
wunderground	AA-1929-SFO-LAX	2011-12-17 07:00AM PST	2011-12-17 07:07AM PST	 55 	2011-12-17 08:16AM PST	2011-12-17 08:03AM PST	 42B 
flights	AA-1929-SFO-LAX	07:00 AM  Sat 17-Dec-2011	06:56 AM  Sat 17-Dec-2011	55	08:20 AM  Sat 17-Dec-2011	08:07 AM  Sat 17-Dec-2011 (Runway)	42B
businesstravellogue	AA-1929-SFO-LAX	07:00 AM  Sat 17-Dec-2011	06:56 AM  Sat 17-Dec-2011	55	08:20 AM  Sat 17-Dec-2011	08:07 AM  Sat 17-Dec-2011 (Runway)	42B
flylouisville	AA-1929-SFO-LAX	07:00 AM  Sat 17-Dec-2011	06:56 AM  Sat 17-Dec-2011	55	08:20 AM  Sat 17-Dec-2011	08:07 AM  Sat 17-Dec-2011 (Runway)	42B
flightstats	AA-1929-SFO-LAX	2011-12-17 7:00 AM	2011-12-17 6:56 AM		2011-12-17 8:20 AM	2011-12-17 8:07 AM (runway)	
quicktrip	AA-1929-SFO-LAX	2011-12-17 7:00 AM	2011-12-17 6:56 AM		2011-12-17 8:20 AM	2011-12-17 8:07 AM (runway)	
world-flight-tracker	AA-1929-SFO-LAX	2011-12-17 7:00 AM	2011-12-17 6:56 AM		2011-12-17 8:20 AM	2011-12-17 8:07 AM (runway)	
flightview	AA-1929-SFO-LAX	7:00 AM, Dec 17	7:08 AM, Dec 17	Terminal 2 - 55	8:20 AM, Dec 17	8:16 AM, Dec 17	Terminal 4 - 42B
panynj	AA-1929-SFO-LAX	7:00 AM, Dec 17	7:08 AM, Dec 17	Terminal 2 - 55	8:20 AM, Dec 17	8:16 AM, Dec 17	Terminal 4 - 42B
gofox	AA-1929-SFO-LAX	7:00 AM, Dec 17	7:08 AM, Dec 17		8:20 AM, Dec 17	8:16 AM, Dec 17	
foxbusiness	AA-1929-SFO-LAX	7:00 AM, Dec 17	7:08 AM, Dec 17	Terminal 2 - 55	8:20 AM, Dec 17	8:16 AM, Dec 17	Terminal 4 - 42B
allegiantair	AA-1929-SFO-LAX	7:00 AM, Dec 17	7:08 AM, Dec 17	Terminal 2 - 55	8:20 AM, Dec 17	8:16 AM, Dec 17	Terminal 4 - 42B
boston	AA-1929-SFO-LAX	7:00 AM, Dec 17	7:08 AM, Dec 17		8:20 AM, Dec 17	8:04 AM, Dec 17	
travelocity	AA-1929-SFO-LAX	Dec 17 - 7:00am	Dec 17 - 6:56am	55	Dec 17 - 8:20am	Dec 17 - 8:16am	42B/T4
orbitz	AA-1929-SFO-LAX	7:00aDec 17	6:56aDec 17	 55	8:20aDec 17	8:16aDec 17	 42B
weather	AA-1929-SFO-LAX	2011-12-17 07:00 AM	2011-12-17 07:08 AM		2011-12-17 08:20 AM	2011-12-17 08:04 AM	
usatoday	AA-1929-SFO-LAX	2011-12-17 07:00 AM	2011-12-17 07:08 AM		2011-12-17 08:20 AM	2011-12-17 08:04 AM	
mytripandmore	AA-1929-SFO-LAX	Dec 17 - 7:00am	Dec 17 - 6:56am	55	Dec 17 - 8:20am	Dec 17 - 8:16am	42B/T4
flightwise	AA-1929-SFO-LAX	2011-12-17 07:00AM PST	2011-12-17 07:07AM PST	 55 	2011-12-17 08:16AM PST	2011-12-17 08:03AM PST	 42B 
flightarrival	AA-1929-SFO-LAX	2011-12-17 07:00 AM	2011-12-17 07:08 AM		2011-12-17 08:20 AM	2011-12-17 08:04 AM	
aa	AA-1373-MCO-DFW	December 17, 2011               09:20 AM    	December 17, 2011               09:20 AM    	 13	December 17, 2011               11:20 AM    	December 17, 2011               11:01 AM    	 C17    
airtravelcenter	AA-1373-MCO-DFW		12/17/11 9:32 AM (-05:00)			12/17/11 11:01 AM (-06:00)	
myrateplan	AA-1373-MCO-DFW		12/17/11 9:32 AM (-05:00)			12/17/11 11:01 AM (-06:00)	
helloflight	AA-1373-MCO-DFW		12/17/11 9:32 AM (-05:00)			12/17/11 11:01 AM (-06:00)	
flytecomm	AA-1373-MCO-DFW		12/17/11 9:32 AM (-05:00)			12/17/11 11:01 AM (-06:00)	
flightaware	AA-1373-MCO-DFW	2011-12-17 09:20AM EST	2011-12-17 09:30AM EST	 12 	2011-12-17 11:00AM CST	2011-12-17 11:10AM CST	 A35 
wunderground	AA-1373-MCO-DFW	2011-12-17 09:20AM EST	2011-12-17 09:30AM EST	 12 	2011-12-17 11:00AM CST	2011-12-17 11:10AM CST	 A35 
flights	AA-1373-MCO-DFW	09:20 AM  Sat 17-Dec-2011	09:20 AM  Sat 17-Dec-2011	13	11:20 AM  Sat 17-Dec-2011	11:01 AM  Sat 17-Dec-2011	C17
businesstravellogue	AA-1373-MCO-DFW	09:20 AM  Sat 17-Dec-2011	09:20 AM  Sat 17-Dec-2011	13	11:20 AM  Sat 17-Dec-2011	11:01 AM  Sat 17-Dec-2011	C17
flylouisville	AA-1373-MCO-DFW	09:20 AM  Sat 17-Dec-2011	09:20 AM  Sat 17-Dec-2011	13	11:20 AM  Sat 17-Dec-2011	11:01 AM  Sat 17-Dec-2011	C17
world-flight-tracker	AA-1373-MCO-DFW	2011-12-17 9:20 AM	2011-12-17 9:20 AM		2011-12-17 11:20 AM	2011-12-17 11:01 AM	
flightview	AA-1373-MCO-DFW	9:20 AM, Dec 17	9:33 AM, Dec 17	Terminal A - 13	11:20 AM, Dec 17	10:58 AM, Dec 17	C17
panynj	AA-1373-MCO-DFW	9:20 AM, Dec 17	9:33 AM, Dec 17	Terminal A - 13	11:20 AM, Dec 17	10:58 AM, Dec 17	C17
gofox	AA-1373-MCO-DFW	9:20 AM, Dec 17	9:33 AM, Dec 17		11:20 AM, Dec 17	10:58 AM, Dec 17	
foxbusiness	AA-1373-MCO-DFW	9:20 AM, Dec 17	9:33 AM, Dec 17	Terminal A - 13	11:20 AM, Dec 17	10:58 AM, Dec 17	C17
allegiantair	AA-1373-MCO-DFW	9:20 AM, Dec 17	9:33 AM, Dec 17	Terminal A - 13	11:20 AM, Dec 17	10:58 AM, Dec 17	C17
boston	AA-1373-MCO-DFW	9:20 AM, Dec 17	9:33 AM, Dec 17		11:20 AM, Dec 17	10:58 AM, Dec 17	
orbitz	AA-1373-MCO-DFW	9:20aDec 17	9:20aDec 17	 13	11:20aDec 17	11:01aDec 17	 C17
weather	AA-1373-MCO-DFW	2011-12-17 09:20 AM			2011-12-17 11:20 AM		
mco	AA-1373-MCO-DFW	2011-12-17 Sat  09:20		13?			
mytripandmore	AA-1373-MCO-DFW	9:20aDec 17	9:20aDec 17	 13	11:20aDec 17	11:01aDec 17	 C17
flightarrival	AA-1373-MCO-DFW	2011-12-17 09:20 AM			2011-12-17 11:20 AM		
ua	UA-1008-IAH-LAX	Sat, Dec 17 2:35 PM	Sat, Dec 17 3:01 PM            Delayed	C-42	Sat, Dec 17 4:30 PM	Sat, Dec 17 4:18 PM	62
flightexplorer	UA-1008-IAH-LAX		12/17/2011 3:16PM CST			12/17/2011 4:11PM PST	
airtravelcenter	UA-1008-IAH-LAX		12/17/11 3:17 PM (-06:00)			12/17/11 4:11 PM (-08:00)	
myrateplan	UA-1008-IAH-LAX		12/17/11 3:17 PM (-06:00)			12/17/11 4:11 PM (-08:00)	
helloflight	UA-1008-IAH-LAX		12/17/11 3:17 PM (-06:00)			12/17/11 4:11 PM (-08:00)	
flytecomm	UA-1008-IAH-LAX		12/17/11 3:17 PM (-06:00)			12/17/11 4:11 PM (-08:00)	
flightaware	UA-1008-IAH-LAX	2011-12-17 02:35PM CST	2011-12-17 03:17PM CST	 42 	2011-12-17 03:45PM PST	2011-12-17 04:11PM PST	 62 
wunderground	UA-1008-IAH-LAX	2011-12-17 02:35PM CST	2011-12-17 03:17PM CST	 42 	2011-12-17 03:45PM PST	2011-12-17 04:11PM PST	 62 
flights	UA-1008-IAH-LAX		2011-12-17 03:01 PM	42		2011-12-17 04:18 PM	62
businesstravellogue	UA-1008-IAH-LAX		2011-12-17 03:01 PM	42		2011-12-17 04:18 PM	62
flylouisville	UA-1008-IAH-LAX		2011-12-17 03:01 PM	42		2011-12-17 04:18 PM	62
flightstats	UA-1008-IAH-LAX	2011-12-17 2:35 PM	2011-12-17 3:01 PM		2011-12-17 4:30 PM	2011-12-17 4:18 PM	
quicktrip	UA-1008-IAH-LAX	2011-12-17 2:35 PM	2011-12-17 3:01 PM		2011-12-17 4:30 PM	2011-12-17 4:18 PM	
flightview	UA-1008-IAH-LAX		3:17 PMDec 17			4:18 PMDec 17	
panynj	UA-1008-IAH-LAX		3:17 PMDec 17			4:18 PMDec 17	
gofox	UA-1008-IAH-LAX		3:17 PMDec 17			4:18 PMDec 17	
foxbusiness	UA-1008-IAH-LAX		3:17 PMDec 17			4:18 PMDec 17	
allegiantair	UA-1008-IAH-LAX		3:17 PMDec 17			4:18 PMDec 17	
boston	UA-1008-IAH-LAX		3:17 PMDec 17			4:12 PMDec 17	
orbitz	UA-1008-IAH-LAX	2:35pDec 17	3:01pDec 17	 C-42	4:30pDec 17	4:18pDec 17	 62
aa	AA-280-LAX-MIA	December 17, 2011               09:00 AM    	December 17, 2011               09:04 AM    	 49A	December 17, 2011               04:45 PM    	December 17, 2011               04:57 PM    	 D1    
airtravelcenter	AA-280-LAX-MIA		12/17/11 9:26 AM (-08:00)			12/17/11 4:52 PM (-05:00)	
myrateplan	AA-280-LAX-MIA		12/17/11 9:26 AM (-08:00)			12/17/11 4:52 PM (-05:00)	
helloflight	AA-280-LAX-MIA		12/17/11 9:26 AM (-08:00)			12/17/11 4:52 PM (-05:00)	
flytecomm	AA-280-LAX-MIA		12/17/11 9:26 AM (-08:00)			12/17/11 4:52 PM (-05:00)	
flightaware	AA-280-LAX-MIA	2011-12-17 09:00AM PST	2011-12-17 09:26AM PST	 49A 	2011-12-17 04:24PM EST	2011-12-17 04:49PM EST	 D1 
wunderground	AA-280-LAX-MIA	2011-12-17 09:00AM PST	2011-12-17 09:26AM PST	 49A 	2011-12-17 04:24PM EST	2011-12-17 04:49PM EST	 D1 
flights	AA-280-LAX-MIA	09:00 AM  Sat 17-Dec-2011	09:04 AM  Sat 17-Dec-2011	49A	04:45 PM  Sat 17-Dec-2011	04:57 PM  Sat 17-Dec-2011	D1
businesstravellogue	AA-280-LAX-MIA	09:00 AM  Sat 17-Dec-2011	09:04 AM  Sat 17-Dec-2011	49A	04:45 PM  Sat 17-Dec-2011	04:57 PM  Sat 17-Dec-2011	D1
flylouisville	AA-280-LAX-MIA	09:00 AM  Sat 17-Dec-2011	09:04 AM  Sat 17-Dec-2011	49A	04:45 PM  Sat 17-Dec-2011	04:57 PM  Sat 17-Dec-2011	D1
flightstats	AA-280-LAX-MIA	2011-12-17 9:00 AM	2011-12-17 9:04 AM		2011-12-17 4:45 PM	2011-12-17 4:57 PM	
quicktrip	AA-280-LAX-MIA	2011-12-17 9:00 AM	2011-12-17 9:04 AM		2011-12-17 4:45 PM	2011-12-17 4:57 PM	
world-flight-tracker	AA-280-LAX-MIA	2011-12-17 9:00 AM	2011-12-17 9:04 AM		2011-12-17 4:45 PM	2011-12-17 4:57 PM	
flightview	AA-280-LAX-MIA	9:00 AM, Dec 17	9:26 AM, Dec 17	Terminal 4 - 49A	4:45 PM, Dec 17	4:57 PM, Dec 17	Terminal D - D1
panynj	AA-280-LAX-MIA	9:00 AM, Dec 17	9:26 AM, Dec 17	Terminal 4 - 49A	4:45 PM, Dec 17	4:57 PM, Dec 17	Terminal D - D1
gofox	AA-280-LAX-MIA	9:00 AM, Dec 17	9:26 AM, Dec 17		4:45 PM, Dec 17	4:57 PM, Dec 17	
foxbusiness	AA-280-LAX-MIA	9:00 AM, Dec 17	9:26 AM, Dec 17	Terminal 4 - 49A	4:45 PM, Dec 17	4:57 PM, Dec 17	Terminal D - D1
allegiantair	AA-280-LAX-MIA	9:00 AM, Dec 17	9:26 AM, Dec 17	Terminal 4 - 49A	4:45 PM, Dec 17	4:57 PM, Dec 17	Terminal D - D1
boston	AA-280-LAX-MIA	9:00 AM, Dec 17	9:26 AM, Dec 17		4:45 PM, Dec 17	4:50 PM, Dec 17	
orbitz	AA-280-LAX-MIA	9:00aDec 17	9:04aDec 17	 49A	4:45pDec 17	4:57pDec 17	 D1
weather	AA-280-LAX-MIA	2011-12-17 09:00 AM			2011-12-17 04:45 PM		
mia	AA-280-LAX-MIA				4:45P 12-17-11	2011-12-17  5:02P	
usatoday	AA-280-LAX-MIA	2011-12-17 9:00 AM	2011-12-17 9:04 AM		2011-12-17 4:45 PM	2011-12-17 4:57 PM	
mytripandmore	AA-280-LAX-MIA	9:00aDec 17	9:04aDec 17	 49A	4:45pDec 17	4:57pDec 17	 D1
flightwise	AA-280-LAX-MIA	2011-12-17 09:00AM PST	2011-12-17 09:26AM PST	 49A 	2011-12-17 04:24PM EST	2011-12-17 04:49PM EST	 D1 
flightarrival	AA-280-LAX-MIA	2011-12-17 09:00 AM			2011-12-17 04:45 PM		
aa	AA-3804-PHL-ORD	December 17, 2011               02:35 PM    	December 17, 2011               03:55 PM    	 A7	December 17, 2011               04:05 PM    	December 17, 2011               05:00 PM    	 G10    
flightexplorer	AA-3804-PHL-ORD		12/17/2011 4:09PM EST			12/17/2011 4:53PM CST	
airtravelcenter	AA-3804-PHL-ORD		12/17/11 4:08 PM (-05:00)			12/17/11 4:53 PM (-06:00)	
myrateplan	AA-3804-PHL-ORD		12/17/11 4:08 PM (-05:00)			12/17/11 4:53 PM (-06:00)	
helloflight	AA-3804-PHL-ORD		12/17/11 4:08 PM (-05:00)			12/17/11 4:53 PM (-06:00)	
flytecomm	AA-3804-PHL-ORD		12/17/11 4:08 PM (-05:00)			12/17/11 4:53 PM (-06:00)	
flightaware	AA-3804-PHL-ORD	2011-12-17 02:35PM EST	2011-12-17 04:09PM EST	 A7 	2011-12-17 03:44PM CST	2011-12-17 04:50PM CST	 G10 
wunderground	AA-3804-PHL-ORD	2011-12-17 02:35PM EST	2011-12-17 04:09PM EST	 A7 	2011-12-17 03:44PM CST	2011-12-17 04:50PM CST	 G10 
flights	AA-3804-PHL-ORD	02:35 PM  Sat 17-Dec-2011	03:55 PM  Sat 17-Dec-2011	7	04:05 PM  Sat 17-Dec-2011	05:00 PM  Sat 17-Dec-2011	G10
businesstravellogue	AA-3804-PHL-ORD	02:35 PM  Sat 17-Dec-2011	03:55 PM  Sat 17-Dec-2011	7	04:05 PM  Sat 17-Dec-2011	05:00 PM  Sat 17-Dec-2011	G10
flylouisville	AA-3804-PHL-ORD	02:35 PM  Sat 17-Dec-2011	03:55 PM  Sat 17-Dec-2011	7	04:05 PM  Sat 17-Dec-2011	05:00 PM  Sat 17-Dec-2011	G10
flightstats	AA-3804-PHL-ORD	2011-12-17 2:35 PM	2011-12-17 3:55 PM		2011-12-17 4:05 PM	2011-12-17 5:00 PM	
quicktrip	AA-3804-PHL-ORD	2011-12-17 2:35 PM	2011-12-17 3:55 PM		2011-12-17 4:05 PM	2011-12-17 5:00 PM	
world-flight-tracker	AA-3804-PHL-ORD	2011-12-17 2:35 PM	2011-12-17 3:55 PM		2011-12-17 4:05 PM	2011-12-17 5:00 PM	
flightview	AA-3804-PHL-ORD	2:35 PM, Dec 17	4:10 PM, Dec 17	A7	4:05 PM, Dec 17	4:56 PM, Dec 17	G10
panynj	AA-3804-PHL-ORD	2:35 PM, Dec 17	4:10 PM, Dec 17	A7	4:05 PM, Dec 17	4:56 PM, Dec 17	G10
gofox	AA-3804-PHL-ORD	2:35 PM, Dec 17	4:10 PM, Dec 17		4:05 PM, Dec 17	4:56 PM, Dec 17	
foxbusiness	AA-3804-PHL-ORD	2:35 PM, Dec 17	4:10 PM, Dec 17	A7	4:05 PM, Dec 17	4:56 PM, Dec 17	G10
allegiantair	AA-3804-PHL-ORD	2:35 PM, Dec 17	4:10 PM, Dec 17	A7	4:05 PM, Dec 17	4:56 PM, Dec 17	G10
boston	AA-3804-PHL-ORD	2:35 PM, Dec 17	4:10 PM, Dec 17		4:05 PM, Dec 17	4:56 PM, Dec 17	
orbitz	AA-3804-PHL-ORD	2:35pDec 17	3:55pDec 17	 A7	4:05pDec 17	5:00pDec 17	 G10
weather	AA-3804-PHL-ORD	2011-12-17 02:35 PM			2011-12-17 04:05 PM		
ord	AA-3804-PHL-ORD	2011-12-17 2:35 PM		7	2011-12-17 4:05 PM		G10
phl	AA-3804-PHL-ORD	2011-12-17 2:35 PM		A7			
ifly	AA-3804-PHL-ORD	2011-12-17 2:35 PM	2011-12-17 3:55 PM		2011-12-17 4:05 PM	2011-12-17 5:00 PM	
mytripandmore	AA-3804-PHL-ORD	2:35pDec 17	3:55pDec 17	 A7	4:05pDec 17	5:00pDec 17	 G10
flightarrival	AA-3804-PHL-ORD	2011-12-17 02:35 PM			2011-12-17 04:05 PM		
aa	AA-1940-ORD-MIA	December 17, 2011               07:20 PM    	December 17, 2011               09:02 PM    	 K16	December 17, 2011               11:20 PM    	December 17, 2011     	 D40    
flightexplorer	AA-1940-ORD-MIA		12/17/2011 9:12PM CST			12/18/2011 12:24AM EST	
airtravelcenter	AA-1940-ORD-MIA		12/17/11 9:12 PM (-06:00)			12/18/11 12:24 AM (-05:00)	
myrateplan	AA-1940-ORD-MIA		12/17/11 9:12 PM (-06:00)			12/18/11 12:24 AM (-05:00)	
helloflight	AA-1940-ORD-MIA		12/17/11 9:12 PM (-06:00)			12/18/11 12:24 AM (-05:00)	
flytecomm	AA-1940-ORD-MIA		12/17/11 9:12 PM (-06:00)			12/18/11 12:24 AM (-05:00)	
flightaware	AA-1940-ORD-MIA	2011-12-17 07:20PM CST	2011-12-17 09:12PM CST	 K16 	2011-12-17 10:56PM EST	2011-12-17 12:19AM EST	 D40 
wunderground	AA-1940-ORD-MIA	2011-12-17 07:20PM CST	2011-12-17 09:12PM CST	 K16 	2011-12-17 10:56PM EST	2011-12-17 12:19AM EST	 D40 
flights	AA-1940-ORD-MIA	07:20 PM  Sat 17-Dec-2011	09:02 PM  Sat 17-Dec-2011	K16	11:20 PM  Sat 17-Dec-2011	12:21 AM  Sun 18-Dec-2011 (Runway)	D40
