CO	CO-4237-EWR-DTW	Sun., Dec.18, 2011 12:09 p.m.	Sun., Dec.18, 2011 12:04 p.m.		Sun., Dec.18, 2011 2:16 p.m.	Sun., Dec.18, 2011 1:48 p.m.	
panynj	UA-2487-CLT-FLL	8:15 PMDec 18			10:16 PMDec 18		
gofox	UA-2487-CLT-FLL	8:15 PMDec 18			10:16 PMDec 18		
foxbusiness	UA-2487-CLT-FLL	8:15 PMDec 18			10:16 PMDec 18		
allegiantair	UA-2487-CLT-FLL	8:15 PMDec 18			10:16 PMDec 18		
boston	UA-2487-CLT-FLL	8:15 PMDec 18			10:16 PMDec 18		
orbitz	UA-2487-CLT-FLL	8:15pDec 18		 C7	10:16pDec 18		 E5
ifly	UA-2487-CLT-FLL	2011-12-18 8:15 PM	2011-12-18 8:15 PM (Estimated)		2011-12-18 10:16 PM	2011-12-18 10:16 PM (Estimated)	
usatoday	UA-2487-CLT-FLL	2011-12-18 8:15 PM	2011-12-18 8:15 PM (Estimated)		2011-12-18 10:16 PM	2011-12-18 10:16 PM (Estimated)	
ua	UA-1027-IAH-CLE	Sun, Dec 18 3:45 PM	Sun, Dec 18 3:47 PM            Delayed	E24	Sun, Dec 18 7:35 PM	Sun, Dec 18 7:35 PM	C08
flightexplorer	UA-1027-IAH-CLE		12/18/2011 4:13PM CST			12/18/2011 7:29PM EST	
airtravelcenter	UA-1027-IAH-CLE		12/18/11 4:13 PM (-06:00)			12/18/11 7:31 PM (-05:00)	
myrateplan	UA-1027-IAH-CLE		12/18/11 4:13 PM (-06:00)			12/18/11 7:31 PM (-05:00)	
helloflight	UA-1027-IAH-CLE		12/18/11 4:13 PM (-06:00)			12/18/11 7:31 PM (-05:00)	
flytecomm	UA-1027-IAH-CLE		12/18/11 4:13 PM (-06:00)			12/18/11 7:31 PM (-05:00)	
flightaware	UA-1027-IAH-CLE	2011-12-18 03:45PM CST	2011-12-18 04:13PM CST	 E24 	2011-12-18 07:25PM EST	2011-12-18 07:29PM EST	 C8 
wunderground	UA-1027-IAH-CLE	2011-12-18 03:45PM CST	2011-12-18 04:13PM CST	 E24 	2011-12-18 07:25PM EST	2011-12-18 07:29PM EST	 C8 
flights	UA-1027-IAH-CLE		2011-12-18 03:47 PM	24		2011-12-18 07:35 PM	C8
businesstravellogue	UA-1027-IAH-CLE		2011-12-18 03:47 PM	24		2011-12-18 07:35 PM	C8
flylouisville	UA-1027-IAH-CLE		2011-12-18 03:47 PM	24		2011-12-18 07:35 PM	C8
flightstats	UA-1027-IAH-CLE	2011-12-18 3:45 PM	2011-12-18 3:47 PM		2011-12-18 7:35 PM	2011-12-18 7:39 PM (Estimated)	
quicktrip	UA-1027-IAH-CLE	2011-12-18 3:45 PM	2011-12-18 3:47 PM		2011-12-18 7:35 PM	2011-12-18 7:39 PM (Estimated)	
flightview	UA-1027-IAH-CLE		4:13 PMDec 18			7:30 PMDec 18	
panynj	UA-1027-IAH-CLE		4:13 PMDec 18			7:30 PMDec 18	
gofox	UA-1027-IAH-CLE		4:13 PMDec 18			7:30 PMDec 18	
foxbusiness	UA-1027-IAH-CLE		4:13 PMDec 18			7:30 PMDec 18	
allegiantair	UA-1027-IAH-CLE		4:13 PMDec 18			7:30 PMDec 18	
boston	UA-1027-IAH-CLE		4:13 PMDec 18			7:30 PMDec 18	
orbitz	UA-1027-IAH-CLE	3:45pDec 18	3:47pDec 18	 E24	7:43pDec 18		 C08
ifly	UA-1027-IAH-CLE	2011-12-18 3:45 PM	2011-12-18 3:47 PM		2011-12-18 7:35 PM	2011-12-18 7:39 PM (Estimated)	
usatoday	UA-1027-IAH-CLE		4:13 PMDec 18			7:30 PMDec 18	
flightwise	UA-1027-IAH-CLE	2011-12-18 03:45PM CST	2011-12-18 04:13PM CST	 E24 	2011-12-18 07:25PM EST	2011-12-18 07:29PM EST	 C8 
CO	CO-50-CLE-EWR	Sun., Dec.18, 2011 2:55 p.m.	Sun., Dec.18, 2011 2:53 p.m.		Sun., Dec.18, 2011 4:53 p.m.	Sun., Dec.18, 2011 4:18 p.m.	
airtravelcenter	CO-50-CLE-EWR	12/18/11 2:55 PM (-05:00)			12/18/11 4:53 PM (-05:00)		
myrateplan	CO-50-CLE-EWR	12/18/11 2:55 PM (-05:00)			12/18/11 4:53 PM (-05:00)		
helloflight	CO-50-CLE-EWR	12/18/11 2:55 PM (-05:00)			12/18/11 4:53 PM (-05:00)		
flytecomm	CO-50-CLE-EWR	12/18/11 2:55 PM (-05:00)			12/18/11 4:53 PM (-05:00)		
flights	CO-50-CLE-EWR		2011-12-18 02:53 PM	C7		2011-12-18 04:18 PM	97
businesstravellogue	CO-50-CLE-EWR		2011-12-18 02:53 PM	C7		2011-12-18 04:18 PM	97
flylouisville	CO-50-CLE-EWR		2011-12-18 02:53 PM	C7		2011-12-18 04:18 PM	97
flightstats	CO-50-CLE-EWR	2011-12-18 2:55 PM	2011-12-18 2:53 PM		2011-12-18 4:53 PM	2011-12-18 4:18 PM	
quicktrip	CO-50-CLE-EWR	2011-12-18 2:55 PM	2011-12-18 2:53 PM		2011-12-18 4:53 PM	2011-12-18 4:18 PM	
flightview	CO-50-CLE-EWR		3:01 PMDec 18			4:18 PMDec 18	
panynj	CO-50-CLE-EWR		3:01 PMDec 18			4:18 PMDec 18	
gofox	CO-50-CLE-EWR		3:01 PMDec 18			4:18 PMDec 18	
foxbusiness	CO-50-CLE-EWR		3:01 PMDec 18			4:18 PMDec 18	
allegiantair	CO-50-CLE-EWR		3:01 PMDec 18			4:18 PMDec 18	
boston	CO-50-CLE-EWR		3:01 PMDec 18			4:09 PMDec 18	
travelocity	CO-50-CLE-EWR	Dec 18 - 2:55pm	Dec 18 - 2:53pm	C07	Dec 18 - 4:53pm	Dec 18 - 4:18pm	C97
orbitz	CO-50-CLE-EWR	2:55pDec 18	2:53pDec 18	 C07	4:53pDec 18	4:18pDec 18	 C97
weather	CO-50-CLE-EWR	2011-12-18 02:55 PM			2011-12-18 04:53 PM		
ifly	CO-50-CLE-EWR	2011-12-18 2:55 PM	2011-12-18 2:53 PM		2011-12-18 4:53 PM	2011-12-18 4:18 PM	
flightarrival	CO-50-CLE-EWR		3:01 PMDec 18			4:09 PMDec 18	
aa	AA-816-PAP-MIA	December 18, 2011               10:30 AM    	December 18, 2011               10:18 AM    	 2	December 18, 2011               12:35 PM    	December 18, 2011               12:31 PM    	 D21    
airtravelcenter	AA-816-PAP-MIA		12/18/11 10:32 AM (-05:00)			12/18/11 12:20 PM (-05:00)	
myrateplan	AA-816-PAP-MIA		12/18/11 10:32 AM (-05:00)			12/18/11 12:20 PM (-05:00)	
helloflight	AA-816-PAP-MIA		12/18/11 10:32 AM (-05:00)			12/18/11 12:20 PM (-05:00)	
flytecomm	AA-816-PAP-MIA		12/18/11 10:32 AM (-05:00)			12/18/11 12:20 PM (-05:00)	
flights	AA-816-PAP-MIA	10:30 AM  Sun 18-Dec-2011	10:18 AM  Sun 18-Dec-2011	2	12:35 PM  Sun 18-Dec-2011	12:31 PM  Sun 18-Dec-2011	D21
businesstravellogue	AA-816-PAP-MIA	10:30 AM  Sun 18-Dec-2011	10:18 AM  Sun 18-Dec-2011	2	12:35 PM  Sun 18-Dec-2011	12:31 PM  Sun 18-Dec-2011	D21
flylouisville	AA-816-PAP-MIA	10:30 AM  Sun 18-Dec-2011	10:18 AM  Sun 18-Dec-2011	2	12:35 PM  Sun 18-Dec-2011	12:31 PM  Sun 18-Dec-2011	D21
world-flight-tracker	AA-816-PAP-MIA	2011-12-18 10:30 AM	2011-12-18 10:18 AM		2011-12-18 12:35 PM	2011-12-18 12:31 PM	
flightview	AA-816-PAP-MIA	10:30 AM, Dec 18	10:49 AM, Dec 18		12:35 PM, Dec 18	12:31 PM, Dec 18	
panynj	AA-816-PAP-MIA	10:30 AM, Dec 18	10:49 AM, Dec 18		12:35 PM, Dec 18	12:31 PM, Dec 18	
gofox	AA-816-PAP-MIA	10:30 AM, Dec 18	10:49 AM, Dec 18		12:35 PM, Dec 18	12:31 PM, Dec 18	
foxbusiness	AA-816-PAP-MIA	10:30 AM, Dec 18	10:49 AM, Dec 18		12:35 PM, Dec 18	12:31 PM, Dec 18	
allegiantair	AA-816-PAP-MIA	10:30 AM, Dec 18	10:49 AM, Dec 18		12:35 PM, Dec 18	12:31 PM, Dec 18	
boston	AA-816-PAP-MIA	10:30 AM, Dec 18	10:49 AM, Dec 18		12:35 PM, Dec 18	12:08 PM, Dec 18	
travelocity	AA-816-PAP-MIA	Dec 18 - 10:30am	Dec 18 - 10:18am	2	Dec 18 - 12:35pm	Dec 18 - 12:31pm	D21
orbitz	AA-816-PAP-MIA	10:30aDec 18	10:18aDec 18	 2	12:35pDec 18	12:31pDec 18	 D21
mia	AA-816-PAP-MIA				12:35P 12-18-11	2011-12-18  12:31P	
usatoday	AA-816-PAP-MIA	10:30 AM, Dec 18	10:49 AM, Dec 18		12:35 PM, Dec 18	12:08 PM, Dec 18	
flightarrival	AA-816-PAP-MIA	10:30 AM, Dec 18	10:49 AM, Dec 18		12:35 PM, Dec 18	12:08 PM, Dec 18	
aa	AA-4195-ORD-MEM	December 18, 2011               10:15 PM    	December 18, 2011               10:15 PM    	 G17	December 18, 2011               11:55 PM    	December 18, 2011     	 C12A    
flightexplorer	AA-4195-ORD-MEM		12/18/2011 10:26PM CST			12/18/2011 11:40PM CST	
airtravelcenter	AA-4195-ORD-MEM		12/18/11 10:26 PM (-06:00)			12/18/11 11:37 PM (-06:00)	
myrateplan	AA-4195-ORD-MEM		12/18/11 10:26 PM (-06:00)			12/18/11 11:37 PM (-06:00)	
helloflight	AA-4195-ORD-MEM		12/18/11 10:26 PM (-06:00)			12/18/11 11:37 PM (-06:00)	
flytecomm	AA-4195-ORD-MEM		12/18/11 10:26 PM (-06:00)			12/18/11 11:37 PM (-06:00)	
flightaware	AA-4195-ORD-MEM	2011-12-18 10:15PM CST	2011-12-18 10:26PM CST	 G17 	2011-12-18 11:55PM CST	2011-12-18 11:40PM CST	 C12A 
wunderground	AA-4195-ORD-MEM	2011-12-18 10:15PM CST	2011-12-18 10:26PM CST	 G17 	2011-12-18 11:55PM CST	2011-12-18 11:40PM CST	 C12A 
flights	AA-4195-ORD-MEM	10:15 PM  Sun 18-Dec-2011		G17	11:55 PM  Sun 18-Dec-2011		C12A
businesstravellogue	AA-4195-ORD-MEM	10:15 PM  Sun 18-Dec-2011		G17	11:55 PM  Sun 18-Dec-2011		C12A
flylouisville	AA-4195-ORD-MEM	10:15 PM  Sun 18-Dec-2011		G17	11:55 PM  Sun 18-Dec-2011		C12A
flightstats	AA-4195-ORD-MEM	2011-12-18 10:15 PM	2011-12-18 10:15 PM		2011-12-18 11:55 PM	2011-12-18 11:43 PM (Estimated)	
quicktrip	AA-4195-ORD-MEM	2011-12-18 10:15 PM	2011-12-18 10:15 PM		2011-12-18 11:55 PM	2011-12-18 11:43 PM (Estimated)	
world-flight-tracker	AA-4195-ORD-MEM	2011-12-18 10:15 PM	2011-12-18 10:15 PM		2011-12-18 11:55 PM	2011-12-18 11:43 PM (Estimated)	
flightview	AA-4195-ORD-MEM	10:15 PM, Dec 18	10:26 PM, Dec 18		11:55 PM, Dec 18		
panynj	AA-4195-ORD-MEM	10:15 PM, Dec 18	10:26 PM, Dec 18		11:55 PM, Dec 18		
gofox	AA-4195-ORD-MEM	10:15 PM, Dec 18	10:26 PM, Dec 18		11:55 PM, Dec 18		
foxbusiness	AA-4195-ORD-MEM	10:15 PM, Dec 18	10:26 PM, Dec 18		11:55 PM, Dec 18		
allegiantair	AA-4195-ORD-MEM	10:15 PM, Dec 18	10:26 PM, Dec 18		11:55 PM, Dec 18		
boston	AA-4195-ORD-MEM	10:15 PM, Dec 18	10:26 PM, Dec 18		11:55 PM, Dec 18	11:40 PM, Dec 18&nbsp(Estimated)	
travelocity	AA-4195-ORD-MEM	Dec 18 - 10:15pm	Dec 18 - 10:15pm	G17/T3	Dec 18 - 11:55pm	Dec 18 - 11:43pm*	C12A
orbitz	AA-4195-ORD-MEM	10:15pDec 18	10:15pDec 18	 G17	11:59pDec 18		 C12A
weather	AA-4195-ORD-MEM	2011-12-18 10:15 PM			2011-12-18 11:55 PM		
ord	AA-4195-ORD-MEM	2011-12-18 10:15 PM		G17	2011-12-18 11:55 PM		C12A
usatoday	AA-4195-ORD-MEM	10:15 PM, Dec 18	10:26 PM, Dec 18		11:55 PM, Dec 18	11:40 PM, Dec 18&nbsp(Estimated)	
mytripandmore	AA-4195-ORD-MEM	10:15pDec 18	10:15pDec 18	 G17	11:59pDec 18		 C12A
flightarrival	AA-4195-ORD-MEM	10:15 PM, Dec 18	10:26 PM, Dec 18		11:55 PM, Dec 18	11:40 PM, Dec 18&nbsp(Estimated)	
aa	AA-3808-LAX-PHX	December 18, 2011               10:30 PM    	December 18, 2011     	 44I	December 19, 2011               12:45 AM    	December 19, 2011     	 2    
flightexplorer	AA-3808-LAX-PHX		12/17/2011 10:37PM PST			12/18/2011 12:28AM MST	
flightexplorer	AA-3808-LAX-PHX	12/18/2011 10:44PM PST			12/19/2011 12:46AM MST		
airtravelcenter	AA-3808-LAX-PHX		12/18/11 10:44 PM (-08:00)			12/19/11 12:46 AM (-07:00)	
myrateplan	AA-3808-LAX-PHX		12/18/11 10:44 PM (-08:00)			12/19/11 12:46 AM (-07:00)	
helloflight	AA-3808-LAX-PHX		12/18/11 10:44 PM (-08:00)			12/19/11 12:46 AM (-07:00)	
flytecomm	AA-3808-LAX-PHX		12/18/11 10:44 PM (-08:00)			12/19/11 12:46 AM (-07:00)	
flightaware	AA-3808-LAX-PHX	2011-12-18 10:30PM PST	2011-12-18 10:40PM PST	 44I 	2011-12-18 12:25AM MST	2011-12-18 12:35AM MST	 2 
wunderground	AA-3808-LAX-PHX	2011-12-18 10:30PM PST	2011-12-18 10:40PM PST	 44I 	2011-12-18 12:25AM MST	2011-12-18 12:35AM MST	 2 
flights	AA-3808-LAX-PHX	10:30 PM  Sun 18-Dec-2011		44	12:45 AM  Mon 19-Dec-2011		2
businesstravellogue	AA-3808-LAX-PHX	10:30 PM  Sun 18-Dec-2011		44	12:45 AM  Mon 19-Dec-2011		2
flylouisville	AA-3808-LAX-PHX	10:30 PM  Sun 18-Dec-2011		44	12:45 AM  Mon 19-Dec-2011		2
flightstats	AA-3808-LAX-PHX	2011-12-18 10:30 PM	2011-12-18 10:30 PM (Estimated)		2011-12-18 12:45 AM	2011-12-18 12:45 AM (Estimated)	
quicktrip	AA-3808-LAX-PHX	2011-12-18 10:30 PM	2011-12-18 10:30 PM (Estimated)		2011-12-18 12:45 AM	2011-12-18 12:45 AM (Estimated)	
world-flight-tracker	AA-3808-LAX-PHX	2011-12-18 10:30 PM	2011-12-18 10:30 PM (Estimated)		2011-12-18 12:45 AM	2011-12-18 12:45 AM (Estimated)	
flightview	AA-3808-LAX-PHX	10:30 PM, Dec 18		Terminal 4 - 44I	12:45 AM, Dec 19		Terminal 3 - 2
panynj	AA-3808-LAX-PHX	10:30 PM, Dec 18		Terminal 4 - 44I	12:45 AM, Dec 19		Terminal 3 - 2
gofox	AA-3808-LAX-PHX	10:30 PM, Dec 18			12:45 AM, Dec 19		
foxbusiness	AA-3808-LAX-PHX	10:30 PM, Dec 18		Terminal 4 - 44I	12:45 AM, Dec 19		Terminal 3 - 2
allegiantair	AA-3808-LAX-PHX	10:30 PM, Dec 18		Terminal 4 - 44I	12:45 AM, Dec 19		Terminal 3 - 2
boston	AA-3808-LAX-PHX	10:30 PM, Dec 18	Not Available		12:45 AM, Dec 19	Not Available	
travelocity	AA-3808-LAX-PHX	Dec 18 - 10:30pm	Dec 18 - Not Available	44I/T4	Dec 19 - 12:45am	Dec 19 - Not Available	2
orbitz	AA-3808-LAX-PHX	10:30pDec 18		 44I	12:45aDec 19		 2
weather	AA-3808-LAX-PHX	2011-12-18 10:30 PM			2011-12-18 12:45 AM		
ifly	AA-3808-LAX-PHX	2011-12-18 10:30 PM	2011-12-18 10:30 PM (Estimated)		2011-12-18 12:45 AM	2011-12-18 12:45 AM (Estimated)	
mytripandmore	AA-3808-LAX-PHX	Dec 18 - 10:30pm	Dec 18 - Not Available	44I/T4	Dec 19 - 12:45am	Dec 19 - Not Available	2
ua	UA-1534-IAH-LAX	Sun, Dec 18 5:05 PM	Sun, Dec 18 5:07 PM	C-42	Sun, Dec 18 6:56 PM	Sun, Dec 18 6:34 PM	64
flightexplorer	UA-1534-IAH-LAX	12/18/2011 5:16PM CST			12/18/2011 6:19PM PST		
airtravelcenter	UA-1534-IAH-LAX		12/18/11 5:05 PM (-06:00)			12/18/11 6:11 PM (-08:00)	
airtravelcenter	UA-1534-IAH-LAX	12/18/11 5:05 PM (-06:00)			12/18/11 6:56 PM (-08:00)		
myrateplan	UA-1534-IAH-LAX		12/18/11 5:05 PM (-06:00)			12/18/11 6:11 PM (-08:00)	
myrateplan	UA-1534-IAH-LAX	12/18/11 5:05 PM (-06:00)			12/18/11 6:56 PM (-08:00)		
helloflight	UA-1534-IAH-LAX		12/18/11 5:05 PM (-06:00)			12/18/11 6:11 PM (-08:00)	
helloflight	UA-1534-IAH-LAX	12/18/11 5:05 PM (-06:00)			12/18/11 6:56 PM (-08:00)		
flytecomm	UA-1534-IAH-LAX		12/18/11 5:05 PM (-06:00)			12/18/11 6:11 PM (-08:00)	
flytecomm	UA-1534-IAH-LAX	12/18/11 5:05 PM (-06:00)			12/18/11 6:56 PM (-08:00)		
flightaware	UA-1534-IAH-LAX	2011-12-18 05:05PM CST	2011-12-18 05:07PM CST	 E17 	2011-12-18 06:22PM PST	2011-12-18 06:24PM PST	 64 
wunderground	UA-1534-IAH-LAX	2011-12-18 05:05PM CST	2011-12-18 05:07PM CST	 E17 	2011-12-18 06:22PM PST	2011-12-18 06:24PM PST	 64 
flights	UA-1534-IAH-LAX	05:05 PM  Sun 18-Dec-2011		42	06:56 PM  Sun 18-Dec-2011		64
businesstravellogue	UA-1534-IAH-LAX	05:05 PM  Sun 18-Dec-2011		42	06:56 PM  Sun 18-Dec-2011		64
flylouisville	UA-1534-IAH-LAX	05:05 PM  Sun 18-Dec-2011		42	06:56 PM  Sun 18-Dec-2011		64
world-flight-tracker	UA-1534-IAH-LAX	2011-12-18 5:05 PM	2011-12-18 5:07 PM		2011-12-18 6:56 PM	2011-12-18 6:56 PM (Estimated)	
flightview	UA-1534-IAH-LAX	5:05 PM, Dec 18		Term C - C42	6:56 PM, Dec 18		Term 6 - 64
panynj	UA-1534-IAH-LAX	5:05 PM, Dec 18		Term C - C42	6:56 PM, Dec 18		Term 6 - 64
gofox	UA-1534-IAH-LAX	5:05 PM, Dec 18			6:56 PM, Dec 18		
foxbusiness	UA-1534-IAH-LAX	5:05 PM, Dec 18		Term C - C42	6:56 PM, Dec 18		Term 6 - 64
allegiantair	UA-1534-IAH-LAX	5:05 PM, Dec 18		Term C - C42	6:56 PM, Dec 18		Term 6 - 64
boston	UA-1534-IAH-LAX	5:05 PM, Dec 18	5:05 PM, Dec 18&nbsp(Estimated)		6:56 PM, Dec 18	6:11 PM, Dec 18&nbsp(Estimated)	
travelocity	UA-1534-IAH-LAX	Dec 18 - 5:05pm	Dec 18 - Contact Airline	Not provided by airline	Dec 18 - 6:56pm	Dec 18 - Contact Airline	Not provided by airline
orbitz	UA-1534-IAH-LAX	5:05pDec 18	5:07pDec 18	 E17	6:12pDec 18		 64
weather	UA-1534-IAH-LAX	2011-12-18 05:05 PM			2011-12-18 06:56 PM		
mytripandmore	UA-1534-IAH-LAX	5:05pDec 18	5:07pDec 18	 E17	6:12pDec 18		 64
CO	CO-1144-FLL-EWR	Sun., Dec.18, 2011 12:30 p.m.	Sun., Dec.18, 2011 12:42 p.m.		Sun., Dec.18, 2011 3:36 p.m.	Sun., Dec.18, 2011 3:40 p.m.	
flightexplorer	CO-1144-FLL-EWR		12/18/2011 1:00PM EST			12/18/2011 3:38PM EST	
airtravelcenter	CO-1144-FLL-EWR	12/18/11 12:30 PM (-05:00)			12/18/11 3:36 PM (-05:00)		
myrateplan	CO-1144-FLL-EWR	12/18/11 12:30 PM (-05:00)			12/18/11 3:36 PM (-05:00)		
helloflight	CO-1144-FLL-EWR	12/18/11 12:30 PM (-05:00)			12/18/11 3:36 PM (-05:00)		
flytecomm	CO-1144-FLL-EWR	12/18/11 12:30 PM (-05:00)			12/18/11 3:36 PM (-05:00)		
flightaware	CO-1144-FLL-EWR	2011-12-18 12:30PM EST	2011-12-18 01:01PM EST	 C1 	2011-12-18 03:19PM EST	2011-12-18 03:35PM EST	 C81 
wunderground	CO-1144-FLL-EWR	2011-12-18 12:30PM EST	2011-12-18 01:01PM EST	 C1 	2011-12-18 03:19PM EST	2011-12-18 03:35PM EST	 C81 
flights	CO-1144-FLL-EWR		2011-12-18 12:42 PM	C1		2011-12-18 03:40 PM	81
businesstravellogue	CO-1144-FLL-EWR		2011-12-18 12:42 PM	C1		2011-12-18 03:40 PM	81
flylouisville	CO-1144-FLL-EWR		2011-12-18 12:42 PM	C1		2011-12-18 03:40 PM	81
flightstats	CO-1144-FLL-EWR	2011-12-18 12:30 PM	2011-12-18 12:42 PM		2011-12-18 3:36 PM	2011-12-18 3:40 PM	
quicktrip	CO-1144-FLL-EWR	2011-12-18 12:30 PM	2011-12-18 12:42 PM		2011-12-18 3:36 PM	2011-12-18 3:40 PM	
flightview	CO-1144-FLL-EWR		1:01 PMDec 18			3:40 PMDec 18	
panynj	CO-1144-FLL-EWR		1:01 PMDec 18			3:40 PMDec 18	
gofox	CO-1144-FLL-EWR		1:01 PMDec 18			3:40 PMDec 18	
foxbusiness	CO-1144-FLL-EWR		1:01 PMDec 18			3:40 PMDec 18	
allegiantair	CO-1144-FLL-EWR		1:01 PMDec 18			3:40 PMDec 18	
boston	CO-1144-FLL-EWR		1:01 PMDec 18			3:35 PMDec 18	
orbitz	CO-1144-FLL-EWR	12:30pDec 18	12:42pDec 18	 C1	3:36pDec 18	3:40pDec 18	 C81
ifly	CO-1144-FLL-EWR	2011-12-18 12:30 PM	2011-12-18 12:42 PM		2011-12-18 3:36 PM	2011-12-18 3:40 PM	
mytripandmore	CO-1144-FLL-EWR	12:30pDec 18	12:42pDec 18	 C1	3:36pDec 18	3:40pDec 18	 C81
flightarrival	CO-1144-FLL-EWR		1:01 PMDec 18			3:35 PMDec 18	
ua	UA-432-ORD-CLT	Sun, Dec 18 1:15 PM	Sun, Dec 18 1:13 PM            On Time	C29	Sun, Dec 18 4:08 PM	Sun, Dec 18 3:59 PM	A4
flightexplorer	UA-432-ORD-CLT		12/18/2011 1:36PM CST			12/18/2011 3:54PM EST	
airtravelcenter	UA-432-ORD-CLT		12/18/11 1:38 PM (-06:00)			12/18/11 3:54 PM (-05:00)	
myrateplan	UA-432-ORD-CLT		12/18/11 1:38 PM (-06:00)			12/18/11 3:54 PM (-05:00)	
helloflight	UA-432-ORD-CLT		12/18/11 1:38 PM (-06:00)			12/18/11 3:54 PM (-05:00)	
flytecomm	UA-432-ORD-CLT		12/18/11 1:38 PM (-06:00)			12/18/11 3:54 PM (-05:00)	
flightaware	UA-432-ORD-CLT	2011-12-18 01:15PM CST	2011-12-18 01:38PM CST	 C29 	2011-12-18 03:48PM EST	2011-12-18 03:51PM EST	 A4 
wunderground	UA-432-ORD-CLT	2011-12-18 01:15PM CST	2011-12-18 01:38PM CST	 C29 	2011-12-18 03:48PM EST	2011-12-18 03:51PM EST	 A4 
flights	UA-432-ORD-CLT		2011-12-18 01:13 PM	C29		2011-12-18 03:59 PM	A4
businesstravellogue	UA-432-ORD-CLT		2011-12-18 01:13 PM	C29		2011-12-18 03:59 PM	A4
flylouisville	UA-432-ORD-CLT		2011-12-18 01:13 PM	C29		2011-12-18 03:59 PM	A4
flightstats	UA-432-ORD-CLT	2011-12-18 1:15 PM	2011-12-18 1:13 PM		2011-12-18 4:08 PM	2011-12-18 3:59 PM	
quicktrip	UA-432-ORD-CLT	2011-12-18 1:15 PM	2011-12-18 1:13 PM		2011-12-18 4:08 PM	2011-12-18 3:59 PM	
flightview	UA-432-ORD-CLT		1:38 PMDec 18			3:59 PMDec 18	
panynj	UA-432-ORD-CLT		1:38 PMDec 18			3:59 PMDec 18	
gofox	UA-432-ORD-CLT		1:38 PMDec 18			3:59 PMDec 18	
foxbusiness	UA-432-ORD-CLT		1:38 PMDec 18			3:59 PMDec 18	
allegiantair	UA-432-ORD-CLT		1:38 PMDec 18			3:59 PMDec 18	
boston	UA-432-ORD-CLT		1:38 PMDec 18			3:56 PMDec 18	
orbitz	UA-432-ORD-CLT	1:15pDec 18	1:13pDec 18	 C29	4:08pDec 18	3:59pDec 18	 A4
ord	UA-432-ORD-CLT	2011-12-18 1:15 PM		C29	2011-12-18 4:08 PM		A4
usatoday	UA-432-ORD-CLT		1:38 PMDec 18			3:56 PMDec 18	
flightarrival	UA-432-ORD-CLT		1:38 PMDec 18			3:56 PMDec 18	
aa	AA-2493-DFW-LAX	December 18, 2011               09:35 PM    	December 18, 2011               09:49 PM    	 D34	December 18, 2011               11:00 PM    	December 18, 2011     	 48A    
flightexplorer	AA-2493-DFW-LAX		12/18/2011 9:58PM CST			12/18/2011 10:41PM PST	
airtravelcenter	AA-2493-DFW-LAX		12/18/11 9:57 PM (-06:00)			12/18/11 10:50 PM (-08:00)	
myrateplan	AA-2493-DFW-LAX		12/18/11 9:57 PM (-06:00)			12/18/11 10:50 PM (-08:00)	
helloflight	AA-2493-DFW-LAX		12/18/11 9:57 PM (-06:00)			12/18/11 10:50 PM (-08:00)	
flytecomm	AA-2493-DFW-LAX		12/18/11 9:57 PM (-06:00)			12/18/11 10:50 PM (-08:00)	
flightaware	AA-2493-DFW-LAX	2011-12-18 09:35PM CST	2011-12-18 09:58PM CST	 D34 	2011-12-18 10:33PM PST	2011-12-18 10:41PM PST	 48A 
wunderground	AA-2493-DFW-LAX	2011-12-18 09:35PM CST	2011-12-18 09:58PM CST	 D34 	2011-12-18 10:33PM PST	2011-12-18 10:41PM PST	 48A 
flights	AA-2493-DFW-LAX	09:35 PM  Sun 18-Dec-2011		D34	11:00 PM  Sun 18-Dec-2011		48A
businesstravellogue	AA-2493-DFW-LAX	09:35 PM  Sun 18-Dec-2011		D34	11:00 PM  Sun 18-Dec-2011		48A
flylouisville	AA-2493-DFW-LAX	09:35 PM  Sun 18-Dec-2011		D34	11:00 PM  Sun 18-Dec-2011		48A
flightstats	AA-2493-DFW-LAX	2011-12-18 9:35 PM	2011-12-18 9:49 PM		2011-12-18 11:00 PM	2011-12-18 10:52 PM (Estimated)	
quicktrip	AA-2493-DFW-LAX	2011-12-18 9:35 PM	2011-12-18 9:49 PM		2011-12-18 11:00 PM	2011-12-18 10:52 PM (Estimated)	
world-flight-tracker	AA-2493-DFW-LAX	2011-12-18 9:35 PM	2011-12-18 9:49 PM		2011-12-18 11:00 PM	2011-12-18 10:52 PM (Estimated)	
flightview	AA-2493-DFW-LAX	9:35 PM, Dec 18	9:58 PM, Dec 18		11:00 PM, Dec 18		
panynj	AA-2493-DFW-LAX	9:35 PM, Dec 18	9:58 PM, Dec 18		11:00 PM, Dec 18		
gofox	AA-2493-DFW-LAX	9:35 PM, Dec 18	9:58 PM, Dec 18		11:00 PM, Dec 18		
foxbusiness	AA-2493-DFW-LAX	9:35 PM, Dec 18	9:58 PM, Dec 18		11:00 PM, Dec 18		
allegiantair	AA-2493-DFW-LAX	9:35 PM, Dec 18	9:58 PM, Dec 18		11:00 PM, Dec 18		
boston	AA-2493-DFW-LAX	9:35 PM, Dec 18	9:58 PM, Dec 18		11:00 PM, Dec 18	10:43 PM, Dec 18&nbsp(Estimated)	
