ua	UA-1534-RTB-IAH	Sat, Dec 10 2:05 PM	Sat, Dec 10 5:00 PM	--	Sat, Dec 10 5:01 PM	Sat, Dec 10 7:44 PM	E24
panynj	AA-858-TPA-MIA		7:08 AMDec 10			7:56 AMDec 10	
gofox	AA-858-TPA-MIA		7:08 AMDec 10			7:56 AMDec 10	
foxbusiness	AA-858-TPA-MIA		7:08 AMDec 10			7:56 AMDec 10	
allegiantair	AA-858-TPA-MIA		7:08 AMDec 10			7:56 AMDec 10	
boston	AA-858-TPA-MIA		7:08 AMDec 10			7:52 AMDec 10	
travelocity	AA-858-TPA-MIA	Dec 10 - 6:55am	Dec 10 - 7:01am	F79	Dec 10 - 7:55am	Dec 10 - 7:56am	D8
orbitz	AA-858-TPA-MIA	6:55aDec 10	7:01aDec 10	 F79	7:55aDec 10	7:56aDec 10	 D8
weather	AA-858-TPA-MIA	2011-12-10 06:55 AM			2011-12-10 07:55 AM		
mia	AA-858-TPA-MIA				7:55A 12-10-11	2011-12-10  7:56A	
usatoday	AA-858-TPA-MIA		7:08 AMDec 10			7:52 AMDec 10	
mytripandmore	AA-858-TPA-MIA	6:55aDec 10	7:01aDec 10	 F79	7:55aDec 10	7:56aDec 10	 D8
CO	CO-5251-IAH-MKE	Sat., Dec.10, 2011 1:00 p.m.	Sat., Dec.10, 2011 12:58 p.m.		Sat., Dec.10, 2011 3:34 p.m.	Sat., Dec.10, 2011 3:35 p.m.	
airtravelcenter	CO-5251-IAH-MKE		12/10/11 1:16 PM (-06:00)			12/10/11 3:24 PM (-06:00)	
myrateplan	CO-5251-IAH-MKE		12/10/11 1:16 PM (-06:00)			12/10/11 3:24 PM (-06:00)	
helloflight	CO-5251-IAH-MKE		12/10/11 1:16 PM (-06:00)			12/10/11 3:24 PM (-06:00)	
flytecomm	CO-5251-IAH-MKE		12/10/11 1:16 PM (-06:00)			12/10/11 3:24 PM (-06:00)	
flightaware	CO-5251-IAH-MKE	2011-12-10 01:00PM CST	2011-12-10 01:16PM CST		2011-12-10 03:27PM CST	2011-12-10 03:25PM CST	
wunderground	CO-5251-IAH-MKE	2011-12-10 01:00PM CST	2011-12-10 01:16PM CST		2011-12-10 03:27PM CST	2011-12-10 03:25PM CST	
flights	CO-5251-IAH-MKE	01:00 PM  Sat 10-Dec-2011		84K	03:34 PM  Sat 10-Dec-2011		E62
businesstravellogue	CO-5251-IAH-MKE	01:00 PM  Sat 10-Dec-2011		84K	03:34 PM  Sat 10-Dec-2011		E62
flylouisville	CO-5251-IAH-MKE	01:00 PM  Sat 10-Dec-2011		84K	03:34 PM  Sat 10-Dec-2011		E62
flightstats	CO-5251-IAH-MKE	2011-12-10 1:00 PM	2011-12-10 12:58 PM		2011-12-10 3:34 PM	2011-12-10 3:35 PM (Estimated)	
quicktrip	CO-5251-IAH-MKE	2011-12-10 1:00 PM	2011-12-10 12:58 PM		2011-12-10 3:34 PM	2011-12-10 3:35 PM (Estimated)	
world-flight-tracker	CO-5251-IAH-MKE	2011-12-10 1:00 PM	2011-12-10 12:58 PM		2011-12-10 3:34 PM	2011-12-10 3:35 PM (Estimated)	
flightview	CO-5251-IAH-MKE	1:00 PM, Dec 10	1:16 PM, Dec 10		3:34 PM, Dec 10		
panynj	CO-5251-IAH-MKE	1:00 PM, Dec 10	1:16 PM, Dec 10		3:34 PM, Dec 10		
gofox	CO-5251-IAH-MKE	1:00 PM, Dec 10	1:16 PM, Dec 10		3:34 PM, Dec 10		
foxbusiness	CO-5251-IAH-MKE	1:00 PM, Dec 10	1:16 PM, Dec 10		3:34 PM, Dec 10		
allegiantair	CO-5251-IAH-MKE	1:00 PM, Dec 10	1:16 PM, Dec 10		3:34 PM, Dec 10		
boston	CO-5251-IAH-MKE	1:00 PM, Dec 10	1:16 PM, Dec 10		3:34 PM, Dec 10	3:27 PM, Dec 10&nbsp(Estimated)	
travelocity	CO-5251-IAH-MKE	Dec 10 - 1:00pm	Dec 10 - 12:58pm	B84K	Dec 10 - 3:34pm	Dec 10 - 3:35pm*	E-62
orbitz	CO-5251-IAH-MKE	1:00pDec 10	12:58pDec 10	 -	3:36pDec 10		 -
weather	CO-5251-IAH-MKE	2011-12-10 01:00 PM			2011-12-10 03:34 PM		
flightarrival	CO-5251-IAH-MKE	2011-12-10 01:00 PM			2011-12-10 03:34 PM		
ua	UA-4280-IAH-YYZ	Sat, Dec 10 10:15 AM	Sat, Dec 10 10:15 AM	B62	Sat, Dec 10 2:17 PM	Sat, Dec 10 2:12 PM	256
airtravelcenter	UA-4280-IAH-YYZ	12/10/11 10:15 AM (-06:00)			12/10/11 2:17 PM (-05:00)		
myrateplan	UA-4280-IAH-YYZ	12/10/11 10:15 AM (-06:00)			12/10/11 2:17 PM (-05:00)		
helloflight	UA-4280-IAH-YYZ	12/10/11 10:15 AM (-06:00)			12/10/11 2:17 PM (-05:00)		
flytecomm	UA-4280-IAH-YYZ	12/10/11 10:15 AM (-06:00)			12/10/11 2:17 PM (-05:00)		
flights	UA-4280-IAH-YYZ	10:15 AM  Sat 10-Dec-2011	10:15 AM  Sat 10-Dec-2011	62	02:17 PM  Sat 10-Dec-2011	02:12 PM  Sat 10-Dec-2011	256
businesstravellogue	UA-4280-IAH-YYZ	10:15 AM  Sat 10-Dec-2011	10:15 AM  Sat 10-Dec-2011	62	02:17 PM  Sat 10-Dec-2011	02:12 PM  Sat 10-Dec-2011	256
flylouisville	UA-4280-IAH-YYZ	10:15 AM  Sat 10-Dec-2011	10:15 AM  Sat 10-Dec-2011	62	02:17 PM  Sat 10-Dec-2011	02:12 PM  Sat 10-Dec-2011	256
world-flight-tracker	UA-4280-IAH-YYZ	2011-12-10 10:15 AM	2011-12-10 10:15 AM		2011-12-10 2:17 PM	2011-12-10 2:12 PM	
flightview	UA-4280-IAH-YYZ	10:15 AM, Dec 10	10:27 AM, Dec 10	Term E - B62	2:17 PM, Dec 10	2:12 PM, Dec 10	Term 1 - 256
panynj	UA-4280-IAH-YYZ	10:15 AM, Dec 10	10:27 AM, Dec 10	Term E - B62	2:17 PM, Dec 10	2:12 PM, Dec 10	Term 1 - 256
gofox	UA-4280-IAH-YYZ	10:15 AM, Dec 10	10:27 AM, Dec 10		2:17 PM, Dec 10	2:12 PM, Dec 10	
foxbusiness	UA-4280-IAH-YYZ	10:15 AM, Dec 10	10:27 AM, Dec 10	Term E - B62	2:17 PM, Dec 10	2:12 PM, Dec 10	Term 1 - 256
allegiantair	UA-4280-IAH-YYZ	10:15 AM, Dec 10	10:27 AM, Dec 10	Term E - B62	2:17 PM, Dec 10	2:12 PM, Dec 10	Term 1 - 256
boston	UA-4280-IAH-YYZ	10:15 AM, Dec 10	10:27 AM, Dec 10		2:17 PM, Dec 10	2:08 PM, Dec 10	
travelocity	UA-4280-IAH-YYZ	Dec 10 - 10:15am	Dec 10 - Contact Airline	Not provided by airline	Dec 10 - 2:17pm	Dec 10 - Contact Airline	Not provided by airline
orbitz	UA-4280-IAH-YYZ	10:15aDec 10	10:15aDec 10	 B62	2:17pDec 10	2:12pDec 10	 256
orbitz	UA-4280-IAH-YYZ	10:15aDec 10	10:15aDec 10	 -	2:17pDec 10	2:12pDec 10	 -
weather	UA-4280-IAH-YYZ	2011-12-10 10:15 AM			2011-12-10 02:17 PM		
usatoday	UA-4280-IAH-YYZ	10:15 AM, Dec 10	10:27 AM, Dec 10		2:17 PM, Dec 10	2:08 PM, Dec 10	
mytripandmore	UA-4280-IAH-YYZ	10:15aDec 10	10:15aDec 10	 -	2:17pDec 10	2:12pDec 10	 -
flightarrival	UA-4280-IAH-YYZ	2011-12-10 10:15 AM			2011-12-10 02:17 PM		
ua	UA-2997-PHL-PHX	Sat, Dec 10 3:35 PM	Sat, Dec 10 3:35 PM	C30	Sat, Dec 10 6:55 PM	Sat, Dec 10 6:18 PM	A9
airtravelcenter	UA-2997-PHL-PHX	12/10/11 3:35 PM (-05:00)			12/10/11 6:55 PM (-07:00)		
myrateplan	UA-2997-PHL-PHX	12/10/11 3:35 PM (-05:00)			12/10/11 6:55 PM (-07:00)		
helloflight	UA-2997-PHL-PHX	12/10/11 3:35 PM (-05:00)			12/10/11 6:55 PM (-07:00)		
flytecomm	UA-2997-PHL-PHX	12/10/11 3:35 PM (-05:00)			12/10/11 6:55 PM (-07:00)		
flightaware	UA-2997-PHL-PHX	2011-12-10 03:35PM EST	2011-12-10 03:38PM EST		2011-12-10 06:32PM MST	2011-12-10 06:14PM MST	
wunderground	UA-2997-PHL-PHX	2011-12-10 03:35PM EST	2011-12-10 03:38PM EST		2011-12-10 06:32PM MST	2011-12-10 06:14PM MST	
flights	UA-2997-PHL-PHX	03:35 PM  Sat 10-Dec-2011	03:28 PM  Sat 10-Dec-2011	C30	06:55 PM  Sat 10-Dec-2011	06:18 PM  Sat 10-Dec-2011	A9
businesstravellogue	UA-2997-PHL-PHX	03:35 PM  Sat 10-Dec-2011	03:28 PM  Sat 10-Dec-2011	C30	06:55 PM  Sat 10-Dec-2011	06:18 PM  Sat 10-Dec-2011	A9
flylouisville	UA-2997-PHL-PHX	03:35 PM  Sat 10-Dec-2011	03:28 PM  Sat 10-Dec-2011	C30	06:55 PM  Sat 10-Dec-2011	06:18 PM  Sat 10-Dec-2011	A9
flightstats	UA-2997-PHL-PHX	2011-12-10 3:35 PM	2011-12-10 3:28 PM		2011-12-10 6:55 PM	2011-12-10 6:18 PM	
quicktrip	UA-2997-PHL-PHX	2011-12-10 3:35 PM	2011-12-10 3:28 PM		2011-12-10 6:55 PM	2011-12-10 6:18 PM	
world-flight-tracker	UA-2997-PHL-PHX	2011-12-10 3:35 PM	2011-12-10 3:28 PM		2011-12-10 6:55 PM	2011-12-10 6:18 PM	
flightview	UA-2997-PHL-PHX	3:35 PM, Dec 10	3:38 PM, Dec 10	C30	6:55 PM, Dec 10	6:20 PM, Dec 10	Terminal 4
panynj	UA-2997-PHL-PHX	3:35 PM, Dec 10	3:38 PM, Dec 10	C30	6:55 PM, Dec 10	6:20 PM, Dec 10	Terminal 4
gofox	UA-2997-PHL-PHX	3:35 PM, Dec 10	3:38 PM, Dec 10		6:55 PM, Dec 10	6:20 PM, Dec 10	
foxbusiness	UA-2997-PHL-PHX	3:35 PM, Dec 10	3:38 PM, Dec 10	C30	6:55 PM, Dec 10	6:20 PM, Dec 10	Terminal 4
allegiantair	UA-2997-PHL-PHX	3:35 PM, Dec 10	3:38 PM, Dec 10	C30	6:55 PM, Dec 10	6:20 PM, Dec 10	Terminal 4
boston	UA-2997-PHL-PHX	3:35 PM, Dec 10	3:38 PM, Dec 10		6:55 PM, Dec 10	6:20 PM, Dec 10	
travelocity	UA-2997-PHL-PHX	Dec 10 - 3:35pm	Dec 10 - Contact Airline	Not provided by airline	Dec 10 - 6:55pm	Dec 10 - Contact Airline	Not provided by airline
orbitz	UA-2997-PHL-PHX	3:35pDec 10	3:28pDec 10	 -	6:55pDec 10	6:18pDec 10	 -
weather	UA-2997-PHL-PHX	2011-12-10 03:35 PM			2011-12-10 06:55 PM		
mytripandmore	UA-2997-PHL-PHX	3:35pDec 10	3:28pDec 10	 -	6:55pDec 10	6:18pDec 10	 -
flightarrival	UA-2997-PHL-PHX	3:35 PM, Dec 10	3:38 PM, Dec 10		6:55 PM, Dec 10	6:20 PM, Dec 10	
aa	AA-954-TGU-MIA	December 10, 2011               02:35 PM    	December 10, 2011               02:54 PM    	 02	December 10, 2011               05:50 PM    	December 10, 2011               06:13 PM    	 D44    
airtravelcenter	AA-954-TGU-MIA		12/10/11 3:02 PM (-06:00)			12/10/11 6:08 PM (-05:00)	
myrateplan	AA-954-TGU-MIA		12/10/11 3:02 PM (-06:00)			12/10/11 6:08 PM (-05:00)	
helloflight	AA-954-TGU-MIA		12/10/11 3:02 PM (-06:00)			12/10/11 6:08 PM (-05:00)	
flytecomm	AA-954-TGU-MIA		12/10/11 3:02 PM (-06:00)			12/10/11 6:08 PM (-05:00)	
flights	AA-954-TGU-MIA	02:35 PM  Sat 10-Dec-2011	02:54 PM  Sat 10-Dec-2011	02	05:50 PM  Sat 10-Dec-2011	06:13 PM  Sat 10-Dec-2011	D44
businesstravellogue	AA-954-TGU-MIA	02:35 PM  Sat 10-Dec-2011	02:54 PM  Sat 10-Dec-2011	02	05:50 PM  Sat 10-Dec-2011	06:13 PM  Sat 10-Dec-2011	D44
flylouisville	AA-954-TGU-MIA	02:35 PM  Sat 10-Dec-2011	02:54 PM  Sat 10-Dec-2011	02	05:50 PM  Sat 10-Dec-2011	06:13 PM  Sat 10-Dec-2011	D44
world-flight-tracker	AA-954-TGU-MIA	2011-12-10 2:35 PM	2011-12-10 2:54 PM		2011-12-10 5:50 PM	2011-12-10 6:13 PM	
flightview	AA-954-TGU-MIA	2:35 PM, Dec 10	2:48 PM, Dec 10		5:50 PM, Dec 10	6:13 PM, Dec 10	
panynj	AA-954-TGU-MIA	2:35 PM, Dec 10	2:48 PM, Dec 10		5:50 PM, Dec 10	6:13 PM, Dec 10	
gofox	AA-954-TGU-MIA	2:35 PM, Dec 10	2:48 PM, Dec 10		5:50 PM, Dec 10	6:13 PM, Dec 10	
foxbusiness	AA-954-TGU-MIA	2:35 PM, Dec 10	2:48 PM, Dec 10		5:50 PM, Dec 10	6:13 PM, Dec 10	
allegiantair	AA-954-TGU-MIA	2:35 PM, Dec 10	2:48 PM, Dec 10		5:50 PM, Dec 10	6:13 PM, Dec 10	
boston	AA-954-TGU-MIA	2:35 PM, Dec 10	2:48 PM, Dec 10		5:50 PM, Dec 10	6:06 PM, Dec 10	
travelocity	AA-954-TGU-MIA	Dec 10 - 2:35pm	Dec 10 - 2:54pm	02	Dec 10 - 5:50pm	Dec 10 - 6:13pm	D44
orbitz	AA-954-TGU-MIA	2:35pDec 10	2:54pDec 10	 02	5:50pDec 10	6:13pDec 10	 D44
mia	AA-954-TGU-MIA				5:50P 12-10-11	2011-12-10  6:17P	
mytripandmore	AA-954-TGU-MIA	2:35pDec 10	2:54pDec 10	 02	5:50pDec 10	6:13pDec 10	 D44
ua	UA-537-LIH-LAX	Sat, Dec 10 9:31 PM	Sat, Dec 10 9:31 PM	09	Sun, Dec 11 4:55 AM	Sun, Dec 11 4:55 AM	72
flightexplorer	UA-537-LIH-LAX		12/9/2011 9:34PM HST			12/10/2011 4:07AM PST	
flightexplorer	UA-537-LIH-LAX	12/10/2011 9:31PM HST			12/11/2011 4:55AM PST		
airtravelcenter	UA-537-LIH-LAX		12/10/11 9:40 PM (-10:00)			12/11/11 4:26 AM (-08:00)	
myrateplan	UA-537-LIH-LAX		12/10/11 9:40 PM (-10:00)			12/11/11 4:26 AM (-08:00)	
helloflight	UA-537-LIH-LAX		12/10/11 9:40 PM (-10:00)			12/11/11 4:26 AM (-08:00)	
flytecomm	UA-537-LIH-LAX		12/10/11 9:40 PM (-10:00)			12/11/11 4:26 AM (-08:00)	
flights	UA-537-LIH-LAX	09:31 PM  Sat 10-Dec-2011			04:55 AM  Sun 11-Dec-2011		
businesstravellogue	UA-537-LIH-LAX	09:31 PM  Sat 10-Dec-2011			04:55 AM  Sun 11-Dec-2011		
flylouisville	UA-537-LIH-LAX	09:31 PM  Sat 10-Dec-2011			04:55 AM  Sun 11-Dec-2011		
world-flight-tracker	UA-537-LIH-LAX	2011-12-10 9:31 PM	2011-12-10 9:40 PM (Estimated runway)		2011-12-10 4:55 AM	2011-12-10 4:26 AM (Estimated runway)	
flightview	UA-537-LIH-LAX	9:31 PM, Dec 10		09	4:55 AM, Dec 11		72
panynj	UA-537-LIH-LAX	9:31 PM, Dec 10		09	4:55 AM, Dec 11		72
gofox	UA-537-LIH-LAX	9:31 PM, Dec 10			4:55 AM, Dec 11		
foxbusiness	UA-537-LIH-LAX	9:31 PM, Dec 10		09	4:55 AM, Dec 11		72
allegiantair	UA-537-LIH-LAX	9:31 PM, Dec 10		09	4:55 AM, Dec 11		72
boston	UA-537-LIH-LAX	9:31 PM, Dec 10	Not Available		4:55 AM, Dec 11	Not Available	
travelocity	UA-537-LIH-LAX	Dec 10 - 9:31pm	Dec 10 - Not Available	09	Dec 10 - 4:55am	Dec 10 - Not Available	72
orbitz	UA-537-LIH-LAX	9:31pDec 10		 09	4:55aDec 10		 -
usatoday	UA-537-LIH-LAX	9:31 PM, Dec 10	Not Available		4:55 AM, Dec 11	Not Available	
CO	CO-1087-IAH-BOS	Sat., Dec.10, 2011 12:55 p.m.	Sat., Dec.10, 2011 12:58 p.m.		Sat., Dec.10, 2011 5:38 p.m.	Sat., Dec.10, 2011 5:30 p.m.	
flightexplorer	CO-1087-IAH-BOS		12/10/2011 1:11PM CST			12/10/2011 5:21PM EST	
airtravelcenter	CO-1087-IAH-BOS	12/10/11 12:55 PM (-06:00)			12/10/11 5:38 PM (-05:00)		
myrateplan	CO-1087-IAH-BOS	12/10/11 12:55 PM (-06:00)			12/10/11 5:38 PM (-05:00)		
helloflight	CO-1087-IAH-BOS	12/10/11 12:55 PM (-06:00)			12/10/11 5:38 PM (-05:00)		
flytecomm	CO-1087-IAH-BOS	12/10/11 12:55 PM (-06:00)			12/10/11 5:38 PM (-05:00)		
flightaware	CO-1087-IAH-BOS	2011-12-10 12:55PM CST	2011-12-10 01:12PM CST	 30 	2011-12-10 05:01PM EST	2011-12-10 05:19PM EST	 A5 
wunderground	CO-1087-IAH-BOS	2011-12-10 12:55PM CST	2011-12-10 01:12PM CST	 30 	2011-12-10 05:01PM EST	2011-12-10 05:19PM EST	 A5 
flights	CO-1087-IAH-BOS		2011-12-10 12:58 PM	30		2011-12-10 05:30 PM	A5
businesstravellogue	CO-1087-IAH-BOS		2011-12-10 12:58 PM	30		2011-12-10 05:30 PM	A5
flylouisville	CO-1087-IAH-BOS		2011-12-10 12:58 PM	30		2011-12-10 05:30 PM	A5
flightstats	CO-1087-IAH-BOS	2011-12-10 12:55 PM	2011-12-10 12:58 PM		2011-12-10 5:38 PM	2011-12-10 5:30 PM	
quicktrip	CO-1087-IAH-BOS	2011-12-10 12:55 PM	2011-12-10 12:58 PM		2011-12-10 5:38 PM	2011-12-10 5:30 PM	
flightview	CO-1087-IAH-BOS		1:12 PMDec 10			5:30 PMDec 10	
panynj	CO-1087-IAH-BOS		1:12 PMDec 10			5:30 PMDec 10	
gofox	CO-1087-IAH-BOS		1:12 PMDec 10			5:30 PMDec 10	
foxbusiness	CO-1087-IAH-BOS		1:12 PMDec 10			5:30 PMDec 10	
allegiantair	CO-1087-IAH-BOS		1:12 PMDec 10			5:30 PMDec 10	
boston	CO-1087-IAH-BOS		1:12 PMDec 10			5:23 PMDec 10	
orbitz	CO-1087-IAH-BOS	12:55pDec 10	12:58pDec 10	 30	5:38pDec 10	5:30pDec 10	 A5
ifly	CO-1087-IAH-BOS	2011-12-10 12:55 PM	2011-12-10 12:58 PM		2011-12-10 5:38 PM	2011-12-10 5:30 PM	
flightwise	CO-1087-IAH-BOS	2011-12-10 12:55PM CST	2011-12-10 01:12PM CST	 30 	2011-12-10 05:01PM EST	2011-12-10 05:19PM EST	 A5 
ua	UA-2906-PHL-MCO	Sat, Dec 10 3:50 PM	Sat, Dec 10 3:57 PM            Delayed	B13	Sat, Dec 10 6:23 PM	Sat, Dec 10 6:43 PM	58
airtravelcenter	UA-2906-PHL-MCO	12/10/11 3:50 PM (-05:00)			12/10/11 6:23 PM (-05:00)		
myrateplan	UA-2906-PHL-MCO	12/10/11 3:50 PM (-05:00)			12/10/11 6:23 PM (-05:00)		
helloflight	UA-2906-PHL-MCO	12/10/11 3:50 PM (-05:00)			12/10/11 6:23 PM (-05:00)		
flytecomm	UA-2906-PHL-MCO	12/10/11 3:50 PM (-05:00)			12/10/11 6:23 PM (-05:00)		
flightaware	UA-2906-PHL-MCO	2011-12-10 03:50PM EST	2011-12-10 04:11PM EST		2011-12-10 06:30PM EST	2011-12-10 06:28PM EST	
wunderground	UA-2906-PHL-MCO	2011-12-10 03:50PM EST	2011-12-10 04:11PM EST		2011-12-10 06:30PM EST	2011-12-10 06:28PM EST	
flights	UA-2906-PHL-MCO	03:50 PM  Sat 10-Dec-2011	03:57 PM  Sat 10-Dec-2011	B13	06:23 PM  Sat 10-Dec-2011	06:43 PM  Sat 10-Dec-2011	58
businesstravellogue	UA-2906-PHL-MCO	03:50 PM  Sat 10-Dec-2011	03:57 PM  Sat 10-Dec-2011	B13	06:23 PM  Sat 10-Dec-2011	06:43 PM  Sat 10-Dec-2011	58
flylouisville	UA-2906-PHL-MCO	03:50 PM  Sat 10-Dec-2011	03:57 PM  Sat 10-Dec-2011	B13	06:23 PM  Sat 10-Dec-2011	06:43 PM  Sat 10-Dec-2011	58
flightstats	UA-2906-PHL-MCO	2011-12-10 3:50 PM	2011-12-10 3:57 PM		2011-12-10 6:23 PM	2011-12-10 6:43 PM	
quicktrip	UA-2906-PHL-MCO	2011-12-10 3:50 PM	2011-12-10 3:57 PM		2011-12-10 6:23 PM	2011-12-10 6:43 PM	
world-flight-tracker	UA-2906-PHL-MCO	2011-12-10 3:50 PM	2011-12-10 3:57 PM		2011-12-10 6:23 PM	2011-12-10 6:43 PM	
flightview	UA-2906-PHL-MCO	3:50 PM, Dec 10	4:12 PM, Dec 10	B13	6:23 PM, Dec 10	6:31 PM, Dec 10	58
panynj	UA-2906-PHL-MCO	3:50 PM, Dec 10	4:12 PM, Dec 10	B13	6:23 PM, Dec 10	6:31 PM, Dec 10	58
gofox	UA-2906-PHL-MCO	3:50 PM, Dec 10	4:12 PM, Dec 10		6:23 PM, Dec 10	6:31 PM, Dec 10	
foxbusiness	UA-2906-PHL-MCO	3:50 PM, Dec 10	4:12 PM, Dec 10	B13	6:23 PM, Dec 10	6:31 PM, Dec 10	58
allegiantair	UA-2906-PHL-MCO	3:50 PM, Dec 10	4:12 PM, Dec 10	B13	6:23 PM, Dec 10	6:31 PM, Dec 10	58
boston	UA-2906-PHL-MCO	3:50 PM, Dec 10	4:12 PM, Dec 10		6:23 PM, Dec 10	6:31 PM, Dec 10	
travelocity	UA-2906-PHL-MCO	Dec 10 - 3:50pm	Dec 10 - Contact Airline	Not provided by airline	Dec 10 - 6:23pm	Dec 10 - Contact Airline	Not provided by airline
orbitz	UA-2906-PHL-MCO	3:50pDec 10	3:57pDec 10	 -	6:23pDec 10	6:43pDec 10	 -
weather	UA-2906-PHL-MCO	2011-12-10 03:50 PM			2011-12-10 06:23 PM		
usatoday	UA-2906-PHL-MCO	3:50 PM, Dec 10	4:12 PM, Dec 10		6:23 PM, Dec 10	6:31 PM, Dec 10	
flightarrival	UA-2906-PHL-MCO	3:50 PM, Dec 10	4:12 PM, Dec 10		6:23 PM, Dec 10	6:31 PM, Dec 10	
ua	UA-556-SAN-SFO	Sat, Dec 10 10:14 AM	Sat, Dec 10 10:07 AM	15	Sat, Dec 10 12:02 PM	Sat, Dec 10 11:41 AM	74
flightexplorer	UA-556-SAN-SFO		12/10/2011 10:18AM PST			12/10/2011 11:23AM PST	
airtravelcenter	UA-556-SAN-SFO		12/10/11 10:18 AM (-08:00)			12/10/11 11:23 AM (-08:00)	
myrateplan	UA-556-SAN-SFO		12/10/11 10:18 AM (-08:00)			12/10/11 11:23 AM (-08:00)	
helloflight	UA-556-SAN-SFO		12/10/11 10:18 AM (-08:00)			12/10/11 11:23 AM (-08:00)	
flytecomm	UA-556-SAN-SFO		12/10/11 10:18 AM (-08:00)			12/10/11 11:23 AM (-08:00)	
flights	UA-556-SAN-SFO		2011-12-10 10:07 AM	15		2011-12-10 11:41 AM	74
businesstravellogue	UA-556-SAN-SFO		2011-12-10 10:07 AM	15		2011-12-10 11:41 AM	74
flylouisville	UA-556-SAN-SFO		2011-12-10 10:07 AM	15		2011-12-10 11:41 AM	74
flightview	UA-556-SAN-SFO		10:19 AMDec 10			11:41 AMDec 10	
panynj	UA-556-SAN-SFO		10:19 AMDec 10			11:41 AMDec 10	
gofox	UA-556-SAN-SFO		10:19 AMDec 10			11:41 AMDec 10	
foxbusiness	UA-556-SAN-SFO		10:19 AMDec 10			11:41 AMDec 10	
allegiantair	UA-556-SAN-SFO		10:19 AMDec 10			11:41 AMDec 10	
boston	UA-556-SAN-SFO		10:19 AMDec 10			11:27 AMDec 10	
travelocity	UA-556-SAN-SFO	Dec 10 - Not Available	Dec 10 - 10:19am	CHK	Dec 10 - Not Available	Dec 10 - 11:41am	74
orbitz	UA-556-SAN-SFO	10:14aDec 10	10:07aDec 10	 15	12:02pDec 10	11:41aDec 10	 74
weather	UA-556-SAN-SFO	2011-12-10 10:14 AM			2011-12-10 12:02 PM		
usatoday	UA-556-SAN-SFO	2011-12-10 10:14 AM			2011-12-10 12:02 PM		
aa	AA-2111-MIA-LIM	December 10, 2011               06:30 PM    	December 10, 2011               07:10 PM    	 D33	December 11, 2011               12:05 AM    	December 11, 2011     	    
airtravelcenter	AA-2111-MIA-LIM		12/10/11 7:27 PM (-05:00)			12/11/11 12:53 AM (-05:00)	
myrateplan	AA-2111-MIA-LIM		12/10/11 7:27 PM (-05:00)			12/11/11 12:53 AM (-05:00)	
helloflight	AA-2111-MIA-LIM		12/10/11 7:27 PM (-05:00)			12/11/11 12:53 AM (-05:00)	
flytecomm	AA-2111-MIA-LIM		12/10/11 7:27 PM (-05:00)			12/11/11 12:53 AM (-05:00)	
flights	AA-2111-MIA-LIM	06:30 PM  Sat 10-Dec-2011			12:05 AM  Sun 11-Dec-2011		
businesstravellogue	AA-2111-MIA-LIM	06:30 PM  Sat 10-Dec-2011			12:05 AM  Sun 11-Dec-2011		
flylouisville	AA-2111-MIA-LIM	06:30 PM  Sat 10-Dec-2011			12:05 AM  Sun 11-Dec-2011		
flightview	AA-2111-MIA-LIM	6:30 PM, Dec 10	7:28 PM, Dec 10		12:05 AM, Dec 11		
panynj	AA-2111-MIA-LIM	6:30 PM, Dec 10	7:28 PM, Dec 10		12:05 AM, Dec 11		
gofox	AA-2111-MIA-LIM	6:30 PM, Dec 10	7:28 PM, Dec 10		12:05 AM, Dec 11		
foxbusiness	AA-2111-MIA-LIM	6:30 PM, Dec 10	7:28 PM, Dec 10		12:05 AM, Dec 11		
allegiantair	AA-2111-MIA-LIM	6:30 PM, Dec 10	7:28 PM, Dec 10		12:05 AM, Dec 11		
boston	AA-2111-MIA-LIM	6:30 PM, Dec 10	7:28 PM, Dec 10		12:05 AM, Dec 11	12:47 AM, Dec 11&nbsp(Estimated)	
travelocity	AA-2111-MIA-LIM	Dec 10 - 6:30pm	Dec 10 - 7:10pm	D33	Dec 11 - 12:05am	Dec 11 - 12:53am*	Not provided by airline
orbitz	AA-2111-MIA-LIM	6:30pDec 10	7:10pDec 10	 D33	1:39aDec 11		 -
weather	AA-2111-MIA-LIM	2011-12-10 06:30 PM			2011-12-10 12:05 AM		
usatoday	AA-2111-MIA-LIM	6:30 PM, Dec 10	7:28 PM, Dec 10		12:05 AM, Dec 11	12:47 AM, Dec 11&nbsp(Estimated)	
flightarrival	AA-2111-MIA-LIM	6:30 PM, Dec 10	7:28 PM, Dec 10		12:05 AM, Dec 11	12:47 AM, Dec 11&nbsp(Estimated)	
aa	AA-5093-CVG-ORD	December 10, 2011               02:15 PM    	December 10, 2011               02:08 PM    	 5	December 10, 2011               02:45 PM    	December 10, 2011               02:14 PM    	 L2B    
flightexplorer	AA-5093-CVG-ORD		12/10/2011 2:19PM EST			12/10/2011 2:10PM CST	
airtravelcenter	AA-5093-CVG-ORD		12/10/11 2:18 PM (-05:00)			12/10/11 2:10 PM (-06:00)	
myrateplan	AA-5093-CVG-ORD		12/10/11 2:18 PM (-05:00)			12/10/11 2:10 PM (-06:00)	
helloflight	AA-5093-CVG-ORD		12/10/11 2:18 PM (-05:00)			12/10/11 2:10 PM (-06:00)	
