CO	CO-4237-EWR-DTW	Mon., Jan.02, 2012 12:17 p.m.	Mon., Jan.02, 2012 12:17 p.m.		Mon., Jan.02, 2012 2:24 p.m.	Mon., Jan.02, 2012 2:24 p.m.	
foxbusiness	UA-397-JFK-SFO	8:25 AM, Jan 02	8:48 AM, Jan 02	7	12:14 PM, Jan 02	11:42 AM, Jan 02	Terminal 3 - 83
allegiantair	UA-397-JFK-SFO	8:25 AM, Jan 02	8:48 AM, Jan 02	7	12:14 PM, Jan 02	11:42 AM, Jan 02	Terminal 3 - 83
boston	UA-397-JFK-SFO	8:25 AM, Jan 02	8:48 AM, Jan 02		12:14 PM, Jan 02	11:24 AM, Jan 02	
orbitz	UA-397-JFK-SFO	8:25aJan 2	8:22aJan 2	 7	12:14pJan 2	11:42aJan 2	 83
weather	UA-397-JFK-SFO	2012-01-02 08:25 AM	2012-01-02 08:48 AM		2012-01-02 12:14 PM	2012-01-02 11:23 AM	
sfo	UA-397-JFK-SFO				2012-01-02 12:14 PM		83
ifly	UA-397-JFK-SFO	2012-01-02 8:25 AM	2012-01-02 8:22 AM		2012-01-02 12:14 PM	2012-01-02 11:42 AM	
mytripandmore	UA-397-JFK-SFO	8:25aJan 2	8:22aJan 2	 7	12:14pJan 2	11:42aJan 2	 83
flightarrival	UA-397-JFK-SFO	2012-01-02 8:25 AM	2012-01-02 8:22 AM		2012-01-02 12:14 PM	2012-01-02 11:42 AM	
ua	UA-2607-PHX-CLT	Mon, Jan 2 3:50 PM	Mon, Jan 2 4:03 PM	A23	Mon, Jan 2 9:37 PM	Mon, Jan 2 10:18 PM	C15
airtravelcenter	UA-2607-PHX-CLT		1/2/12 4:25 PM (-07:00)			1/2/12 10:14 PM (-05:00)	
myrateplan	UA-2607-PHX-CLT		1/2/12 4:25 PM (-07:00)			1/2/12 10:14 PM (-05:00)	
helloflight	UA-2607-PHX-CLT		1/2/12 4:25 PM (-07:00)			1/2/12 10:14 PM (-05:00)	
flytecomm	UA-2607-PHX-CLT		1/2/12 4:25 PM (-07:00)			1/2/12 10:14 PM (-05:00)	
flights	UA-2607-PHX-CLT		2012-01-02 04:03 PM	A23		2012-01-02 10:18 PM	C15
businesstravellogue	UA-2607-PHX-CLT		2012-01-02 04:03 PM	A23		2012-01-02 10:18 PM	C15
flylouisville	UA-2607-PHX-CLT		2012-01-02 04:03 PM	A23		2012-01-02 10:18 PM	C15
flightstats	UA-2607-PHX-CLT	2012-01-02 3:50 PM	2012-01-02 4:03 PM		2012-01-02 9:37 PM	2012-01-02 10:18 PM	
quicktrip	UA-2607-PHX-CLT	2012-01-02 3:50 PM	2012-01-02 4:03 PM		2012-01-02 9:37 PM	2012-01-02 10:18 PM	
flightview	UA-2607-PHX-CLT		4:26 PMJan 02			10:17 PMJan 02	
panynj	UA-2607-PHX-CLT		4:26 PMJan 02			10:17 PMJan 02	
gofox	UA-2607-PHX-CLT		4:26 PMJan 02			10:17 PMJan 02	
foxbusiness	UA-2607-PHX-CLT		4:26 PMJan 02			10:17 PMJan 02	
allegiantair	UA-2607-PHX-CLT		4:26 PMJan 02			10:17 PMJan 02	
boston	UA-2607-PHX-CLT		4:26 PMJan 02			10:17 PMJan 02	
orbitz	UA-2607-PHX-CLT	3:50pJan 2	4:03pJan 2	 -	9:37pJan 2	10:18pJan 2	 -
weather	UA-2607-PHX-CLT	2012-01-02 03:50 PM			2012-01-02 09:37 PM		
ifly	UA-2607-PHX-CLT	2012-01-02 3:50 PM	2012-01-02 4:03 PM		2012-01-02 9:37 PM	2012-01-02 10:18 PM	
aa	AA-3533-MIA-CLT	January 2, 2012               10:15 PM    	January 2, 2012     	 D60	January 3, 2012               12:15 AM    	January 3, 2012     	 A11    
flightexplorer	AA-3533-MIA-CLT		1/1/2012 11:39PM EST			1/2/2012 1:14AM EST	
flightexplorer	AA-3533-MIA-CLT	1/2/2012 10:15PM EST			1/3/2012 12:15AM EST		
airtravelcenter	AA-3533-MIA-CLT		1/2/12 10:22 PM (-05:00)			1/3/12 12:03 AM (-05:00)	
myrateplan	AA-3533-MIA-CLT		1/2/12 10:22 PM (-05:00)			1/3/12 12:03 AM (-05:00)	
helloflight	AA-3533-MIA-CLT		1/2/12 10:22 PM (-05:00)			1/3/12 12:03 AM (-05:00)	
flytecomm	AA-3533-MIA-CLT		1/2/12 10:22 PM (-05:00)			1/3/12 12:03 AM (-05:00)	
flightaware	AA-3533-MIA-CLT	2012-01-02 10:15PM EST	2012-01-02 11:39PM EST	 D60M 	2012-01-02 12:17AM EST	2012-01-02 01:12AM EST	 A11 
wunderground	AA-3533-MIA-CLT	2012-01-02 10:15PM EST	2012-01-02 11:39PM EST	 D60M 	2012-01-02 12:17AM EST	2012-01-02 01:12AM EST	 A11 
flights	AA-3533-MIA-CLT	10:15 PM  Mon 02-Jan-2012		D60	12:15 AM  Tue 03-Jan-2012		A11
businesstravellogue	AA-3533-MIA-CLT	10:15 PM  Mon 02-Jan-2012		D60	12:15 AM  Tue 03-Jan-2012		A11
flylouisville	AA-3533-MIA-CLT	10:15 PM  Mon 02-Jan-2012		D60	12:15 AM  Tue 03-Jan-2012		A11
flightstats	AA-3533-MIA-CLT	2012-01-02 10:15 PM	2012-01-02 10:15 PM (Estimated)		2012-01-02 12:15 AM	2012-01-02 12:15 AM (Estimated)	
quicktrip	AA-3533-MIA-CLT	2012-01-02 10:15 PM	2012-01-02 10:15 PM (Estimated)		2012-01-02 12:15 AM	2012-01-02 12:15 AM (Estimated)	
world-flight-tracker	AA-3533-MIA-CLT	2012-01-02 10:15 PM	2012-01-02 10:15 PM (Estimated)		2012-01-02 12:15 AM	2012-01-02 12:15 AM (Estimated)	
flightview	AA-3533-MIA-CLT	10:15 PM, Jan 02			12:15 AM, Jan 03		
panynj	AA-3533-MIA-CLT	10:15 PM, Jan 02			12:15 AM, Jan 03		
gofox	AA-3533-MIA-CLT	10:15 PM, Jan 02			12:15 AM, Jan 03		
foxbusiness	AA-3533-MIA-CLT	10:15 PM, Jan 02			12:15 AM, Jan 03		
allegiantair	AA-3533-MIA-CLT	10:15 PM, Jan 02			12:15 AM, Jan 03		
boston	AA-3533-MIA-CLT	10:15 PM, Jan 02	Not Available		12:15 AM, Jan 03	Not Available	
orbitz	AA-3533-MIA-CLT	10:15pJan 2		 D60	12:15aJan 3		 A11
weather	AA-3533-MIA-CLT	2012-01-02 10:15 PM			2012-01-02 12:15 AM		
usatoday	AA-3533-MIA-CLT	10:15 PM, Jan 02	Not Available		12:15 AM, Jan 03	Not Available	
mytripandmore	AA-3533-MIA-CLT	10:15pJan 2		 D60	12:15aJan 3		 A11
flightwise	AA-3533-MIA-CLT	2012-01-02 10:15PM EST	2012-01-02 11:39PM EST	 D60M 	2012-01-02 12:17AM EST	2012-01-02 01:12AM EST	 A11 
flightarrival	AA-3533-MIA-CLT	2012-01-02 10:15 PM			2012-01-02 12:15 AM		
ua	UA-1115-IAH-SEA	Mon, Jan 2 11:14 AM	Mon, Jan 2 11:31 AM	C-31	Mon, Jan 2 2:13 PM	Mon, Jan 2 2:00 PM	N14
airtravelcenter	UA-1115-IAH-SEA	1/2/12 11:14 AM (-06:00)			1/2/12 2:13 PM (-08:00)		
myrateplan	UA-1115-IAH-SEA	1/2/12 11:14 AM (-06:00)			1/2/12 2:13 PM (-08:00)		
helloflight	UA-1115-IAH-SEA	1/2/12 11:14 AM (-06:00)			1/2/12 2:13 PM (-08:00)		
flytecomm	UA-1115-IAH-SEA	1/2/12 11:14 AM (-06:00)			1/2/12 2:13 PM (-08:00)		
flightaware	UA-1115-IAH-SEA	2012-01-02 11:14AM CST	2012-01-02 11:48AM CST	 31 	2012-01-02 01:33PM PST	2012-01-02 01:57PM PST	 N14 
wunderground	UA-1115-IAH-SEA	2012-01-02 11:14AM CST	2012-01-02 11:48AM CST	 31 	2012-01-02 01:33PM PST	2012-01-02 01:57PM PST	 N14 
flights	UA-1115-IAH-SEA	11:14 AM  Mon 02-Jan-2012		31	02:13 PM  Mon 02-Jan-2012		14
businesstravellogue	UA-1115-IAH-SEA	11:14 AM  Mon 02-Jan-2012		31	02:13 PM  Mon 02-Jan-2012		14
flylouisville	UA-1115-IAH-SEA	11:14 AM  Mon 02-Jan-2012		31	02:13 PM  Mon 02-Jan-2012		14
world-flight-tracker	UA-1115-IAH-SEA	2012-01-02 11:14 AM	2012-01-02 11:31 AM		2012-01-02 2:13 PM	2012-01-02 1:51 PM (Estimated)	
flightview	UA-1115-IAH-SEA	11:14 AM, Jan 02	11:48 AM, Jan 02		2:13 PM, Jan 02		
panynj	UA-1115-IAH-SEA	11:14 AM, Jan 02	11:48 AM, Jan 02		2:13 PM, Jan 02		
gofox	UA-1115-IAH-SEA	11:14 AM, Jan 02	11:48 AM, Jan 02		2:13 PM, Jan 02		
foxbusiness	UA-1115-IAH-SEA	11:14 AM, Jan 02	11:48 AM, Jan 02		2:13 PM, Jan 02		
allegiantair	UA-1115-IAH-SEA	11:14 AM, Jan 02	11:48 AM, Jan 02		2:13 PM, Jan 02		
boston	UA-1115-IAH-SEA	11:14 AM, Jan 02	11:48 AM, Jan 02		2:13 PM, Jan 02	1:54 PM, Jan 02&nbsp(Estimated)	
orbitz	UA-1115-IAH-SEA	11:14aJan 2	11:31aJan 2	 31	2:47pJan 2		 N14
weather	UA-1115-IAH-SEA	2012-01-02 11:14 AM	2012-01-02 11:48 AM		2012-01-02 02:13 PM	2012-01-02 01:54 PM	
flightwise	UA-1115-IAH-SEA	2012-01-02 11:14AM CST	2012-01-02 11:48AM CST	 31 	2012-01-02 01:33PM PST	2012-01-02 01:57PM PST	 N14 
flightarrival	UA-1115-IAH-SEA	2012-01-02 11:14 AM	2012-01-02 11:48 AM		2012-01-02 02:13 PM	2012-01-02 01:54 PM	
aa	AA-2354-DFW-ORD	January 2, 2012               02:05 PM    	January 2, 2012               02:05 PM    	 A28	January 2, 2012               04:25 PM    	January 2, 2012               04:46 PM    	 H11A    
flightexplorer	AA-2354-DFW-ORD		1/2/2012 2:19PM CST			1/2/2012 4:43PM CST	
airtravelcenter	AA-2354-DFW-ORD		1/2/12 2:18 PM (-06:00)			1/2/12 4:43 PM (-06:00)	
myrateplan	AA-2354-DFW-ORD		1/2/12 2:18 PM (-06:00)			1/2/12 4:43 PM (-06:00)	
helloflight	AA-2354-DFW-ORD		1/2/12 2:18 PM (-06:00)			1/2/12 4:43 PM (-06:00)	
flytecomm	AA-2354-DFW-ORD		1/2/12 2:18 PM (-06:00)			1/2/12 4:43 PM (-06:00)	
flightaware	AA-2354-DFW-ORD	2012-01-02 02:05PM CST	2012-01-02 02:19PM CST	 A28 	2012-01-02 04:30PM CST	2012-01-02 04:40PM CST	 H11A 
wunderground	AA-2354-DFW-ORD	2012-01-02 02:05PM CST	2012-01-02 02:19PM CST	 A28 	2012-01-02 04:30PM CST	2012-01-02 04:40PM CST	 H11A 
flights	AA-2354-DFW-ORD	02:05 PM  Mon 02-Jan-2012	02:05 PM  Mon 02-Jan-2012	A28	04:25 PM  Mon 02-Jan-2012	04:46 PM  Mon 02-Jan-2012	H11A
businesstravellogue	AA-2354-DFW-ORD	02:05 PM  Mon 02-Jan-2012	02:05 PM  Mon 02-Jan-2012	A28	04:25 PM  Mon 02-Jan-2012	04:46 PM  Mon 02-Jan-2012	H11A
flylouisville	AA-2354-DFW-ORD	02:05 PM  Mon 02-Jan-2012	02:05 PM  Mon 02-Jan-2012	A28	04:25 PM  Mon 02-Jan-2012	04:46 PM  Mon 02-Jan-2012	H11A
flightstats	AA-2354-DFW-ORD	2012-01-02 2:05 PM	2012-01-02 2:05 PM		2012-01-02 4:25 PM	2012-01-02 4:46 PM	
quicktrip	AA-2354-DFW-ORD	2012-01-02 2:05 PM	2012-01-02 2:05 PM		2012-01-02 4:25 PM	2012-01-02 4:46 PM	
world-flight-tracker	AA-2354-DFW-ORD	2012-01-02 2:05 PM	2012-01-02 2:05 PM		2012-01-02 4:25 PM	2012-01-02 4:46 PM	
flightview	AA-2354-DFW-ORD	2:05 PM, Jan 02	2:19 PM, Jan 02	A28	4:25 PM, Jan 02	4:40 PM, Jan 02	H11A
panynj	AA-2354-DFW-ORD	2:05 PM, Jan 02	2:19 PM, Jan 02	A28	4:25 PM, Jan 02	4:40 PM, Jan 02	H11A
gofox	AA-2354-DFW-ORD	2:05 PM, Jan 02	2:19 PM, Jan 02		4:25 PM, Jan 02	4:40 PM, Jan 02	
foxbusiness	AA-2354-DFW-ORD	2:05 PM, Jan 02	2:19 PM, Jan 02	A28	4:25 PM, Jan 02	4:40 PM, Jan 02	H11A
allegiantair	AA-2354-DFW-ORD	2:05 PM, Jan 02	2:19 PM, Jan 02	A28	4:25 PM, Jan 02	4:40 PM, Jan 02	H11A
boston	AA-2354-DFW-ORD	2:05 PM, Jan 02	2:19 PM, Jan 02		4:25 PM, Jan 02	4:40 PM, Jan 02	
orbitz	AA-2354-DFW-ORD	2:05pJan 2	2:05pJan 2	 A28	4:25pJan 2	4:46pJan 2	 H11A
weather	AA-2354-DFW-ORD	2012-01-02 02:05 PM			2012-01-02 04:25 PM		
ord	AA-2354-DFW-ORD	2012-01-02 2:05 PM		A28	2012-01-02 4:25 PM		H11A
usatoday	AA-2354-DFW-ORD	2012-01-02 2:05 PM	2012-01-02 2:05 PM		2012-01-02 4:25 PM	2012-01-02 4:46 PM	
flightarrival	AA-2354-DFW-ORD	2012-01-02 02:05 PM			2012-01-02 04:25 PM		
CO	CO-1506-EWR-SFO	Mon., Jan.02, 2012 7:30 a.m.	Mon., Jan.02, 2012 7:39 a.m.		Mon., Jan.02, 2012 11:05 a.m.	Mon., Jan.02, 2012 10:46 a.m.	
flightexplorer	CO-1506-EWR-SFO		1/2/2012 8:01AM EST			1/2/2012 10:22AM PST	
airtravelcenter	CO-1506-EWR-SFO	1/2/12 7:30 AM (-05:00)			1/2/12 11:05 AM (-08:00)		
myrateplan	CO-1506-EWR-SFO	1/2/12 7:30 AM (-05:00)			1/2/12 11:05 AM (-08:00)		
helloflight	CO-1506-EWR-SFO	1/2/12 7:30 AM (-05:00)			1/2/12 11:05 AM (-08:00)		
flytecomm	CO-1506-EWR-SFO	1/2/12 7:30 AM (-05:00)			1/2/12 11:05 AM (-08:00)		
flightaware	CO-1506-EWR-SFO	2012-01-02 07:30AM EST	2012-01-02 08:01AM EST	 120 	2012-01-02 10:24AM PST	2012-01-02 10:27AM PST	 90 
wunderground	CO-1506-EWR-SFO	2012-01-02 07:30AM EST	2012-01-02 08:01AM EST	 120 	2012-01-02 10:24AM PST	2012-01-02 10:27AM PST	 90 
flights	CO-1506-EWR-SFO		2012-01-02 07:39 AM	120		2012-01-02 10:46 AM	89
businesstravellogue	CO-1506-EWR-SFO		2012-01-02 07:39 AM	120		2012-01-02 10:46 AM	89
flylouisville	CO-1506-EWR-SFO		2012-01-02 07:39 AM	120		2012-01-02 10:46 AM	89
flightstats	CO-1506-EWR-SFO	2012-01-02 7:30 AM	2012-01-02 7:39 AM		2012-01-02 11:05 AM	2012-01-02 10:46 AM	
quicktrip	CO-1506-EWR-SFO	2012-01-02 7:30 AM	2012-01-02 7:39 AM		2012-01-02 11:05 AM	2012-01-02 10:46 AM	
flightview	CO-1506-EWR-SFO		8:02 AMJan 02			10:46 AMJan 02	
panynj	CO-1506-EWR-SFO		8:02 AMJan 02			10:46 AMJan 02	
gofox	CO-1506-EWR-SFO		8:02 AMJan 02			10:46 AMJan 02	
foxbusiness	CO-1506-EWR-SFO		8:02 AMJan 02			10:46 AMJan 02	
allegiantair	CO-1506-EWR-SFO		8:02 AMJan 02			10:46 AMJan 02	
boston	CO-1506-EWR-SFO		8:02 AMJan 02			10:28 AMJan 02	
orbitz	CO-1506-EWR-SFO	7:30aJan 2	7:39aJan 2	 120	11:05aJan 2	10:46aJan 2	 90
weather	CO-1506-EWR-SFO	2012-01-02 07:30 AM			2012-01-02 11:05 AM		
ifly	CO-1506-EWR-SFO	2012-01-02 7:30 AM	2012-01-02 7:39 AM		2012-01-02 11:05 AM	2012-01-02 10:46 AM	
flightwise	CO-1506-EWR-SFO	2012-01-02 07:30AM EST	2012-01-02 08:01AM EST	 120 	2012-01-02 10:24AM PST	2012-01-02 10:27AM PST	 90 
aa	AA-1494-LAS-DFW	January 2, 2012               08:15 AM    	January 2, 2012               08:09 AM    	 D39	January 2, 2012               12:55 PM    	January 2, 2012               12:46 PM    	 A28    
flightexplorer	AA-1494-LAS-DFW		1/2/2012 8:23AM PST			1/2/2012 12:41PM CST	
airtravelcenter	AA-1494-LAS-DFW		1/2/12 8:23 AM (-08:00)			1/2/12 12:41 PM (-06:00)	
flightaware	AA-1494-LAS-DFW	2012-01-02 08:15AM PST	2012-01-02 08:23AM PST	 D39 	2012-01-02 12:48PM CST	2012-01-02 12:38PM CST	 A28 
wunderground	AA-1494-LAS-DFW	2012-01-02 08:15AM PST	2012-01-02 08:23AM PST	 D39 	2012-01-02 12:48PM CST	2012-01-02 12:38PM CST	 A28 
flights	AA-1494-LAS-DFW	08:15 AM  Mon 02-Jan-2012	08:09 AM  Mon 02-Jan-2012	D39	12:55 PM  Mon 02-Jan-2012	12:46 PM  Mon 02-Jan-2012	A28
businesstravellogue	AA-1494-LAS-DFW	08:15 AM  Mon 02-Jan-2012	08:09 AM  Mon 02-Jan-2012	D39	12:55 PM  Mon 02-Jan-2012	12:46 PM  Mon 02-Jan-2012	A28
flylouisville	AA-1494-LAS-DFW	08:15 AM  Mon 02-Jan-2012	08:09 AM  Mon 02-Jan-2012	D39	12:55 PM  Mon 02-Jan-2012	12:46 PM  Mon 02-Jan-2012	A28
world-flight-tracker	AA-1494-LAS-DFW	2012-01-02 8:15 AM	2012-01-02 8:09 AM		2012-01-02 12:55 PM	2012-01-02 12:46 PM	
flightview	AA-1494-LAS-DFW	8:15 AM, Jan 02	8:23 AM, Jan 02	D39	12:55 PM, Jan 02	12:39 PM, Jan 02	A28
panynj	AA-1494-LAS-DFW	8:15 AM, Jan 02	8:23 AM, Jan 02	D39	12:55 PM, Jan 02	12:39 PM, Jan 02	A28
gofox	AA-1494-LAS-DFW	8:15 AM, Jan 02	8:23 AM, Jan 02		12:55 PM, Jan 02	12:39 PM, Jan 02	
foxbusiness	AA-1494-LAS-DFW	8:15 AM, Jan 02	8:23 AM, Jan 02	D39	12:55 PM, Jan 02	12:39 PM, Jan 02	A28
allegiantair	AA-1494-LAS-DFW	8:15 AM, Jan 02	8:23 AM, Jan 02	D39	12:55 PM, Jan 02	12:39 PM, Jan 02	A28
boston	AA-1494-LAS-DFW	8:15 AM, Jan 02	8:23 AM, Jan 02		12:55 PM, Jan 02	12:39 PM, Jan 02	
orbitz	AA-1494-LAS-DFW	8:15aJan 2	8:09aJan 2	 D39	12:55pJan 2	12:46pJan 2	 A28
weather	AA-1494-LAS-DFW	2012-01-02 08:15 AM	2012-01-02 08:23 AM		2012-01-02 12:55 PM	2012-01-02 12:38 PM	
dfw	AA-1494-LAS-DFW				2012-01-02 12:55 pm		A28
flightarrival	AA-1494-LAS-DFW	2012-01-02 08:15 AM	2012-01-02 08:23 AM		2012-01-02 12:55 PM	2012-01-02 12:38 PM	
ua	UA-3524-IND-ORD	Mon, Jan 2 10:27 AM	Mon, Jan 2 10:20 AM	A23	Mon, Jan 2 10:35 AM	Mon, Jan 2 10:49 AM	B19
airtravelcenter	UA-3524-IND-ORD		1/2/12 10:42 AM (-05:00)			1/2/12 10:44 AM (-06:00)	
myrateplan	UA-3524-IND-ORD		1/2/12 10:42 AM (-05:00)			1/2/12 10:44 AM (-06:00)	
helloflight	UA-3524-IND-ORD		1/2/12 10:42 AM (-05:00)			1/2/12 10:44 AM (-06:00)	
flytecomm	UA-3524-IND-ORD		1/2/12 10:42 AM (-05:00)			1/2/12 10:44 AM (-06:00)	
flights	UA-3524-IND-ORD		2012-01-02 10:20 AM	A23		2012-01-02 10:49 AM	B19
businesstravellogue	UA-3524-IND-ORD		2012-01-02 10:20 AM	A23		2012-01-02 10:49 AM	B19
flylouisville	UA-3524-IND-ORD		2012-01-02 10:20 AM	A23		2012-01-02 10:49 AM	B19
flightview	UA-3524-IND-ORD		10:58 AMJan 02			10:49 AMJan 02	
panynj	UA-3524-IND-ORD		10:58 AMJan 02			10:49 AMJan 02	
gofox	UA-3524-IND-ORD		10:58 AMJan 02			10:49 AMJan 02	
foxbusiness	UA-3524-IND-ORD		10:58 AMJan 02			10:49 AMJan 02	
allegiantair	UA-3524-IND-ORD		10:58 AMJan 02			10:49 AMJan 02	
boston	UA-3524-IND-ORD		10:58 AMJan 02			10:42 AMJan 02	
orbitz	UA-3524-IND-ORD	10:27aJan 2	10:20aJan 2	 A23	10:35aJan 2	10:49aJan 2	 B19
weather	UA-3524-IND-ORD	2012-01-02 10:27 AM			2012-01-02 10:35 AM		
ord	UA-3524-IND-ORD	2012-01-02 10:27 AM		A23	2012-01-02 10:35 AM		B19
flightarrival	UA-3524-IND-ORD		10:58 AMJan 02			10:42 AMJan 02	
ua	UA-5451-AUS-LAX	Mon, Jan 2 6:00 AM	Mon, Jan 2 5:58 AM	22	Mon, Jan 2 7:21 AM	Mon, Jan 2 7:12 AM	85
flightexplorer	UA-5451-AUS-LAX		1/2/2012 6:11AM CST			1/2/2012 6:52AM PST	
airtravelcenter	UA-5451-AUS-LAX		1/2/12 6:11 AM (-06:00)			1/2/12 6:52 AM (-08:00)	
myrateplan	UA-5451-AUS-LAX		1/2/12 6:11 AM (-06:00)			1/2/12 6:52 AM (-08:00)	
helloflight	UA-5451-AUS-LAX		1/2/12 6:11 AM (-06:00)			1/2/12 6:52 AM (-08:00)	
flytecomm	UA-5451-AUS-LAX		1/2/12 6:11 AM (-06:00)			1/2/12 6:52 AM (-08:00)	
flights	UA-5451-AUS-LAX		2012-01-02 05:58 AM	22		2012-01-02 07:12 AM	85
businesstravellogue	UA-5451-AUS-LAX		2012-01-02 05:58 AM	22		2012-01-02 07:12 AM	85
flylouisville	UA-5451-AUS-LAX		2012-01-02 05:58 AM	22		2012-01-02 07:12 AM	85
flightview	UA-5451-AUS-LAX		6:11 AMJan 02			7:12 AMJan 02	
panynj	UA-5451-AUS-LAX		6:11 AMJan 02			7:12 AMJan 02	
gofox	UA-5451-AUS-LAX		6:11 AMJan 02			7:12 AMJan 02	
foxbusiness	UA-5451-AUS-LAX		6:11 AMJan 02			7:12 AMJan 02	
allegiantair	UA-5451-AUS-LAX		6:11 AMJan 02			7:12 AMJan 02	
boston	UA-5451-AUS-LAX		6:11 AMJan 02			6:48 AMJan 02	
orbitz	UA-5451-AUS-LAX	6:00aJan 2	5:58aJan 2	 22	7:21aJan 2	7:12aJan 2	 85
weather	UA-5451-AUS-LAX	2012-01-02 06:00 AM			2012-01-02 07:21 AM		
usatoday	UA-5451-AUS-LAX	2012-01-02 06:00 AM			2012-01-02 07:21 AM		
flightarrival	UA-5451-AUS-LAX	2012-01-02 06:00 AM			2012-01-02 07:21 AM		
ua	UA-1552-IAH-SEA	Mon, Jan 2 9:30 PM	Mon, Jan 2 9:30 PM            On Time	C-42	Tue, Jan 3 12:20 AM	Tue, Jan 3 12:20 AM	N11
flightexplorer	UA-1552-IAH-SEA		1/1/2012 9:42PM CST			1/2/2012 12:08AM PST	
airtravelcenter	UA-1552-IAH-SEA	1/2/12 9:30 PM (-06:00)			1/3/12 12:20 AM (-08:00)		
myrateplan	UA-1552-IAH-SEA	1/2/12 9:30 PM (-06:00)			1/3/12 12:20 AM (-08:00)		
helloflight	UA-1552-IAH-SEA	1/2/12 9:30 PM (-06:00)			1/3/12 12:20 AM (-08:00)		
flytecomm	UA-1552-IAH-SEA	1/2/12 9:30 PM (-06:00)			1/3/12 12:20 AM (-08:00)		
flights	UA-1552-IAH-SEA	2012-01-02 09:30 PM		42	2012-01-02 12:20 AM		11
businesstravellogue	UA-1552-IAH-SEA	2012-01-02 09:30 PM		42	2012-01-02 12:20 AM		11
flylouisville	UA-1552-IAH-SEA	2012-01-02 09:30 PM		42	2012-01-02 12:20 AM		11
flightview	UA-1552-IAH-SEA	9:30 PMJan 02			12:20 AMJan 03		
panynj	UA-1552-IAH-SEA	9:30 PMJan 02			12:20 AMJan 03		
gofox	UA-1552-IAH-SEA	9:30 PMJan 02			12:20 AMJan 03		
foxbusiness	UA-1552-IAH-SEA	9:30 PMJan 02			12:20 AMJan 03		
allegiantair	UA-1552-IAH-SEA	9:30 PMJan 02			12:20 AMJan 03		
boston	UA-1552-IAH-SEA	9:30 PMJan 02			12:20 AMJan 03		
orbitz	UA-1552-IAH-SEA	9:30pJan 2		 C-42	12:20aJan 3		 -
usatoday	UA-1552-IAH-SEA	9:30 PMJan 02			12:20 AMJan 03		
mytripandmore	UA-1552-IAH-SEA	9:30pJan 2		 C-42	12:20aJan 3		 -
aa	AA-1063-BWI-DFW	January 2, 2012               07:05 AM    	January 2, 2012               07:05 AM    	 C6	January 2, 2012               09:45 AM    	January 2, 2012               09:44 AM    	 C21    
airtravelcenter	AA-1063-BWI-DFW		1/2/12 7:21 AM (-05:00)			1/2/12 9:34 AM (-06:00)	
myrateplan	AA-1063-BWI-DFW		1/2/12 7:21 AM (-05:00)			1/2/12 9:34 AM (-06:00)	
helloflight	AA-1063-BWI-DFW		1/2/12 7:21 AM (-05:00)			1/2/12 9:34 AM (-06:00)	
flytecomm	AA-1063-BWI-DFW		1/2/12 7:21 AM (-05:00)			1/2/12 9:34 AM (-06:00)	
flights	AA-1063-BWI-DFW		2012-01-02 07:05 AM	C6		2012-01-02 09:44 AM	C21
businesstravellogue	AA-1063-BWI-DFW		2012-01-02 07:05 AM	C6		2012-01-02 09:44 AM	C21
flylouisville	AA-1063-BWI-DFW		2012-01-02 07:05 AM	C6		2012-01-02 09:44 AM	C21
flightview	AA-1063-BWI-DFW		7:21 AMJan 02			9:39 AMJan 02	
panynj	AA-1063-BWI-DFW		7:21 AMJan 02			9:39 AMJan 02	
gofox	AA-1063-BWI-DFW		7:21 AMJan 02			9:39 AMJan 02	
foxbusiness	AA-1063-BWI-DFW		7:21 AMJan 02			9:39 AMJan 02	
allegiantair	AA-1063-BWI-DFW		7:21 AMJan 02			9:39 AMJan 02	
boston	AA-1063-BWI-DFW		7:21 AMJan 02			9:39 AMJan 02	
orbitz	AA-1063-BWI-DFW	7:05aJan 2	7:05aJan 2	 C6	9:45aJan 2	9:44aJan 2	 C21
weather	AA-1063-BWI-DFW	2012-01-02 07:05 AM			2012-01-02 09:45 AM		
mytripandmore	AA-1063-BWI-DFW	7:05aJan 2	7:05aJan 2	 C6	9:45aJan 2	9:44aJan 2	 C21
CO	CO-1033-IAH-SFO	Mon., Jan.02, 2012 6:50 p.m.	Mon., Jan.02, 2012 7:31 p.m.		Mon., Jan.02, 2012 9:18 p.m.	Mon., Jan.02, 2012 9:28 p.m.	
airtravelcenter	CO-1033-IAH-SFO	1/2/12 6:50 PM (-06:00)			1/2/12 9:18 PM (-08:00)		
myrateplan	CO-1033-IAH-SFO	1/2/12 6:50 PM (-06:00)			1/2/12 9:18 PM (-08:00)		
helloflight	CO-1033-IAH-SFO	1/2/12 6:50 PM (-06:00)			1/2/12 9:18 PM (-08:00)		
flytecomm	CO-1033-IAH-SFO	1/2/12 6:50 PM (-06:00)			1/2/12 9:18 PM (-08:00)		
flightaware	CO-1033-IAH-SFO	2012-01-02 06:50PM CST	2012-01-02 07:52PM CST	 24 	2012-01-02 08:38PM PST	2012-01-02 09:26PM PST	 89 
wunderground	CO-1033-IAH-SFO	2012-01-02 06:50PM CST	2012-01-02 07:52PM CST	 24 	2012-01-02 08:38PM PST	2012-01-02 09:26PM PST	 89 
flights	CO-1033-IAH-SFO		2012-01-02 07:31 PM	24		2012-01-02 09:18 PM	89
