CO	CO-4237-EWR-DTW	Sat., Dec.31, 2011 12:33 p.m.	Sat., Dec.31, 2011 12:29 p.m.		Sat., Dec.31, 2011 2:38 p.m.	Sat., Dec.31, 2011 2:15 p.m.	
boston	UA-3540-YEG-ORD	1:58 PM, Dec 31	2:02 PM, Dec 31		6:38 PM, Dec 31	6:02 PM, Dec 31	
travelocity	UA-3540-YEG-ORD	Dec 31 - Not Available	Dec 31 - 2:02pm	CHK	Dec 31 - Not Available	Dec 31 - 6:03pm	B18
orbitz	UA-3540-YEG-ORD	1:58pDec 31	1:52pDec 31	 -	6:38pDec 31	6:03pDec 31	 B18
weather	UA-3540-YEG-ORD	2011-12-31 01:58 PM			2011-12-31 06:38 PM		
mytripandmore	UA-3540-YEG-ORD	Dec 31 - Not Available	Dec 31 - 2:02pm	CHK	Dec 31 - Not Available	Dec 31 - 6:03pm	B18
CO	CO-4597-CVG-IAH	Sat., Dec.31, 2011 6:14 a.m.	Sat., Dec.31, 2011 10:43 a.m.		Sat., Dec.31, 2011 8:04 a.m.	Sat., Dec.31, 2011 12:36 p.m.	
airtravelcenter	CO-4597-CVG-IAH	12/31/11 6:14 AM (-05:00)			12/31/11 8:04 AM (-06:00)		
myrateplan	CO-4597-CVG-IAH	12/31/11 6:14 AM (-05:00)			12/31/11 8:04 AM (-06:00)		
helloflight	CO-4597-CVG-IAH	12/31/11 6:14 AM (-05:00)			12/31/11 8:04 AM (-06:00)		
flytecomm	CO-4597-CVG-IAH	12/31/11 6:14 AM (-05:00)			12/31/11 8:04 AM (-06:00)		
flightaware	CO-4597-CVG-IAH	2011-12-31 06:14AM EST	2011-12-31 10:55AM EST		2011-12-31 07:44AM CST	2011-12-31 12:27PM CST	
flightaware	CO-4597-CVG-IAH	2011-12-31 06:14AM EST	2011-12-31 10:55AM EST		2011-12-31 07:44AM CST	2011-12-31 12:27PM CST	
wunderground	CO-4597-CVG-IAH	2011-12-31 06:14AM EST	2011-12-31 10:55AM EST		2011-12-31 07:44AM CST	2011-12-31 12:27PM CST	
wunderground	CO-4597-CVG-IAH	2011-12-31 06:14AM EST	2011-12-31 10:55AM EST		2011-12-31 07:44AM CST	2011-12-31 12:27PM CST	
flights	CO-4597-CVG-IAH	06:14 AM  Sat 31-Dec-2011	10:43 AM  Sat 31-Dec-2011	4	08:04 AM  Sat 31-Dec-2011	12:36 PM  Sat 31-Dec-2011	71A
businesstravellogue	CO-4597-CVG-IAH	06:14 AM  Sat 31-Dec-2011	10:43 AM  Sat 31-Dec-2011	4	08:04 AM  Sat 31-Dec-2011	12:36 PM  Sat 31-Dec-2011	71A
flylouisville	CO-4597-CVG-IAH	06:14 AM  Sat 31-Dec-2011	10:43 AM  Sat 31-Dec-2011	4	08:04 AM  Sat 31-Dec-2011	12:36 PM  Sat 31-Dec-2011	71A
flightstats	CO-4597-CVG-IAH	2011-12-31 6:14 AM	2011-12-31 10:43 AM		2011-12-31 8:04 AM	2011-12-31 12:36 PM	
quicktrip	CO-4597-CVG-IAH	2011-12-31 6:14 AM	2011-12-31 10:43 AM		2011-12-31 8:04 AM	2011-12-31 12:36 PM	
world-flight-tracker	CO-4597-CVG-IAH	2011-12-31 6:14 AM	2011-12-31 10:43 AM		2011-12-31 8:04 AM	2011-12-31 12:36 PM	
flightview	CO-4597-CVG-IAH	6:14 AM, Dec 31	10:55 AM, Dec 31	Term 2 - 4	8:04 AM, Dec 31	12:36 PM, Dec 31	Term B - B71A
panynj	CO-4597-CVG-IAH	6:14 AM, Dec 31	10:55 AM, Dec 31	Term 2 - 4	8:04 AM, Dec 31	12:36 PM, Dec 31	Term B - B71A
gofox	CO-4597-CVG-IAH	6:14 AM, Dec 31	10:55 AM, Dec 31		8:04 AM, Dec 31	12:36 PM, Dec 31	
foxbusiness	CO-4597-CVG-IAH	6:14 AM, Dec 31	10:55 AM, Dec 31	Term 2 - 4	8:04 AM, Dec 31	12:36 PM, Dec 31	Term B - B71A
allegiantair	CO-4597-CVG-IAH	6:14 AM, Dec 31	10:55 AM, Dec 31	Term 2 - 4	8:04 AM, Dec 31	12:36 PM, Dec 31	Term B - B71A
boston	CO-4597-CVG-IAH	6:14 AM, Dec 31	10:55 AM, Dec 31		8:04 AM, Dec 31	12:27 PM, Dec 31	
travelocity	CO-4597-CVG-IAH	Dec 31 - 6:14am	Dec 31 - 10:43am	4	Dec 31 - 8:04am	Dec 31 - 12:36pm	B71A
orbitz	CO-4597-CVG-IAH	6:14aDec 31	10:43aDec 31	 -	8:04aDec 31	12:36pDec 31	 -
weather	CO-4597-CVG-IAH	2011-12-31 06:14 AM			2011-12-31 08:04 AM		
usatoday	CO-4597-CVG-IAH	6:14 AM, Dec 31	10:55 AM, Dec 31		8:04 AM, Dec 31	12:27 PM, Dec 31	
ua	UA-2882-PHL-DTW	Sat, Dec 31 8:30 PM	Sat, Dec 31 8:30 PM	A24	Sat, Dec 31 10:13 PM	Sat, Dec 31 9:54 PM	D24
airtravelcenter	UA-2882-PHL-DTW		12/31/11 8:34 PM (-05:00)			12/31/11 9:44 PM (-05:00)	
myrateplan	UA-2882-PHL-DTW		12/31/11 8:34 PM (-05:00)			12/31/11 9:44 PM (-05:00)	
helloflight	UA-2882-PHL-DTW		12/31/11 8:34 PM (-05:00)			12/31/11 9:44 PM (-05:00)	
flytecomm	UA-2882-PHL-DTW		12/31/11 8:34 PM (-05:00)			12/31/11 9:44 PM (-05:00)	
flightaware	UA-2882-PHL-DTW	2011-12-31 08:30PM EST	2011-12-31 08:35PM EST		2011-12-31 10:03PM EST	2011-12-31 09:49PM EST	
wunderground	UA-2882-PHL-DTW	2011-12-31 08:30PM EST	2011-12-31 08:35PM EST		2011-12-31 10:03PM EST	2011-12-31 09:49PM EST	
flights	UA-2882-PHL-DTW	08:30 PM  Sat 31-Dec-2011	08:23 PM  Sat 31-Dec-2011	24	10:13 PM  Sat 31-Dec-2011	09:54 PM  Sat 31-Dec-2011	D24
businesstravellogue	UA-2882-PHL-DTW	08:30 PM  Sat 31-Dec-2011	08:23 PM  Sat 31-Dec-2011	24	10:13 PM  Sat 31-Dec-2011	09:54 PM  Sat 31-Dec-2011	D24
flylouisville	UA-2882-PHL-DTW	08:30 PM  Sat 31-Dec-2011	08:23 PM  Sat 31-Dec-2011	24	10:13 PM  Sat 31-Dec-2011	09:54 PM  Sat 31-Dec-2011	D24
flightstats	UA-2882-PHL-DTW	2011-12-31 8:30 PM	2011-12-31 8:23 PM		2011-12-31 10:13 PM	2011-12-31 9:54 PM	
quicktrip	UA-2882-PHL-DTW	2011-12-31 8:30 PM	2011-12-31 8:23 PM		2011-12-31 10:13 PM	2011-12-31 9:54 PM	
world-flight-tracker	UA-2882-PHL-DTW	2011-12-31 8:30 PM	2011-12-31 8:23 PM		2011-12-31 10:13 PM	2011-12-31 9:54 PM	
flightview	UA-2882-PHL-DTW	8:30 PM, Dec 31	8:35 PM, Dec 31	A24	10:13 PM, Dec 31	9:49 PM, Dec 31	Terminal N
panynj	UA-2882-PHL-DTW	8:30 PM, Dec 31	8:35 PM, Dec 31	A24	10:13 PM, Dec 31	9:49 PM, Dec 31	Terminal N
gofox	UA-2882-PHL-DTW	8:30 PM, Dec 31	8:35 PM, Dec 31		10:13 PM, Dec 31	9:49 PM, Dec 31	
foxbusiness	UA-2882-PHL-DTW	8:30 PM, Dec 31	8:35 PM, Dec 31	A24	10:13 PM, Dec 31	9:49 PM, Dec 31	Terminal N
allegiantair	UA-2882-PHL-DTW	8:30 PM, Dec 31	8:35 PM, Dec 31	A24	10:13 PM, Dec 31	9:49 PM, Dec 31	Terminal N
boston	UA-2882-PHL-DTW	8:30 PM, Dec 31	8:35 PM, Dec 31		10:13 PM, Dec 31	9:49 PM, Dec 31	
travelocity	UA-2882-PHL-DTW	Dec 31 - 8:30pm	Dec 31 - Contact Airline	Not provided by airline	Dec 31 - 10:13pm	Dec 31 - Contact Airline	Not provided by airline
orbitz	UA-2882-PHL-DTW	8:30pDec 31	8:23pDec 31	 -	10:13pDec 31	9:54pDec 31	 -
weather	UA-2882-PHL-DTW	2011-12-31 08:30 PM			2011-12-31 10:13 PM		
usatoday	UA-2882-PHL-DTW	8:30 PM, Dec 31	8:35 PM, Dec 31		10:13 PM, Dec 31	9:49 PM, Dec 31	
mytripandmore	UA-2882-PHL-DTW	8:30pDec 31	8:23pDec 31	 -	10:13pDec 31	9:54pDec 31	 -
flightwise	UA-2882-PHL-DTW	2011-12-31 08:30PM EST	2011-12-31 08:35PM EST		2011-12-31 10:03PM EST	2011-12-31 09:49PM EST	
ua	UA-2998-PHL-PHX	Sat, Dec 31 6:00 PM	Sat, Dec 31 6:39 PM	A10	Sat, Dec 31 9:28 PM	Sat, Dec 31 9:58 PM	A6
airtravelcenter	UA-2998-PHL-PHX		12/31/11 6:58 PM (-05:00)			12/31/11 9:37 PM (-07:00)	
myrateplan	UA-2998-PHL-PHX		12/31/11 6:58 PM (-05:00)			12/31/11 9:37 PM (-07:00)	
helloflight	UA-2998-PHL-PHX		12/31/11 6:58 PM (-05:00)			12/31/11 9:37 PM (-07:00)	
flytecomm	UA-2998-PHL-PHX		12/31/11 6:58 PM (-05:00)			12/31/11 9:37 PM (-07:00)	
flightaware	UA-2998-PHL-PHX	2011-12-31 06:00PM EST	2011-12-31 06:59PM EST		2011-12-31 09:18PM MST	2011-12-31 09:37PM MST	
wunderground	UA-2998-PHL-PHX	2011-12-31 06:00PM EST	2011-12-31 06:59PM EST		2011-12-31 09:18PM MST	2011-12-31 09:37PM MST	
flights	UA-2998-PHL-PHX	06:00 PM  Sat 31-Dec-2011	06:39 PM  Sat 31-Dec-2011	10	09:28 PM  Sat 31-Dec-2011	09:58 PM  Sat 31-Dec-2011	A6
businesstravellogue	UA-2998-PHL-PHX	06:00 PM  Sat 31-Dec-2011	06:39 PM  Sat 31-Dec-2011	10	09:28 PM  Sat 31-Dec-2011	09:58 PM  Sat 31-Dec-2011	A6
flylouisville	UA-2998-PHL-PHX	06:00 PM  Sat 31-Dec-2011	06:39 PM  Sat 31-Dec-2011	10	09:28 PM  Sat 31-Dec-2011	09:58 PM  Sat 31-Dec-2011	A6
flightstats	UA-2998-PHL-PHX	2011-12-31 6:00 PM	2011-12-31 6:39 PM		2011-12-31 9:28 PM	2011-12-31 9:58 PM	
quicktrip	UA-2998-PHL-PHX	2011-12-31 6:00 PM	2011-12-31 6:39 PM		2011-12-31 9:28 PM	2011-12-31 9:58 PM	
world-flight-tracker	UA-2998-PHL-PHX	2011-12-31 6:00 PM	2011-12-31 6:39 PM		2011-12-31 9:28 PM	2011-12-31 9:58 PM	
flightview	UA-2998-PHL-PHX	6:00 PM, Dec 31	7:00 PM, Dec 31	A10	9:28 PM, Dec 31	9:50 PM, Dec 31	Terminal 4
panynj	UA-2998-PHL-PHX	6:00 PM, Dec 31	7:00 PM, Dec 31	A10	9:28 PM, Dec 31	9:50 PM, Dec 31	Terminal 4
gofox	UA-2998-PHL-PHX	6:00 PM, Dec 31	7:00 PM, Dec 31		9:28 PM, Dec 31	9:50 PM, Dec 31	
foxbusiness	UA-2998-PHL-PHX	6:00 PM, Dec 31	7:00 PM, Dec 31	A10	9:28 PM, Dec 31	9:50 PM, Dec 31	Terminal 4
allegiantair	UA-2998-PHL-PHX	6:00 PM, Dec 31	7:00 PM, Dec 31	A10	9:28 PM, Dec 31	9:50 PM, Dec 31	Terminal 4
boston	UA-2998-PHL-PHX	6:00 PM, Dec 31	7:00 PM, Dec 31		9:28 PM, Dec 31	9:50 PM, Dec 31	
travelocity	UA-2998-PHL-PHX	Dec 31 - 6:00pm	Dec 31 - Contact Airline	Not provided by airline	Dec 31 - 9:28pm	Dec 31 - Contact Airline	Not provided by airline
orbitz	UA-2998-PHL-PHX	6:00pDec 31	6:39pDec 31	 -	9:28pDec 31	9:58pDec 31	 -
weather	UA-2998-PHL-PHX	2011-12-31 06:00 PM			2011-12-31 09:28 PM		
mytripandmore	UA-2998-PHL-PHX	6:00pDec 31	6:39pDec 31	 -	9:28pDec 31	9:58pDec 31	 -
flightwise	UA-2998-PHL-PHX	2011-12-31 06:00PM EST	2011-12-31 06:59PM EST		2011-12-31 09:18PM MST	2011-12-31 09:37PM MST	
flightarrival	UA-2998-PHL-PHX	6:00 PM, Dec 31	7:00 PM, Dec 31		9:28 PM, Dec 31	9:50 PM, Dec 31	
ua	UA-6152-IAD-GSP	Sat, Dec 31 4:55 PM	Sat, Dec 31 4:51 PM            On Time	A6E	Sat, Dec 31 6:24 PM	Sat, Dec 31 6:06 PM	--
airtravelcenter	UA-6152-IAD-GSP	12/31/11 4:55 PM (-05:00)			12/31/11 6:24 PM (-05:00)		
myrateplan	UA-6152-IAD-GSP	12/31/11 4:55 PM (-05:00)			12/31/11 6:24 PM (-05:00)		
helloflight	UA-6152-IAD-GSP	12/31/11 4:55 PM (-05:00)			12/31/11 6:24 PM (-05:00)		
flytecomm	UA-6152-IAD-GSP	12/31/11 4:55 PM (-05:00)			12/31/11 6:24 PM (-05:00)		
flightaware	UA-6152-IAD-GSP	2011-12-31 04:55PM EST	2011-12-31 05:04PM EST	 A6E 	2011-12-31 06:09PM EST	2011-12-31 06:03PM EST	
wunderground	UA-6152-IAD-GSP	2011-12-31 04:55PM EST	2011-12-31 05:04PM EST	 A6E 	2011-12-31 06:09PM EST	2011-12-31 06:03PM EST	
flights	UA-6152-IAD-GSP		2011-12-31 04:51 PM	A6		2011-12-31 06:06 PM	
businesstravellogue	UA-6152-IAD-GSP		2011-12-31 04:51 PM	A6		2011-12-31 06:06 PM	
flylouisville	UA-6152-IAD-GSP		2011-12-31 04:51 PM	A6		2011-12-31 06:06 PM	
flightview	UA-6152-IAD-GSP		5:04 PMDec 31			6:06 PMDec 31	
panynj	UA-6152-IAD-GSP		5:04 PMDec 31			6:06 PMDec 31	
gofox	UA-6152-IAD-GSP		5:04 PMDec 31			6:06 PMDec 31	
foxbusiness	UA-6152-IAD-GSP		5:04 PMDec 31			6:06 PMDec 31	
allegiantair	UA-6152-IAD-GSP		5:04 PMDec 31			6:06 PMDec 31	
boston	UA-6152-IAD-GSP		5:04 PMDec 31			6:03 PMDec 31	
orbitz	UA-6152-IAD-GSP	4:55pDec 31	4:51pDec 31	 A6E	6:24pDec 31	6:06pDec 31	 -
iad	UA-6152-IAD-GSP	2011-12-31 16:55 	2011-12-31 16:51 				
usatoday	UA-6152-IAD-GSP		5:04 PMDec 31			6:03 PMDec 31	
mytripandmore	UA-6152-IAD-GSP	4:55pDec 31	4:51pDec 31	 A6E	6:24pDec 31	6:06pDec 31	 -
flightwise	UA-6152-IAD-GSP	2011-12-31 04:55PM EST	2011-12-31 05:04PM EST	 A6E 	2011-12-31 06:09PM EST	2011-12-31 06:03PM EST	
aa	AA-1960-MIA-TPA	December 31, 2011               04:45 PM    	December 31, 2011               05:10 PM    	 D39	December 31, 2011               05:45 PM    	December 31, 2011               06:05 PM    	 F79    
flightexplorer	AA-1960-MIA-TPA		12/31/2011 5:20PM EST			12/31/2011 5:54PM EST	
airtravelcenter	AA-1960-MIA-TPA		12/31/11 5:20 PM (-05:00)			12/31/11 5:54 PM (-05:00)	
myrateplan	AA-1960-MIA-TPA		12/31/11 5:20 PM (-05:00)			12/31/11 5:54 PM (-05:00)	
helloflight	AA-1960-MIA-TPA		12/31/11 5:20 PM (-05:00)			12/31/11 5:54 PM (-05:00)	
flytecomm	AA-1960-MIA-TPA		12/31/11 5:20 PM (-05:00)			12/31/11 5:54 PM (-05:00)	
flightaware	AA-1960-MIA-TPA	2011-12-31 04:45PM EST	2011-12-31 05:20PM EST	 D39 	2011-12-31 05:31PM EST	2011-12-31 06:02PM EST	 F79 
wunderground	AA-1960-MIA-TPA	2011-12-31 04:45PM EST	2011-12-31 05:20PM EST	 D39 	2011-12-31 05:31PM EST	2011-12-31 06:02PM EST	 F79 
flights	AA-1960-MIA-TPA		2011-12-31 05:10 PM	D39		2011-12-31 06:05 PM	F79
businesstravellogue	AA-1960-MIA-TPA		2011-12-31 05:10 PM	D39		2011-12-31 06:05 PM	F79
flylouisville	AA-1960-MIA-TPA		2011-12-31 05:10 PM	D39		2011-12-31 06:05 PM	F79
flightview	AA-1960-MIA-TPA		5:20 PMDec 31			6:02 PMDec 31	
panynj	AA-1960-MIA-TPA		5:20 PMDec 31			6:02 PMDec 31	
gofox	AA-1960-MIA-TPA		5:20 PMDec 31			6:02 PMDec 31	
foxbusiness	AA-1960-MIA-TPA		5:20 PMDec 31			6:02 PMDec 31	
allegiantair	AA-1960-MIA-TPA		5:20 PMDec 31			6:02 PMDec 31	
boston	AA-1960-MIA-TPA		5:20 PMDec 31			6:02 PMDec 31	
orbitz	AA-1960-MIA-TPA	4:45pDec 31	5:10pDec 31	 D39	5:45pDec 31	6:05pDec 31	 F79
mia	AA-1960-MIA-TPA	3:45P 12-31-11	2011-12-31  4:06P				
mytripandmore	AA-1960-MIA-TPA	4:45pDec 31	5:10pDec 31	 D39	5:45pDec 31	6:05pDec 31	 F79
flightwise	AA-1960-MIA-TPA	2011-12-31 04:45PM EST	2011-12-31 05:20PM EST	 D39 	2011-12-31 05:31PM EST	2011-12-31 06:02PM EST	 F79 
CO	CO-1493-ORD-IAH	Sat., Dec.31, 2011 2:05 p.m.	Sat., Dec.31, 2011 2:10 p.m.		Sat., Dec.31, 2011 4:51 p.m.	Sat., Dec.31, 2011 4:50 p.m.	
airtravelcenter	CO-1493-ORD-IAH	12/31/11 2:05 PM (-06:00)			12/31/11 4:51 PM (-06:00)		
myrateplan	CO-1493-ORD-IAH	12/31/11 2:05 PM (-06:00)			12/31/11 4:51 PM (-06:00)		
helloflight	CO-1493-ORD-IAH	12/31/11 2:05 PM (-06:00)			12/31/11 4:51 PM (-06:00)		
flytecomm	CO-1493-ORD-IAH	12/31/11 2:05 PM (-06:00)			12/31/11 4:51 PM (-06:00)		
flights	CO-1493-ORD-IAH		2011-12-31 02:10 PM	B2		2011-12-31 04:50 PM	42
businesstravellogue	CO-1493-ORD-IAH		2011-12-31 02:10 PM	B2		2011-12-31 04:50 PM	42
flylouisville	CO-1493-ORD-IAH		2011-12-31 02:10 PM	B2		2011-12-31 04:50 PM	42
flightstats	CO-1493-ORD-IAH	2011-12-31 2:05 PM	2011-12-31 2:10 PM		2011-12-31 4:51 PM	2011-12-31 4:50 PM	
quicktrip	CO-1493-ORD-IAH	2011-12-31 2:05 PM	2011-12-31 2:10 PM		2011-12-31 4:51 PM	2011-12-31 4:50 PM	
flightview	CO-1493-ORD-IAH		2:36 PMDec 31			4:50 PMDec 31	
panynj	CO-1493-ORD-IAH		2:36 PMDec 31			4:50 PMDec 31	
gofox	CO-1493-ORD-IAH		2:36 PMDec 31			4:50 PMDec 31	
foxbusiness	CO-1493-ORD-IAH		2:36 PMDec 31			4:50 PMDec 31	
allegiantair	CO-1493-ORD-IAH		2:36 PMDec 31			4:50 PMDec 31	
boston	CO-1493-ORD-IAH		2:36 PMDec 31			4:47 PMDec 31	
orbitz	CO-1493-ORD-IAH	2:05pDec 31	2:10pDec 31	 B2	4:51pDec 31	4:50pDec 31	 42
weather	CO-1493-ORD-IAH	2011-12-31 02:05 PM			2011-12-31 04:51 PM		
ord	CO-1493-ORD-IAH	2011-12-31 2:05 PM		B2	2011-12-31 4:51 PM		42
ifly	CO-1493-ORD-IAH	2011-12-31 2:05 PM	2011-12-31 2:10 PM		2011-12-31 4:51 PM	2011-12-31 4:50 PM	
usatoday	CO-1493-ORD-IAH		2:36 PMDec 31			4:47 PMDec 31	
ua	UA-616-SFO-SNA	Sat, Dec 31 12:46 PM	Sat, Dec 31 12:40 PM            On Time	75	Sat, Dec 31 2:17 PM	Sat, Dec 31 2:14 PM	12
airtravelcenter	UA-616-SFO-SNA		12/31/11 12:57 PM (-08:00)			12/31/11 1:54 PM (-08:00)	
myrateplan	UA-616-SFO-SNA		12/31/11 12:57 PM (-08:00)			12/31/11 1:54 PM (-08:00)	
helloflight	UA-616-SFO-SNA		12/31/11 12:57 PM (-08:00)			12/31/11 1:54 PM (-08:00)	
flytecomm	UA-616-SFO-SNA		12/31/11 12:57 PM (-08:00)			12/31/11 1:54 PM (-08:00)	
flightaware	UA-616-SFO-SNA	2011-12-31 12:46PM PST	2011-12-31 12:57PM PST	 75 	2011-12-31 02:07PM PST	2011-12-31 01:58PM PST	 12 
wunderground	UA-616-SFO-SNA	2011-12-31 12:46PM PST	2011-12-31 12:57PM PST	 75 	2011-12-31 02:07PM PST	2011-12-31 01:58PM PST	 12 
flights	UA-616-SFO-SNA		2011-12-31 12:40 PM	75		2011-12-31 02:14 PM	12
businesstravellogue	UA-616-SFO-SNA		2011-12-31 12:40 PM	75		2011-12-31 02:14 PM	12
flylouisville	UA-616-SFO-SNA		2011-12-31 12:40 PM	75		2011-12-31 02:14 PM	12
flightview	UA-616-SFO-SNA		12:57 PMDec 31			2:14 PMDec 31	
panynj	UA-616-SFO-SNA		12:57 PMDec 31			2:14 PMDec 31	
gofox	UA-616-SFO-SNA		12:57 PMDec 31			2:14 PMDec 31	
foxbusiness	UA-616-SFO-SNA		12:57 PMDec 31			2:14 PMDec 31	
allegiantair	UA-616-SFO-SNA		12:57 PMDec 31			2:14 PMDec 31	
boston	UA-616-SFO-SNA		12:57 PMDec 31			1:58 PMDec 31	
orbitz	UA-616-SFO-SNA	12:46pDec 31	12:40pDec 31	 75	2:17pDec 31	2:14pDec 31	 12
flightarrival	UA-616-SFO-SNA		12:57 PMDec 31			1:58 PMDec 31	
aa	AA-3591-CLE-MIA	December 31, 2011               05:30 PM    	December 31, 2011               05:22 PM    	 A1	December 31, 2011               08:35 PM    	December 31, 2011               08:10 PM    	 D60F    
flightexplorer	AA-3591-CLE-MIA		12/31/2011 5:35PM EST			12/31/2011 8:05PM EST	
airtravelcenter	AA-3591-CLE-MIA		12/31/11 5:35 PM (-05:00)			12/31/11 8:05 PM (-05:00)	
myrateplan	AA-3591-CLE-MIA		12/31/11 5:35 PM (-05:00)			12/31/11 8:05 PM (-05:00)	
helloflight	AA-3591-CLE-MIA		12/31/11 5:35 PM (-05:00)			12/31/11 8:05 PM (-05:00)	
flytecomm	AA-3591-CLE-MIA		12/31/11 5:35 PM (-05:00)			12/31/11 8:05 PM (-05:00)	
flightaware	AA-3591-CLE-MIA	2011-12-31 05:30PM EST	2011-12-31 05:35PM EST	 A1 	2011-12-31 08:21PM EST	2011-12-31 08:02PM EST	 D60F 
wunderground	AA-3591-CLE-MIA	2011-12-31 05:30PM EST	2011-12-31 05:35PM EST	 A1 	2011-12-31 08:21PM EST	2011-12-31 08:02PM EST	 D60F 
flights	AA-3591-CLE-MIA	05:30 PM  Sat 31-Dec-2011	05:22 PM  Sat 31-Dec-2011	A1	08:35 PM  Sat 31-Dec-2011	08:10 PM  Sat 31-Dec-2011	D60
businesstravellogue	AA-3591-CLE-MIA	05:30 PM  Sat 31-Dec-2011	05:22 PM  Sat 31-Dec-2011	A1	08:35 PM  Sat 31-Dec-2011	08:10 PM  Sat 31-Dec-2011	D60
flylouisville	AA-3591-CLE-MIA	05:30 PM  Sat 31-Dec-2011	05:22 PM  Sat 31-Dec-2011	A1	08:35 PM  Sat 31-Dec-2011	08:10 PM  Sat 31-Dec-2011	D60
flightstats	AA-3591-CLE-MIA	2011-12-31 5:30 PM	2011-12-31 5:22 PM		2011-12-31 8:35 PM	2011-12-31 8:10 PM	
quicktrip	AA-3591-CLE-MIA	2011-12-31 5:30 PM	2011-12-31 5:22 PM		2011-12-31 8:35 PM	2011-12-31 8:10 PM	
world-flight-tracker	AA-3591-CLE-MIA	2011-12-31 5:30 PM	2011-12-31 5:22 PM		2011-12-31 8:35 PM	2011-12-31 8:10 PM	
flightview	AA-3591-CLE-MIA	5:30 PM, Dec 31	5:35 PM, Dec 31		8:35 PM, Dec 31	8:10 PM, Dec 31	
panynj	AA-3591-CLE-MIA	5:30 PM, Dec 31	5:35 PM, Dec 31		8:35 PM, Dec 31	8:10 PM, Dec 31	
gofox	AA-3591-CLE-MIA	5:30 PM, Dec 31	5:35 PM, Dec 31		8:35 PM, Dec 31	8:10 PM, Dec 31	
foxbusiness	AA-3591-CLE-MIA	5:30 PM, Dec 31	5:35 PM, Dec 31		8:35 PM, Dec 31	8:10 PM, Dec 31	
allegiantair	AA-3591-CLE-MIA	5:30 PM, Dec 31	5:35 PM, Dec 31		8:35 PM, Dec 31	8:10 PM, Dec 31	
boston	AA-3591-CLE-MIA	5:30 PM, Dec 31	5:35 PM, Dec 31		8:35 PM, Dec 31	8:02 PM, Dec 31	
travelocity	AA-3591-CLE-MIA	Dec 31 - 5:30pm	Dec 31 - 5:22pm	A1	Dec 31 - 8:35pm	Dec 31 - 8:10pm	D60
orbitz	AA-3591-CLE-MIA	5:30pDec 31	5:22pDec 31	 A1	8:35pDec 31	8:10pDec 31	 D60F
weather	AA-3591-CLE-MIA	2011-12-31 05:30 PM			2011-12-31 08:35 PM		
usatoday	AA-3591-CLE-MIA	2011-12-31 05:30 PM			2011-12-31 08:35 PM		
mytripandmore	AA-3591-CLE-MIA	Dec 31 - 5:30pm	Dec 31 - 5:22pm	A1	Dec 31 - 8:35pm	Dec 31 - 8:10pm	D60
flightwise	AA-3591-CLE-MIA	2011-12-31 05:30PM EST	2011-12-31 05:35PM EST	 A1 	2011-12-31 08:21PM EST	2011-12-31 08:02PM EST	 D60F 
flightarrival	AA-3591-CLE-MIA	2011-12-31 5:30 PM	2011-12-31 5:22 PM		2011-12-31 8:35 PM	2011-12-31 8:10 PM	
ua	UA-1142-IAH-BOS	Sat, Dec 31 7:18 PM	Sat, Dec 31 7:18 PM	E16	Sat, Dec 31 12:02 AM	Sat, Dec 31 11:42 PM	--
flightexplorer	UA-1142-IAH-BOS		12/30/2011 7:40PM CST			12/31/2011 12:11AM EST	
flightexplorer	UA-1142-IAH-BOS		12/31/2011 7:34PM CST			12/31/2011 11:39PM EST	
airtravelcenter	UA-1142-IAH-BOS	12/31/11 7:18 PM (-06:00)			1/1/12 12:02 AM (-05:00)		
myrateplan	UA-1142-IAH-BOS	12/31/11 7:18 PM (-06:00)			1/1/12 12:02 AM (-05:00)		
helloflight	UA-1142-IAH-BOS	12/31/11 7:18 PM (-06:00)			1/1/12 12:02 AM (-05:00)		
flytecomm	UA-1142-IAH-BOS	12/31/11 7:18 PM (-06:00)			1/1/12 12:02 AM (-05:00)		
flightaware	UA-1142-IAH-BOS	2011-12-31 07:18PM CST	2011-12-31 07:35PM CST	 E16 	2011-12-31 11:52PM EST	2011-12-31 11:36PM EST	
wunderground	UA-1142-IAH-BOS	2011-12-31 07:18PM CST	2011-12-31 07:35PM CST	 E16 	2011-12-31 11:52PM EST	2011-12-31 11:36PM EST	
flights	UA-1142-IAH-BOS	07:18 PM  Sat 31-Dec-2011	07:18 PM  Sat 31-Dec-2011		12:02 AM  Sun 01-Jan-2012	11:42 PM  Sat 31-Dec-2011	
businesstravellogue	UA-1142-IAH-BOS	07:18 PM  Sat 31-Dec-2011	07:18 PM  Sat 31-Dec-2011		12:02 AM  Sun 01-Jan-2012	11:42 PM  Sat 31-Dec-2011	
flylouisville	UA-1142-IAH-BOS	07:18 PM  Sat 31-Dec-2011	07:18 PM  Sat 31-Dec-2011		12:02 AM  Sun 01-Jan-2012	11:42 PM  Sat 31-Dec-2011	
world-flight-tracker	UA-1142-IAH-BOS	2011-12-31 7:18 PM	2011-12-31 7:18 PM		2011-12-31 12:02 AM	2011-12-31 11:42 PM	
flightview	UA-1142-IAH-BOS	7:18 PM, Dec 31	7:35 PM, Dec 31	Term C - E16	12:02 AM, Jan 01	11:42 PM, Dec 31	Term A
