CO	CO-4237-EWR-DTW	Fri., Dec.16, 2011 12:17 p.m.	Fri., Dec.16, 2011 12:11 p.m.		Fri., Dec.16, 2011 2:24 p.m.	Fri., Dec.16, 2011 2:17 p.m.	
airtravelcenter	AA-4192-CLT-ORD		12/16/11 2:26 PM (-05:00)			12/16/11 3:07 PM (-06:00)	
myrateplan	AA-4192-CLT-ORD		12/16/11 2:26 PM (-05:00)			12/16/11 3:07 PM (-06:00)	
helloflight	AA-4192-CLT-ORD		12/16/11 2:26 PM (-05:00)			12/16/11 3:07 PM (-06:00)	
flytecomm	AA-4192-CLT-ORD		12/16/11 2:26 PM (-05:00)			12/16/11 3:07 PM (-06:00)	
flightaware	AA-4192-CLT-ORD	2011-12-16 02:20PM EST	2011-12-16 02:27PM EST	 A11 	2011-12-16 03:24PM CST	2011-12-16 03:04PM CST	 G9 
wunderground	AA-4192-CLT-ORD	2011-12-16 02:20PM EST	2011-12-16 02:27PM EST	 A11 	2011-12-16 03:24PM CST	2011-12-16 03:04PM CST	 G9 
flights	AA-4192-CLT-ORD	02:20 PM  Fri 16-Dec-2011	02:17 PM  Fri 16-Dec-2011	A11	03:40 PM  Fri 16-Dec-2011	03:08 PM  Fri 16-Dec-2011	G9
businesstravellogue	AA-4192-CLT-ORD	02:20 PM  Fri 16-Dec-2011	02:17 PM  Fri 16-Dec-2011	A11	03:40 PM  Fri 16-Dec-2011	03:08 PM  Fri 16-Dec-2011	G9
flylouisville	AA-4192-CLT-ORD	02:20 PM  Fri 16-Dec-2011	02:17 PM  Fri 16-Dec-2011	A11	03:40 PM  Fri 16-Dec-2011	03:08 PM  Fri 16-Dec-2011	G9
flightstats	AA-4192-CLT-ORD	2011-12-16 2:20 PM	2011-12-16 2:17 PM		2011-12-16 3:40 PM	2011-12-16 3:08 PM	
quicktrip	AA-4192-CLT-ORD	2011-12-16 2:20 PM	2011-12-16 2:17 PM		2011-12-16 3:40 PM	2011-12-16 3:08 PM	
world-flight-tracker	AA-4192-CLT-ORD	2011-12-16 2:20 PM	2011-12-16 2:17 PM		2011-12-16 3:40 PM	2011-12-16 3:08 PM	
flightview	AA-4192-CLT-ORD	2:20 PM, Dec 16	2:27 PM, Dec 16		3:40 PM, Dec 16	3:09 PM, Dec 16	
panynj	AA-4192-CLT-ORD	2:20 PM, Dec 16	2:27 PM, Dec 16		3:40 PM, Dec 16	3:09 PM, Dec 16	
gofox	AA-4192-CLT-ORD	2:20 PM, Dec 16	2:27 PM, Dec 16		3:40 PM, Dec 16	3:09 PM, Dec 16	
foxbusiness	AA-4192-CLT-ORD	2:20 PM, Dec 16	2:27 PM, Dec 16		3:40 PM, Dec 16	3:09 PM, Dec 16	
allegiantair	AA-4192-CLT-ORD	2:20 PM, Dec 16	2:27 PM, Dec 16		3:40 PM, Dec 16	3:09 PM, Dec 16	
boston	AA-4192-CLT-ORD	2:20 PM, Dec 16	2:27 PM, Dec 16		3:40 PM, Dec 16	3:09 PM, Dec 16	
travelocity	AA-4192-CLT-ORD	Dec 16 - 2:20pm	Dec 16 - 2:17pm	A11	Dec 16 - 3:40pm	Dec 16 - 3:08pm	G9/T3
orbitz	AA-4192-CLT-ORD	2:20pDec 16	2:17pDec 16	 A11	3:40pDec 16	3:08pDec 16	 G9
weather	AA-4192-CLT-ORD	2011-12-16 02:20 PM			2011-12-16 03:40 PM		
ord	AA-4192-CLT-ORD	2011-12-16 2:20 PM		A11	2011-12-16 3:40 PM		G9
ua	UA-308-IAD-SFO	Fri, Dec 16 12:33 PM	Fri, Dec 16 12:31 PM	C17	Fri, Dec 16 3:38 PM	Fri, Dec 16 2:55 PM	81
flightexplorer	UA-308-IAD-SFO		12/16/2011 12:42PM EST			12/16/2011 2:45PM PST	
airtravelcenter	UA-308-IAD-SFO		12/16/11 12:44 PM (-05:00)			12/16/11 2:45 PM (-08:00)	
myrateplan	UA-308-IAD-SFO		12/16/11 12:44 PM (-05:00)			12/16/11 2:45 PM (-08:00)	
helloflight	UA-308-IAD-SFO		12/16/11 12:44 PM (-05:00)			12/16/11 2:45 PM (-08:00)	
flytecomm	UA-308-IAD-SFO		12/16/11 12:44 PM (-05:00)			12/16/11 2:45 PM (-08:00)	
flightaware	UA-308-IAD-SFO	2011-12-16 12:33PM EST	2011-12-16 12:43PM EST	 C17 	2011-12-16 02:53PM PST	2011-12-16 02:49PM PST	 81 
wunderground	UA-308-IAD-SFO	2011-12-16 12:33PM EST	2011-12-16 12:43PM EST	 C17 	2011-12-16 02:53PM PST	2011-12-16 02:49PM PST	 81 
flights	UA-308-IAD-SFO	12:33 PM  Fri 16-Dec-2011	12:31 PM  Fri 16-Dec-2011	C17	03:38 PM  Fri 16-Dec-2011	02:55 PM  Fri 16-Dec-2011	81
businesstravellogue	UA-308-IAD-SFO	12:33 PM  Fri 16-Dec-2011	12:31 PM  Fri 16-Dec-2011	C17	03:38 PM  Fri 16-Dec-2011	02:55 PM  Fri 16-Dec-2011	81
flylouisville	UA-308-IAD-SFO	12:33 PM  Fri 16-Dec-2011	12:31 PM  Fri 16-Dec-2011	C17	03:38 PM  Fri 16-Dec-2011	02:55 PM  Fri 16-Dec-2011	81
flightstats	UA-308-IAD-SFO	2011-12-16 12:33 PM	2011-12-16 12:31 PM		2011-12-16 3:38 PM	2011-12-16 2:55 PM	
quicktrip	UA-308-IAD-SFO	2011-12-16 12:33 PM	2011-12-16 12:31 PM		2011-12-16 3:38 PM	2011-12-16 2:55 PM	
world-flight-tracker	UA-308-IAD-SFO	2011-12-16 12:33 PM	2011-12-16 12:31 PM		2011-12-16 3:38 PM	2011-12-16 2:55 PM	
flightview	UA-308-IAD-SFO	12:33 PM, Dec 16	12:44 PM, Dec 16	C17	3:38 PM, Dec 16	2:55 PM, Dec 16	Terminal 3 - 81
panynj	UA-308-IAD-SFO	12:33 PM, Dec 16	12:44 PM, Dec 16	C17	3:38 PM, Dec 16	2:55 PM, Dec 16	Terminal 3 - 81
gofox	UA-308-IAD-SFO	12:33 PM, Dec 16	12:44 PM, Dec 16		3:38 PM, Dec 16	2:55 PM, Dec 16	
foxbusiness	UA-308-IAD-SFO	12:33 PM, Dec 16	12:44 PM, Dec 16	C17	3:38 PM, Dec 16	2:55 PM, Dec 16	Terminal 3 - 81
allegiantair	UA-308-IAD-SFO	12:33 PM, Dec 16	12:44 PM, Dec 16	C17	3:38 PM, Dec 16	2:55 PM, Dec 16	Terminal 3 - 81
boston	UA-308-IAD-SFO	12:33 PM, Dec 16	12:44 PM, Dec 16		3:38 PM, Dec 16	2:50 PM, Dec 16	
travelocity	UA-308-IAD-SFO	Dec 16 - Not Available	Dec 16 - 12:43pm	C17	Dec 16 - Not Available	Dec 16 - 2:55pm	81
orbitz	UA-308-IAD-SFO	12:45pDec 16	12:43pDec 16	 C17	3:38pDec 16	2:55pDec 16	 -
weather	UA-308-IAD-SFO	2011-12-16 12:33 PM			2011-12-16 03:38 PM		
iad	UA-308-IAD-SFO	2011-12-16 12:33 	2011-12-16 12:33 				
flightarrival	UA-308-IAD-SFO	2011-12-16 12:33 PM			2011-12-16 03:38 PM		
ua	UA-6286-PSP-LAS	Fri, Dec 16 1:08 PM	Fri, Dec 16 1:08 PM	--	Fri, Dec 16 2:09 PM	Fri, Dec 16 2:17 PM	D59
flightexplorer	UA-6286-PSP-LAS		12/16/2011 1:18PM PST			12/16/2011 2:06PM PST	
airtravelcenter	UA-6286-PSP-LAS	12/16/11 1:08 PM (-08:00)			12/16/11 2:09 PM (-08:00)		
myrateplan	UA-6286-PSP-LAS	12/16/11 1:08 PM (-08:00)			12/16/11 2:09 PM (-08:00)		
helloflight	UA-6286-PSP-LAS	12/16/11 1:08 PM (-08:00)			12/16/11 2:09 PM (-08:00)		
flytecomm	UA-6286-PSP-LAS	12/16/11 1:08 PM (-08:00)			12/16/11 2:09 PM (-08:00)		
flights	UA-6286-PSP-LAS		2011-12-16 01:08 PM			2011-12-16 02:17 PM	D59
businesstravellogue	UA-6286-PSP-LAS		2011-12-16 01:08 PM			2011-12-16 02:17 PM	D59
flylouisville	UA-6286-PSP-LAS		2011-12-16 01:08 PM			2011-12-16 02:17 PM	D59
flightview	UA-6286-PSP-LAS		1:18 PMDec 16			2:17 PMDec 16	
panynj	UA-6286-PSP-LAS		1:18 PMDec 16			2:17 PMDec 16	
gofox	UA-6286-PSP-LAS		1:18 PMDec 16			2:17 PMDec 16	
foxbusiness	UA-6286-PSP-LAS		1:18 PMDec 16			2:17 PMDec 16	
allegiantair	UA-6286-PSP-LAS		1:18 PMDec 16			2:17 PMDec 16	
boston	UA-6286-PSP-LAS		1:18 PMDec 16			2:16 PMDec 16	
travelocity	UA-6286-PSP-LAS	Dec 16 - Not Available	Dec 16 - 1:18pm	CHK	Dec 16 - Not Available	Dec 16 - 2:17pm	CHK
orbitz	UA-6286-PSP-LAS	1:08pDec 16	1:08pDec 16	 -	2:09pDec 16	2:17pDec 16	 D59
weather	UA-6286-PSP-LAS	2011-12-16 01:08 PM			2011-12-16 02:09 PM		
mytripandmore	UA-6286-PSP-LAS	1:08pDec 16	1:08pDec 16	 -	2:09pDec 16	2:17pDec 16	 D59
aa	AA-1811-MIA-IAH	December 16, 2011               09:50 PM    	December 16, 2011               10:35 PM    	 D23	December 16, 2011               11:40 PM    	December 16, 2011     	 A27    
airtravelcenter	AA-1811-MIA-IAH		12/16/11 10:47 PM (-05:00)			12/17/11 12:03 AM (-06:00)	
myrateplan	AA-1811-MIA-IAH		12/16/11 10:47 PM (-05:00)			12/17/11 12:03 AM (-06:00)	
helloflight	AA-1811-MIA-IAH		12/16/11 10:47 PM (-05:00)			12/17/11 12:03 AM (-06:00)	
flytecomm	AA-1811-MIA-IAH		12/16/11 10:47 PM (-05:00)			12/17/11 12:03 AM (-06:00)	
flightaware	AA-1811-MIA-IAH	2011-12-16 09:50PM EST	2011-12-16 10:46PM EST	 D23 	2011-12-16 11:29PM CST	2011-12-16 12:06AM CST	 A27 
wunderground	AA-1811-MIA-IAH	2011-12-16 09:50PM EST	2011-12-16 10:46PM EST	 D23 	2011-12-16 11:29PM CST	2011-12-16 12:06AM CST	 A27 
flights	AA-1811-MIA-IAH	09:50 PM  Fri 16-Dec-2011		D23	11:40 PM  Fri 16-Dec-2011		27
businesstravellogue	AA-1811-MIA-IAH	09:50 PM  Fri 16-Dec-2011		D23	11:40 PM  Fri 16-Dec-2011		27
flylouisville	AA-1811-MIA-IAH	09:50 PM  Fri 16-Dec-2011		D23	11:40 PM  Fri 16-Dec-2011		27
flightstats	AA-1811-MIA-IAH	2011-12-16 9:50 PM	2011-12-16 10:35 PM		2011-12-16 11:40 PM	2011-12-16 12:18 AM (Estimated)	
quicktrip	AA-1811-MIA-IAH	2011-12-16 9:50 PM	2011-12-16 10:35 PM		2011-12-16 11:40 PM	2011-12-16 12:18 AM (Estimated)	
world-flight-tracker	AA-1811-MIA-IAH	2011-12-16 9:50 PM	2011-12-16 10:35 PM		2011-12-16 11:40 PM	2011-12-16 12:18 AM (Estimated)	
flightview	AA-1811-MIA-IAH	9:50 PM, Dec 16	10:47 PM, Dec 16		11:40 PM, Dec 16		
panynj	AA-1811-MIA-IAH	9:50 PM, Dec 16	10:47 PM, Dec 16		11:40 PM, Dec 16		
gofox	AA-1811-MIA-IAH	9:50 PM, Dec 16	10:47 PM, Dec 16		11:40 PM, Dec 16		
foxbusiness	AA-1811-MIA-IAH	9:50 PM, Dec 16	10:47 PM, Dec 16		11:40 PM, Dec 16		
allegiantair	AA-1811-MIA-IAH	9:50 PM, Dec 16	10:47 PM, Dec 16		11:40 PM, Dec 16		
boston	AA-1811-MIA-IAH	9:50 PM, Dec 16	10:47 PM, Dec 16		11:40 PM, Dec 16	12:06 AM, Dec 17&nbsp(Estimated)	
travelocity	AA-1811-MIA-IAH	Dec 16 - 9:50pm	Dec 16 - 10:35pm	D23	Dec 16 - 11:40pm	Dec 16 - 12:17am*	A27
orbitz	AA-1811-MIA-IAH	9:50pDec 16	10:35pDec 16	 D23	12:54aDec 17		 A27
weather	AA-1811-MIA-IAH	2011-12-16 09:50 PM			2011-12-16 11:40 PM		
ifly	AA-1811-MIA-IAH	2011-12-16 9:50 PM	2011-12-16 10:35 PM		2011-12-16 11:40 PM	2011-12-16 12:18 AM (Estimated)	
CO	CO-1640-IAH-FLL	Fri., Dec.16, 2011 1:00 p.m.	Fri., Dec.16, 2011 2:11 p.m.		Fri., Dec.16, 2011 4:24 p.m.	Fri., Dec.16, 2011 5:29 p.m.	
airtravelcenter	CO-1640-IAH-FLL	12/16/11 1:00 PM (-06:00)			12/16/11 4:24 PM (-05:00)		
myrateplan	CO-1640-IAH-FLL	12/16/11 1:00 PM (-06:00)			12/16/11 4:24 PM (-05:00)		
helloflight	CO-1640-IAH-FLL	12/16/11 1:00 PM (-06:00)			12/16/11 4:24 PM (-05:00)		
flytecomm	CO-1640-IAH-FLL	12/16/11 1:00 PM (-06:00)			12/16/11 4:24 PM (-05:00)		
flights	CO-1640-IAH-FLL		2011-12-16 02:11 PM	17		2011-12-16 05:29 PM	C3
businesstravellogue	CO-1640-IAH-FLL		2011-12-16 02:11 PM	17		2011-12-16 05:29 PM	C3
flylouisville	CO-1640-IAH-FLL		2011-12-16 02:11 PM	17		2011-12-16 05:29 PM	C3
flightstats	CO-1640-IAH-FLL	2011-12-16 1:00 PM	2011-12-16 2:11 PM		2011-12-16 4:24 PM	2011-12-16 5:29 PM	
quicktrip	CO-1640-IAH-FLL	2011-12-16 1:00 PM	2011-12-16 2:11 PM		2011-12-16 4:24 PM	2011-12-16 5:29 PM	
flightview	CO-1640-IAH-FLL		2:27 PMDec 16			5:29 PMDec 16	
panynj	CO-1640-IAH-FLL		2:27 PMDec 16			5:29 PMDec 16	
gofox	CO-1640-IAH-FLL		2:27 PMDec 16			5:29 PMDec 16	
foxbusiness	CO-1640-IAH-FLL		2:27 PMDec 16			5:29 PMDec 16	
allegiantair	CO-1640-IAH-FLL		2:27 PMDec 16			5:29 PMDec 16	
boston	CO-1640-IAH-FLL		2:27 PMDec 16			5:25 PMDec 16	
orbitz	CO-1640-IAH-FLL	1:00pDec 16	2:11pDec 16	 E17	4:24pDec 16	5:29pDec 16	 C3
weather	CO-1640-IAH-FLL	2011-12-16 01:00 PM			2011-12-16 04:24 PM		
usatoday	CO-1640-IAH-FLL	2011-12-16 01:00 PM			2011-12-16 04:24 PM		
flightarrival	CO-1640-IAH-FLL		2:27 PMDec 16			5:25 PMDec 16	
aa	AA-277-MIA-LAX	December 16, 2011               04:00 PM    	December 16, 2011               04:00 PM    	 D14	December 16, 2011               06:50 PM    	December 16, 2011               06:36 PM    	 47B    
airtravelcenter	AA-277-MIA-LAX		12/16/11 4:25 PM (-05:00)			12/16/11 6:30 PM (-08:00)	
myrateplan	AA-277-MIA-LAX		12/16/11 4:25 PM (-05:00)			12/16/11 6:30 PM (-08:00)	
helloflight	AA-277-MIA-LAX		12/16/11 4:25 PM (-05:00)			12/16/11 6:30 PM (-08:00)	
flytecomm	AA-277-MIA-LAX		12/16/11 4:25 PM (-05:00)			12/16/11 6:30 PM (-08:00)	
flightaware	AA-277-MIA-LAX	2011-12-16 04:00PM EST	2011-12-16 04:25PM EST	 D14 	2011-12-16 06:21PM PST	2011-12-16 06:30PM PST	 47B 
wunderground	AA-277-MIA-LAX	2011-12-16 04:00PM EST	2011-12-16 04:25PM EST	 D14 	2011-12-16 06:21PM PST	2011-12-16 06:30PM PST	 47B 
flights	AA-277-MIA-LAX	04:00 PM  Fri 16-Dec-2011	04:00 PM  Fri 16-Dec-2011	D14	06:50 PM  Fri 16-Dec-2011	06:36 PM  Fri 16-Dec-2011	47B
businesstravellogue	AA-277-MIA-LAX	04:00 PM  Fri 16-Dec-2011	04:00 PM  Fri 16-Dec-2011	D14	06:50 PM  Fri 16-Dec-2011	06:36 PM  Fri 16-Dec-2011	47B
flylouisville	AA-277-MIA-LAX	04:00 PM  Fri 16-Dec-2011	04:00 PM  Fri 16-Dec-2011	D14	06:50 PM  Fri 16-Dec-2011	06:36 PM  Fri 16-Dec-2011	47B
flightstats	AA-277-MIA-LAX	2011-12-16 4:00 PM	2011-12-16 4:00 PM		2011-12-16 6:50 PM	2011-12-16 6:36 PM	
quicktrip	AA-277-MIA-LAX	2011-12-16 4:00 PM	2011-12-16 4:00 PM		2011-12-16 6:50 PM	2011-12-16 6:36 PM	
world-flight-tracker	AA-277-MIA-LAX	2011-12-16 4:00 PM	2011-12-16 4:00 PM		2011-12-16 6:50 PM	2011-12-16 6:36 PM	
flightview	AA-277-MIA-LAX	4:00 PM, Dec 16	4:25 PM, Dec 16	D14	6:50 PM, Dec 16	6:36 PM, Dec 16	Terminal 4 - 47B
panynj	AA-277-MIA-LAX	4:00 PM, Dec 16	4:25 PM, Dec 16	D14	6:50 PM, Dec 16	6:36 PM, Dec 16	Terminal 4 - 47B
gofox	AA-277-MIA-LAX	4:00 PM, Dec 16	4:25 PM, Dec 16		6:50 PM, Dec 16	6:36 PM, Dec 16	
foxbusiness	AA-277-MIA-LAX	4:00 PM, Dec 16	4:25 PM, Dec 16	D14	6:50 PM, Dec 16	6:36 PM, Dec 16	Terminal 4 - 47B
allegiantair	AA-277-MIA-LAX	4:00 PM, Dec 16	4:25 PM, Dec 16	D14	6:50 PM, Dec 16	6:36 PM, Dec 16	Terminal 4 - 47B
boston	AA-277-MIA-LAX	4:00 PM, Dec 16	4:25 PM, Dec 16		6:50 PM, Dec 16	6:31 PM, Dec 16	
travelocity	AA-277-MIA-LAX	Dec 16 - 4:00pm	Dec 16 - 4:00pm	D14	Dec 16 - 6:50pm	Dec 16 - 6:36pm	47B/T4
orbitz	AA-277-MIA-LAX	4:00pDec 16	4:00pDec 16	 D14	6:50pDec 16	6:36pDec 16	 47B
weather	AA-277-MIA-LAX	2011-12-16 04:00 PM			2011-12-16 06:50 PM		
ifly	AA-277-MIA-LAX	2011-12-16 4:00 PM	2011-12-16 4:00 PM		2011-12-16 6:50 PM	2011-12-16 6:36 PM	
flightwise	AA-277-MIA-LAX	2011-12-16 04:00PM EST	2011-12-16 04:25PM EST	 D14 	2011-12-16 06:21PM PST	2011-12-16 06:30PM PST	 47B 
aa	AA-3830-ORD-IAH	December 16, 2011               12:30 PM    	December 16, 2011               12:32 PM    	 G8	December 16, 2011               03:10 PM    	December 16, 2011               03:04 PM    	 A29    
flightexplorer	AA-3830-ORD-IAH		12/16/2011 12:45PM CST			12/16/2011 3:03PM CST	
airtravelcenter	AA-3830-ORD-IAH		12/16/11 12:45 PM (-06:00)			12/16/11 3:03 PM (-06:00)	
myrateplan	AA-3830-ORD-IAH		12/16/11 12:45 PM (-06:00)			12/16/11 3:03 PM (-06:00)	
helloflight	AA-3830-ORD-IAH		12/16/11 12:45 PM (-06:00)			12/16/11 3:03 PM (-06:00)	
flytecomm	AA-3830-ORD-IAH		12/16/11 12:45 PM (-06:00)			12/16/11 3:03 PM (-06:00)	
flightaware	AA-3830-ORD-IAH	2011-12-16 12:30PM CST	2011-12-16 12:45PM CST	 G8 	2011-12-16 03:08PM CST	2011-12-16 03:00PM CST	 A29 
wunderground	AA-3830-ORD-IAH	2011-12-16 12:30PM CST	2011-12-16 12:45PM CST	 G8 	2011-12-16 03:08PM CST	2011-12-16 03:00PM CST	 A29 
flights	AA-3830-ORD-IAH	12:30 PM  Fri 16-Dec-2011	12:32 PM  Fri 16-Dec-2011	G8	03:10 PM  Fri 16-Dec-2011	03:04 PM  Fri 16-Dec-2011	29
businesstravellogue	AA-3830-ORD-IAH	12:30 PM  Fri 16-Dec-2011	12:32 PM  Fri 16-Dec-2011	G8	03:10 PM  Fri 16-Dec-2011	03:04 PM  Fri 16-Dec-2011	29
flylouisville	AA-3830-ORD-IAH	12:30 PM  Fri 16-Dec-2011	12:32 PM  Fri 16-Dec-2011	G8	03:10 PM  Fri 16-Dec-2011	03:04 PM  Fri 16-Dec-2011	29
flightstats	AA-3830-ORD-IAH	2011-12-16 12:30 PM	2011-12-16 12:32 PM		2011-12-16 3:10 PM	2011-12-16 3:04 PM	
quicktrip	AA-3830-ORD-IAH	2011-12-16 12:30 PM	2011-12-16 12:32 PM		2011-12-16 3:10 PM	2011-12-16 3:04 PM	
world-flight-tracker	AA-3830-ORD-IAH	2011-12-16 12:30 PM	2011-12-16 12:32 PM		2011-12-16 3:10 PM	2011-12-16 3:04 PM	
flightview	AA-3830-ORD-IAH	12:30 PM, Dec 16	12:45 PM, Dec 16	Terminal 3	3:10 PM, Dec 16	3:01 PM, Dec 16	A29
panynj	AA-3830-ORD-IAH	12:30 PM, Dec 16	12:45 PM, Dec 16	Terminal 3	3:10 PM, Dec 16	3:01 PM, Dec 16	A29
gofox	AA-3830-ORD-IAH	12:30 PM, Dec 16	12:45 PM, Dec 16		3:10 PM, Dec 16	3:01 PM, Dec 16	
foxbusiness	AA-3830-ORD-IAH	12:30 PM, Dec 16	12:45 PM, Dec 16	Terminal 3	3:10 PM, Dec 16	3:01 PM, Dec 16	A29
allegiantair	AA-3830-ORD-IAH	12:30 PM, Dec 16	12:45 PM, Dec 16	Terminal 3	3:10 PM, Dec 16	3:01 PM, Dec 16	A29
boston	AA-3830-ORD-IAH	12:30 PM, Dec 16	12:45 PM, Dec 16		3:10 PM, Dec 16	3:01 PM, Dec 16	
travelocity	AA-3830-ORD-IAH	Dec 16 - 12:30pm	Dec 16 - 12:32pm	G8/T3	Dec 16 - 3:10pm	Dec 16 - 3:04pm	A29
orbitz	AA-3830-ORD-IAH	12:30pDec 16	12:32pDec 16	 G8	3:10pDec 16	3:04pDec 16	 A29
weather	AA-3830-ORD-IAH	2011-12-16 12:30 PM			2011-12-16 03:10 PM		
ord	AA-3830-ORD-IAH	2011-12-16 12:30 PM		G8	2011-12-16 3:10 PM		29
flightwise	AA-3830-ORD-IAH	2011-12-16 12:30PM CST	2011-12-16 12:45PM CST	 G8 	2011-12-16 03:08PM CST	2011-12-16 03:00PM CST	 A29 
ua	UA-3769-IAD-ATL	Fri, Dec 16 4:51 PM	Fri, Dec 16 4:50 PM	A1B	Fri, Dec 16 6:43 PM	Fri, Dec 16 6:43 PM	T14
flightexplorer	UA-3769-IAD-ATL		12/16/2011 5:10PM EST			12/16/2011 6:42PM EST	
airtravelcenter	UA-3769-IAD-ATL		12/16/11 5:10 PM (-05:00)			12/16/11 6:42 PM (-05:00)	
myrateplan	UA-3769-IAD-ATL		12/16/11 5:10 PM (-05:00)			12/16/11 6:42 PM (-05:00)	
helloflight	UA-3769-IAD-ATL		12/16/11 5:10 PM (-05:00)			12/16/11 6:42 PM (-05:00)	
flytecomm	UA-3769-IAD-ATL		12/16/11 5:10 PM (-05:00)			12/16/11 6:42 PM (-05:00)	
flights	UA-3769-IAD-ATL		2011-12-16 04:50 PM	A1		2011-12-16 06:43 PM	T14
businesstravellogue	UA-3769-IAD-ATL		2011-12-16 04:50 PM	A1		2011-12-16 06:43 PM	T14
flylouisville	UA-3769-IAD-ATL		2011-12-16 04:50 PM	A1		2011-12-16 06:43 PM	T14
flightview	UA-3769-IAD-ATL		5:10 PMDec 16			6:43 PMDec 16	
panynj	UA-3769-IAD-ATL		5:10 PMDec 16			6:43 PMDec 16	
gofox	UA-3769-IAD-ATL		5:10 PMDec 16			6:43 PMDec 16	
foxbusiness	UA-3769-IAD-ATL		5:10 PMDec 16			6:43 PMDec 16	
allegiantair	UA-3769-IAD-ATL		5:10 PMDec 16			6:43 PMDec 16	
boston	UA-3769-IAD-ATL		5:10 PMDec 16			6:43 PMDec 16	
travelocity	UA-3769-IAD-ATL	Dec 16 - Not Available	Dec 16 - 5:09pm	A1B	Dec 16 - Not Available	Dec 16 - 6:43pm	T14
orbitz	UA-3769-IAD-ATL	4:51pDec 16	4:50pDec 16	 A1B	6:43pDec 16	6:43pDec 16	 T14
weather	UA-3769-IAD-ATL	2011-12-16 04:51 PM			2011-12-16 06:43 PM		
iad	UA-3769-IAD-ATL	2011-12-16 16:51 	2011-12-16 16:50 				
mytripandmore	UA-3769-IAD-ATL	4:51pDec 16	4:50pDec 16	 A1B	6:43pDec 16	6:43pDec 16	 T14
flightarrival	UA-3769-IAD-ATL		5:10 PMDec 16			6:43 PMDec 16	
ua	UA-2494-CLT-DEN	Fri, Dec 16 10:30 PM	Fri, Dec 16 10:30 PM	B5	Sat, Dec 17 12:18 AM	Sat, Dec 17 12:18 AM	B21
airtravelcenter	UA-2494-CLT-DEN	12/16/11 10:30 PM (-05:00)			12/17/11 12:18 AM (-07:00)		
myrateplan	UA-2494-CLT-DEN	12/16/11 10:30 PM (-05:00)			12/17/11 12:18 AM (-07:00)		
helloflight	UA-2494-CLT-DEN	12/16/11 10:30 PM (-05:00)			12/17/11 12:18 AM (-07:00)		
flytecomm	UA-2494-CLT-DEN	12/16/11 10:30 PM (-05:00)			12/17/11 12:18 AM (-07:00)		
flights	UA-2494-CLT-DEN	10:30 PM  Fri 16-Dec-2011		B5	12:18 AM  Sat 17-Dec-2011		B21
businesstravellogue	UA-2494-CLT-DEN	10:30 PM  Fri 16-Dec-2011		B5	12:18 AM  Sat 17-Dec-2011		B21
flylouisville	UA-2494-CLT-DEN	10:30 PM  Fri 16-Dec-2011		B5	12:18 AM  Sat 17-Dec-2011		B21
flightstats	UA-2494-CLT-DEN	2011-12-16 10:30 PM	2011-12-16 10:30 PM (Estimated)		2011-12-16 12:18 AM	2011-12-16 12:18 AM (Estimated)	
quicktrip	UA-2494-CLT-DEN	2011-12-16 10:30 PM	2011-12-16 10:30 PM (Estimated)		2011-12-16 12:18 AM	2011-12-16 12:18 AM (Estimated)	
world-flight-tracker	UA-2494-CLT-DEN	2011-12-16 10:30 PM	2011-12-16 10:30 PM (Estimated)		2011-12-16 12:18 AM	2011-12-16 12:18 AM (Estimated)	
flightview	UA-2494-CLT-DEN	10:30 PM, Dec 16			12:18 AM, Dec 17		
panynj	UA-2494-CLT-DEN	10:30 PM, Dec 16			12:18 AM, Dec 17		
gofox	UA-2494-CLT-DEN	10:30 PM, Dec 16			12:18 AM, Dec 17		
foxbusiness	UA-2494-CLT-DEN	10:30 PM, Dec 16			12:18 AM, Dec 17		
allegiantair	UA-2494-CLT-DEN	10:30 PM, Dec 16			12:18 AM, Dec 17		
boston	UA-2494-CLT-DEN	10:30 PM, Dec 16	Not Available		12:18 AM, Dec 17	Not Available	
travelocity	UA-2494-CLT-DEN	Dec 16 - 10:30pm	Dec 16 - Contact Airline	Not provided by airline	Dec 17 - 12:18am	Dec 17 - Contact Airline	Not provided by airline
orbitz	UA-2494-CLT-DEN	10:30pDec 16		 B5	12:18aDec 17		 B21
weather	UA-2494-CLT-DEN	2011-12-16 10:30 PM			2011-12-16 12:18 AM		
ifly	UA-2494-CLT-DEN	2011-12-16 10:30 PM	2011-12-16 10:30 PM (Estimated)		2011-12-16 12:18 AM	2011-12-16 12:18 AM (Estimated)	
mytripandmore	UA-2494-CLT-DEN	Dec 16 - 10:30pm	Dec 16 - Contact Airline	Not provided by airline	Dec 17 - 12:18am	Dec 17 - Contact Airline	Not provided by airline
flightarrival	UA-2494-CLT-DEN	10:30 PM, Dec 16	Not Available		12:18 AM, Dec 17	Not Available	
aa	AA-5026-ORD-CVG	December 16, 2011               05:40 PM    	December 16, 2011               05:38 PM    	 L2C	December 16, 2011               07:55 PM    	December 16, 2011     	 5    
airtravelcenter	AA-5026-ORD-CVG		12/16/11 5:57 PM (-06:00)			12/16/11 7:44 PM (-05:00)	
myrateplan	AA-5026-ORD-CVG		12/16/11 5:57 PM (-06:00)			12/16/11 7:44 PM (-05:00)	
helloflight	AA-5026-ORD-CVG		12/16/11 5:57 PM (-06:00)			12/16/11 7:44 PM (-05:00)	
