CO	CO-4237-EWR-DTW	Mon., Dec.19, 2011 12:17 p.m.	Mon., Dec.19, 2011 12:16 p.m.		Mon., Dec.19, 2011 2:24 p.m.	Mon., Dec.19, 2011 2:17 p.m.	
panynj	AA-2493-DFW-LAX	9:35 PM, Dec 19	10:08 PM, Dec 19		11:00 PM, Dec 19		
gofox	AA-2493-DFW-LAX	9:35 PM, Dec 19	10:08 PM, Dec 19		11:00 PM, Dec 19		
foxbusiness	AA-2493-DFW-LAX	9:35 PM, Dec 19	10:08 PM, Dec 19		11:00 PM, Dec 19		
allegiantair	AA-2493-DFW-LAX	9:35 PM, Dec 19	10:08 PM, Dec 19		11:00 PM, Dec 19		
boston	AA-2493-DFW-LAX	9:35 PM, Dec 19	10:08 PM, Dec 19		11:00 PM, Dec 19	10:52 PM, Dec 19&nbsp(Estimated)	
travelocity	AA-2493-DFW-LAX	Dec 19 - 9:35pm	Dec 19 - 9:54pm	C30/C	Dec 19 - 11:00pm	Dec 19 - 11:02pm*	47A/T4
orbitz	AA-2493-DFW-LAX	9:35pDec 19	9:54pDec 19	 C30	11:14pDec 19		 47A
weather	AA-2493-DFW-LAX	2011-12-19 09:35 PM			2011-12-19 11:00 PM		
dfw	AA-2493-DFW-LAX	2011-12-19 9:35 pm		C30			
usatoday	AA-2493-DFW-LAX	2011-12-19 09:35 PM			2011-12-19 11:00 PM		
aa	AA-3535-MIA-CLT	December 19, 2011               02:00 PM    	December 19, 2011               02:21 PM    	 D60B	December 19, 2011               04:05 PM    	December 19, 2011               04:14 PM    	 A11    
flightexplorer	AA-3535-MIA-CLT		12/19/2011 2:32PM EST			12/19/2011 4:13PM EST	
airtravelcenter	AA-3535-MIA-CLT		12/19/11 2:31 PM (-05:00)			12/19/11 4:13 PM (-05:00)	
myrateplan	AA-3535-MIA-CLT		12/19/11 2:31 PM (-05:00)			12/19/11 4:13 PM (-05:00)	
helloflight	AA-3535-MIA-CLT		12/19/11 2:31 PM (-05:00)			12/19/11 4:13 PM (-05:00)	
flytecomm	AA-3535-MIA-CLT		12/19/11 2:31 PM (-05:00)			12/19/11 4:13 PM (-05:00)	
flightaware	AA-3535-MIA-CLT	2011-12-19 02:00PM EST	2011-12-19 02:32PM EST	 D60B 	2011-12-19 04:02PM EST	2011-12-19 04:04PM EST	 A11 
wunderground	AA-3535-MIA-CLT	2011-12-19 02:00PM EST	2011-12-19 02:32PM EST	 D60B 	2011-12-19 04:02PM EST	2011-12-19 04:04PM EST	 A11 
flights	AA-3535-MIA-CLT	02:00 PM  Mon 19-Dec-2011	02:21 PM  Mon 19-Dec-2011	D60	04:05 PM  Mon 19-Dec-2011	04:14 PM  Mon 19-Dec-2011	A11
businesstravellogue	AA-3535-MIA-CLT	02:00 PM  Mon 19-Dec-2011	02:21 PM  Mon 19-Dec-2011	D60	04:05 PM  Mon 19-Dec-2011	04:14 PM  Mon 19-Dec-2011	A11
flylouisville	AA-3535-MIA-CLT	02:00 PM  Mon 19-Dec-2011	02:21 PM  Mon 19-Dec-2011	D60	04:05 PM  Mon 19-Dec-2011	04:14 PM  Mon 19-Dec-2011	A11
flightstats	AA-3535-MIA-CLT	2011-12-19 2:00 PM	2011-12-19 2:21 PM		2011-12-19 4:05 PM	2011-12-19 4:14 PM	
quicktrip	AA-3535-MIA-CLT	2011-12-19 2:00 PM	2011-12-19 2:21 PM		2011-12-19 4:05 PM	2011-12-19 4:14 PM	
world-flight-tracker	AA-3535-MIA-CLT	2011-12-19 2:00 PM	2011-12-19 2:21 PM		2011-12-19 4:05 PM	2011-12-19 4:14 PM	
flightview	AA-3535-MIA-CLT	2:00 PM, Dec 19	2:32 PM, Dec 19		4:05 PM, Dec 19	4:13 PM, Dec 19	
panynj	AA-3535-MIA-CLT	2:00 PM, Dec 19	2:32 PM, Dec 19		4:05 PM, Dec 19	4:13 PM, Dec 19	
gofox	AA-3535-MIA-CLT	2:00 PM, Dec 19	2:32 PM, Dec 19		4:05 PM, Dec 19	4:13 PM, Dec 19	
foxbusiness	AA-3535-MIA-CLT	2:00 PM, Dec 19	2:32 PM, Dec 19		4:05 PM, Dec 19	4:13 PM, Dec 19	
allegiantair	AA-3535-MIA-CLT	2:00 PM, Dec 19	2:32 PM, Dec 19		4:05 PM, Dec 19	4:13 PM, Dec 19	
boston	AA-3535-MIA-CLT	2:00 PM, Dec 19	2:32 PM, Dec 19		4:05 PM, Dec 19	4:13 PM, Dec 19	
travelocity	AA-3535-MIA-CLT	Dec 19 - 2:00pm	Dec 19 - 2:21pm	D60	Dec 19 - 4:05pm	Dec 19 - 4:14pm	A11
orbitz	AA-3535-MIA-CLT	2:00pDec 19	2:21pDec 19	 D60B	4:05pDec 19	4:14pDec 19	 A11
weather	AA-3535-MIA-CLT	2011-12-19 02:00 PM			2011-12-19 04:05 PM		
usatoday	AA-3535-MIA-CLT	2:00 PM, Dec 19	2:32 PM, Dec 19		4:05 PM, Dec 19	4:13 PM, Dec 19	
mytripandmore	AA-3535-MIA-CLT	Dec 19 - 2:00pm	Dec 19 - 2:21pm	D60	Dec 19 - 4:05pm	Dec 19 - 4:14pm	A11
flightwise	AA-3535-MIA-CLT	2011-12-19 02:00PM EST	2011-12-19 02:32PM EST	 D60B 	2011-12-19 04:02PM EST	2011-12-19 04:04PM EST	 A11 
flightarrival	AA-3535-MIA-CLT	2011-12-19 2:00 PM	2011-12-19 2:21 PM		2011-12-19 4:05 PM	2011-12-19 4:14 PM	
aa	AA-3823-LAX-DEN	December 19, 2011               09:00 PM    	December 19, 2011     	 44E	December 20, 2011               12:15 AM    	December 20, 2011     	 A49    
flightexplorer	AA-3823-LAX-DEN		12/18/2011 9:08PM PST			12/19/2011 12:02AM MST	
flightexplorer	AA-3823-LAX-DEN	12/19/2011 9:00PM PST			12/20/2011 12:15AM MST		
airtravelcenter	AA-3823-LAX-DEN		12/19/11 9:10 PM (-08:00)			12/19/11 11:58 PM (-07:00)	
myrateplan	AA-3823-LAX-DEN		12/19/11 9:10 PM (-08:00)			12/19/11 11:58 PM (-07:00)	
helloflight	AA-3823-LAX-DEN		12/19/11 9:10 PM (-08:00)			12/19/11 11:58 PM (-07:00)	
flytecomm	AA-3823-LAX-DEN		12/19/11 9:10 PM (-08:00)			12/19/11 11:58 PM (-07:00)	
flightaware	AA-3823-LAX-DEN	2011-12-19 09:00PM PST	2011-12-19 09:08PM PST	 44F 	2011-12-19 12:06AM MST	2011-12-19 11:57PM MST	 A49 
wunderground	AA-3823-LAX-DEN	2011-12-19 09:00PM PST	2011-12-19 09:08PM PST	 44F 	2011-12-19 12:06AM MST	2011-12-19 11:57PM MST	 A49 
flights	AA-3823-LAX-DEN	09:00 PM  Mon 19-Dec-2011			12:15 AM  Tue 20-Dec-2011		
businesstravellogue	AA-3823-LAX-DEN	09:00 PM  Mon 19-Dec-2011			12:15 AM  Tue 20-Dec-2011		
flylouisville	AA-3823-LAX-DEN	09:00 PM  Mon 19-Dec-2011			12:15 AM  Tue 20-Dec-2011		
flightstats	AA-3823-LAX-DEN	2011-12-19 9:00 PM	2011-12-19 9:10 PM (Estimated runway)		2011-12-19 12:15 AM	2011-12-19 11:58 PM (Estimated runway)	
quicktrip	AA-3823-LAX-DEN	2011-12-19 9:00 PM	2011-12-19 9:10 PM (Estimated runway)		2011-12-19 12:15 AM	2011-12-19 11:58 PM (Estimated runway)	
world-flight-tracker	AA-3823-LAX-DEN	2011-12-19 9:00 PM	2011-12-19 9:10 PM (Estimated runway)		2011-12-19 12:15 AM	2011-12-19 11:58 PM (Estimated runway)	
flightview	AA-3823-LAX-DEN	9:00 PM, Dec 19		Terminal 4 - 44E	12:15 AM, Dec 20		A49
panynj	AA-3823-LAX-DEN	9:00 PM, Dec 19		Terminal 4 - 44E	12:15 AM, Dec 20		A49
gofox	AA-3823-LAX-DEN	9:00 PM, Dec 19			12:15 AM, Dec 20		
foxbusiness	AA-3823-LAX-DEN	9:00 PM, Dec 19		Terminal 4 - 44E	12:15 AM, Dec 20		A49
allegiantair	AA-3823-LAX-DEN	9:00 PM, Dec 19		Terminal 4 - 44E	12:15 AM, Dec 20		A49
boston	AA-3823-LAX-DEN	9:00 PM, Dec 19	Not Available		12:15 AM, Dec 20	Not Available	
travelocity	AA-3823-LAX-DEN	Dec 19 - 9:00pm	Dec 19 - Not Available	44E/T4	Dec 20 - 12:15am	Dec 20 - Not Available	A49
orbitz	AA-3823-LAX-DEN	9:00pDec 19		 44E	12:15aDec 20		 A49
weather	AA-3823-LAX-DEN	2011-12-19 09:00 PM			2011-12-19 12:15 AM		
den	AA-3823-LAX-DEN				2011-12-19 12:15 AM		A49
usatoday	AA-3823-LAX-DEN	2011-12-19 09:00 PM			2011-12-19 12:15 AM		
flightarrival	AA-3823-LAX-DEN	9:00 PM, Dec 19	Not Available		12:15 AM, Dec 20	Not Available	
aa	AA-1472-DFW-ATL	December 19, 2011               11:35 AM    	December 19, 2011               11:29 AM    	 C24	December 19, 2011               02:35 PM    	December 19, 2011               02:21 PM    	 T12    
flightexplorer	AA-1472-DFW-ATL		12/19/2011 11:40AM CST			12/19/2011 2:16PM EST	
airtravelcenter	AA-1472-DFW-ATL		12/19/11 11:39 AM (-06:00)			12/19/11 2:16 PM (-05:00)	
myrateplan	AA-1472-DFW-ATL		12/19/11 11:39 AM (-06:00)			12/19/11 2:16 PM (-05:00)	
helloflight	AA-1472-DFW-ATL		12/19/11 11:39 AM (-06:00)			12/19/11 2:16 PM (-05:00)	
flytecomm	AA-1472-DFW-ATL		12/19/11 11:39 AM (-06:00)			12/19/11 2:16 PM (-05:00)	
flightaware	AA-1472-DFW-ATL	2011-12-19 11:35AM CST	2011-12-19 11:40AM CST	 C24 	2011-12-19 02:27PM EST	2011-12-19 02:12PM EST	 T12 
wunderground	AA-1472-DFW-ATL	2011-12-19 11:35AM CST	2011-12-19 11:40AM CST	 C24 	2011-12-19 02:27PM EST	2011-12-19 02:12PM EST	 T12 
flights	AA-1472-DFW-ATL		2011-12-19 11:29 AM	C24		2011-12-19 02:21 PM	T12
businesstravellogue	AA-1472-DFW-ATL		2011-12-19 11:29 AM	C24		2011-12-19 02:21 PM	T12
flylouisville	AA-1472-DFW-ATL		2011-12-19 11:29 AM	C24		2011-12-19 02:21 PM	T12
flightstats	AA-1472-DFW-ATL	2011-12-19 11:35 AM	2011-12-19 11:29 AM		2011-12-19 2:35 PM	2011-12-19 2:21 PM	
quicktrip	AA-1472-DFW-ATL	2011-12-19 11:35 AM	2011-12-19 11:29 AM		2011-12-19 2:35 PM	2011-12-19 2:21 PM	
flightview	AA-1472-DFW-ATL		11:40 AMDec 19			2:17 PMDec 19	
panynj	AA-1472-DFW-ATL		11:40 AMDec 19			2:17 PMDec 19	
gofox	AA-1472-DFW-ATL		11:40 AMDec 19			2:17 PMDec 19	
foxbusiness	AA-1472-DFW-ATL		11:40 AMDec 19			2:17 PMDec 19	
allegiantair	AA-1472-DFW-ATL		11:40 AMDec 19			2:17 PMDec 19	
boston	AA-1472-DFW-ATL		11:40 AMDec 19			2:17 PMDec 19	
orbitz	AA-1472-DFW-ATL	11:35aDec 19	11:29aDec 19	 C24	2:35pDec 19	2:21pDec 19	 T12
dfw	AA-1472-DFW-ATL	2011-12-19 11:35 am		C24			
ifly	AA-1472-DFW-ATL	2011-12-19 11:35 AM	2011-12-19 11:29 AM		2011-12-19 2:35 PM	2011-12-19 2:21 PM	
flightarrival	AA-1472-DFW-ATL		11:40 AMDec 19			2:17 PMDec 19	
ua	UA-2901-CLT-EWR	Mon, Dec 19 11:25 AM	Mon, Dec 19 11:25 AM            Delayed	C7	Mon, Dec 19 1:12 PM	Mon, Dec 19 1:06 PM	A37
airtravelcenter	UA-2901-CLT-EWR		12/19/11 11:39 AM (-05:00)			12/19/11 1:05 PM (-05:00)	
myrateplan	UA-2901-CLT-EWR		12/19/11 11:39 AM (-05:00)			12/19/11 1:05 PM (-05:00)	
helloflight	UA-2901-CLT-EWR		12/19/11 11:39 AM (-05:00)			12/19/11 1:05 PM (-05:00)	
flytecomm	UA-2901-CLT-EWR		12/19/11 11:39 AM (-05:00)			12/19/11 1:05 PM (-05:00)	
flightaware	UA-2901-CLT-EWR	2011-12-19 11:25AM EST	2011-12-19 11:39AM EST		2011-12-19 01:02PM EST	2011-12-19 01:01PM EST	
wunderground	UA-2901-CLT-EWR	2011-12-19 11:25AM EST	2011-12-19 11:39AM EST		2011-12-19 01:02PM EST	2011-12-19 01:01PM EST	
flights	UA-2901-CLT-EWR		2011-12-19 11:25 AM	C7		2011-12-19 01:06 PM	37
businesstravellogue	UA-2901-CLT-EWR		2011-12-19 11:25 AM	C7		2011-12-19 01:06 PM	37
flylouisville	UA-2901-CLT-EWR		2011-12-19 11:25 AM	C7		2011-12-19 01:06 PM	37
flightstats	UA-2901-CLT-EWR	2011-12-19 11:25 AM	2011-12-19 11:25 AM		2011-12-19 1:12 PM	2011-12-19 1:06 PM	
quicktrip	UA-2901-CLT-EWR	2011-12-19 11:25 AM	2011-12-19 11:25 AM		2011-12-19 1:12 PM	2011-12-19 1:06 PM	
flightview	UA-2901-CLT-EWR		11:39 AMDec 19			1:02 PMDec 19	
panynj	UA-2901-CLT-EWR		11:39 AMDec 19			1:02 PMDec 19	
gofox	UA-2901-CLT-EWR		11:39 AMDec 19			1:02 PMDec 19	
foxbusiness	UA-2901-CLT-EWR		11:39 AMDec 19			1:02 PMDec 19	
allegiantair	UA-2901-CLT-EWR		11:39 AMDec 19			1:02 PMDec 19	
boston	UA-2901-CLT-EWR		11:39 AMDec 19			1:02 PMDec 19	
orbitz	UA-2901-CLT-EWR	11:25aDec 19	11:25aDec 19	 -	1:12pDec 19	1:06pDec 19	 -
ifly	UA-2901-CLT-EWR	2011-12-19 11:25 AM	2011-12-19 11:25 AM		2011-12-19 1:12 PM	2011-12-19 1:06 PM	
usatoday	UA-2901-CLT-EWR	2011-12-19 11:25 AM	2011-12-19 11:25 AM		2011-12-19 1:12 PM	2011-12-19 1:06 PM	
flightarrival	UA-2901-CLT-EWR	2011-12-19 11:25 AM	2011-12-19 11:25 AM		2011-12-19 1:12 PM	2011-12-19 1:06 PM	
aa	AA-2337-ORD-DFW	December 19, 2011               03:45 PM    	December 19, 2011               03:43 PM    	 K3	December 19, 2011               06:20 PM    	December 19, 2011     	 A18    
flightexplorer	AA-2337-ORD-DFW		12/19/2011 4:03PM CST			12/19/2011 6:17PM CST	
airtravelcenter	AA-2337-ORD-DFW		12/19/11 4:03 PM (-06:00)			12/19/11 6:19 PM (-06:00)	
myrateplan	AA-2337-ORD-DFW		12/19/11 4:03 PM (-06:00)			12/19/11 6:19 PM (-06:00)	
helloflight	AA-2337-ORD-DFW		12/19/11 4:03 PM (-06:00)			12/19/11 6:19 PM (-06:00)	
flytecomm	AA-2337-ORD-DFW		12/19/11 4:03 PM (-06:00)			12/19/11 6:19 PM (-06:00)	
flightaware	AA-2337-ORD-DFW	2011-12-19 03:45PM CST	2011-12-19 04:03PM CST	 K3 	2011-12-19 06:09PM CST	2011-12-19 06:25PM CST	 A18 
wunderground	AA-2337-ORD-DFW	2011-12-19 03:45PM CST	2011-12-19 04:03PM CST	 K3 	2011-12-19 06:09PM CST	2011-12-19 06:25PM CST	 A18 
flights	AA-2337-ORD-DFW	03:45 PM  Mon 19-Dec-2011		K3	06:20 PM  Mon 19-Dec-2011		A18
businesstravellogue	AA-2337-ORD-DFW	03:45 PM  Mon 19-Dec-2011		K3	06:20 PM  Mon 19-Dec-2011		A18
flylouisville	AA-2337-ORD-DFW	03:45 PM  Mon 19-Dec-2011		K3	06:20 PM  Mon 19-Dec-2011		A18
world-flight-tracker	AA-2337-ORD-DFW	2011-12-19 3:45 PM	2011-12-19 3:43 PM		2011-12-19 6:20 PM	2011-12-19 6:27 PM (Estimated)	
flightview	AA-2337-ORD-DFW	3:45 PM, Dec 19	4:03 PM, Dec 19		6:20 PM, Dec 19		
panynj	AA-2337-ORD-DFW	3:45 PM, Dec 19	4:03 PM, Dec 19		6:20 PM, Dec 19		
gofox	AA-2337-ORD-DFW	3:45 PM, Dec 19	4:03 PM, Dec 19		6:20 PM, Dec 19		
foxbusiness	AA-2337-ORD-DFW	3:45 PM, Dec 19	4:03 PM, Dec 19		6:20 PM, Dec 19		
allegiantair	AA-2337-ORD-DFW	3:45 PM, Dec 19	4:03 PM, Dec 19		6:20 PM, Dec 19		
boston	AA-2337-ORD-DFW	3:45 PM, Dec 19	4:03 PM, Dec 19		6:20 PM, Dec 19	6:23 PM, Dec 19&nbsp(Estimated)	
travelocity	AA-2337-ORD-DFW	Dec 19 - 3:45pm	Dec 19 - 3:43pm	K3/T3	Dec 19 - 6:20pm	Dec 19 - 6:35pm*	A18/A
orbitz	AA-2337-ORD-DFW	3:45pDec 19	3:43pDec 19	 K3	6:50pDec 19		 A18
weather	AA-2337-ORD-DFW	2011-12-19 03:45 PM			2011-12-19 06:20 PM		
dfw	AA-2337-ORD-DFW				2011-12-19 6:20 pm		A35
ord	AA-2337-ORD-DFW	2011-12-19 3:45 PM		K3	2011-12-19 6:20 PM		A18
mytripandmore	AA-2337-ORD-DFW	3:45pDec 19	3:43pDec 19	 K3	6:50pDec 19		 A18
flightarrival	AA-2337-ORD-DFW	3:45 PM, Dec 19	4:03 PM, Dec 19		6:20 PM, Dec 19	6:23 PM, Dec 19&nbsp(Estimated)	
ua	UA-1191-IAH-LGA	Mon, Dec 19 1:25 PM	Mon, Dec 19 1:22 PM	E22	Mon, Dec 19 5:49 PM	Mon, Dec 19 5:30 PM	A2
airtravelcenter	UA-1191-IAH-LGA	12/19/11 1:25 PM (-06:00)			12/19/11 5:49 PM (-05:00)		
myrateplan	UA-1191-IAH-LGA	12/19/11 1:25 PM (-06:00)			12/19/11 5:49 PM (-05:00)		
helloflight	UA-1191-IAH-LGA	12/19/11 1:25 PM (-06:00)			12/19/11 5:49 PM (-05:00)		
flytecomm	UA-1191-IAH-LGA	12/19/11 1:25 PM (-06:00)			12/19/11 5:49 PM (-05:00)		
flights	UA-1191-IAH-LGA		2011-12-19 01:22 PM	22		2011-12-19 05:30 PM	A2
businesstravellogue	UA-1191-IAH-LGA		2011-12-19 01:22 PM	22		2011-12-19 05:30 PM	A2
flylouisville	UA-1191-IAH-LGA		2011-12-19 01:22 PM	22		2011-12-19 05:30 PM	A2
flightview	UA-1191-IAH-LGA		1:32 PMDec 19			5:30 PMDec 19	
panynj	UA-1191-IAH-LGA		1:32 PMDec 19			5:30 PMDec 19	
gofox	UA-1191-IAH-LGA		1:32 PMDec 19			5:30 PMDec 19	
foxbusiness	UA-1191-IAH-LGA		1:32 PMDec 19			5:30 PMDec 19	
allegiantair	UA-1191-IAH-LGA		1:32 PMDec 19			5:30 PMDec 19	
boston	UA-1191-IAH-LGA		1:32 PMDec 19			5:25 PMDec 19	
travelocity	UA-1191-IAH-LGA	Dec 19 - 1:25pm	Dec 19 - Contact Airline	Not provided by airline	Dec 19 - 5:49pm	Dec 19 - Contact Airline	Not provided by airline
orbitz	UA-1191-IAH-LGA	1:25pDec 19	1:22pDec 19	 E22	5:49pDec 19	5:30pDec 19	 A2
weather	UA-1191-IAH-LGA	2011-12-19 01:25 PM			2011-12-19 05:49 PM		
usatoday	UA-1191-IAH-LGA	2011-12-19 01:25 PM			2011-12-19 05:49 PM		
flightarrival	UA-1191-IAH-LGA		1:32 PMDec 19			5:25 PMDec 19	
aa	AA-501-MIA-DEN	December 19, 2011               05:25 PM    	December 19, 2011               05:54 PM    	 D34	December 19, 2011               07:50 PM    	December 19, 2011               08:00 PM    	 A41W    
flightexplorer	AA-501-MIA-DEN		12/19/2011 6:10PM EST			12/19/2011 7:56PM MST	
airtravelcenter	AA-501-MIA-DEN		12/19/11 6:10 PM (-05:00)			12/19/11 7:56 PM (-07:00)	
myrateplan	AA-501-MIA-DEN		12/19/11 6:10 PM (-05:00)			12/19/11 7:56 PM (-07:00)	
helloflight	AA-501-MIA-DEN		12/19/11 6:10 PM (-05:00)			12/19/11 7:56 PM (-07:00)	
flytecomm	AA-501-MIA-DEN		12/19/11 6:10 PM (-05:00)			12/19/11 7:56 PM (-07:00)	
flightaware	AA-501-MIA-DEN	2011-12-19 05:25PM EST	2011-12-19 06:10PM EST	 D34 	2011-12-19 07:23PM MST	2011-12-19 07:51PM MST	 A41W 
wunderground	AA-501-MIA-DEN	2011-12-19 05:25PM EST	2011-12-19 06:10PM EST	 D34 	2011-12-19 07:23PM MST	2011-12-19 07:51PM MST	 A41W 
flights	AA-501-MIA-DEN	05:25 PM  Mon 19-Dec-2011	05:54 PM  Mon 19-Dec-2011	D34	07:50 PM  Mon 19-Dec-2011	08:00 PM  Mon 19-Dec-2011	A41
businesstravellogue	AA-501-MIA-DEN	05:25 PM  Mon 19-Dec-2011	05:54 PM  Mon 19-Dec-2011	D34	07:50 PM  Mon 19-Dec-2011	08:00 PM  Mon 19-Dec-2011	A41
flylouisville	AA-501-MIA-DEN	05:25 PM  Mon 19-Dec-2011	05:54 PM  Mon 19-Dec-2011	D34	07:50 PM  Mon 19-Dec-2011	08:00 PM  Mon 19-Dec-2011	A41
flightstats	AA-501-MIA-DEN	2011-12-19 5:25 PM	2011-12-19 5:54 PM		2011-12-19 7:50 PM	2011-12-19 8:00 PM	
quicktrip	AA-501-MIA-DEN	2011-12-19 5:25 PM	2011-12-19 5:54 PM		2011-12-19 7:50 PM	2011-12-19 8:00 PM	
world-flight-tracker	AA-501-MIA-DEN	2011-12-19 5:25 PM	2011-12-19 5:54 PM		2011-12-19 7:50 PM	2011-12-19 8:00 PM	
flightview	AA-501-MIA-DEN	5:25 PM, Dec 19	6:10 PM, Dec 19	Terminal D - D34	7:50 PM, Dec 19	7:55 PM, Dec 19	A41W
panynj	AA-501-MIA-DEN	5:25 PM, Dec 19	6:10 PM, Dec 19	Terminal D - D34	7:50 PM, Dec 19	7:55 PM, Dec 19	A41W
gofox	AA-501-MIA-DEN	5:25 PM, Dec 19	6:10 PM, Dec 19		7:50 PM, Dec 19	7:55 PM, Dec 19	
foxbusiness	AA-501-MIA-DEN	5:25 PM, Dec 19	6:10 PM, Dec 19	Terminal D - D34	7:50 PM, Dec 19	7:55 PM, Dec 19	A41W
allegiantair	AA-501-MIA-DEN	5:25 PM, Dec 19	6:10 PM, Dec 19	Terminal D - D34	7:50 PM, Dec 19	7:55 PM, Dec 19	A41W
boston	AA-501-MIA-DEN	5:25 PM, Dec 19	6:10 PM, Dec 19		7:50 PM, Dec 19	7:55 PM, Dec 19	
travelocity	AA-501-MIA-DEN	Dec 19 - 5:25pm	Dec 19 - 5:54pm	D34	Dec 19 - 7:50pm	Dec 19 - 8:00pm	A41
orbitz	AA-501-MIA-DEN	5:25pDec 19	5:54pDec 19	 D34	7:50pDec 19	8:00pDec 19	 A41W
weather	AA-501-MIA-DEN	2011-12-19 05:25 PM			2011-12-19 07:50 PM		
den	AA-501-MIA-DEN				2011-12-19 7:50 PM		A41
ifly	AA-501-MIA-DEN	2011-12-19 5:25 PM	2011-12-19 5:54 PM		2011-12-19 7:50 PM	2011-12-19 8:00 PM	
flightarrival	AA-501-MIA-DEN	2011-12-19 05:25 PM			2011-12-19 07:50 PM		
CO	CO-51-EWR-CLE	Mon., Dec.19, 2011 4:05 p.m.	Mon., Dec.19, 2011 4:05 p.m.		Mon., Dec.19, 2011 5:43 p.m.	Mon., Dec.19, 2011 5:43 p.m.	
airtravelcenter	CO-51-EWR-CLE	12/19/11 4:05 PM (-05:00)			12/19/11 5:43 PM (-05:00)		
myrateplan	CO-51-EWR-CLE	12/19/11 4:05 PM (-05:00)			12/19/11 5:43 PM (-05:00)		
helloflight	CO-51-EWR-CLE	12/19/11 4:05 PM (-05:00)			12/19/11 5:43 PM (-05:00)		
flytecomm	CO-51-EWR-CLE	12/19/11 4:05 PM (-05:00)			12/19/11 5:43 PM (-05:00)		
flightaware	CO-51-EWR-CLE	2011-12-19 04:05PM EST	2011-12-19 04:19PM EST	 132 	2011-12-19 05:29PM EST	2011-12-19 05:36PM EST	 C10 
wunderground	CO-51-EWR-CLE	2011-12-19 04:05PM EST	2011-12-19 04:19PM EST	 132 	2011-12-19 05:29PM EST	2011-12-19 05:36PM EST	 C10 
flights	CO-51-EWR-CLE		2011-12-19 04:05 PM	132		2011-12-19 05:43 PM	C10
businesstravellogue	CO-51-EWR-CLE		2011-12-19 04:05 PM	132		2011-12-19 05:43 PM	C10
flylouisville	CO-51-EWR-CLE		2011-12-19 04:05 PM	132		2011-12-19 05:43 PM	C10
flightstats	CO-51-EWR-CLE	2011-12-19 4:05 PM	2011-12-19 4:05 PM		2011-12-19 5:43 PM	2011-12-19 5:43 PM	
quicktrip	CO-51-EWR-CLE	2011-12-19 4:05 PM	2011-12-19 4:05 PM		2011-12-19 5:43 PM	2011-12-19 5:43 PM	
flightview	CO-51-EWR-CLE		4:21 PMDec 19			5:43 PMDec 19	
panynj	CO-51-EWR-CLE		4:21 PMDec 19			5:43 PMDec 19	
gofox	CO-51-EWR-CLE		4:21 PMDec 19			5:43 PMDec 19	
foxbusiness	CO-51-EWR-CLE		4:21 PMDec 19			5:43 PMDec 19	
allegiantair	CO-51-EWR-CLE		4:21 PMDec 19			5:43 PMDec 19	
boston	CO-51-EWR-CLE		4:21 PMDec 19			5:36 PMDec 19	
orbitz	CO-51-EWR-CLE	4:05pDec 19	4:05pDec 19	 132	5:43pDec 19	5:43pDec 19	 C10
usatoday	CO-51-EWR-CLE	2011-12-19 4:05 PM	2011-12-19 4:05 PM		2011-12-19 5:43 PM	2011-12-19 5:43 PM	
mytripandmore	CO-51-EWR-CLE	4:05pDec 19	4:05pDec 19	 132	5:43pDec 19	5:43pDec 19	 C10
aa	AA-201-JFK-LAX	December 19, 2011               06:30 AM    	December 19, 2011               06:26 AM    	 46	December 19, 2011               09:55 AM    	December 19, 2011               09:27 AM    	 46A    
flightexplorer	AA-201-JFK-LAX		12/19/2011 6:43AM EST			12/19/2011 9:22AM PST	
airtravelcenter	AA-201-JFK-LAX		12/19/11 6:43 AM (-05:00)			12/19/11 9:22 AM (-08:00)	
myrateplan	AA-201-JFK-LAX		12/19/11 6:43 AM (-05:00)			12/19/11 9:22 AM (-08:00)	
helloflight	AA-201-JFK-LAX		12/19/11 6:43 AM (-05:00)			12/19/11 9:22 AM (-08:00)	
flytecomm	AA-201-JFK-LAX		12/19/11 6:43 AM (-05:00)			12/19/11 9:22 AM (-08:00)	
flightaware	AA-201-JFK-LAX	2011-12-19 06:30AM EST	2011-12-19 06:43AM EST	 46 	2011-12-19 09:41AM PST	2011-12-19 09:18AM PST	 46A 
wunderground	AA-201-JFK-LAX	2011-12-19 06:30AM EST	2011-12-19 06:43AM EST	 46 	2011-12-19 09:41AM PST	2011-12-19 09:18AM PST	 46A 
flights	AA-201-JFK-LAX	06:30 AM  Mon 19-Dec-2011	06:26 AM  Mon 19-Dec-2011	C46	09:55 AM  Mon 19-Dec-2011	09:27 AM  Mon 19-Dec-2011	46A
businesstravellogue	AA-201-JFK-LAX	06:30 AM  Mon 19-Dec-2011	06:26 AM  Mon 19-Dec-2011	C46	09:55 AM  Mon 19-Dec-2011	09:27 AM  Mon 19-Dec-2011	46A
flylouisville	AA-201-JFK-LAX	06:30 AM  Mon 19-Dec-2011	06:26 AM  Mon 19-Dec-2011	C46	09:55 AM  Mon 19-Dec-2011	09:27 AM  Mon 19-Dec-2011	46A
flightstats	AA-201-JFK-LAX	2011-12-19 6:30 AM	2011-12-19 6:26 AM		2011-12-19 9:55 AM	2011-12-19 9:27 AM	
quicktrip	AA-201-JFK-LAX	2011-12-19 6:30 AM	2011-12-19 6:26 AM		2011-12-19 9:55 AM	2011-12-19 9:27 AM	
