CO	CO-4237-EWR-DTW	Thu., Dec.22, 2011 12:17 p.m.	Thu., Dec.22, 2011 12:16 p.m.		Thu., Dec.22, 2011 2:24 p.m.	Thu., Dec.22, 2011 2:20 p.m.	
flightexplorer	AA-2049-DFW-DEN		12/22/2011 10:40AM CST			12/22/2011 11:21AM MST	
airtravelcenter	AA-2049-DFW-DEN		12/22/11 10:39 AM (-06:00)			12/22/11 11:21 AM (-07:00)	
myrateplan	AA-2049-DFW-DEN		12/22/11 10:39 AM (-06:00)			12/22/11 11:21 AM (-07:00)	
helloflight	AA-2049-DFW-DEN		12/22/11 10:39 AM (-06:00)			12/22/11 11:21 AM (-07:00)	
flytecomm	AA-2049-DFW-DEN		12/22/11 10:39 AM (-06:00)			12/22/11 11:21 AM (-07:00)	
flightaware	AA-2049-DFW-DEN	2011-12-22 08:50AM CST	2011-12-22 10:40AM CST	 C21 	2011-12-22 09:37AM MST	2011-12-22 11:15AM MST	 A49 
wunderground	AA-2049-DFW-DEN	2011-12-22 08:50AM CST	2011-12-22 10:40AM CST	 C21 	2011-12-22 09:37AM MST	2011-12-22 11:15AM MST	 A49 
flights	AA-2049-DFW-DEN		2011-12-22 10:17 AM	C21		2011-12-22 11:21 AM	A49
businesstravellogue	AA-2049-DFW-DEN		2011-12-22 10:17 AM	C21		2011-12-22 11:21 AM	A49
flylouisville	AA-2049-DFW-DEN		2011-12-22 10:17 AM	C21		2011-12-22 11:21 AM	A49
flightview	AA-2049-DFW-DEN		10:40 AMDec 22			11:20 AMDec 22	
panynj	AA-2049-DFW-DEN		10:40 AMDec 22			11:20 AMDec 22	
gofox	AA-2049-DFW-DEN		10:40 AMDec 22			11:20 AMDec 22	
foxbusiness	AA-2049-DFW-DEN		10:40 AMDec 22			11:20 AMDec 22	
allegiantair	AA-2049-DFW-DEN		10:40 AMDec 22			11:20 AMDec 22	
boston	AA-2049-DFW-DEN		10:40 AMDec 22			11:20 AMDec 22	
orbitz	AA-2049-DFW-DEN	8:50aDec 22	10:17aDec 22	 C21	9:55aDec 22	11:21aDec 22	 A49
den	AA-2049-DFW-DEN				2011-12-22 9:55 AM		A49
usatoday	AA-2049-DFW-DEN		10:40 AMDec 22			11:20 AMDec 22	
mytripandmore	AA-2049-DFW-DEN	8:50aDec 22	10:17aDec 22	 C21	9:55aDec 22	11:21aDec 22	 A49
ua	UA-2708-CLT-MCO	Thu, Dec 22 6:10 PM	Thu, Dec 22 6:10 PM            Delayed	C13	Thu, Dec 22 7:47 PM	Thu, Dec 22 7:42 PM	50
airtravelcenter	UA-2708-CLT-MCO		12/22/11 6:22 PM (-05:00)			12/22/11 7:39 PM (-05:00)	
myrateplan	UA-2708-CLT-MCO		12/22/11 6:22 PM (-05:00)			12/22/11 7:39 PM (-05:00)	
helloflight	UA-2708-CLT-MCO		12/22/11 6:22 PM (-05:00)			12/22/11 7:39 PM (-05:00)	
flytecomm	UA-2708-CLT-MCO		12/22/11 6:22 PM (-05:00)			12/22/11 7:39 PM (-05:00)	
flightaware	UA-2708-CLT-MCO	2011-12-22 06:10PM EST	2011-12-22 06:22PM EST		2011-12-22 07:46PM EST	2011-12-22 07:33PM EST	
wunderground	UA-2708-CLT-MCO	2011-12-22 06:10PM EST	2011-12-22 06:22PM EST		2011-12-22 07:46PM EST	2011-12-22 07:33PM EST	
flights	UA-2708-CLT-MCO		2011-12-22 06:09 PM	C13		2011-12-22 07:42 PM	50
businesstravellogue	UA-2708-CLT-MCO		2011-12-22 06:09 PM	C13		2011-12-22 07:42 PM	50
flylouisville	UA-2708-CLT-MCO		2011-12-22 06:09 PM	C13		2011-12-22 07:42 PM	50
flightview	UA-2708-CLT-MCO		6:22 PMDec 22			7:39 PMDec 22	
panynj	UA-2708-CLT-MCO		6:22 PMDec 22			7:39 PMDec 22	
gofox	UA-2708-CLT-MCO		6:22 PMDec 22			7:39 PMDec 22	
foxbusiness	UA-2708-CLT-MCO		6:22 PMDec 22			7:39 PMDec 22	
allegiantair	UA-2708-CLT-MCO		6:22 PMDec 22			7:39 PMDec 22	
boston	UA-2708-CLT-MCO		6:22 PMDec 22			7:34 PMDec 22	
orbitz	UA-2708-CLT-MCO	6:10pDec 22	6:09pDec 22	 -	7:47pDec 22	7:42pDec 22	 -
usatoday	UA-2708-CLT-MCO		6:22 PMDec 22			7:34 PMDec 22	
mytripandmore	UA-2708-CLT-MCO	6:10pDec 22	6:09pDec 22	 -	7:47pDec 22	7:42pDec 22	 -
ua	UA-37-EDI-EWR	Thu, Dec 22 9:05 AM	Thu, Dec 22 8:57 AM	--	Thu, Dec 22 11:53 AM	Thu, Dec 22 12:03 PM	B63
airtravelcenter	UA-37-EDI-EWR	12/22/11 9:05 AM (-00:00)			12/22/11 11:53 AM (-05:00)		
myrateplan	UA-37-EDI-EWR	12/22/11 9:05 AM (-00:00)			12/22/11 11:53 AM (-05:00)		
helloflight	UA-37-EDI-EWR	12/22/11 9:05 AM (-00:00)			12/22/11 11:53 AM (-05:00)		
flytecomm	UA-37-EDI-EWR	12/22/11 9:05 AM (-00:00)			12/22/11 11:53 AM (-05:00)		
flights	UA-37-EDI-EWR		2011-12-22 08:57 AM	2		2011-12-22 12:03 PM	63
businesstravellogue	UA-37-EDI-EWR		2011-12-22 08:57 AM	2		2011-12-22 12:03 PM	63
flylouisville	UA-37-EDI-EWR		2011-12-22 08:57 AM	2		2011-12-22 12:03 PM	63
flightview	UA-37-EDI-EWR		9:10 AMDec 22			12:03 PMDec 22	
panynj	UA-37-EDI-EWR		9:10 AMDec 22			12:03 PMDec 22	
gofox	UA-37-EDI-EWR		9:10 AMDec 22			12:03 PMDec 22	
foxbusiness	UA-37-EDI-EWR		9:10 AMDec 22			12:03 PMDec 22	
allegiantair	UA-37-EDI-EWR		9:10 AMDec 22			12:03 PMDec 22	
boston	UA-37-EDI-EWR		9:10 AMDec 22			12:00 PMDec 22	
travelocity	UA-37-EDI-EWR	Dec 22 - 9:05am	Dec 22 - Contact Airline	Not provided by airline	Dec 22 - 11:53am	Dec 22 - Contact Airline	Not provided by airline
orbitz	UA-37-EDI-EWR	9:05aDec 22	8:57aDec 22	 -	11:53aDec 22	12:03pDec 22	 -
weather	UA-37-EDI-EWR	2011-12-22 09:05 AM			2011-12-22 11:53 AM		
mytripandmore	UA-37-EDI-EWR	Dec 22 - 9:05am	Dec 22 - Contact Airline	Not provided by airline	Dec 22 - 11:53am	Dec 22 - Contact Airline	Not provided by airline
aa	AA-1366-ELP-DFW	December 22, 2011               11:55 AM    	December 22, 2011               12:43 PM    	 A2	December 22, 2011               02:35 PM    	December 22, 2011               03:10 PM    	 A25    
flightexplorer	AA-1366-ELP-DFW		12/22/2011 12:54PM MST			12/22/2011 3:05PM CST	
airtravelcenter	AA-1366-ELP-DFW		12/22/11 12:54 PM (-07:00)			12/22/11 3:05 PM (-06:00)	
myrateplan	AA-1366-ELP-DFW		12/22/11 12:54 PM (-07:00)			12/22/11 3:05 PM (-06:00)	
helloflight	AA-1366-ELP-DFW		12/22/11 12:54 PM (-07:00)			12/22/11 3:05 PM (-06:00)	
flytecomm	AA-1366-ELP-DFW		12/22/11 12:54 PM (-07:00)			12/22/11 3:05 PM (-06:00)	
flights	AA-1366-ELP-DFW		2011-12-22 12:43 PM	A2		2011-12-22 03:10 PM	A25
businesstravellogue	AA-1366-ELP-DFW		2011-12-22 12:43 PM	A2		2011-12-22 03:10 PM	A25
flylouisville	AA-1366-ELP-DFW		2011-12-22 12:43 PM	A2		2011-12-22 03:10 PM	A25
flightview	AA-1366-ELP-DFW		12:54 PMDec 22			3:02 PMDec 22	
panynj	AA-1366-ELP-DFW		12:54 PMDec 22			3:02 PMDec 22	
gofox	AA-1366-ELP-DFW		12:54 PMDec 22			3:02 PMDec 22	
foxbusiness	AA-1366-ELP-DFW		12:54 PMDec 22			3:02 PMDec 22	
allegiantair	AA-1366-ELP-DFW		12:54 PMDec 22			3:02 PMDec 22	
boston	AA-1366-ELP-DFW		12:54 PMDec 22			3:02 PMDec 22	
travelocity	AA-1366-ELP-DFW	Dec 22 - 11:55am	Dec 22 - 12:43pm	A2	Dec 22 - 2:35pm	Dec 22 - 3:10pm	A25/A
orbitz	AA-1366-ELP-DFW	11:55aDec 22	12:43pDec 22	 A2	2:35pDec 22	3:10pDec 22	 A25
weather	AA-1366-ELP-DFW	2011-12-22 11:55 AM			2011-12-22 02:35 PM		
dfw	AA-1366-ELP-DFW				2011-12-22 2:35 pm		A25
mytripandmore	AA-1366-ELP-DFW	11:55aDec 22	12:43pDec 22	 A2	2:35pDec 22	3:10pDec 22	 A25
ua	UA-1250-MIA-IAH	Thu, Dec 22 2:44 PM	Thu, Dec 22 2:48 PM	G16	Thu, Dec 22 4:45 PM	Thu, Dec 22 4:34 PM	C-33
airtravelcenter	UA-1250-MIA-IAH		12/22/11 2:56 PM (-05:00)			12/22/11 4:22 PM (-06:00)	
myrateplan	UA-1250-MIA-IAH		12/22/11 2:56 PM (-05:00)			12/22/11 4:22 PM (-06:00)	
helloflight	UA-1250-MIA-IAH		12/22/11 2:56 PM (-05:00)			12/22/11 4:22 PM (-06:00)	
flytecomm	UA-1250-MIA-IAH		12/22/11 2:56 PM (-05:00)			12/22/11 4:22 PM (-06:00)	
flights	UA-1250-MIA-IAH		2011-12-22 02:48 PM	G16		2011-12-22 04:34 PM	33
businesstravellogue	UA-1250-MIA-IAH		2011-12-22 02:48 PM	G16		2011-12-22 04:34 PM	33
flylouisville	UA-1250-MIA-IAH		2011-12-22 02:48 PM	G16		2011-12-22 04:34 PM	33
flightstats	UA-1250-MIA-IAH	2011-12-22 2:44 PM	2011-12-22 2:48 PM		2011-12-22 4:45 PM	2011-12-22 4:34 PM	
quicktrip	UA-1250-MIA-IAH	2011-12-22 2:44 PM	2011-12-22 2:48 PM		2011-12-22 4:45 PM	2011-12-22 4:34 PM	
flightview	UA-1250-MIA-IAH		2:57 PMDec 22			4:34 PMDec 22	
panynj	UA-1250-MIA-IAH		2:57 PMDec 22			4:34 PMDec 22	
gofox	UA-1250-MIA-IAH		2:57 PMDec 22			4:34 PMDec 22	
foxbusiness	UA-1250-MIA-IAH		2:57 PMDec 22			4:34 PMDec 22	
allegiantair	UA-1250-MIA-IAH		2:57 PMDec 22			4:34 PMDec 22	
boston	UA-1250-MIA-IAH		2:57 PMDec 22			4:26 PMDec 22	
travelocity	UA-1250-MIA-IAH	Dec 22 - 2:44pm	Dec 22 - Contact Airline	Not provided by airline	Dec 22 - 4:45pm	Dec 22 - Contact Airline	Not provided by airline
orbitz	UA-1250-MIA-IAH	2:44pDec 22	2:48pDec 22	 G16	4:45pDec 22	4:34pDec 22	 33
weather	UA-1250-MIA-IAH	2011-12-22 02:44 PM			2011-12-22 04:45 PM		
mytripandmore	UA-1250-MIA-IAH	2:44pDec 22	2:48pDec 22	 G16	4:45pDec 22	4:34pDec 22	 33
ua	UA-3540-CLT-IAD	Thu, Dec 22 7:43 PM	Thu, Dec 22 7:55 PM	A4	Thu, Dec 22 9:08 PM	Thu, Dec 22 9:16 PM	D20
airtravelcenter	UA-3540-CLT-IAD	12/22/11 7:43 PM (-05:00)			12/22/11 9:08 PM (-05:00)		
myrateplan	UA-3540-CLT-IAD	12/22/11 7:43 PM (-05:00)			12/22/11 9:08 PM (-05:00)		
helloflight	UA-3540-CLT-IAD	12/22/11 7:43 PM (-05:00)			12/22/11 9:08 PM (-05:00)		
flytecomm	UA-3540-CLT-IAD	12/22/11 7:43 PM (-05:00)			12/22/11 9:08 PM (-05:00)		
flightaware	UA-3540-CLT-IAD	2011-12-22 07:43PM EST	2011-12-22 08:07PM EST	 A4 	2011-12-22 08:46PM EST	2011-12-22 09:02PM EST	 D20 
wunderground	UA-3540-CLT-IAD	2011-12-22 07:43PM EST	2011-12-22 08:07PM EST	 A4 	2011-12-22 08:46PM EST	2011-12-22 09:02PM EST	 D20 
flights	UA-3540-CLT-IAD	07:43 PM  Thu 22-Dec-2011	07:55 PM  Thu 22-Dec-2011	A4	09:08 PM  Thu 22-Dec-2011	09:16 PM  Thu 22-Dec-2011	D20
businesstravellogue	UA-3540-CLT-IAD	07:43 PM  Thu 22-Dec-2011	07:55 PM  Thu 22-Dec-2011	A4	09:08 PM  Thu 22-Dec-2011	09:16 PM  Thu 22-Dec-2011	D20
flylouisville	UA-3540-CLT-IAD	07:43 PM  Thu 22-Dec-2011	07:55 PM  Thu 22-Dec-2011	A4	09:08 PM  Thu 22-Dec-2011	09:16 PM  Thu 22-Dec-2011	D20
world-flight-tracker	UA-3540-CLT-IAD	2011-12-22 7:43 PM	2011-12-22 7:55 PM		2011-12-22 9:08 PM	2011-12-22 9:16 PM	
flightview	UA-3540-CLT-IAD	7:43 PM, Dec 22	8:08 PM, Dec 22	A4	9:08 PM, Dec 22	9:16 PM, Dec 22	D20
panynj	UA-3540-CLT-IAD	7:43 PM, Dec 22	8:08 PM, Dec 22	A4	9:08 PM, Dec 22	9:16 PM, Dec 22	D20
gofox	UA-3540-CLT-IAD	7:43 PM, Dec 22	8:08 PM, Dec 22		9:08 PM, Dec 22	9:16 PM, Dec 22	
foxbusiness	UA-3540-CLT-IAD	7:43 PM, Dec 22	8:08 PM, Dec 22	A4	9:08 PM, Dec 22	9:16 PM, Dec 22	D20
allegiantair	UA-3540-CLT-IAD	7:43 PM, Dec 22	8:08 PM, Dec 22	A4	9:08 PM, Dec 22	9:16 PM, Dec 22	D20
boston	UA-3540-CLT-IAD	7:43 PM, Dec 22	8:08 PM, Dec 22		9:08 PM, Dec 22	9:02 PM, Dec 22	
travelocity	UA-3540-CLT-IAD	Dec 22 - Not Available	Dec 22 - 8:07pm	A4	Dec 22 - Not Available	Dec 22 - 9:16pm	D20
orbitz	UA-3540-CLT-IAD	7:43pDec 22	7:55pDec 22	 A4	9:08pDec 22	9:16pDec 22	 D20
weather	UA-3540-CLT-IAD	2011-12-22 07:43 PM			2011-12-22 09:08 PM		
iad	UA-3540-CLT-IAD				2011-12-22 21:08 	2011-12-22 21:16 	
usatoday	UA-3540-CLT-IAD	7:43 PM, Dec 22	8:08 PM, Dec 22		9:08 PM, Dec 22	9:02 PM, Dec 22	
flightarrival	UA-3540-CLT-IAD	2011-12-22 07:43 PM			2011-12-22 09:08 PM		
aa	AA-3356-DFW-CVG	December 22, 2011               10:35 AM    	December 22, 2011               10:36 AM    	 B11	December 22, 2011               01:45 PM    	December 22, 2011               01:50 PM    	 3    
flightexplorer	AA-3356-DFW-CVG		12/22/2011 10:55AM CST			12/22/2011 1:38PM EST	
airtravelcenter	AA-3356-DFW-CVG		12/22/11 10:55 AM (-06:00)			12/22/11 1:38 PM (-05:00)	
myrateplan	AA-3356-DFW-CVG		12/22/11 10:55 AM (-06:00)			12/22/11 1:38 PM (-05:00)	
helloflight	AA-3356-DFW-CVG		12/22/11 10:55 AM (-06:00)			12/22/11 1:38 PM (-05:00)	
flytecomm	AA-3356-DFW-CVG		12/22/11 10:55 AM (-06:00)			12/22/11 1:38 PM (-05:00)	
flightaware	AA-3356-DFW-CVG	2011-12-22 10:35AM CST	2011-12-22 10:55AM CST	 B11 	2011-12-22 01:34PM EST	2011-12-22 01:45PM EST	 3 
wunderground	AA-3356-DFW-CVG	2011-12-22 10:35AM CST	2011-12-22 10:55AM CST	 B11 	2011-12-22 01:34PM EST	2011-12-22 01:45PM EST	 3 
flights	AA-3356-DFW-CVG	10:35 AM  Thu 22-Dec-2011	10:36 AM  Thu 22-Dec-2011	B11	01:45 PM  Thu 22-Dec-2011	01:50 PM  Thu 22-Dec-2011	3
businesstravellogue	AA-3356-DFW-CVG	10:35 AM  Thu 22-Dec-2011	10:36 AM  Thu 22-Dec-2011	B11	01:45 PM  Thu 22-Dec-2011	01:50 PM  Thu 22-Dec-2011	3
flylouisville	AA-3356-DFW-CVG	10:35 AM  Thu 22-Dec-2011	10:36 AM  Thu 22-Dec-2011	B11	01:45 PM  Thu 22-Dec-2011	01:50 PM  Thu 22-Dec-2011	3
flightstats	AA-3356-DFW-CVG	2011-12-22 10:35 AM	2011-12-22 10:36 AM		2011-12-22 1:45 PM	2011-12-22 1:50 PM	
quicktrip	AA-3356-DFW-CVG	2011-12-22 10:35 AM	2011-12-22 10:36 AM		2011-12-22 1:45 PM	2011-12-22 1:50 PM	
world-flight-tracker	AA-3356-DFW-CVG	2011-12-22 10:35 AM	2011-12-22 10:36 AM		2011-12-22 1:45 PM	2011-12-22 1:50 PM	
flightview	AA-3356-DFW-CVG	10:35 AM, Dec 22	10:55 AM, Dec 22	B11	1:45 PM, Dec 22	1:44 PM, Dec 22	Terminal 2
panynj	AA-3356-DFW-CVG	10:35 AM, Dec 22	10:55 AM, Dec 22	B11	1:45 PM, Dec 22	1:44 PM, Dec 22	Terminal 2
gofox	AA-3356-DFW-CVG	10:35 AM, Dec 22	10:55 AM, Dec 22		1:45 PM, Dec 22	1:44 PM, Dec 22	
foxbusiness	AA-3356-DFW-CVG	10:35 AM, Dec 22	10:55 AM, Dec 22	B11	1:45 PM, Dec 22	1:44 PM, Dec 22	Terminal 2
allegiantair	AA-3356-DFW-CVG	10:35 AM, Dec 22	10:55 AM, Dec 22	B11	1:45 PM, Dec 22	1:44 PM, Dec 22	Terminal 2
boston	AA-3356-DFW-CVG	10:35 AM, Dec 22	10:55 AM, Dec 22		1:45 PM, Dec 22	1:44 PM, Dec 22	
travelocity	AA-3356-DFW-CVG	Dec 22 - 10:35am	Dec 22 - 10:36am	B11/B	Dec 22 - 1:45pm	Dec 22 - 1:50pm	3
orbitz	AA-3356-DFW-CVG	10:35aDec 22	10:36aDec 22	 B11	1:45pDec 22	1:50pDec 22	 3
weather	AA-3356-DFW-CVG	2011-12-22 10:35 AM			2011-12-22 01:45 PM		
dfw	AA-3356-DFW-CVG	2011-12-22 10:35 am		B11			
flightwise	AA-3356-DFW-CVG	2011-12-22 10:35AM CST	2011-12-22 10:55AM CST	 B11 	2011-12-22 01:34PM EST	2011-12-22 01:45PM EST	 3 
flightarrival	AA-3356-DFW-CVG	10:35 AM, Dec 22	10:55 AM, Dec 22		1:45 PM, Dec 22	1:44 PM, Dec 22	
ua	UA-662-SFO-MSP	Thu, Dec 22 10:50 AM	Thu, Dec 22 10:50 AM	74	Thu, Dec 22 4:35 PM	Thu, Dec 22 4:34 PM	E10
flightexplorer	UA-662-SFO-MSP		12/22/2011 11:07AM PST			12/22/2011 4:27PM CST	
airtravelcenter	UA-662-SFO-MSP		12/22/11 11:09 AM (-08:00)			12/22/11 4:27 PM (-06:00)	
myrateplan	UA-662-SFO-MSP		12/22/11 11:09 AM (-08:00)			12/22/11 4:27 PM (-06:00)	
helloflight	UA-662-SFO-MSP		12/22/11 11:09 AM (-08:00)			12/22/11 4:27 PM (-06:00)	
flytecomm	UA-662-SFO-MSP		12/22/11 11:09 AM (-08:00)			12/22/11 4:27 PM (-06:00)	
flightaware	UA-662-SFO-MSP	2011-12-22 10:50AM PST	2011-12-22 11:09AM PST	 74 	2011-12-22 04:18PM CST	2011-12-22 04:27PM CST	 E10 
wunderground	UA-662-SFO-MSP	2011-12-22 10:50AM PST	2011-12-22 11:09AM PST	 74 	2011-12-22 04:18PM CST	2011-12-22 04:27PM CST	 E10 
flights	UA-662-SFO-MSP	10:50 AM  Thu 22-Dec-2011	10:50 AM  Thu 22-Dec-2011	74	04:35 PM  Thu 22-Dec-2011	04:34 PM  Thu 22-Dec-2011	E10
businesstravellogue	UA-662-SFO-MSP	10:50 AM  Thu 22-Dec-2011	10:50 AM  Thu 22-Dec-2011	74	04:35 PM  Thu 22-Dec-2011	04:34 PM  Thu 22-Dec-2011	E10
flylouisville	UA-662-SFO-MSP	10:50 AM  Thu 22-Dec-2011	10:50 AM  Thu 22-Dec-2011	74	04:35 PM  Thu 22-Dec-2011	04:34 PM  Thu 22-Dec-2011	E10
flightstats	UA-662-SFO-MSP	2011-12-22 10:50 AM	2011-12-22 10:50 AM		2011-12-22 4:35 PM	2011-12-22 4:34 PM	
quicktrip	UA-662-SFO-MSP	2011-12-22 10:50 AM	2011-12-22 10:50 AM		2011-12-22 4:35 PM	2011-12-22 4:34 PM	
world-flight-tracker	UA-662-SFO-MSP	2011-12-22 10:50 AM	2011-12-22 10:50 AM		2011-12-22 4:35 PM	2011-12-22 4:34 PM	
flightview	UA-662-SFO-MSP	10:50 AM, Dec 22	11:09 AM, Dec 22	Terminal 3 - 74	4:35 PM, Dec 22	4:34 PM, Dec 22	E10
panynj	UA-662-SFO-MSP	10:50 AM, Dec 22	11:09 AM, Dec 22	Terminal 3 - 74	4:35 PM, Dec 22	4:34 PM, Dec 22	E10
gofox	UA-662-SFO-MSP	10:50 AM, Dec 22	11:09 AM, Dec 22		4:35 PM, Dec 22	4:34 PM, Dec 22	
foxbusiness	UA-662-SFO-MSP	10:50 AM, Dec 22	11:09 AM, Dec 22	Terminal 3 - 74	4:35 PM, Dec 22	4:34 PM, Dec 22	E10
allegiantair	UA-662-SFO-MSP	10:50 AM, Dec 22	11:09 AM, Dec 22	Terminal 3 - 74	4:35 PM, Dec 22	4:34 PM, Dec 22	E10
boston	UA-662-SFO-MSP	10:50 AM, Dec 22	11:09 AM, Dec 22		4:35 PM, Dec 22	4:24 PM, Dec 22	
travelocity	UA-662-SFO-MSP	Dec 22 - Not Available	Dec 22 - 11:08am	74	Dec 22 - Not Available	Dec 22 - 4:34pm	E10
orbitz	UA-662-SFO-MSP	10:50aDec 22	10:50aDec 22	 74	4:35pDec 22	4:34pDec 22	 E10
weather	UA-662-SFO-MSP	2011-12-22 10:50 AM			2011-12-22 04:35 PM		
ua	UA-6154-CAK-ORD	Thu, Dec 22 10:38 AM	Thu, Dec 22 10:33 AM            On Time	--	Thu, Dec 22 11:16 AM	Thu, Dec 22 10:48 AM	F9
airtravelcenter	UA-6154-CAK-ORD	12/22/11 10:38 AM (-05:00)			12/22/11 11:16 AM (-06:00)		
myrateplan	UA-6154-CAK-ORD	12/22/11 10:38 AM (-05:00)			12/22/11 11:16 AM (-06:00)		
helloflight	UA-6154-CAK-ORD	12/22/11 10:38 AM (-05:00)			12/22/11 11:16 AM (-06:00)		
flytecomm	UA-6154-CAK-ORD	12/22/11 10:38 AM (-05:00)			12/22/11 11:16 AM (-06:00)		
flights	UA-6154-CAK-ORD		2011-12-22 10:33 AM			2011-12-22 10:48 AM	F9
businesstravellogue	UA-6154-CAK-ORD		2011-12-22 10:33 AM			2011-12-22 10:48 AM	F9
flylouisville	UA-6154-CAK-ORD		2011-12-22 10:33 AM			2011-12-22 10:48 AM	F9
flightview	UA-6154-CAK-ORD		10:40 AMDec 22			10:48 AMDec 22	
panynj	UA-6154-CAK-ORD		10:40 AMDec 22			10:48 AMDec 22	
gofox	UA-6154-CAK-ORD		10:40 AMDec 22			10:48 AMDec 22	
foxbusiness	UA-6154-CAK-ORD		10:40 AMDec 22			10:48 AMDec 22	
allegiantair	UA-6154-CAK-ORD		10:40 AMDec 22			10:48 AMDec 22	
boston	UA-6154-CAK-ORD		10:40 AMDec 22			10:47 AMDec 22	
orbitz	UA-6154-CAK-ORD	10:38aDec 22	10:33aDec 22	 -	11:16aDec 22	10:48aDec 22	 F9
usatoday	UA-6154-CAK-ORD		10:40 AMDec 22			10:47 AMDec 22	
mytripandmore	UA-6154-CAK-ORD	10:38aDec 22	10:33aDec 22	 -	11:16aDec 22	10:48aDec 22	 F9
aa	AA-3753-MSP-ORD	December 22, 2011               09:55 AM    	December 22, 2011               09:58 AM    	 E14	December 22, 2011               11:25 AM    	December 22, 2011               11:26 AM    	 G4    
airtravelcenter	AA-3753-MSP-ORD		12/22/11 10:17 AM (-06:00)			12/22/11 11:19 AM (-06:00)	
myrateplan	AA-3753-MSP-ORD		12/22/11 10:17 AM (-06:00)			12/22/11 11:19 AM (-06:00)	
helloflight	AA-3753-MSP-ORD		12/22/11 10:17 AM (-06:00)			12/22/11 11:19 AM (-06:00)	
flytecomm	AA-3753-MSP-ORD		12/22/11 10:17 AM (-06:00)			12/22/11 11:19 AM (-06:00)	
flightaware	AA-3753-MSP-ORD	2011-12-22 09:55AM CST	2011-12-22 10:17AM CST	 E14 	2011-12-22 10:45AM CST	2011-12-22 11:16AM CST	 G4 
wunderground	AA-3753-MSP-ORD	2011-12-22 09:55AM CST	2011-12-22 10:17AM CST	 E14 	2011-12-22 10:45AM CST	2011-12-22 11:16AM CST	 G4 
flights	AA-3753-MSP-ORD	09:55 AM  Thu 22-Dec-2011	09:58 AM  Thu 22-Dec-2011	E14	11:25 AM  Thu 22-Dec-2011	11:26 AM  Thu 22-Dec-2011	G4
businesstravellogue	AA-3753-MSP-ORD	09:55 AM  Thu 22-Dec-2011	09:58 AM  Thu 22-Dec-2011	E14	11:25 AM  Thu 22-Dec-2011	11:26 AM  Thu 22-Dec-2011	G4
flylouisville	AA-3753-MSP-ORD	09:55 AM  Thu 22-Dec-2011	09:58 AM  Thu 22-Dec-2011	E14	11:25 AM  Thu 22-Dec-2011	11:26 AM  Thu 22-Dec-2011	G4
flightstats	AA-3753-MSP-ORD	2011-12-22 9:55 AM	2011-12-22 9:58 AM		2011-12-22 11:25 AM	2011-12-22 11:26 AM	
quicktrip	AA-3753-MSP-ORD	2011-12-22 9:55 AM	2011-12-22 9:58 AM		2011-12-22 11:25 AM	2011-12-22 11:26 AM	
world-flight-tracker	AA-3753-MSP-ORD	2011-12-22 9:55 AM	2011-12-22 9:58 AM		2011-12-22 11:25 AM	2011-12-22 11:26 AM	
flightview	AA-3753-MSP-ORD	9:55 AM, Dec 22	10:17 AM, Dec 22	E14	11:25 AM, Dec 22	11:16 AM, Dec 22	G4
panynj	AA-3753-MSP-ORD	9:55 AM, Dec 22	10:17 AM, Dec 22	E14	11:25 AM, Dec 22	11:16 AM, Dec 22	G4
gofox	AA-3753-MSP-ORD	9:55 AM, Dec 22	10:17 AM, Dec 22		11:25 AM, Dec 22	11:16 AM, Dec 22	
foxbusiness	AA-3753-MSP-ORD	9:55 AM, Dec 22	10:17 AM, Dec 22	E14	11:25 AM, Dec 22	11:16 AM, Dec 22	G4
allegiantair	AA-3753-MSP-ORD	9:55 AM, Dec 22	10:17 AM, Dec 22	E14	11:25 AM, Dec 22	11:16 AM, Dec 22	G4
boston	AA-3753-MSP-ORD	9:55 AM, Dec 22	10:17 AM, Dec 22		11:25 AM, Dec 22	11:16 AM, Dec 22	
travelocity	AA-3753-MSP-ORD	Dec 22 - 9:55am	Dec 22 - 9:58am	E14	Dec 22 - 11:25am	Dec 22 - 11:26am	G4/T3
orbitz	AA-3753-MSP-ORD	9:55aDec 22	9:58aDec 22	 E14	11:25aDec 22	11:26aDec 22	 G4
weather	AA-3753-MSP-ORD	2011-12-22 09:55 AM			2011-12-22 11:25 AM		
ord	AA-3753-MSP-ORD	2011-12-22 9:55 AM		E14	2011-12-22 11:25 AM		G4
ifly	AA-3753-MSP-ORD	2011-12-22 9:55 AM	2011-12-22 9:58 AM		2011-12-22 11:25 AM	2011-12-22 11:26 AM	
usatoday	AA-3753-MSP-ORD	9:55 AM, Dec 22	10:17 AM, Dec 22		11:25 AM, Dec 22	11:16 AM, Dec 22	
mytripandmore	AA-3753-MSP-ORD	9:55aDec 22	9:58aDec 22	 E14	11:25aDec 22	11:26aDec 22	 G4
flightarrival	AA-3753-MSP-ORD	9:55 AM, Dec 22	10:17 AM, Dec 22		11:25 AM, Dec 22	11:16 AM, Dec 22	
ua	UA-2439-CLT-PVD	Thu, Dec 22 8:04 PM	Thu, Dec 22 8:04 PM            Delayed	C17	Thu, Dec 22 10:00 PM	Thu, Dec 22 9:47 PM	3
airtravelcenter	UA-2439-CLT-PVD		12/22/11 8:18 PM (-05:00)			12/22/11 9:39 PM (-05:00)	
