aa	AA-1007-TPA-MIA	January 3, 2012               01:55 PM    	January 3, 2012               01:51 PM    	 F78	January 3, 2012               03:00 PM    	January 3, 2012               02:48 PM    	 D12    
gofox	UA-3496-YUL-ORD	6:00 AM, Jan 03	6:42 AM, Jan 03		7:43 AM, Jan 03	7:35 AM, Jan 03	
foxbusiness	UA-3496-YUL-ORD	6:00 AM, Jan 03	6:42 AM, Jan 03		7:43 AM, Jan 03	7:35 AM, Jan 03	
allegiantair	UA-3496-YUL-ORD	6:00 AM, Jan 03	6:42 AM, Jan 03		7:43 AM, Jan 03	7:35 AM, Jan 03	
boston	UA-3496-YUL-ORD	6:00 AM, Jan 03	6:42 AM, Jan 03		7:43 AM, Jan 03	7:29 AM, Jan 03	
orbitz	UA-3496-YUL-ORD	6:00aJan 3	5:55aJan 3	 -	7:43aJan 3	7:35aJan 3	 B18
weather	UA-3496-YUL-ORD	2012-01-03 06:00 AM			2012-01-03 07:43 AM		
mytripandmore	UA-3496-YUL-ORD	6:00aJan 3	5:55aJan 3	 -	7:43aJan 3	7:35aJan 3	 B18
CO	CO-4844-EWR-ROC	Tue., Jan.03, 2012 11:30 a.m.	Tue., Jan.03, 2012 11:50 a.m.		Tue., Jan.03, 2012 12:52 p.m.	Tue., Jan.03, 2012 1:10 p.m.	
airtravelcenter	CO-4844-EWR-ROC	1/3/12 11:30 AM (-05:00)			1/3/12 12:52 PM (-05:00)		
myrateplan	CO-4844-EWR-ROC	1/3/12 11:30 AM (-05:00)			1/3/12 12:52 PM (-05:00)		
helloflight	CO-4844-EWR-ROC	1/3/12 11:30 AM (-05:00)			1/3/12 12:52 PM (-05:00)		
flytecomm	CO-4844-EWR-ROC	1/3/12 11:30 AM (-05:00)			1/3/12 12:52 PM (-05:00)		
flightaware	CO-4844-EWR-ROC	2012-01-03 11:30AM EST	2012-01-03 11:41AM EST		2012-01-03 12:26PM EST	2012-01-03 12:37PM EST	
wunderground	CO-4844-EWR-ROC	2012-01-03 11:30AM EST	2012-01-03 11:41AM EST		2012-01-03 12:26PM EST	2012-01-03 12:37PM EST	
flights	CO-4844-EWR-ROC	11:30 AM  Tue 03-Jan-2012	11:50 AM  Tue 03-Jan-2012		12:52 PM  Tue 03-Jan-2012	01:10 PM  Tue 03-Jan-2012	
businesstravellogue	CO-4844-EWR-ROC	11:30 AM  Tue 03-Jan-2012	11:50 AM  Tue 03-Jan-2012		12:52 PM  Tue 03-Jan-2012	01:10 PM  Tue 03-Jan-2012	
flylouisville	CO-4844-EWR-ROC	11:30 AM  Tue 03-Jan-2012	11:50 AM  Tue 03-Jan-2012		12:52 PM  Tue 03-Jan-2012	01:10 PM  Tue 03-Jan-2012	
flightstats	CO-4844-EWR-ROC	2012-01-03 11:30 AM	2012-01-03 11:50 AM		2012-01-03 12:52 PM	2012-01-03 1:10 PM	
quicktrip	CO-4844-EWR-ROC	2012-01-03 11:30 AM	2012-01-03 11:50 AM		2012-01-03 12:52 PM	2012-01-03 1:10 PM	
world-flight-tracker	CO-4844-EWR-ROC	2012-01-03 11:30 AM	2012-01-03 11:50 AM		2012-01-03 12:52 PM	2012-01-03 1:10 PM	
flightview	CO-4844-EWR-ROC	11:30 AM, Jan 03	12:07 PM, Jan 03		12:52 PM, Jan 03	1:05 PM, Jan 03	
panynj	CO-4844-EWR-ROC	11:30 AM, Jan 03	12:07 PM, Jan 03		12:52 PM, Jan 03	1:05 PM, Jan 03	
gofox	CO-4844-EWR-ROC	11:30 AM, Jan 03	12:07 PM, Jan 03		12:52 PM, Jan 03	1:05 PM, Jan 03	
foxbusiness	CO-4844-EWR-ROC	11:30 AM, Jan 03	12:07 PM, Jan 03		12:52 PM, Jan 03	1:05 PM, Jan 03	
allegiantair	CO-4844-EWR-ROC	11:30 AM, Jan 03	12:07 PM, Jan 03		12:52 PM, Jan 03	1:05 PM, Jan 03	
boston	CO-4844-EWR-ROC	11:30 AM, Jan 03	12:07 PM, Jan 03		12:52 PM, Jan 03	1:05 PM, Jan 03	
orbitz	CO-4844-EWR-ROC	11:30aJan 3	11:50aJan 3	 -	12:52pJan 3	1:10pJan 3	 -
weather	CO-4844-EWR-ROC	2012-01-03 11:30 AM			2012-01-03 12:52 PM		
flightarrival	CO-4844-EWR-ROC	2012-01-03 11:30 AM			2012-01-03 12:52 PM		
ua	UA-947-SFO-LAX	Tue, Jan 3 4:32 PM	Tue, Jan 3 4:57 PM	72	Tue, Jan 3 5:59 PM	Tue, Jan 3 6:08 PM	73
airtravelcenter	UA-947-SFO-LAX		1/3/12 5:11 PM (-08:00)			1/3/12 6:05 PM (-08:00)	
myrateplan	UA-947-SFO-LAX		1/3/12 5:11 PM (-08:00)			1/3/12 6:05 PM (-08:00)	
helloflight	UA-947-SFO-LAX		1/3/12 5:11 PM (-08:00)			1/3/12 6:05 PM (-08:00)	
flytecomm	UA-947-SFO-LAX		1/3/12 5:11 PM (-08:00)			1/3/12 6:05 PM (-08:00)	
flightaware	UA-947-SFO-LAX	2012-01-03 04:32PM PST	2012-01-03 05:11PM PST	 72 	2012-01-03 05:40PM PST	2012-01-03 06:02PM PST	 73 
wunderground	UA-947-SFO-LAX	2012-01-03 04:32PM PST	2012-01-03 05:11PM PST	 72 	2012-01-03 05:40PM PST	2012-01-03 06:02PM PST	 73 
flights	UA-947-SFO-LAX	04:32 PM  Tue 03-Jan-2012	04:57 PM  Tue 03-Jan-2012	72	05:59 PM  Tue 03-Jan-2012	06:08 PM  Tue 03-Jan-2012	73
businesstravellogue	UA-947-SFO-LAX	04:32 PM  Tue 03-Jan-2012	04:57 PM  Tue 03-Jan-2012	72	05:59 PM  Tue 03-Jan-2012	06:08 PM  Tue 03-Jan-2012	73
flylouisville	UA-947-SFO-LAX	04:32 PM  Tue 03-Jan-2012	04:57 PM  Tue 03-Jan-2012	72	05:59 PM  Tue 03-Jan-2012	06:08 PM  Tue 03-Jan-2012	73
world-flight-tracker	UA-947-SFO-LAX	2012-01-03 4:32 PM	2012-01-03 4:57 PM		2012-01-03 5:59 PM	2012-01-03 6:08 PM	
flightview	UA-947-SFO-LAX	4:32 PM, Jan 03	5:12 PM, Jan 03	Terminal 3 - 72	5:59 PM, Jan 03	6:08 PM, Jan 03	73
panynj	UA-947-SFO-LAX	4:32 PM, Jan 03	5:12 PM, Jan 03	Terminal 3 - 72	5:59 PM, Jan 03	6:08 PM, Jan 03	73
gofox	UA-947-SFO-LAX	4:32 PM, Jan 03	5:12 PM, Jan 03		5:59 PM, Jan 03	6:08 PM, Jan 03	
foxbusiness	UA-947-SFO-LAX	4:32 PM, Jan 03	5:12 PM, Jan 03	Terminal 3 - 72	5:59 PM, Jan 03	6:08 PM, Jan 03	73
allegiantair	UA-947-SFO-LAX	4:32 PM, Jan 03	5:12 PM, Jan 03	Terminal 3 - 72	5:59 PM, Jan 03	6:08 PM, Jan 03	73
boston	UA-947-SFO-LAX	4:32 PM, Jan 03	5:12 PM, Jan 03		5:59 PM, Jan 03	6:03 PM, Jan 03	
orbitz	UA-947-SFO-LAX	4:32pJan 3	4:57pJan 3	 72	5:59pJan 3	6:08pJan 3	 73
weather	UA-947-SFO-LAX	2012-01-03 04:32 PM			2012-01-03 05:59 PM		
usatoday	UA-947-SFO-LAX	4:32 PM, Jan 03	5:12 PM, Jan 03		5:59 PM, Jan 03	6:03 PM, Jan 03	
flightarrival	UA-947-SFO-LAX	4:32 PM, Jan 03	5:12 PM, Jan 03		5:59 PM, Jan 03	6:03 PM, Jan 03	
aa	AA-1279-DFW-PHX	January 3, 2012               01:00 PM    	January 3, 2012               12:55 PM    	 A39	January 3, 2012               02:35 PM    	January 3, 2012               02:24 PM    	 4    
flightexplorer	AA-1279-DFW-PHX		1/3/2012 1:10PM CST			1/3/2012 2:09PM MST	
airtravelcenter	AA-1279-DFW-PHX		1/3/12 1:10 PM (-06:00)			1/3/12 2:09 PM (-07:00)	
myrateplan	AA-1279-DFW-PHX		1/3/12 1:10 PM (-06:00)			1/3/12 2:09 PM (-07:00)	
helloflight	AA-1279-DFW-PHX		1/3/12 1:10 PM (-06:00)			1/3/12 2:09 PM (-07:00)	
flytecomm	AA-1279-DFW-PHX		1/3/12 1:10 PM (-06:00)			1/3/12 2:09 PM (-07:00)	
flightaware	AA-1279-DFW-PHX	2012-01-03 01:00PM CST	2012-01-03 01:10PM CST	 A39 	2012-01-03 02:17PM MST	2012-01-03 02:09PM MST	 4 
wunderground	AA-1279-DFW-PHX	2012-01-03 01:00PM CST	2012-01-03 01:10PM CST	 A39 	2012-01-03 02:17PM MST	2012-01-03 02:09PM MST	 4 
flights	AA-1279-DFW-PHX	01:00 PM  Tue 03-Jan-2012	12:55 PM  Tue 03-Jan-2012	A39	02:35 PM  Tue 03-Jan-2012	02:24 PM  Tue 03-Jan-2012	4
businesstravellogue	AA-1279-DFW-PHX	01:00 PM  Tue 03-Jan-2012	12:55 PM  Tue 03-Jan-2012	A39	02:35 PM  Tue 03-Jan-2012	02:24 PM  Tue 03-Jan-2012	4
flylouisville	AA-1279-DFW-PHX	01:00 PM  Tue 03-Jan-2012	12:55 PM  Tue 03-Jan-2012	A39	02:35 PM  Tue 03-Jan-2012	02:24 PM  Tue 03-Jan-2012	4
flightstats	AA-1279-DFW-PHX	2012-01-03 1:00 PM	2012-01-03 12:55 PM		2012-01-03 2:35 PM	2012-01-03 2:24 PM	
quicktrip	AA-1279-DFW-PHX	2012-01-03 1:00 PM	2012-01-03 12:55 PM		2012-01-03 2:35 PM	2012-01-03 2:24 PM	
world-flight-tracker	AA-1279-DFW-PHX	2012-01-03 1:00 PM	2012-01-03 12:55 PM		2012-01-03 2:35 PM	2012-01-03 2:24 PM	
flightview	AA-1279-DFW-PHX	1:00 PM, Jan 03	1:10 PM, Jan 03	A39	2:35 PM, Jan 03	2:19 PM, Jan 03	Terminal 3
panynj	AA-1279-DFW-PHX	1:00 PM, Jan 03	1:10 PM, Jan 03	A39	2:35 PM, Jan 03	2:19 PM, Jan 03	Terminal 3
gofox	AA-1279-DFW-PHX	1:00 PM, Jan 03	1:10 PM, Jan 03		2:35 PM, Jan 03	2:19 PM, Jan 03	
foxbusiness	AA-1279-DFW-PHX	1:00 PM, Jan 03	1:10 PM, Jan 03	A39	2:35 PM, Jan 03	2:19 PM, Jan 03	Terminal 3
allegiantair	AA-1279-DFW-PHX	1:00 PM, Jan 03	1:10 PM, Jan 03	A39	2:35 PM, Jan 03	2:19 PM, Jan 03	Terminal 3
boston	AA-1279-DFW-PHX	1:00 PM, Jan 03	1:10 PM, Jan 03		2:35 PM, Jan 03	2:19 PM, Jan 03	
orbitz	AA-1279-DFW-PHX	1:00pJan 3	12:55pJan 3	 A39	2:35pJan 3	2:24pJan 3	 4
weather	AA-1279-DFW-PHX	2012-01-03 01:00 PM	2012-01-03 01:10 PM		2012-01-03 02:35 PM	2012-01-03 02:09 PM	
dfw	AA-1279-DFW-PHX	2012-01-03 1:00 pm		A39			
flightarrival	AA-1279-DFW-PHX	1:00 PM, Jan 03	1:10 PM, Jan 03		2:35 PM, Jan 03	2:19 PM, Jan 03	
ua	UA-3737-IAD-CLT	Tue, Jan 3 8:21 AM	Tue, Jan 3 8:26 AM	D2	Tue, Jan 3 9:45 AM	Tue, Jan 3 9:57 AM	A4
flightexplorer	UA-3737-IAD-CLT		1/3/2012 8:56AM EST			1/3/2012 9:52AM EST	
airtravelcenter	UA-3737-IAD-CLT	1/3/12 8:21 AM (-05:00)			1/3/12 9:45 AM (-05:00)		
myrateplan	UA-3737-IAD-CLT	1/3/12 8:21 AM (-05:00)			1/3/12 9:45 AM (-05:00)		
helloflight	UA-3737-IAD-CLT	1/3/12 8:21 AM (-05:00)			1/3/12 9:45 AM (-05:00)		
flytecomm	UA-3737-IAD-CLT	1/3/12 8:21 AM (-05:00)			1/3/12 9:45 AM (-05:00)		
flightaware	UA-3737-IAD-CLT	2012-01-03 08:21AM EST	2012-01-03 08:56AM EST	 D2 	2012-01-03 09:32AM EST	2012-01-03 09:49AM EST	 A4 
wunderground	UA-3737-IAD-CLT	2012-01-03 08:21AM EST	2012-01-03 08:56AM EST	 D2 	2012-01-03 09:32AM EST	2012-01-03 09:49AM EST	 A4 
flights	UA-3737-IAD-CLT	08:21 AM  Tue 03-Jan-2012	08:26 AM  Tue 03-Jan-2012	D2	09:45 AM  Tue 03-Jan-2012	09:57 AM  Tue 03-Jan-2012	A4
businesstravellogue	UA-3737-IAD-CLT	08:21 AM  Tue 03-Jan-2012	08:26 AM  Tue 03-Jan-2012	D2	09:45 AM  Tue 03-Jan-2012	09:57 AM  Tue 03-Jan-2012	A4
flylouisville	UA-3737-IAD-CLT	08:21 AM  Tue 03-Jan-2012	08:26 AM  Tue 03-Jan-2012	D2	09:45 AM  Tue 03-Jan-2012	09:57 AM  Tue 03-Jan-2012	A4
world-flight-tracker	UA-3737-IAD-CLT	2012-01-03 8:21 AM	2012-01-03 8:26 AM		2012-01-03 9:45 AM	2012-01-03 9:57 AM	
flightview	UA-3737-IAD-CLT	8:21 AM, Jan 03	8:56 AM, Jan 03	D2	9:45 AM, Jan 03	9:57 AM, Jan 03	A4
panynj	UA-3737-IAD-CLT	8:21 AM, Jan 03	8:56 AM, Jan 03	D2	9:45 AM, Jan 03	9:57 AM, Jan 03	A4
gofox	UA-3737-IAD-CLT	8:21 AM, Jan 03	8:56 AM, Jan 03		9:45 AM, Jan 03	9:57 AM, Jan 03	
foxbusiness	UA-3737-IAD-CLT	8:21 AM, Jan 03	8:56 AM, Jan 03	D2	9:45 AM, Jan 03	9:57 AM, Jan 03	A4
allegiantair	UA-3737-IAD-CLT	8:21 AM, Jan 03	8:56 AM, Jan 03	D2	9:45 AM, Jan 03	9:57 AM, Jan 03	A4
boston	UA-3737-IAD-CLT	8:21 AM, Jan 03	8:56 AM, Jan 03		9:45 AM, Jan 03	9:53 AM, Jan 03	
orbitz	UA-3737-IAD-CLT	8:50aJan 3	8:55aJan 3	 D2	9:45aJan 3	9:57aJan 3	 -
weather	UA-3737-IAD-CLT	2012-01-03 08:21 AM			2012-01-03 09:45 AM		
usatoday	UA-3737-IAD-CLT	8:21 AM, Jan 03	8:56 AM, Jan 03		9:45 AM, Jan 03	9:53 AM, Jan 03	
aa	AA-1106-ELP-DFW	January 3, 2012               06:00 PM    	January 3, 2012     	 A2	January 3, 2012               08:35 PM    	January 3, 2012     	 C36    
flightexplorer	AA-1106-ELP-DFW	1/3/2012 6:00PM MST			1/3/2012 8:35PM CST		
airtravelcenter	AA-1106-ELP-DFW		1/3/12 6:09 PM (-07:00)			1/3/12 8:25 PM (-06:00)	
myrateplan	AA-1106-ELP-DFW		1/3/12 6:09 PM (-07:00)			1/3/12 8:25 PM (-06:00)	
helloflight	AA-1106-ELP-DFW		1/3/12 6:09 PM (-07:00)			1/3/12 8:25 PM (-06:00)	
flytecomm	AA-1106-ELP-DFW		1/3/12 6:09 PM (-07:00)			1/3/12 8:25 PM (-06:00)	
flightaware	AA-1106-ELP-DFW	2012-01-03 06:00PM MST	2012-01-03 06:10PM MST	 A2 	2012-01-03 08:15PM CST	2012-01-03 08:25PM CST	 C36 
wunderground	AA-1106-ELP-DFW	2012-01-03 06:00PM MST	2012-01-03 06:10PM MST	 A2 	2012-01-03 08:15PM CST	2012-01-03 08:25PM CST	 C36 
flights	AA-1106-ELP-DFW	2012-01-03 06:00 PM		A2	2012-01-03 08:35 PM		C27
businesstravellogue	AA-1106-ELP-DFW	2012-01-03 06:00 PM		A2	2012-01-03 08:35 PM		C27
flylouisville	AA-1106-ELP-DFW	2012-01-03 06:00 PM		A2	2012-01-03 08:35 PM		C27
flightview	AA-1106-ELP-DFW	6:00 PMJan 03			8:35 PMJan 03		
panynj	AA-1106-ELP-DFW	6:00 PMJan 03			8:35 PMJan 03		
gofox	AA-1106-ELP-DFW	6:00 PMJan 03			8:35 PMJan 03		
foxbusiness	AA-1106-ELP-DFW	6:00 PMJan 03			8:35 PMJan 03		
allegiantair	AA-1106-ELP-DFW	6:00 PMJan 03			8:35 PMJan 03		
boston	AA-1106-ELP-DFW	6:00 PMJan 03			8:35 PMJan 03		
orbitz	AA-1106-ELP-DFW	6:00pJan 3		 A2	8:35pJan 3		 C36
weather	AA-1106-ELP-DFW	2012-01-03 06:00 PM			2012-01-03 08:35 PM		
dfw	AA-1106-ELP-DFW				2012-01-03 8:35 pm		C36
usatoday	AA-1106-ELP-DFW	2012-01-03 06:00 PM			2012-01-03 08:35 PM		
mytripandmore	AA-1106-ELP-DFW	6:00pJan 3		 A2	8:35pJan 3		 C36
flightarrival	AA-1106-ELP-DFW	2012-01-03 06:00 PM			2012-01-03 08:35 PM		
aa	AA-1201-ORD-STL	January 3, 2012               03:10 PM    	January 3, 2012               03:15 PM    	 H15	January 3, 2012               04:15 PM    	January 3, 2012               04:21 PM    	 D18    
flightexplorer	AA-1201-ORD-STL		1/3/2012 3:28PM CST			1/3/2012 4:07PM CST	
airtravelcenter	AA-1201-ORD-STL		1/3/12 3:28 PM (-06:00)			1/3/12 4:07 PM (-06:00)	
myrateplan	AA-1201-ORD-STL		1/3/12 3:28 PM (-06:00)			1/3/12 4:07 PM (-06:00)	
helloflight	AA-1201-ORD-STL		1/3/12 3:28 PM (-06:00)			1/3/12 4:07 PM (-06:00)	
flytecomm	AA-1201-ORD-STL		1/3/12 3:28 PM (-06:00)			1/3/12 4:07 PM (-06:00)	
flightaware	AA-1201-ORD-STL	2012-01-03 03:10PM CST	2012-01-03 03:28PM CST	 H15 	2012-01-03 04:05PM CST	2012-01-03 04:15PM CST	 D18 
wunderground	AA-1201-ORD-STL	2012-01-03 03:10PM CST	2012-01-03 03:28PM CST	 H15 	2012-01-03 04:05PM CST	2012-01-03 04:15PM CST	 D18 
flights	AA-1201-ORD-STL		2012-01-03 03:15 PM	H15		2012-01-03 04:21 PM	D18
businesstravellogue	AA-1201-ORD-STL		2012-01-03 03:15 PM	H15		2012-01-03 04:21 PM	D18
flylouisville	AA-1201-ORD-STL		2012-01-03 03:15 PM	H15		2012-01-03 04:21 PM	D18
flightview	AA-1201-ORD-STL		3:28 PMJan 03			4:16 PMJan 03	
panynj	AA-1201-ORD-STL		3:28 PMJan 03			4:16 PMJan 03	
gofox	AA-1201-ORD-STL		3:28 PMJan 03			4:16 PMJan 03	
foxbusiness	AA-1201-ORD-STL		3:28 PMJan 03			4:16 PMJan 03	
allegiantair	AA-1201-ORD-STL		3:28 PMJan 03			4:16 PMJan 03	
boston	AA-1201-ORD-STL		3:28 PMJan 03			4:16 PMJan 03	
orbitz	AA-1201-ORD-STL	3:25pJan 3	3:15pJan 3	 H15	4:15pJan 3	4:21pJan 3	 D18
ord	AA-1201-ORD-STL	2012-01-03 3:10 PM		H15	2012-01-03 4:15 PM		D18
usatoday	AA-1201-ORD-STL		3:28 PMJan 03			4:16 PMJan 03	
flightwise	AA-1201-ORD-STL	2012-01-03 03:10PM CST	2012-01-03 03:28PM CST	 H15 	2012-01-03 04:05PM CST	2012-01-03 04:15PM CST	 D18 
flightarrival	AA-1201-ORD-STL		3:28 PMJan 03			4:16 PMJan 03	
aa	AA-971-MIA-SJO	January 3, 2012               09:25 AM    	January 3, 2012               09:25 AM    	 D5	January 3, 2012               11:10 AM    	January 3, 2012               11:12 AM    	 2    
airtravelcenter	AA-971-MIA-SJO		1/3/12 9:36 AM (-05:00)			1/3/12 11:04 AM (-06:00)	
myrateplan	AA-971-MIA-SJO		1/3/12 9:36 AM (-05:00)			1/3/12 11:04 AM (-06:00)	
helloflight	AA-971-MIA-SJO		1/3/12 9:36 AM (-05:00)			1/3/12 11:04 AM (-06:00)	
flytecomm	AA-971-MIA-SJO		1/3/12 9:36 AM (-05:00)			1/3/12 11:04 AM (-06:00)	
flights	AA-971-MIA-SJO	09:25 AM  Tue 03-Jan-2012	09:25 AM  Tue 03-Jan-2012	D5	11:10 AM  Tue 03-Jan-2012	11:12 AM  Tue 03-Jan-2012	2
businesstravellogue	AA-971-MIA-SJO	09:25 AM  Tue 03-Jan-2012	09:25 AM  Tue 03-Jan-2012	D5	11:10 AM  Tue 03-Jan-2012	11:12 AM  Tue 03-Jan-2012	2
flylouisville	AA-971-MIA-SJO	09:25 AM  Tue 03-Jan-2012	09:25 AM  Tue 03-Jan-2012	D5	11:10 AM  Tue 03-Jan-2012	11:12 AM  Tue 03-Jan-2012	2
world-flight-tracker	AA-971-MIA-SJO	2012-01-03 9:25 AM	2012-01-03 9:25 AM		2012-01-03 11:10 AM	2012-01-03 11:12 AM	
flightview	AA-971-MIA-SJO	9:25 AM, Jan 03	9:36 AM, Jan 03	Terminal D - D5	11:10 AM, Jan 03	11:05 AM, Jan 03	Terminal M
panynj	AA-971-MIA-SJO	9:25 AM, Jan 03	9:36 AM, Jan 03	Terminal D - D5	11:10 AM, Jan 03	11:05 AM, Jan 03	Terminal M
gofox	AA-971-MIA-SJO	9:25 AM, Jan 03	9:36 AM, Jan 03		11:10 AM, Jan 03	11:05 AM, Jan 03	
foxbusiness	AA-971-MIA-SJO	9:25 AM, Jan 03	9:36 AM, Jan 03	Terminal D - D5	11:10 AM, Jan 03	11:05 AM, Jan 03	Terminal M
allegiantair	AA-971-MIA-SJO	9:25 AM, Jan 03	9:36 AM, Jan 03	Terminal D - D5	11:10 AM, Jan 03	11:05 AM, Jan 03	Terminal M
boston	AA-971-MIA-SJO	9:25 AM, Jan 03	9:36 AM, Jan 03		11:10 AM, Jan 03	11:05 AM, Jan 03	
orbitz	AA-971-MIA-SJO	9:25aJan 3	9:25aJan 3	 D5	11:10aJan 3	11:12aJan 3	 2
weather	AA-971-MIA-SJO	2012-01-03 09:25 AM			2012-01-03 11:10 AM		
flightarrival	AA-971-MIA-SJO	2012-01-03 09:25 AM			2012-01-03 11:10 AM		
aa	AA-2459-DFW-LAX	January 3, 2012               04:45 PM    	January 3, 2012               04:45 PM    	 D28	January 3, 2012               06:10 PM    	January 3, 2012               05:49 PM    	 46A    
flightexplorer	AA-2459-DFW-LAX		1/3/2012 4:55PM CST			1/3/2012 5:46PM PST	
airtravelcenter	AA-2459-DFW-LAX		1/3/12 4:55 PM (-06:00)			1/3/12 5:46 PM (-08:00)	
myrateplan	AA-2459-DFW-LAX		1/3/12 4:55 PM (-06:00)			1/3/12 5:46 PM (-08:00)	
helloflight	AA-2459-DFW-LAX		1/3/12 4:55 PM (-06:00)			1/3/12 5:46 PM (-08:00)	
flytecomm	AA-2459-DFW-LAX		1/3/12 4:55 PM (-06:00)			1/3/12 5:46 PM (-08:00)	
flightaware	AA-2459-DFW-LAX	2012-01-03 04:45PM CST	2012-01-03 04:54PM CST	 D28 	2012-01-03 05:51PM PST	2012-01-03 05:43PM PST	 46A 
wunderground	AA-2459-DFW-LAX	2012-01-03 04:45PM CST	2012-01-03 04:54PM CST	 D28 	2012-01-03 05:51PM PST	2012-01-03 05:43PM PST	 46A 
flights	AA-2459-DFW-LAX		2012-01-03 04:45 PM	D28		2012-01-03 05:49 PM	46A
businesstravellogue	AA-2459-DFW-LAX		2012-01-03 04:45 PM	D28		2012-01-03 05:49 PM	46A
flylouisville	AA-2459-DFW-LAX		2012-01-03 04:45 PM	D28		2012-01-03 05:49 PM	46A
flightstats	AA-2459-DFW-LAX	2012-01-03 4:45 PM	2012-01-03 4:45 PM		2012-01-03 6:10 PM	2012-01-03 5:49 PM	
quicktrip	AA-2459-DFW-LAX	2012-01-03 4:45 PM	2012-01-03 4:45 PM		2012-01-03 6:10 PM	2012-01-03 5:49 PM	
flightview	AA-2459-DFW-LAX		4:55 PMJan 03			5:49 PMJan 03	
panynj	AA-2459-DFW-LAX		4:55 PMJan 03			5:49 PMJan 03	
gofox	AA-2459-DFW-LAX		4:55 PMJan 03			5:49 PMJan 03	
foxbusiness	AA-2459-DFW-LAX		4:55 PMJan 03			5:49 PMJan 03	
allegiantair	AA-2459-DFW-LAX		4:55 PMJan 03			5:49 PMJan 03	
boston	AA-2459-DFW-LAX		4:55 PMJan 03			5:44 PMJan 03	
orbitz	AA-2459-DFW-LAX	4:45pJan 3	4:45pJan 3	 D28	6:10pJan 3	5:49pJan 3	 46A
dfw	AA-2459-DFW-LAX	2012-01-03 4:45 pm		D28			
ifly	AA-2459-DFW-LAX	2012-01-03 4:45 PM	2012-01-03 4:45 PM		2012-01-03 6:10 PM	2012-01-03 5:49 PM	
usatoday	AA-2459-DFW-LAX	2012-01-03 4:45 PM	2012-01-03 4:45 PM		2012-01-03 6:10 PM	2012-01-03 5:49 PM	
flightwise	AA-2459-DFW-LAX	2012-01-03 04:45PM CST	2012-01-03 04:54PM CST	 D28 	2012-01-03 05:51PM PST	2012-01-03 05:43PM PST	 46A 
flightarrival	AA-2459-DFW-LAX	2012-01-03 4:45 PM	2012-01-03 4:45 PM		2012-01-03 6:10 PM	2012-01-03 5:49 PM	
aa	AA-2574-MIA-ATL	January 3, 2012               06:55 PM    	January 3, 2012               06:58 PM    	 D30	January 3, 2012               08:55 PM    	January 3, 2012               08:50 PM    	 T12    
airtravelcenter	AA-2574-MIA-ATL		1/3/12 7:12 PM (-05:00)			1/3/12 8:45 PM (-05:00)	
myrateplan	AA-2574-MIA-ATL		1/3/12 7:12 PM (-05:00)			1/3/12 8:45 PM (-05:00)	
helloflight	AA-2574-MIA-ATL		1/3/12 7:12 PM (-05:00)			1/3/12 8:45 PM (-05:00)	
flytecomm	AA-2574-MIA-ATL		1/3/12 7:12 PM (-05:00)			1/3/12 8:45 PM (-05:00)	
flightaware	AA-2574-MIA-ATL	2012-01-03 06:55PM EST	2012-01-03 07:12PM EST	 D30 	2012-01-03 08:46PM EST	2012-01-03 08:42PM EST	 T12 
wunderground	AA-2574-MIA-ATL	2012-01-03 06:55PM EST	2012-01-03 07:12PM EST	 D30 	2012-01-03 08:46PM EST	2012-01-03 08:42PM EST	 T12 
flights	AA-2574-MIA-ATL	06:55 PM  Tue 03-Jan-2012	06:58 PM  Tue 03-Jan-2012	D30	08:55 PM  Tue 03-Jan-2012	08:50 PM  Tue 03-Jan-2012	T12
businesstravellogue	AA-2574-MIA-ATL	06:55 PM  Tue 03-Jan-2012	06:58 PM  Tue 03-Jan-2012	D30	08:55 PM  Tue 03-Jan-2012	08:50 PM  Tue 03-Jan-2012	T12
flylouisville	AA-2574-MIA-ATL	06:55 PM  Tue 03-Jan-2012	06:58 PM  Tue 03-Jan-2012	D30	08:55 PM  Tue 03-Jan-2012	08:50 PM  Tue 03-Jan-2012	T12
flightstats	AA-2574-MIA-ATL	2012-01-03 6:55 PM	2012-01-03 6:58 PM		2012-01-03 8:55 PM	2012-01-03 8:50 PM	
quicktrip	AA-2574-MIA-ATL	2012-01-03 6:55 PM	2012-01-03 6:58 PM		2012-01-03 8:55 PM	2012-01-03 8:50 PM	
world-flight-tracker	AA-2574-MIA-ATL	2012-01-03 6:55 PM	2012-01-03 6:58 PM		2012-01-03 8:55 PM	2012-01-03 8:50 PM	
flightview	AA-2574-MIA-ATL	6:55 PM, Jan 03	7:12 PM, Jan 03	Terminal D - D30	8:55 PM, Jan 03	8:46 PM, Jan 03	T12
panynj	AA-2574-MIA-ATL	6:55 PM, Jan 03	7:12 PM, Jan 03	Terminal D - D30	8:55 PM, Jan 03	8:46 PM, Jan 03	T12
gofox	AA-2574-MIA-ATL	6:55 PM, Jan 03	7:12 PM, Jan 03		8:55 PM, Jan 03	8:46 PM, Jan 03	
foxbusiness	AA-2574-MIA-ATL	6:55 PM, Jan 03	7:12 PM, Jan 03	Terminal D - D30	8:55 PM, Jan 03	8:46 PM, Jan 03	T12
allegiantair	AA-2574-MIA-ATL	6:55 PM, Jan 03	7:12 PM, Jan 03	Terminal D - D30	8:55 PM, Jan 03	8:46 PM, Jan 03	T12
