aa	AA-2446-LAX-DFW	12/07/2011 01:10 PM	12/07/2011 01:19 PM	42B	12/07/2011 06:10 PM	12/07/2011 06:08 PM	C2
quicktrip	UA-837-DFW-SFO	2011-12-07 6:36 AM	2011-12-07 6:28 AM		2011-12-07 8:47 AM	2011-12-07 8:31 AM	
flightview	UA-837-DFW-SFO		6:45 AMDec 07			8:31 AMDec 07	
panynj	UA-837-DFW-SFO		6:45 AMDec 07			8:31 AMDec 07	
gofox	UA-837-DFW-SFO		6:45 AMDec 07			8:31 AMDec 07	
foxbusiness	UA-837-DFW-SFO		6:45 AMDec 07			8:31 AMDec 07	
allegiantair	UA-837-DFW-SFO		6:45 AMDec 07			8:31 AMDec 07	
boston	UA-837-DFW-SFO		6:45 AMDec 07			7:54 AMDec 07	
travelocity	UA-837-DFW-SFO	Dec 07 - Not Available	Dec 07 - 6:45am	CHK	Dec 07 - Not Available	Dec 07 - 8:31am	84
orbitz	UA-837-DFW-SFO	6:53aDec 7	6:45aDec 7	 -	8:47aDec 7	8:31aDec 7	 84
weather	UA-837-DFW-SFO	2011-12-07 06:36 AM	2011-12-07 06:46 AM		2011-12-07 08:47 AM	2011-12-07 07:53 AM	
sfo	UA-837-DFW-SFO				2011-12-07 8:47 AM		84
usatoday	UA-837-DFW-SFO		6:45 AMDec 07			7:54 AMDec 07	
mytripandmore	UA-837-DFW-SFO	Dec 07 - Not Available	Dec 07 - 6:45am	CHK	Dec 07 - Not Available	Dec 07 - 8:31am	84
flightarrival	UA-837-DFW-SFO		6:45 AMDec 07			7:54 AMDec 07	
ua	UA-630-DEN-SAN	Wed, Dec 7 7:03 PM	Wed, Dec 7 7:03 PM            On Time	B24	Wed, Dec 7 8:24 PM	Wed, Dec 7 8:15 PM	13
flightexplorer	UA-630-DEN-SAN	12/7/2011 7:03PM MST			12/7/2011 8:12PM PST		
airtravelcenter	UA-630-DEN-SAN		12/7/11 7:11 PM (-07:00)			12/7/11 7:55 PM (-08:00)	
myrateplan	UA-630-DEN-SAN		12/7/11 7:11 PM (-07:00)			12/7/11 7:55 PM (-08:00)	
helloflight	UA-630-DEN-SAN		12/7/11 7:11 PM (-07:00)			12/7/11 7:55 PM (-08:00)	
flytecomm	UA-630-DEN-SAN		12/7/11 7:11 PM (-07:00)			12/7/11 7:55 PM (-08:00)	
flights	UA-630-DEN-SAN	2011-12-07 07:03 PM		B24	2011-12-07 08:24 PM		13
businesstravellogue	UA-630-DEN-SAN	2011-12-07 07:03 PM		B24	2011-12-07 08:24 PM		13
flylouisville	UA-630-DEN-SAN	2011-12-07 07:03 PM		B24	2011-12-07 08:24 PM		13
flightview	UA-630-DEN-SAN	7:03 PMDec 07			8:15 PMDec 07		
panynj	UA-630-DEN-SAN	7:03 PMDec 07			8:15 PMDec 07		
gofox	UA-630-DEN-SAN	7:03 PMDec 07			8:15 PMDec 07		
foxbusiness	UA-630-DEN-SAN	7:03 PMDec 07			8:15 PMDec 07		
allegiantair	UA-630-DEN-SAN	7:03 PMDec 07			8:15 PMDec 07		
boston	UA-630-DEN-SAN	7:03 PMDec 07			7:59 PMDec 07		
orbitz	UA-630-DEN-SAN	7:03pDec 7		 B24	8:06pDec 7		 -
den	UA-630-DEN-SAN	2011-12-07 7:03 PM		B24			
ua	UA-567-SFO-YVR	Wed, Dec 7 11:26 AM	Wed, Dec 7 11:26 AM            On Time	72	Wed, Dec 7 1:40 PM	Wed, Dec 7 1:46 PM	75
flightexplorer	UA-567-SFO-YVR	12/7/2011 11:26AM PST			12/7/2011 1:42PM PST		
airtravelcenter	UA-567-SFO-YVR		12/7/11 11:45 AM (-08:00)			12/7/11 1:42 PM (-08:00)	
myrateplan	UA-567-SFO-YVR		12/7/11 11:45 AM (-08:00)			12/7/11 1:42 PM (-08:00)	
helloflight	UA-567-SFO-YVR		12/7/11 11:45 AM (-08:00)			12/7/11 1:42 PM (-08:00)	
flytecomm	UA-567-SFO-YVR		12/7/11 11:45 AM (-08:00)			12/7/11 1:42 PM (-08:00)	
flights	UA-567-SFO-YVR	2011-12-07 11:26 AM		72	2011-12-07 01:40 PM		75
businesstravellogue	UA-567-SFO-YVR	2011-12-07 11:26 AM		72	2011-12-07 01:40 PM		75
flylouisville	UA-567-SFO-YVR	2011-12-07 11:26 AM		72	2011-12-07 01:40 PM		75
flightview	UA-567-SFO-YVR	11:26 AMDec 07			1:46 PMDec 07		
panynj	UA-567-SFO-YVR	11:26 AMDec 07			1:46 PMDec 07		
gofox	UA-567-SFO-YVR	11:26 AMDec 07			1:46 PMDec 07		
foxbusiness	UA-567-SFO-YVR	11:26 AMDec 07			1:46 PMDec 07		
allegiantair	UA-567-SFO-YVR	11:26 AMDec 07			1:46 PMDec 07		
boston	UA-567-SFO-YVR	11:26 AMDec 07			1:23 PMDec 07		
orbitz	UA-567-SFO-YVR	11:26aDec 7		 72	1:52pDec 7		 75
usatoday	UA-567-SFO-YVR	11:26 AMDec 07			1:23 PMDec 07		
flightarrival	UA-567-SFO-YVR	11:26 AMDec 07			1:23 PMDec 07		
ua	UA-741-CLT-ORD	Wed, Dec 7 4:39 PM	Wed, Dec 7 4:39 PM	A4	Wed, Dec 7 5:42 PM	Wed, Dec 7 5:45 PM	C22
airtravelcenter	UA-741-CLT-ORD		12/7/11 4:55 PM (-05:00)			12/7/11 5:30 PM (-06:00)	
myrateplan	UA-741-CLT-ORD		12/7/11 4:55 PM (-05:00)			12/7/11 5:30 PM (-06:00)	
helloflight	UA-741-CLT-ORD		12/7/11 4:55 PM (-05:00)			12/7/11 5:30 PM (-06:00)	
flytecomm	UA-741-CLT-ORD		12/7/11 4:55 PM (-05:00)			12/7/11 5:30 PM (-06:00)	
flights	UA-741-CLT-ORD		2011-12-07 04:39 PM	A4		2011-12-07 05:45 PM	C22
businesstravellogue	UA-741-CLT-ORD		2011-12-07 04:39 PM	A4		2011-12-07 05:45 PM	C22
flylouisville	UA-741-CLT-ORD		2011-12-07 04:39 PM	A4		2011-12-07 05:45 PM	C22
flightview	UA-741-CLT-ORD		4:55 PMDec 07			5:45 PMDec 07	
panynj	UA-741-CLT-ORD		4:55 PMDec 07			5:45 PMDec 07	
gofox	UA-741-CLT-ORD		4:55 PMDec 07			5:45 PMDec 07	
foxbusiness	UA-741-CLT-ORD		4:55 PMDec 07			5:45 PMDec 07	
allegiantair	UA-741-CLT-ORD		4:55 PMDec 07			5:45 PMDec 07	
boston	UA-741-CLT-ORD		4:55 PMDec 07			5:33 PMDec 07	
travelocity	UA-741-CLT-ORD	Dec 07 - Not Available	Dec 07 - 4:55pm	A4	Dec 07 - Not Available	Dec 07 - 5:45pm	C22
orbitz	UA-741-CLT-ORD	4:55pDec 7	4:55pDec 7	 A4	5:42pDec 7	5:45pDec 7	 C22
weather	UA-741-CLT-ORD	2011-12-07 04:39 PM			2011-12-07 05:42 PM		
ord	UA-741-CLT-ORD	2011-12-07 4:39 PM		A4	2011-12-07 5:42 PM		C22
usatoday	UA-741-CLT-ORD		4:55 PMDec 07			5:33 PMDec 07	
mytripandmore	UA-741-CLT-ORD	4:55pDec 7	4:55pDec 7	 A4	5:42pDec 7	5:45pDec 7	 C22
aa	AA-1259-ORD-PHX	12/07/2011 08:30 AM	12/07/2011 08:37 AM	H17	12/07/2011 11:15 AM	12/07/2011 10:57 AM	6
flightexplorer	AA-1259-ORD-PHX		12/7/2011 8:38AM CST			12/7/2011 10:44AM MST	
airtravelcenter	AA-1259-ORD-PHX		12/7/11 8:38 AM (-06:00)			12/7/11 10:44 AM (-07:00)	
myrateplan	AA-1259-ORD-PHX		12/7/11 8:38 AM (-06:00)			12/7/11 10:44 AM (-07:00)	
helloflight	AA-1259-ORD-PHX		12/7/11 8:38 AM (-06:00)			12/7/11 10:44 AM (-07:00)	
flytecomm	AA-1259-ORD-PHX		12/7/11 8:38 AM (-06:00)			12/7/11 10:44 AM (-07:00)	
flightaware	AA-1259-ORD-PHX	2011-12-07 08:30AM CST	2011-12-07 08:37AM CST	 H17 	2011-12-07 10:44AM MST	2011-12-07 10:51AM MST	 6 
wunderground	AA-1259-ORD-PHX	2011-12-07 08:30AM CST	2011-12-07 08:37AM CST	 H17 	2011-12-07 10:44AM MST	2011-12-07 10:51AM MST	 6 
flights	AA-1259-ORD-PHX	08:30 AM  Wed 07-Dec-2011	08:37 AM  Wed 07-Dec-2011	H17	11:15 AM  Wed 07-Dec-2011	10:57 AM  Wed 07-Dec-2011	6
businesstravellogue	AA-1259-ORD-PHX	08:30 AM  Wed 07-Dec-2011	08:37 AM  Wed 07-Dec-2011	H17	11:15 AM  Wed 07-Dec-2011	10:57 AM  Wed 07-Dec-2011	6
flylouisville	AA-1259-ORD-PHX	08:30 AM  Wed 07-Dec-2011	08:37 AM  Wed 07-Dec-2011	H17	11:15 AM  Wed 07-Dec-2011	10:57 AM  Wed 07-Dec-2011	6
flightstats	AA-1259-ORD-PHX	2011-12-07 8:30 AM	2011-12-07 8:37 AM		2011-12-07 11:15 AM	2011-12-07 10:57 AM	
quicktrip	AA-1259-ORD-PHX	2011-12-07 8:30 AM	2011-12-07 8:37 AM		2011-12-07 11:15 AM	2011-12-07 10:57 AM	
world-flight-tracker	AA-1259-ORD-PHX	2011-12-07 8:30 AM	2011-12-07 8:37 AM		2011-12-07 11:15 AM	2011-12-07 10:57 AM	
flightview	AA-1259-ORD-PHX	8:30 AM, Dec 07	8:38 AM, Dec 07	H17	11:15 AM, Dec 07	10:53 AM, Dec 07	Terminal 3
panynj	AA-1259-ORD-PHX	8:30 AM, Dec 07	8:38 AM, Dec 07	H17	11:15 AM, Dec 07	10:53 AM, Dec 07	Terminal 3
gofox	AA-1259-ORD-PHX	8:30 AM, Dec 07	8:38 AM, Dec 07		11:15 AM, Dec 07	10:53 AM, Dec 07	
foxbusiness	AA-1259-ORD-PHX	8:30 AM, Dec 07	8:38 AM, Dec 07	H17	11:15 AM, Dec 07	10:53 AM, Dec 07	Terminal 3
allegiantair	AA-1259-ORD-PHX	8:30 AM, Dec 07	8:38 AM, Dec 07	H17	11:15 AM, Dec 07	10:53 AM, Dec 07	Terminal 3
boston	AA-1259-ORD-PHX	8:30 AM, Dec 07	8:38 AM, Dec 07		11:15 AM, Dec 07	10:53 AM, Dec 07	
travelocity	AA-1259-ORD-PHX	Dec 07 - 8:30am	Dec 07 - 8:25am	H17/T3	Dec 07 - 11:15am	Dec 07 - 10:57am	6/3
orbitz	AA-1259-ORD-PHX	8:30aDec 7	8:25aDec 7	 H17	11:15aDec 7	10:57aDec 7	 6
weather	AA-1259-ORD-PHX	2011-12-07 08:30 AM	2011-12-07 08:38 AM		2011-12-07 11:15 AM	2011-12-07 10:50 AM	
ord	AA-1259-ORD-PHX	2011-12-07 8:30 AM		H17	2011-12-07 11:15 AM		6
usatoday	AA-1259-ORD-PHX	2011-12-07 8:30 AM	2011-12-07 8:37 AM		2011-12-07 11:15 AM	2011-12-07 10:57 AM	
mytripandmore	AA-1259-ORD-PHX	8:30aDec 7	8:25aDec 7	 H17	11:15aDec 7	10:57aDec 7	 6
flightwise	AA-1259-ORD-PHX	2011-12-07 08:30AM CST	2011-12-07 08:37AM CST	 H17 	2011-12-07 10:44AM MST	2011-12-07 10:51AM MST	 6 
flightarrival	AA-1259-ORD-PHX	8:30 AM, Dec 07	8:38 AM, Dec 07		11:15 AM, Dec 07	10:53 AM, Dec 07	
ua	UA-4144-IAH-MEM	Wed, Dec 7 1:10 PM	Wed, Dec 7 1:01 PM	B80	Wed, Dec 7 2:42 PM	Wed, Dec 7 2:38 PM	C14
airtravelcenter	UA-4144-IAH-MEM	12/7/11 1:10 PM (-06:00)			12/7/11 2:42 PM (-06:00)		
myrateplan	UA-4144-IAH-MEM	12/7/11 1:10 PM (-06:00)			12/7/11 2:42 PM (-06:00)		
helloflight	UA-4144-IAH-MEM	12/7/11 1:10 PM (-06:00)			12/7/11 2:42 PM (-06:00)		
flytecomm	UA-4144-IAH-MEM	12/7/11 1:10 PM (-06:00)			12/7/11 2:42 PM (-06:00)		
flights	UA-4144-IAH-MEM		2011-12-07 01:01 PM	80		2011-12-07 02:38 PM	C14
businesstravellogue	UA-4144-IAH-MEM		2011-12-07 01:01 PM	80		2011-12-07 02:38 PM	C14
flylouisville	UA-4144-IAH-MEM		2011-12-07 01:01 PM	80		2011-12-07 02:38 PM	C14
travelocity	UA-4144-IAH-MEM	Dec 07 - 1:10pm	Dec 07 - Contact Airline	Not provided by airline	Dec 07 - 2:42pm	Dec 07 - Contact Airline	Not provided by airline
orbitz	UA-4144-IAH-MEM	1:10pDec 7	1:01pDec 7	 B80	2:42pDec 7	2:38pDec 7	 C14
weather	UA-4144-IAH-MEM	2011-12-07 01:10 PM			2011-12-07 02:42 PM		
usatoday	UA-4144-IAH-MEM	2011-12-07 01:10 PM			2011-12-07 02:42 PM		
mytripandmore	UA-4144-IAH-MEM	1:10pDec 7	1:01pDec 7	 B80	2:42pDec 7	2:38pDec 7	 C14
flightarrival	UA-4144-IAH-MEM	2011-12-07 01:10 PM			2011-12-07 02:42 PM		
aa	AA-1544-SAN-ORD	12/07/2011 11:25 AM	12/07/2011 11:31 AM	27	12/07/2011 05:25 PM	12/07/2011 05:20 PM	H6
flightexplorer	AA-1544-SAN-ORD		12/7/2011 11:32AM PST			12/7/2011 5:08PM CST	
airtravelcenter	AA-1544-SAN-ORD		12/7/11 11:32 AM (-08:00)			12/7/11 5:08 PM (-06:00)	
myrateplan	AA-1544-SAN-ORD		12/7/11 11:32 AM (-08:00)			12/7/11 5:08 PM (-06:00)	
helloflight	AA-1544-SAN-ORD		12/7/11 11:32 AM (-08:00)			12/7/11 5:08 PM (-06:00)	
flytecomm	AA-1544-SAN-ORD		12/7/11 11:32 AM (-08:00)			12/7/11 5:08 PM (-06:00)	
flights	AA-1544-SAN-ORD		2011-12-07 11:31 AM	27		2011-12-07 05:20 PM	H6
businesstravellogue	AA-1544-SAN-ORD		2011-12-07 11:31 AM	27		2011-12-07 05:20 PM	H6
flylouisville	AA-1544-SAN-ORD		2011-12-07 11:31 AM	27		2011-12-07 05:20 PM	H6
flightview	AA-1544-SAN-ORD		11:32 AMDec 07			5:20 PMDec 07	
panynj	AA-1544-SAN-ORD		11:32 AMDec 07			5:20 PMDec 07	
gofox	AA-1544-SAN-ORD		11:32 AMDec 07			5:20 PMDec 07	
foxbusiness	AA-1544-SAN-ORD		11:32 AMDec 07			5:20 PMDec 07	
allegiantair	AA-1544-SAN-ORD		11:32 AMDec 07			5:20 PMDec 07	
boston	AA-1544-SAN-ORD		11:32 AMDec 07			5:10 PMDec 07	
travelocity	AA-1544-SAN-ORD	Dec 07 - 11:25am	Dec 07 - 11:16am	27/T2	Dec 07 - 5:25pm	Dec 07 - 5:20pm	H6/T3
orbitz	AA-1544-SAN-ORD	11:25aDec 7	11:16aDec 7	 27	5:25pDec 7	5:20pDec 7	 H6
weather	AA-1544-SAN-ORD	2011-12-07 11:25 AM			2011-12-07 05:25 PM		
ord	AA-1544-SAN-ORD	2011-12-07 11:25 AM		27	2011-12-07 5:25 PM		H6
mytripandmore	AA-1544-SAN-ORD	11:25aDec 7	11:16aDec 7	 27	5:25pDec 7	5:20pDec 7	 H6
CO	CO-1661-PHX-IAH	Wed., Dec.07, 2011 2:25 p.m.	Wed., Dec.07, 2011 2:40 p.m.		Wed., Dec.07, 2011 6:04 p.m.	Wed., Dec.07, 2011 6:18 p.m.	
flightexplorer	CO-1661-PHX-IAH		12/7/2011 2:51PM MST			12/7/2011 6:07PM CST	
airtravelcenter	CO-1661-PHX-IAH	12/7/11 2:25 PM (-07:00)			12/7/11 6:04 PM (-06:00)		
myrateplan	CO-1661-PHX-IAH	12/7/11 2:25 PM (-07:00)			12/7/11 6:04 PM (-06:00)		
helloflight	CO-1661-PHX-IAH	12/7/11 2:25 PM (-07:00)			12/7/11 6:04 PM (-06:00)		
flytecomm	CO-1661-PHX-IAH	12/7/11 2:25 PM (-07:00)			12/7/11 6:04 PM (-06:00)		
flights	CO-1661-PHX-IAH		2011-12-07 02:40 PM	6B		2011-12-07 06:18 PM	44
businesstravellogue	CO-1661-PHX-IAH		2011-12-07 02:40 PM	6B		2011-12-07 06:18 PM	44
flylouisville	CO-1661-PHX-IAH		2011-12-07 02:40 PM	6B		2011-12-07 06:18 PM	44
flightstats	CO-1661-PHX-IAH	2011-12-07 2:25 PM	2011-12-07 2:40 PM		2011-12-07 6:04 PM	2011-12-07 6:18 PM	
quicktrip	CO-1661-PHX-IAH	2011-12-07 2:25 PM	2011-12-07 2:40 PM		2011-12-07 6:04 PM	2011-12-07 6:18 PM	
flightview	CO-1661-PHX-IAH		2:52 PMDec 07			6:18 PMDec 07	
panynj	CO-1661-PHX-IAH		2:52 PMDec 07			6:18 PMDec 07	
gofox	CO-1661-PHX-IAH		2:52 PMDec 07			6:18 PMDec 07	
foxbusiness	CO-1661-PHX-IAH		2:52 PMDec 07			6:18 PMDec 07	
allegiantair	CO-1661-PHX-IAH		2:52 PMDec 07			6:18 PMDec 07	
boston	CO-1661-PHX-IAH		2:52 PMDec 07			6:09 PMDec 07	
travelocity	CO-1661-PHX-IAH	Dec 07 - 2:25pm	Dec 07 - 2:40pm	6B	Dec 07 - 6:04pm	Dec 07 - 6:18pm	C-44
orbitz	CO-1661-PHX-IAH	2:25pDec 7	2:40pDec 7	 6B	6:04pDec 7	6:18pDec 7	 44
weather	CO-1661-PHX-IAH	2011-12-07 02:25 PM			2011-12-07 06:04 PM		
usatoday	CO-1661-PHX-IAH	2011-12-07 02:25 PM			2011-12-07 06:04 PM		
ua	UA-893-SFO-ICN	Wed, Dec 7 11:00 AM	Wed, Dec 7 11:00 AM            On Time	100	Thu, Dec 8 4:20 PM	Thu, Dec 8 3:55 PM	124
airtravelcenter	UA-893-SFO-ICN		12/7/11 11:10 AM (-08:00)			12/8/11 3:12 PM (+09:00)	
myrateplan	UA-893-SFO-ICN		12/7/11 11:10 AM (-08:00)			12/8/11 3:12 PM (+09:00)	
helloflight	UA-893-SFO-ICN		12/7/11 11:10 AM (-08:00)			12/8/11 3:12 PM (+09:00)	
flytecomm	UA-893-SFO-ICN		12/7/11 11:10 AM (-08:00)			12/8/11 3:12 PM (+09:00)	
flights	UA-893-SFO-ICN	2011-12-07 11:00 AM			2011-12-07 04:20 PM		
businesstravellogue	UA-893-SFO-ICN	2011-12-07 11:00 AM			2011-12-07 04:20 PM		
flylouisville	UA-893-SFO-ICN	2011-12-07 11:00 AM			2011-12-07 04:20 PM		
flightview	UA-893-SFO-ICN	11:00 AMDec 07			3:55 PMDec 08		
panynj	UA-893-SFO-ICN	11:00 AMDec 07			3:55 PMDec 08		
gofox	UA-893-SFO-ICN	11:00 AMDec 07			3:55 PMDec 08		
foxbusiness	UA-893-SFO-ICN	11:00 AMDec 07			3:55 PMDec 08		
allegiantair	UA-893-SFO-ICN	11:00 AMDec 07			3:55 PMDec 08		
boston	UA-893-SFO-ICN	11:00 AMDec 07			3:12 PMDec 08		
orbitz	UA-893-SFO-ICN	11:00aDec 7		 100	3:30pDec 8		 124
CO	CO-1255-LAX-EWR	Wed., Dec.07, 2011 3:50 p.m.	Wed., Dec.07, 2011 3:56 p.m.		Wed., Dec.07, 2011 11:59 p.m.	Wed., Dec.07, 2011 12:08 a.m.	
airtravelcenter	CO-1255-LAX-EWR	12/7/11 3:50 PM (-08:00)			12/7/11 11:59 PM (-05:00)		
myrateplan	CO-1255-LAX-EWR	12/7/11 3:50 PM (-08:00)			12/7/11 11:59 PM (-05:00)		
helloflight	CO-1255-LAX-EWR	12/7/11 3:50 PM (-08:00)			12/7/11 11:59 PM (-05:00)		
flytecomm	CO-1255-LAX-EWR	12/7/11 3:50 PM (-08:00)			12/7/11 11:59 PM (-05:00)		
flightaware	CO-1255-LAX-EWR	2011-12-07 03:50PM PST	2011-12-07 04:08PM PST	 60 	2011-12-07 11:37PM EST	2011-12-07 11:46PM EST	 C75 
wunderground	CO-1255-LAX-EWR	2011-12-07 03:50PM PST	2011-12-07 04:08PM PST	 60 	2011-12-07 11:37PM EST	2011-12-07 11:46PM EST	 C75 
flights	CO-1255-LAX-EWR	03:50 PM  Wed 07-Dec-2011	03:56 PM  Wed 07-Dec-2011	60	11:59 PM  Wed 07-Dec-2011	12:08 AM  Thu 08-Dec-2011	75
businesstravellogue	CO-1255-LAX-EWR	03:50 PM  Wed 07-Dec-2011	03:56 PM  Wed 07-Dec-2011	60	11:59 PM  Wed 07-Dec-2011	12:08 AM  Thu 08-Dec-2011	75
flylouisville	CO-1255-LAX-EWR	03:50 PM  Wed 07-Dec-2011	03:56 PM  Wed 07-Dec-2011	60	11:59 PM  Wed 07-Dec-2011	12:08 AM  Thu 08-Dec-2011	75
flightstats	CO-1255-LAX-EWR	2011-12-07 3:50 PM	2011-12-07 3:56 PM		2011-12-07 11:59 PM	2011-12-07 12:08 AM	
quicktrip	CO-1255-LAX-EWR	2011-12-07 3:50 PM	2011-12-07 3:56 PM		2011-12-07 11:59 PM	2011-12-07 12:08 AM	
world-flight-tracker	CO-1255-LAX-EWR	2011-12-07 3:50 PM	2011-12-07 3:56 PM		2011-12-07 11:59 PM	2011-12-07 12:08 AM	
flightview	CO-1255-LAX-EWR	3:50 PM, Dec 07	4:08 PM, Dec 07	Term 6 - 60	11:59 PM, Dec 07	12:01 AM, Dec 08	Term C - C75
panynj	CO-1255-LAX-EWR	3:50 PM, Dec 07	4:08 PM, Dec 07	Term 6 - 60	11:59 PM, Dec 07	12:01 AM, Dec 08	Term C - C75
gofox	CO-1255-LAX-EWR	3:50 PM, Dec 07	4:08 PM, Dec 07		11:59 PM, Dec 07	12:01 AM, Dec 08	
foxbusiness	CO-1255-LAX-EWR	3:50 PM, Dec 07	4:08 PM, Dec 07	Term 6 - 60	11:59 PM, Dec 07	12:01 AM, Dec 08	Term C - C75
allegiantair	CO-1255-LAX-EWR	3:50 PM, Dec 07	4:08 PM, Dec 07	Term 6 - 60	11:59 PM, Dec 07	12:01 AM, Dec 08	Term C - C75
boston	CO-1255-LAX-EWR	3:50 PM, Dec 07	4:08 PM, Dec 07		11:59 PM, Dec 07	12:01 AM, Dec 08	
travelocity	CO-1255-LAX-EWR	Dec 07 - 3:50pm	Dec 07 - 3:56pm	60	Dec 07 - 11:59pm	Dec 07 - 12:08am	C75
orbitz	CO-1255-LAX-EWR	3:50pDec 7	3:56pDec 7	 60	11:47pDec 7		 C75
weather	CO-1255-LAX-EWR	2011-12-07 03:50 PM			2011-12-07 11:59 PM		
ifly	CO-1255-LAX-EWR	2011-12-07 3:50 PM	2011-12-07 3:56 PM		2011-12-07 11:59 PM	2011-12-07 12:08 AM	
mytripandmore	CO-1255-LAX-EWR	3:50pDec 7	3:56pDec 7	 60	11:47pDec 7		 C75
flightarrival	CO-1255-LAX-EWR	3:50 PM, Dec 07	4:08 PM, Dec 07		11:59 PM, Dec 07	12:01 AM, Dec 08	
CO	CO-1585-IAH-ORD	Wed., Dec.07, 2011 8:50 a.m.	Wed., Dec.07, 2011 9:15 a.m.		Wed., Dec.07, 2011 11:24 a.m.	Wed., Dec.07, 2011 11:46 a.m.	
flightexplorer	CO-1585-IAH-ORD		12/7/2011 9:31AM CST			12/7/2011 11:45AM CST	
airtravelcenter	CO-1585-IAH-ORD	12/7/11 8:50 AM (-06:00)			12/7/11 11:24 AM (-06:00)		
myrateplan	CO-1585-IAH-ORD	12/7/11 8:50 AM (-06:00)			12/7/11 11:24 AM (-06:00)		
helloflight	CO-1585-IAH-ORD	12/7/11 8:50 AM (-06:00)			12/7/11 11:24 AM (-06:00)		
flytecomm	CO-1585-IAH-ORD	12/7/11 8:50 AM (-06:00)			12/7/11 11:24 AM (-06:00)		
flightaware	CO-1585-IAH-ORD	2011-12-07 08:50AM CST	2011-12-07 09:32AM CST	 39 	2011-12-07 11:14AM CST	2011-12-07 11:42AM CST	 B2 
wunderground	CO-1585-IAH-ORD	2011-12-07 08:50AM CST	2011-12-07 09:32AM CST	 39 	2011-12-07 11:14AM CST	2011-12-07 11:42AM CST	 B2 
flights	CO-1585-IAH-ORD		2011-12-07 09:15 AM	39		2011-12-07 11:46 AM	B2
businesstravellogue	CO-1585-IAH-ORD		2011-12-07 09:15 AM	39		2011-12-07 11:46 AM	B2
flylouisville	CO-1585-IAH-ORD		2011-12-07 09:15 AM	39		2011-12-07 11:46 AM	B2
flightstats	CO-1585-IAH-ORD	2011-12-07 8:50 AM	2011-12-07 9:15 AM		2011-12-07 11:24 AM	2011-12-07 11:46 AM	
quicktrip	CO-1585-IAH-ORD	2011-12-07 8:50 AM	2011-12-07 9:15 AM		2011-12-07 11:24 AM	2011-12-07 11:46 AM	
flightview	CO-1585-IAH-ORD		9:32 AMDec 07			11:46 AMDec 07	
panynj	CO-1585-IAH-ORD		9:32 AMDec 07			11:46 AMDec 07	
gofox	CO-1585-IAH-ORD		9:32 AMDec 07			11:46 AMDec 07	
foxbusiness	CO-1585-IAH-ORD		9:32 AMDec 07			11:46 AMDec 07	
allegiantair	CO-1585-IAH-ORD		9:32 AMDec 07			11:46 AMDec 07	
boston	CO-1585-IAH-ORD		9:32 AMDec 07			11:47 AMDec 07	
orbitz	CO-1585-IAH-ORD	8:50aDec 7	9:15aDec 7	 39	11:24aDec 7	11:46aDec 7	 B2
weather	CO-1585-IAH-ORD	2011-12-07 08:50 AM			2011-12-07 11:24 AM		
ord	CO-1585-IAH-ORD	2011-12-07 8:50 AM		39	2011-12-07 11:24 AM		B2
ifly	CO-1585-IAH-ORD	2011-12-07 8:50 AM	2011-12-07 9:15 AM		2011-12-07 11:24 AM	2011-12-07 11:46 AM	
usatoday	CO-1585-IAH-ORD	2011-12-07 8:50 AM	2011-12-07 9:15 AM		2011-12-07 11:24 AM	2011-12-07 11:46 AM	
flightwise	CO-1585-IAH-ORD	2011-12-07 08:50AM CST	2011-12-07 09:32AM CST	 39 	2011-12-07 11:14AM CST	2011-12-07 11:42AM CST	 B2 
aa	AA-487-SJU-CCS	12/07/2011 01:00 PM	12/07/2011 12:57 PM	11	12/07/2011 02:10 PM	12/07/2011 01:55 PM	24
airtravelcenter	AA-487-SJU-CCS		12/7/11 12:58 PM (-04:00)			12/7/11 1:43 PM (-04:00)	
myrateplan	AA-487-SJU-CCS		12/7/11 12:58 PM (-04:00)			12/7/11 1:43 PM (-04:00)	
helloflight	AA-487-SJU-CCS		12/7/11 12:58 PM (-04:00)			12/7/11 1:43 PM (-04:00)	
flytecomm	AA-487-SJU-CCS		12/7/11 12:58 PM (-04:00)			12/7/11 1:43 PM (-04:00)	
flights	AA-487-SJU-CCS		2011-12-07 12:57 PM	D11		2011-12-07 01:55 PM	24
businesstravellogue	AA-487-SJU-CCS		2011-12-07 12:57 PM	D11		2011-12-07 01:55 PM	24
flylouisville	AA-487-SJU-CCS		2011-12-07 12:57 PM	D11		2011-12-07 01:55 PM	24
flightview	AA-487-SJU-CCS		12:58 PMDec 07			2:09 PMDec 07	
panynj	AA-487-SJU-CCS		12:58 PMDec 07			2:09 PMDec 07	
gofox	AA-487-SJU-CCS		12:58 PMDec 07			2:09 PMDec 07	
foxbusiness	AA-487-SJU-CCS		12:58 PMDec 07			2:09 PMDec 07	
allegiantair	AA-487-SJU-CCS		12:58 PMDec 07			2:09 PMDec 07	
boston	AA-487-SJU-CCS		12:58 PMDec 07			2:09 PMDec 07	
orbitz	AA-487-SJU-CCS	1:00pDec 7	12:49pDec 7	 11	2:10pDec 7	1:55pDec 7	 24
usatoday	AA-487-SJU-CCS		12:58 PMDec 07			2:09 PMDec 07	
