CO	CO-4237-EWR-DTW	Sun., Dec.25, 2011 12:09 p.m.	Sun., Dec.25, 2011 12:02 p.m.		Sun., Dec.25, 2011 2:16 p.m.	Sun., Dec.25, 2011 2:03 p.m.	
wunderground	AA-2049-DFW-DEN	2011-12-25 08:50AM CST	2011-12-25 09:28AM CST	 C28 	2011-12-25 09:41AM MST	2011-12-25 09:47AM MST	 A49 
flights	AA-2049-DFW-DEN		2011-12-25 09:14 AM	C28		2011-12-25 09:57 AM	A49
businesstravellogue	AA-2049-DFW-DEN		2011-12-25 09:14 AM	C28		2011-12-25 09:57 AM	A49
flylouisville	AA-2049-DFW-DEN		2011-12-25 09:14 AM	C28		2011-12-25 09:57 AM	A49
flightview	AA-2049-DFW-DEN		9:28 AMDec 25			9:52 AMDec 25	
panynj	AA-2049-DFW-DEN		9:28 AMDec 25			9:52 AMDec 25	
gofox	AA-2049-DFW-DEN		9:28 AMDec 25			9:52 AMDec 25	
foxbusiness	AA-2049-DFW-DEN		9:28 AMDec 25			9:52 AMDec 25	
allegiantair	AA-2049-DFW-DEN		9:28 AMDec 25			9:52 AMDec 25	
boston	AA-2049-DFW-DEN		9:28 AMDec 25			9:52 AMDec 25	
orbitz	AA-2049-DFW-DEN	8:50aDec 25	9:14aDec 25	 C28	9:55aDec 25	9:57aDec 25	 A49
den	AA-2049-DFW-DEN				2011-12-25 9:55 AM		A49
usatoday	AA-2049-DFW-DEN		9:28 AMDec 25			9:52 AMDec 25	
mytripandmore	AA-2049-DFW-DEN	8:50aDec 25	9:14aDec 25	 C28	9:55aDec 25	9:57aDec 25	 A49
ua	UA-2708-CLT-MCO	Sun, Dec 25 6:10 PM	Sun, Dec 25 6:10 PM            Delayed	C13	Sun, Dec 25 7:47 PM	Sun, Dec 25 7:34 PM	56
airtravelcenter	UA-2708-CLT-MCO		12/25/11 6:22 PM (-05:00)			12/25/11 7:35 PM (-05:00)	
myrateplan	UA-2708-CLT-MCO		12/25/11 6:22 PM (-05:00)			12/25/11 7:35 PM (-05:00)	
helloflight	UA-2708-CLT-MCO		12/25/11 6:22 PM (-05:00)			12/25/11 7:35 PM (-05:00)	
flytecomm	UA-2708-CLT-MCO		12/25/11 6:22 PM (-05:00)			12/25/11 7:35 PM (-05:00)	
flightaware	UA-2708-CLT-MCO	2011-12-25 06:10PM EST	2011-12-25 06:22PM EST		2011-12-25 07:37PM EST	2011-12-25 07:30PM EST	
wunderground	UA-2708-CLT-MCO	2011-12-25 06:10PM EST	2011-12-25 06:22PM EST		2011-12-25 07:37PM EST	2011-12-25 07:30PM EST	
flights	UA-2708-CLT-MCO		2011-12-25 06:07 PM	C13		2011-12-25 07:34 PM	56
businesstravellogue	UA-2708-CLT-MCO		2011-12-25 06:07 PM	C13		2011-12-25 07:34 PM	56
flylouisville	UA-2708-CLT-MCO		2011-12-25 06:07 PM	C13		2011-12-25 07:34 PM	56
flightview	UA-2708-CLT-MCO		6:22 PMDec 25			7:36 PMDec 25	
panynj	UA-2708-CLT-MCO		6:22 PMDec 25			7:36 PMDec 25	
gofox	UA-2708-CLT-MCO		6:22 PMDec 25			7:36 PMDec 25	
foxbusiness	UA-2708-CLT-MCO		6:22 PMDec 25			7:36 PMDec 25	
allegiantair	UA-2708-CLT-MCO		6:22 PMDec 25			7:36 PMDec 25	
boston	UA-2708-CLT-MCO		6:22 PMDec 25			7:30 PMDec 25	
orbitz	UA-2708-CLT-MCO	6:10pDec 25	6:07pDec 25	 -	7:47pDec 25	7:34pDec 25	 -
flightwise	UA-2708-CLT-MCO	2011-12-25 06:10PM EST	2011-12-25 06:22PM EST		2011-12-25 07:37PM EST	2011-12-25 07:30PM EST	
flightarrival	UA-2708-CLT-MCO		6:22 PMDec 25			7:30 PMDec 25	
ua	UA-37-EDI-EWR	Sun, Dec 25 9:05 AM	Sun, Dec 25 8:48 AM	--	Sun, Dec 25 11:53 AM	Sun, Dec 25 11:55 AM	C133
airtravelcenter	UA-37-EDI-EWR	12/25/11 9:05 AM (-00:00)			12/25/11 11:53 AM (-05:00)		
airtravelcenter	UA-37-EDI-EWR		12/25/11 8:56 AM (-00:00)			12/25/11 11:49 AM (-05:00)	
myrateplan	UA-37-EDI-EWR	12/25/11 9:05 AM (-00:00)			12/25/11 11:53 AM (-05:00)		
myrateplan	UA-37-EDI-EWR		12/25/11 8:56 AM (-00:00)			12/25/11 11:49 AM (-05:00)	
helloflight	UA-37-EDI-EWR	12/25/11 9:05 AM (-00:00)			12/25/11 11:53 AM (-05:00)		
helloflight	UA-37-EDI-EWR		12/25/11 8:56 AM (-00:00)			12/25/11 11:49 AM (-05:00)	
flytecomm	UA-37-EDI-EWR	12/25/11 9:05 AM (-00:00)			12/25/11 11:53 AM (-05:00)		
flytecomm	UA-37-EDI-EWR		12/25/11 8:56 AM (-00:00)			12/25/11 11:49 AM (-05:00)	
flights	UA-37-EDI-EWR		2011-12-25 08:48 AM			2011-12-25 11:55 AM	133
businesstravellogue	UA-37-EDI-EWR		2011-12-25 08:48 AM			2011-12-25 11:55 AM	133
flylouisville	UA-37-EDI-EWR		2011-12-25 08:48 AM			2011-12-25 11:55 AM	133
flightview	UA-37-EDI-EWR		8:56 AMDec 25			11:55 AMDec 25	
panynj	UA-37-EDI-EWR		8:56 AMDec 25			11:55 AMDec 25	
gofox	UA-37-EDI-EWR		8:56 AMDec 25			11:55 AMDec 25	
foxbusiness	UA-37-EDI-EWR		8:56 AMDec 25			11:55 AMDec 25	
allegiantair	UA-37-EDI-EWR		8:56 AMDec 25			11:55 AMDec 25	
boston	UA-37-EDI-EWR		8:56 AMDec 25			11:45 AMDec 25	
travelocity	UA-37-EDI-EWR	Dec 25 - 9:05am	Dec 25 - Contact Airline	Not provided by airline	Dec 25 - 11:53am	Dec 25 - Contact Airline	Not provided by airline
orbitz	UA-37-EDI-EWR	9:05aDec 25	8:48aDec 25	 -	11:53aDec 25	11:55aDec 25	 -
weather	UA-37-EDI-EWR	2011-12-25 09:05 AM			2011-12-25 11:53 AM		
aa	AA-1366-ELP-DFW	December 25, 2011               11:55 AM    	December 25, 2011               12:10 PM    	 A2	December 25, 2011               02:35 PM    	December 25, 2011               02:34 PM    	 A33    
flightexplorer	AA-1366-ELP-DFW		12/25/2011 12:18PM MST			12/25/2011 2:29PM CST	
airtravelcenter	AA-1366-ELP-DFW		12/25/11 12:18 PM (-07:00)			12/25/11 2:29 PM (-06:00)	
myrateplan	AA-1366-ELP-DFW		12/25/11 12:18 PM (-07:00)			12/25/11 2:29 PM (-06:00)	
helloflight	AA-1366-ELP-DFW		12/25/11 12:18 PM (-07:00)			12/25/11 2:29 PM (-06:00)	
flytecomm	AA-1366-ELP-DFW		12/25/11 12:18 PM (-07:00)			12/25/11 2:29 PM (-06:00)	
flights	AA-1366-ELP-DFW		2011-12-25 12:10 PM	A2		2011-12-25 02:34 PM	A33
businesstravellogue	AA-1366-ELP-DFW		2011-12-25 12:10 PM	A2		2011-12-25 02:34 PM	A33
flylouisville	AA-1366-ELP-DFW		2011-12-25 12:10 PM	A2		2011-12-25 02:34 PM	A33
flightview	AA-1366-ELP-DFW		12:18 PMDec 25			2:26 PMDec 25	
panynj	AA-1366-ELP-DFW		12:18 PMDec 25			2:26 PMDec 25	
gofox	AA-1366-ELP-DFW		12:18 PMDec 25			2:26 PMDec 25	
foxbusiness	AA-1366-ELP-DFW		12:18 PMDec 25			2:26 PMDec 25	
allegiantair	AA-1366-ELP-DFW		12:18 PMDec 25			2:26 PMDec 25	
boston	AA-1366-ELP-DFW		12:18 PMDec 25			2:26 PMDec 25	
travelocity	AA-1366-ELP-DFW	Dec 25 - 11:55am	Dec 25 - 12:10pm	A2	Dec 25 - 2:35pm	Dec 25 - 2:34pm	A33/A
orbitz	AA-1366-ELP-DFW	11:55aDec 25	12:10pDec 25	 A2	2:35pDec 25	2:34pDec 25	 A33
weather	AA-1366-ELP-DFW	2011-12-25 11:55 AM			2011-12-25 02:35 PM		
dfw	AA-1366-ELP-DFW				2011-12-25 2:35 pm		A33
ua	UA-1250-MIA-IAH	Sun, Dec 25 2:49 PM	Sun, Dec 25 3:13 PM	G16	Sun, Dec 25 4:50 PM	Sun, Dec 25 5:07 PM	E8
airtravelcenter	UA-1250-MIA-IAH	12/25/11 2:49 PM (-05:00)			12/25/11 4:50 PM (-06:00)		
myrateplan	UA-1250-MIA-IAH	12/25/11 2:49 PM (-05:00)			12/25/11 4:50 PM (-06:00)		
helloflight	UA-1250-MIA-IAH	12/25/11 2:49 PM (-05:00)			12/25/11 4:50 PM (-06:00)		
flytecomm	UA-1250-MIA-IAH	12/25/11 2:49 PM (-05:00)			12/25/11 4:50 PM (-06:00)		
flights	UA-1250-MIA-IAH		2011-12-25 03:13 PM	G16		2011-12-25 05:07 PM	8
businesstravellogue	UA-1250-MIA-IAH		2011-12-25 03:13 PM	G16		2011-12-25 05:07 PM	8
flylouisville	UA-1250-MIA-IAH		2011-12-25 03:13 PM	G16		2011-12-25 05:07 PM	8
flightstats	UA-1250-MIA-IAH	2011-12-25 2:49 PM	2011-12-25 3:13 PM		2011-12-25 4:50 PM	2011-12-25 5:07 PM	
quicktrip	UA-1250-MIA-IAH	2011-12-25 2:49 PM	2011-12-25 3:13 PM		2011-12-25 4:50 PM	2011-12-25 5:07 PM	
flightview	UA-1250-MIA-IAH		3:24 PMDec 25			5:07 PMDec 25	
panynj	UA-1250-MIA-IAH		3:24 PMDec 25			5:07 PMDec 25	
gofox	UA-1250-MIA-IAH		3:24 PMDec 25			5:07 PMDec 25	
foxbusiness	UA-1250-MIA-IAH		3:24 PMDec 25			5:07 PMDec 25	
allegiantair	UA-1250-MIA-IAH		3:24 PMDec 25			5:07 PMDec 25	
boston	UA-1250-MIA-IAH		3:24 PMDec 25			4:53 PMDec 25	
travelocity	UA-1250-MIA-IAH	Dec 25 - 2:49pm	Dec 25 - Contact Airline	Not provided by airline	Dec 25 - 4:50pm	Dec 25 - Contact Airline	Not provided by airline
orbitz	UA-1250-MIA-IAH	2:49pDec 25	3:13pDec 25	 G16	4:50pDec 25	5:07pDec 25	 E8
weather	UA-1250-MIA-IAH	2011-12-25 02:49 PM			2011-12-25 04:50 PM		
mytripandmore	UA-1250-MIA-IAH	2:49pDec 25	3:13pDec 25	 G16	4:50pDec 25	5:07pDec 25	 E8
flightarrival	UA-1250-MIA-IAH		3:24 PMDec 25			4:53 PMDec 25	
aa	AA-3356-DFW-CVG	December 25, 2011               10:35 AM    	December 25, 2011               10:35 AM    	 B25	December 25, 2011               01:45 PM    	December 25, 2011               01:50 PM    	 3    
flightexplorer	AA-3356-DFW-CVG		12/25/2011 10:52AM CST			12/25/2011 1:30PM EST	
airtravelcenter	AA-3356-DFW-CVG		12/25/11 10:51 AM (-06:00)			12/25/11 1:30 PM (-05:00)	
myrateplan	AA-3356-DFW-CVG		12/25/11 10:51 AM (-06:00)			12/25/11 1:30 PM (-05:00)	
helloflight	AA-3356-DFW-CVG		12/25/11 10:51 AM (-06:00)			12/25/11 1:30 PM (-05:00)	
flytecomm	AA-3356-DFW-CVG		12/25/11 10:51 AM (-06:00)			12/25/11 1:30 PM (-05:00)	
flightaware	AA-3356-DFW-CVG	2011-12-25 10:35AM CST	2011-12-25 10:52AM CST	 B25 	2011-12-25 01:18PM EST	2011-12-25 01:30PM EST	 3 
wunderground	AA-3356-DFW-CVG	2011-12-25 10:35AM CST	2011-12-25 10:52AM CST	 B25 	2011-12-25 01:18PM EST	2011-12-25 01:30PM EST	 3 
flights	AA-3356-DFW-CVG	10:35 AM  Sun 25-Dec-2011	10:35 AM  Sun 25-Dec-2011	B25	01:45 PM  Sun 25-Dec-2011	01:50 PM  Sun 25-Dec-2011	3
businesstravellogue	AA-3356-DFW-CVG	10:35 AM  Sun 25-Dec-2011	10:35 AM  Sun 25-Dec-2011	B25	01:45 PM  Sun 25-Dec-2011	01:50 PM  Sun 25-Dec-2011	3
flylouisville	AA-3356-DFW-CVG	10:35 AM  Sun 25-Dec-2011	10:35 AM  Sun 25-Dec-2011	B25	01:45 PM  Sun 25-Dec-2011	01:50 PM  Sun 25-Dec-2011	3
flightstats	AA-3356-DFW-CVG	2011-12-25 10:35 AM	2011-12-25 10:35 AM		2011-12-25 1:45 PM	2011-12-25 1:50 PM	
quicktrip	AA-3356-DFW-CVG	2011-12-25 10:35 AM	2011-12-25 10:35 AM		2011-12-25 1:45 PM	2011-12-25 1:50 PM	
world-flight-tracker	AA-3356-DFW-CVG	2011-12-25 10:35 AM	2011-12-25 10:35 AM		2011-12-25 1:45 PM	2011-12-25 1:50 PM	
flightview	AA-3356-DFW-CVG	10:35 AM, Dec 25	10:52 AM, Dec 25	B25	1:45 PM, Dec 25	1:32 PM, Dec 25	Terminal 2
panynj	AA-3356-DFW-CVG	10:35 AM, Dec 25	10:52 AM, Dec 25	B25	1:45 PM, Dec 25	1:32 PM, Dec 25	Terminal 2
gofox	AA-3356-DFW-CVG	10:35 AM, Dec 25	10:52 AM, Dec 25		1:45 PM, Dec 25	1:32 PM, Dec 25	
foxbusiness	AA-3356-DFW-CVG	10:35 AM, Dec 25	10:52 AM, Dec 25	B25	1:45 PM, Dec 25	1:32 PM, Dec 25	Terminal 2
allegiantair	AA-3356-DFW-CVG	10:35 AM, Dec 25	10:52 AM, Dec 25	B25	1:45 PM, Dec 25	1:32 PM, Dec 25	Terminal 2
boston	AA-3356-DFW-CVG	10:35 AM, Dec 25	10:52 AM, Dec 25		1:45 PM, Dec 25	1:32 PM, Dec 25	
travelocity	AA-3356-DFW-CVG	Dec 25 - 10:35am	Dec 25 - 10:35am	B25/B	Dec 25 - 1:45pm	Dec 25 - 1:50pm	3
orbitz	AA-3356-DFW-CVG	10:35aDec 25	10:35aDec 25	 B25	1:45pDec 25	1:50pDec 25	 3
weather	AA-3356-DFW-CVG	2011-12-25 10:35 AM			2011-12-25 01:45 PM		
ifly	AA-3356-DFW-CVG	2011-12-25 10:35 AM	2011-12-25 10:35 AM		2011-12-25 1:45 PM	2011-12-25 1:50 PM	
usatoday	AA-3356-DFW-CVG	2011-12-25 10:35 AM			2011-12-25 01:45 PM		
flightwise	AA-3356-DFW-CVG	2011-12-25 10:35AM CST	2011-12-25 10:52AM CST	 B25 	2011-12-25 01:18PM EST	2011-12-25 01:30PM EST	 3 
flightarrival	AA-3356-DFW-CVG	2011-12-25 10:35 AM			2011-12-25 01:45 PM		
ua	UA-662-SFO-MSP	Sun, Dec 25 10:50 AM	Sun, Dec 25 10:48 AM	88	Sun, Dec 25 4:35 PM	Sun, Dec 25 4:22 PM	E10
flightexplorer	UA-662-SFO-MSP		12/25/2011 11:00AM PST			12/25/2011 4:18PM CST	
airtravelcenter	UA-662-SFO-MSP		12/25/11 11:02 AM (-08:00)			12/25/11 4:18 PM (-06:00)	
myrateplan	UA-662-SFO-MSP		12/25/11 11:02 AM (-08:00)			12/25/11 4:18 PM (-06:00)	
helloflight	UA-662-SFO-MSP		12/25/11 11:02 AM (-08:00)			12/25/11 4:18 PM (-06:00)	
flytecomm	UA-662-SFO-MSP		12/25/11 11:02 AM (-08:00)			12/25/11 4:18 PM (-06:00)	
flightaware	UA-662-SFO-MSP	2011-12-25 10:50AM PST	2011-12-25 11:02AM PST	 88 	2011-12-25 04:17PM CST	2011-12-25 04:15PM CST	 E10 
wunderground	UA-662-SFO-MSP	2011-12-25 10:50AM PST	2011-12-25 11:02AM PST	 88 	2011-12-25 04:17PM CST	2011-12-25 04:15PM CST	 E10 
flights	UA-662-SFO-MSP	10:50 AM  Sun 25-Dec-2011	10:48 AM  Sun 25-Dec-2011	88	04:35 PM  Sun 25-Dec-2011	04:22 PM  Sun 25-Dec-2011	E10
businesstravellogue	UA-662-SFO-MSP	10:50 AM  Sun 25-Dec-2011	10:48 AM  Sun 25-Dec-2011	88	04:35 PM  Sun 25-Dec-2011	04:22 PM  Sun 25-Dec-2011	E10
flylouisville	UA-662-SFO-MSP	10:50 AM  Sun 25-Dec-2011	10:48 AM  Sun 25-Dec-2011	88	04:35 PM  Sun 25-Dec-2011	04:22 PM  Sun 25-Dec-2011	E10
flightstats	UA-662-SFO-MSP	2011-12-25 10:50 AM	2011-12-25 10:48 AM		2011-12-25 4:35 PM	2011-12-25 4:22 PM	
quicktrip	UA-662-SFO-MSP	2011-12-25 10:50 AM	2011-12-25 10:48 AM		2011-12-25 4:35 PM	2011-12-25 4:22 PM	
world-flight-tracker	UA-662-SFO-MSP	2011-12-25 10:50 AM	2011-12-25 10:48 AM		2011-12-25 4:35 PM	2011-12-25 4:22 PM	
flightview	UA-662-SFO-MSP	10:50 AM, Dec 25	11:02 AM, Dec 25	Terminal 3 - 88	4:35 PM, Dec 25	4:22 PM, Dec 25	E10
panynj	UA-662-SFO-MSP	10:50 AM, Dec 25	11:02 AM, Dec 25	Terminal 3 - 88	4:35 PM, Dec 25	4:22 PM, Dec 25	E10
gofox	UA-662-SFO-MSP	10:50 AM, Dec 25	11:02 AM, Dec 25		4:35 PM, Dec 25	4:22 PM, Dec 25	
foxbusiness	UA-662-SFO-MSP	10:50 AM, Dec 25	11:02 AM, Dec 25	Terminal 3 - 88	4:35 PM, Dec 25	4:22 PM, Dec 25	E10
allegiantair	UA-662-SFO-MSP	10:50 AM, Dec 25	11:02 AM, Dec 25	Terminal 3 - 88	4:35 PM, Dec 25	4:22 PM, Dec 25	E10
boston	UA-662-SFO-MSP	10:50 AM, Dec 25	11:02 AM, Dec 25		4:35 PM, Dec 25	4:15 PM, Dec 25	
travelocity	UA-662-SFO-MSP	Dec 25 - Not Available	Dec 25 - 11:01am	88	Dec 25 - Not Available	Dec 25 - 4:22pm	E10
orbitz	UA-662-SFO-MSP	10:50aDec 25	10:48aDec 25	 88	4:35pDec 25	4:22pDec 25	 E10
weather	UA-662-SFO-MSP	2011-12-25 10:50 AM			2011-12-25 04:35 PM		
flightwise	UA-662-SFO-MSP	2011-12-25 10:50AM PST	2011-12-25 11:02AM PST	 88 	2011-12-25 04:17PM CST	2011-12-25 04:15PM CST	 E10 
ua	UA-952-DSM-ORD	Sun, Dec 25 6:00 AM	Sun, Dec 25 6:05 AM	A4	Sun, Dec 25 7:19 AM	Sun, Dec 25 7:18 AM	B11
flightexplorer	UA-952-DSM-ORD		12/25/2011 6:22AM CST			12/25/2011 7:17AM CST	
airtravelcenter	UA-952-DSM-ORD		12/25/11 6:12 AM (-06:00)			12/25/11 7:17 AM (-06:00)	
myrateplan	UA-952-DSM-ORD		12/25/11 6:12 AM (-06:00)			12/25/11 7:17 AM (-06:00)	
helloflight	UA-952-DSM-ORD		12/25/11 6:12 AM (-06:00)			12/25/11 7:17 AM (-06:00)	
flytecomm	UA-952-DSM-ORD		12/25/11 6:12 AM (-06:00)			12/25/11 7:17 AM (-06:00)	
flights	UA-952-DSM-ORD		2011-12-25 06:05 AM	A4		2011-12-25 07:18 AM	B11
businesstravellogue	UA-952-DSM-ORD		2011-12-25 06:05 AM	A4		2011-12-25 07:18 AM	B11
flylouisville	UA-952-DSM-ORD		2011-12-25 06:05 AM	A4		2011-12-25 07:18 AM	B11
flightview	UA-952-DSM-ORD		6:23 AMDec 25			7:18 AMDec 25	
panynj	UA-952-DSM-ORD		6:23 AMDec 25			7:18 AMDec 25	
gofox	UA-952-DSM-ORD		6:23 AMDec 25			7:18 AMDec 25	
foxbusiness	UA-952-DSM-ORD		6:23 AMDec 25			7:18 AMDec 25	
allegiantair	UA-952-DSM-ORD		6:23 AMDec 25			7:18 AMDec 25	
boston	UA-952-DSM-ORD		6:23 AMDec 25			7:16 AMDec 25	
travelocity	UA-952-DSM-ORD	Dec 25 - Not Available	Dec 25 - 6:23am	A4	Dec 25 - Not Available	Dec 25 - 7:18am	B11
orbitz	UA-952-DSM-ORD	6:00aDec 25	6:05aDec 25	 A4	7:19aDec 25	7:18aDec 25	 B11
weather	UA-952-DSM-ORD	2011-12-25 06:00 AM			2011-12-25 07:19 AM		
usatoday	UA-952-DSM-ORD	2011-12-25 06:00 AM			2011-12-25 07:19 AM		
flightarrival	UA-952-DSM-ORD		6:23 AMDec 25			7:16 AMDec 25	
aa	AA-3753-MSP-ORD	December 25, 2011               09:55 AM    	December 25, 2011               09:55 AM    	 E14	December 25, 2011               11:25 AM    	December 25, 2011               11:17 AM    	 G19    
airtravelcenter	AA-3753-MSP-ORD		12/25/11 10:12 AM (-06:00)			12/25/11 11:05 AM (-06:00)	
myrateplan	AA-3753-MSP-ORD		12/25/11 10:12 AM (-06:00)			12/25/11 11:05 AM (-06:00)	
helloflight	AA-3753-MSP-ORD		12/25/11 10:12 AM (-06:00)			12/25/11 11:05 AM (-06:00)	
flytecomm	AA-3753-MSP-ORD		12/25/11 10:12 AM (-06:00)			12/25/11 11:05 AM (-06:00)	
flightaware	AA-3753-MSP-ORD	2011-12-25 09:55AM CST	2011-12-25 10:12AM CST	 E14 	2011-12-25 10:59AM CST	2011-12-25 11:03AM CST	 G19 
wunderground	AA-3753-MSP-ORD	2011-12-25 09:55AM CST	2011-12-25 10:12AM CST	 E14 	2011-12-25 10:59AM CST	2011-12-25 11:03AM CST	 G19 
flights	AA-3753-MSP-ORD	09:55 AM  Sun 25-Dec-2011	09:55 AM  Sun 25-Dec-2011	E14	11:25 AM  Sun 25-Dec-2011	11:17 AM  Sun 25-Dec-2011	G19
businesstravellogue	AA-3753-MSP-ORD	09:55 AM  Sun 25-Dec-2011	09:55 AM  Sun 25-Dec-2011	E14	11:25 AM  Sun 25-Dec-2011	11:17 AM  Sun 25-Dec-2011	G19
flylouisville	AA-3753-MSP-ORD	09:55 AM  Sun 25-Dec-2011	09:55 AM  Sun 25-Dec-2011	E14	11:25 AM  Sun 25-Dec-2011	11:17 AM  Sun 25-Dec-2011	G19
flightstats	AA-3753-MSP-ORD	2011-12-25 9:55 AM	2011-12-25 9:55 AM		2011-12-25 11:25 AM	2011-12-25 11:17 AM	
quicktrip	AA-3753-MSP-ORD	2011-12-25 9:55 AM	2011-12-25 9:55 AM		2011-12-25 11:25 AM	2011-12-25 11:17 AM	
world-flight-tracker	AA-3753-MSP-ORD	2011-12-25 9:55 AM	2011-12-25 9:55 AM		2011-12-25 11:25 AM	2011-12-25 11:17 AM	
flightview	AA-3753-MSP-ORD	9:55 AM, Dec 25	10:12 AM, Dec 25	E14	11:25 AM, Dec 25	11:08 AM, Dec 25	G19
panynj	AA-3753-MSP-ORD	9:55 AM, Dec 25	10:12 AM, Dec 25	E14	11:25 AM, Dec 25	11:08 AM, Dec 25	G19
gofox	AA-3753-MSP-ORD	9:55 AM, Dec 25	10:12 AM, Dec 25		11:25 AM, Dec 25	11:08 AM, Dec 25	
foxbusiness	AA-3753-MSP-ORD	9:55 AM, Dec 25	10:12 AM, Dec 25	E14	11:25 AM, Dec 25	11:08 AM, Dec 25	G19
allegiantair	AA-3753-MSP-ORD	9:55 AM, Dec 25	10:12 AM, Dec 25	E14	11:25 AM, Dec 25	11:08 AM, Dec 25	G19
boston	AA-3753-MSP-ORD	9:55 AM, Dec 25	10:12 AM, Dec 25		11:25 AM, Dec 25	11:08 AM, Dec 25	
travelocity	AA-3753-MSP-ORD	Dec 25 - 9:55am	Dec 25 - 9:55am	E14	Dec 25 - 11:25am	Dec 25 - 11:17am	G19/T3
orbitz	AA-3753-MSP-ORD	9:55aDec 25	9:55aDec 25	 E14	11:25aDec 25	11:17aDec 25	 G19
weather	AA-3753-MSP-ORD	2011-12-25 09:55 AM			2011-12-25 11:25 AM		
ord	AA-3753-MSP-ORD	2011-12-25 9:55 AM		E14	2011-12-25 11:25 AM		G19
usatoday	AA-3753-MSP-ORD	2011-12-25 9:55 AM	2011-12-25 9:55 AM		2011-12-25 11:25 AM	2011-12-25 11:17 AM	
flightarrival	AA-3753-MSP-ORD	2011-12-25 09:55 AM			2011-12-25 11:25 AM		
ua	UA-2439-CLT-PVD	Sun, Dec 25 8:04 PM	Sun, Dec 25 8:04 PM            Delayed	C17	Sun, Dec 25 10:00 PM	Sun, Dec 25 9:41 PM	4
airtravelcenter	UA-2439-CLT-PVD		12/25/11 8:14 PM (-05:00)			12/25/11 9:29 PM (-05:00)	
myrateplan	UA-2439-CLT-PVD		12/25/11 8:14 PM (-05:00)			12/25/11 9:29 PM (-05:00)	
helloflight	UA-2439-CLT-PVD		12/25/11 8:14 PM (-05:00)			12/25/11 9:29 PM (-05:00)	
flytecomm	UA-2439-CLT-PVD		12/25/11 8:14 PM (-05:00)			12/25/11 9:29 PM (-05:00)	
flightaware	UA-2439-CLT-PVD	2011-12-25 08:04PM EST	2011-12-25 08:15PM EST		2011-12-25 09:21PM EST	2011-12-25 09:37PM EST	
wunderground	UA-2439-CLT-PVD	2011-12-25 08:04PM EST	2011-12-25 08:15PM EST		2011-12-25 09:21PM EST	2011-12-25 09:37PM EST	
flights	UA-2439-CLT-PVD		2011-12-25 07:58 PM	C17		2011-12-25 09:41 PM	4
businesstravellogue	UA-2439-CLT-PVD		2011-12-25 07:58 PM	C17		2011-12-25 09:41 PM	4
flylouisville	UA-2439-CLT-PVD		2011-12-25 07:58 PM	C17		2011-12-25 09:41 PM	4
flightview	UA-2439-CLT-PVD		8:15 PMDec 25			9:37 PMDec 25	
panynj	UA-2439-CLT-PVD		8:15 PMDec 25			9:37 PMDec 25	
gofox	UA-2439-CLT-PVD		8:15 PMDec 25			9:37 PMDec 25	
foxbusiness	UA-2439-CLT-PVD		8:15 PMDec 25			9:37 PMDec 25	
allegiantair	UA-2439-CLT-PVD		8:15 PMDec 25			9:37 PMDec 25	
boston	UA-2439-CLT-PVD		8:15 PMDec 25			9:37 PMDec 25	
orbitz	UA-2439-CLT-PVD	8:04pDec 25	7:58pDec 25	 -	10:00pDec 25	9:41pDec 25	 -
flightwise	UA-2439-CLT-PVD	2011-12-25 08:04PM EST	2011-12-25 08:15PM EST		2011-12-25 09:21PM EST	2011-12-25 09:37PM EST	
flightarrival	UA-2439-CLT-PVD		8:15 PMDec 25			9:37 PMDec 25	
CO	CO-87-CLE-EWR	Sun., Dec.25, 2011 7:30 a.m.	Sun., Dec.25, 2011 7:25 a.m.		Sun., Dec.25, 2011 9:07 a.m.	Sun., Dec.25, 2011 8:51 a.m.	
airtravelcenter	CO-87-CLE-EWR	12/25/11 7:30 AM (-05:00)			12/25/11 9:07 AM (-05:00)		
myrateplan	CO-87-CLE-EWR	12/25/11 7:30 AM (-05:00)			12/25/11 9:07 AM (-05:00)		
helloflight	CO-87-CLE-EWR	12/25/11 7:30 AM (-05:00)			12/25/11 9:07 AM (-05:00)		
flytecomm	CO-87-CLE-EWR	12/25/11 7:30 AM (-05:00)			12/25/11 9:07 AM (-05:00)		
flightaware	CO-87-CLE-EWR	2011-12-25 07:30AM EST	2011-12-25 07:46AM EST	 C5 	2011-12-25 08:41AM EST	2011-12-25 08:42AM EST	 C80 
wunderground	CO-87-CLE-EWR	2011-12-25 07:30AM EST	2011-12-25 07:46AM EST	 C5 	2011-12-25 08:41AM EST	2011-12-25 08:42AM EST	 C80 
flights	CO-87-CLE-EWR	07:30 AM  Sun 25-Dec-2011	07:25 AM  Sun 25-Dec-2011	C5	09:07 AM  Sun 25-Dec-2011	08:51 AM  Sun 25-Dec-2011	80
businesstravellogue	CO-87-CLE-EWR	07:30 AM  Sun 25-Dec-2011	07:25 AM  Sun 25-Dec-2011	C5	09:07 AM  Sun 25-Dec-2011	08:51 AM  Sun 25-Dec-2011	80
flylouisville	CO-87-CLE-EWR	07:30 AM  Sun 25-Dec-2011	07:25 AM  Sun 25-Dec-2011	C5	09:07 AM  Sun 25-Dec-2011	08:51 AM  Sun 25-Dec-2011	80
flightstats	CO-87-CLE-EWR	2011-12-25 7:30 AM	2011-12-25 7:25 AM		2011-12-25 9:07 AM	2011-12-25 8:51 AM	
