ua	UA-1534-RTB-IAH	Sat, Dec 3 2:05 PM	Sat, Dec 3 2:59 PM	--	Sat, Dec 3 5:01 PM	Sat, Dec 3 5:49 PM	E17
myrateplan	AA-816-PAP-MIA		12/3/11 10:41 AM (-05:00)			12/3/11 12:27 PM (-05:00)	
helloflight	AA-816-PAP-MIA		12/3/11 10:41 AM (-05:00)			12/3/11 12:27 PM (-05:00)	
flytecomm	AA-816-PAP-MIA		12/3/11 10:41 AM (-05:00)			12/3/11 12:27 PM (-05:00)	
flights	AA-816-PAP-MIA	10:30 AM  Sat 03-Dec-2011	10:38 AM  Sat 03-Dec-2011	2	12:35 PM  Sat 03-Dec-2011	12:34 PM  Sat 03-Dec-2011	D23
businesstravellogue	AA-816-PAP-MIA	10:30 AM  Sat 03-Dec-2011	10:38 AM  Sat 03-Dec-2011	2	12:35 PM  Sat 03-Dec-2011	12:34 PM  Sat 03-Dec-2011	D23
flylouisville	AA-816-PAP-MIA	10:30 AM  Sat 03-Dec-2011	10:38 AM  Sat 03-Dec-2011	2	12:35 PM  Sat 03-Dec-2011	12:34 PM  Sat 03-Dec-2011	D23
world-flight-tracker	AA-816-PAP-MIA	2011-12-03 10:30 AM	2011-12-03 10:38 AM		2011-12-03 12:35 PM	2011-12-03 12:34 PM	
flightview	AA-816-PAP-MIA	10:30 AM, Dec 03	10:49 AM, Dec 03		12:35 PM, Dec 03	12:34 PM, Dec 03	
panynj	AA-816-PAP-MIA	10:30 AM, Dec 03	10:49 AM, Dec 03		12:35 PM, Dec 03	12:34 PM, Dec 03	
gofox	AA-816-PAP-MIA	10:30 AM, Dec 03	10:49 AM, Dec 03		12:35 PM, Dec 03	12:34 PM, Dec 03	
foxbusiness	AA-816-PAP-MIA	10:30 AM, Dec 03	10:49 AM, Dec 03		12:35 PM, Dec 03	12:34 PM, Dec 03	
allegiantair	AA-816-PAP-MIA	10:30 AM, Dec 03	10:49 AM, Dec 03		12:35 PM, Dec 03	12:34 PM, Dec 03	
boston	AA-816-PAP-MIA	10:30 AM, Dec 03	10:49 AM, Dec 03		12:35 PM, Dec 03	12:25 PM, Dec 03	
travelocity	AA-816-PAP-MIA	Dec 03 - 10:30am	Dec 03 - 10:27am	2	Dec 03 - 12:35pm	Dec 03 - 12:34pm	D23
orbitz	AA-816-PAP-MIA	10:30aDec 3	10:27aDec 3	 2	12:35pDec 3	12:34pDec 3	 D23
mia	AA-816-PAP-MIA				12:35P 12-03-11	2011-12-03  12:34P	
mytripandmore	AA-816-PAP-MIA	10:30aDec 3	10:27aDec 3	 2	12:35pDec 3	12:34pDec 3	 D23
aa	AA-3808-LAX-PHX	12/03/2011 10:30 PM		44J	12/04/2011 12:45 AM		2
flightexplorer	AA-3808-LAX-PHX		12/2/2011 10:33PM PST			12/3/2011 12:19AM MST	
flightexplorer	AA-3808-LAX-PHX	12/3/2011 10:30PM PST			12/4/2011 12:49AM MST		
airtravelcenter	AA-3808-LAX-PHX		12/3/11 10:46 PM (-08:00)			12/4/11 12:49 AM (-07:00)	
myrateplan	AA-3808-LAX-PHX		12/3/11 10:46 PM (-08:00)			12/4/11 12:49 AM (-07:00)	
helloflight	AA-3808-LAX-PHX		12/3/11 10:46 PM (-08:00)			12/4/11 12:49 AM (-07:00)	
flytecomm	AA-3808-LAX-PHX		12/3/11 10:46 PM (-08:00)			12/4/11 12:49 AM (-07:00)	
flightaware	AA-3808-LAX-PHX	2011-12-03 10:30PM PST	2011-12-03 10:46PM PST	 44J 	2011-12-03 12:33AM MST	2011-12-03 12:49AM MST	 2 
wunderground	AA-3808-LAX-PHX	2011-12-03 10:30PM PST	2011-12-03 10:46PM PST	 44J 	2011-12-03 12:33AM MST	2011-12-03 12:49AM MST	 2 
flights	AA-3808-LAX-PHX	10:30 PM  Sat 03-Dec-2011		44	12:45 AM  Sun 04-Dec-2011		2
businesstravellogue	AA-3808-LAX-PHX	10:30 PM  Sat 03-Dec-2011		44	12:45 AM  Sun 04-Dec-2011		2
flylouisville	AA-3808-LAX-PHX	10:30 PM  Sat 03-Dec-2011		44	12:45 AM  Sun 04-Dec-2011		2
flightstats	AA-3808-LAX-PHX	2011-12-03 10:30 PM	2011-12-03 10:46 PM (Estimated runway)		2011-12-03 12:45 AM	2011-12-03 12:49 AM (Estimated runway)	
quicktrip	AA-3808-LAX-PHX	2011-12-03 10:30 PM	2011-12-03 10:46 PM (Estimated runway)		2011-12-03 12:45 AM	2011-12-03 12:49 AM (Estimated runway)	
world-flight-tracker	AA-3808-LAX-PHX	2011-12-03 10:30 PM	2011-12-03 10:46 PM (Estimated runway)		2011-12-03 12:45 AM	2011-12-03 12:49 AM (Estimated runway)	
flightview	AA-3808-LAX-PHX	10:30 PM, Dec 03		Terminal T4 - 44J	12:45 AM, Dec 04		Terminal 3 - 2
panynj	AA-3808-LAX-PHX	10:30 PM, Dec 03		Terminal T4 - 44J	12:45 AM, Dec 04		Terminal 3 - 2
gofox	AA-3808-LAX-PHX	10:30 PM, Dec 03			12:45 AM, Dec 04		
foxbusiness	AA-3808-LAX-PHX	10:30 PM, Dec 03		Terminal T4 - 44J	12:45 AM, Dec 04		Terminal 3 - 2
allegiantair	AA-3808-LAX-PHX	10:30 PM, Dec 03		Terminal T4 - 44J	12:45 AM, Dec 04		Terminal 3 - 2
boston	AA-3808-LAX-PHX	10:30 PM, Dec 03	Not Available		12:45 AM, Dec 04	Not Available	
travelocity	AA-3808-LAX-PHX	Dec 03 - 10:30pm	Dec 03 - Not Available	44J/T4	Dec 04 - 12:45am	Dec 04 - Not Available	2
orbitz	AA-3808-LAX-PHX	10:30pDec 3		 44J	12:45aDec 4		 2
weather	AA-3808-LAX-PHX	2011-12-03 10:30 PM			2011-12-03 12:45 AM		
CO	CO-1144-FLL-EWR	Sat., Dec.03, 2011 5:20 p.m.	Sat., Dec.03, 2011 5:11 p.m.		Sat., Dec.03, 2011 8:30 p.m.	Sat., Dec.03, 2011 8:05 p.m.	
flightexplorer	CO-1144-FLL-EWR		12/3/2011 5:22PM EST			12/3/2011 7:58PM EST	
airtravelcenter	CO-1144-FLL-EWR	12/3/11 5:20 PM (-05:00)			12/3/11 8:30 PM (-05:00)		
myrateplan	CO-1144-FLL-EWR	12/3/11 5:20 PM (-05:00)			12/3/11 8:30 PM (-05:00)		
helloflight	CO-1144-FLL-EWR	12/3/11 5:20 PM (-05:00)			12/3/11 8:30 PM (-05:00)		
flytecomm	CO-1144-FLL-EWR	12/3/11 5:20 PM (-05:00)			12/3/11 8:30 PM (-05:00)		
flightaware	CO-1144-FLL-EWR	2011-12-03 05:20PM EST	2011-12-03 05:23PM EST	 C2 	2011-12-03 08:14PM EST	2011-12-03 07:54PM EST	 C82 
wunderground	CO-1144-FLL-EWR	2011-12-03 05:20PM EST	2011-12-03 05:23PM EST	 C2 	2011-12-03 08:14PM EST	2011-12-03 07:54PM EST	 C82 
flights	CO-1144-FLL-EWR		2011-12-03 05:11 PM	C2		2011-12-03 08:05 PM	82
businesstravellogue	CO-1144-FLL-EWR		2011-12-03 05:11 PM	C2		2011-12-03 08:05 PM	82
flylouisville	CO-1144-FLL-EWR		2011-12-03 05:11 PM	C2		2011-12-03 08:05 PM	82
flightstats	CO-1144-FLL-EWR	2011-12-03 5:20 PM	2011-12-03 5:11 PM		2011-12-03 8:30 PM	2011-12-03 8:05 PM	
quicktrip	CO-1144-FLL-EWR	2011-12-03 5:20 PM	2011-12-03 5:11 PM		2011-12-03 8:30 PM	2011-12-03 8:05 PM	
flightview	CO-1144-FLL-EWR		5:23 PMDec 03			8:05 PMDec 03	
panynj	CO-1144-FLL-EWR		5:23 PMDec 03			8:05 PMDec 03	
gofox	CO-1144-FLL-EWR		5:23 PMDec 03			8:05 PMDec 03	
foxbusiness	CO-1144-FLL-EWR		5:23 PMDec 03			8:05 PMDec 03	
allegiantair	CO-1144-FLL-EWR		5:23 PMDec 03			8:05 PMDec 03	
boston	CO-1144-FLL-EWR		5:23 PMDec 03			7:55 PMDec 03	
orbitz	CO-1144-FLL-EWR	5:20pDec 3	5:11pDec 3	 C2	8:30pDec 3	8:05pDec 3	 C82
ua	UA-432-ORD-CLT	Sat, Dec 3 1:06 PM	Sat, Dec 3 1:00 PM            On Time	C29	Sat, Dec 3 3:51 PM	Sat, Dec 3 3:45 PM	HOLD
flightexplorer	UA-432-ORD-CLT		12/3/2011 1:18PM CST			12/3/2011 3:41PM EST	
airtravelcenter	UA-432-ORD-CLT		12/3/11 1:19 PM (-06:00)			12/3/11 3:41 PM (-05:00)	
myrateplan	UA-432-ORD-CLT		12/3/11 1:19 PM (-06:00)			12/3/11 3:41 PM (-05:00)	
helloflight	UA-432-ORD-CLT		12/3/11 1:19 PM (-06:00)			12/3/11 3:41 PM (-05:00)	
flytecomm	UA-432-ORD-CLT		12/3/11 1:19 PM (-06:00)			12/3/11 3:41 PM (-05:00)	
flightaware	UA-432-ORD-CLT	2011-12-03 01:06PM CST	2011-12-03 01:19PM CST	 C29 	2011-12-03 03:46PM EST	2011-12-03 03:39PM EST	
wunderground	UA-432-ORD-CLT	2011-12-03 01:06PM CST	2011-12-03 01:19PM CST	 C29 	2011-12-03 03:46PM EST	2011-12-03 03:39PM EST	
flights	UA-432-ORD-CLT		2011-12-03 01:00 PM	C29		2011-12-03 03:45 PM	
businesstravellogue	UA-432-ORD-CLT		2011-12-03 01:00 PM	C29		2011-12-03 03:45 PM	
flylouisville	UA-432-ORD-CLT		2011-12-03 01:00 PM	C29		2011-12-03 03:45 PM	
flightstats	UA-432-ORD-CLT	2011-12-03 1:06 PM	2011-12-03 1:00 PM		2011-12-03 3:51 PM	2011-12-03 3:45 PM	
quicktrip	UA-432-ORD-CLT	2011-12-03 1:06 PM	2011-12-03 1:00 PM		2011-12-03 3:51 PM	2011-12-03 3:45 PM	
flightview	UA-432-ORD-CLT		1:19 PMDec 03			3:45 PMDec 03	
panynj	UA-432-ORD-CLT		1:19 PMDec 03			3:45 PMDec 03	
gofox	UA-432-ORD-CLT		1:19 PMDec 03			3:45 PMDec 03	
foxbusiness	UA-432-ORD-CLT		1:19 PMDec 03			3:45 PMDec 03	
allegiantair	UA-432-ORD-CLT		1:19 PMDec 03			3:45 PMDec 03	
boston	UA-432-ORD-CLT		1:19 PMDec 03			3:39 PMDec 03	
orbitz	UA-432-ORD-CLT	1:06pDec 3	1:00pDec 3	 C29	3:51pDec 3	3:45pDec 3	 -
ord	UA-432-ORD-CLT	2011-12-03 1:06 PM		C29	2011-12-03 3:51 PM		 
flightwise	UA-432-ORD-CLT	2011-12-03 01:06PM CST	2011-12-03 01:19PM CST	 C29 	2011-12-03 03:46PM EST	2011-12-03 03:39PM EST	
flightarrival	UA-432-ORD-CLT	2011-12-03 1:06 PM	2011-12-03 1:00 PM		2011-12-03 3:51 PM	2011-12-03 3:45 PM	
aa	AA-3535-MIA-CLT	12/03/2011 02:00 PM	12/03/2011 02:06 PM	D60	12/03/2011 04:05 PM	12/03/2011 03:55 PM	A9
flightexplorer	AA-3535-MIA-CLT		12/3/2011 2:06PM EST			12/3/2011 3:51PM EST	
airtravelcenter	AA-3535-MIA-CLT		12/3/11 2:06 PM (-05:00)			12/3/11 3:51 PM (-05:00)	
myrateplan	AA-3535-MIA-CLT		12/3/11 2:06 PM (-05:00)			12/3/11 3:51 PM (-05:00)	
helloflight	AA-3535-MIA-CLT		12/3/11 2:06 PM (-05:00)			12/3/11 3:51 PM (-05:00)	
flytecomm	AA-3535-MIA-CLT		12/3/11 2:06 PM (-05:00)			12/3/11 3:51 PM (-05:00)	
flightaware	AA-3535-MIA-CLT	2011-12-03 02:00PM EST	2011-12-03 02:06PM EST	 D60 	2011-12-03 03:55PM EST	2011-12-03 03:43PM EST	 A9 
wunderground	AA-3535-MIA-CLT	2011-12-03 02:00PM EST	2011-12-03 02:06PM EST	 D60 	2011-12-03 03:55PM EST	2011-12-03 03:43PM EST	 A9 
flights	AA-3535-MIA-CLT	02:00 PM  Sat 03-Dec-2011	02:06 PM  Sat 03-Dec-2011	D60	04:05 PM  Sat 03-Dec-2011	03:55 PM  Sat 03-Dec-2011	A9
businesstravellogue	AA-3535-MIA-CLT	02:00 PM  Sat 03-Dec-2011	02:06 PM  Sat 03-Dec-2011	D60	04:05 PM  Sat 03-Dec-2011	03:55 PM  Sat 03-Dec-2011	A9
flylouisville	AA-3535-MIA-CLT	02:00 PM  Sat 03-Dec-2011	02:06 PM  Sat 03-Dec-2011	D60	04:05 PM  Sat 03-Dec-2011	03:55 PM  Sat 03-Dec-2011	A9
flightstats	AA-3535-MIA-CLT	2011-12-03 2:00 PM	2011-12-03 2:06 PM		2011-12-03 4:05 PM	2011-12-03 3:55 PM	
quicktrip	AA-3535-MIA-CLT	2011-12-03 2:00 PM	2011-12-03 2:06 PM		2011-12-03 4:05 PM	2011-12-03 3:55 PM	
world-flight-tracker	AA-3535-MIA-CLT	2011-12-03 2:00 PM	2011-12-03 2:06 PM		2011-12-03 4:05 PM	2011-12-03 3:55 PM	
flightview	AA-3535-MIA-CLT	2:00 PM, Dec 03	2:06 PM, Dec 03		4:05 PM, Dec 03	3:53 PM, Dec 03	
panynj	AA-3535-MIA-CLT	2:00 PM, Dec 03	2:06 PM, Dec 03		4:05 PM, Dec 03	3:53 PM, Dec 03	
gofox	AA-3535-MIA-CLT	2:00 PM, Dec 03	2:06 PM, Dec 03		4:05 PM, Dec 03	3:53 PM, Dec 03	
foxbusiness	AA-3535-MIA-CLT	2:00 PM, Dec 03	2:06 PM, Dec 03		4:05 PM, Dec 03	3:53 PM, Dec 03	
allegiantair	AA-3535-MIA-CLT	2:00 PM, Dec 03	2:06 PM, Dec 03		4:05 PM, Dec 03	3:53 PM, Dec 03	
boston	AA-3535-MIA-CLT	2:00 PM, Dec 03	2:06 PM, Dec 03		4:05 PM, Dec 03	3:53 PM, Dec 03	
travelocity	AA-3535-MIA-CLT	Dec 03 - 2:00pm	Dec 03 - 1:53pm	D60	Dec 03 - 4:05pm	Dec 03 - 3:55pm	A9
orbitz	AA-3535-MIA-CLT	2:00pDec 3	1:53pDec 3	 D60	4:05pDec 3	3:55pDec 3	 A9
weather	AA-3535-MIA-CLT	2011-12-03 02:00 PM			2011-12-03 04:05 PM		
usatoday	AA-3535-MIA-CLT	2:00 PM, Dec 03	2:06 PM, Dec 03		4:05 PM, Dec 03	3:53 PM, Dec 03	
mytripandmore	AA-3535-MIA-CLT	2:00pDec 3	1:53pDec 3	 D60	4:05pDec 3	3:55pDec 3	 A9
flightwise	AA-3535-MIA-CLT	2011-12-03 02:00PM EST	2011-12-03 02:06PM EST	 D60 	2011-12-03 03:55PM EST	2011-12-03 03:43PM EST	 A9 
flightarrival	AA-3535-MIA-CLT	2011-12-03 2:00 PM	2011-12-03 2:06 PM		2011-12-03 4:05 PM	2011-12-03 3:55 PM	
aa	AA-3823-LAX-DEN	12/03/2011 09:00 PM		44J	12/04/2011 12:15 AM		A49
flightexplorer	AA-3823-LAX-DEN		12/2/2011 9:09PM PST			12/3/2011 12:03AM MST	
flightexplorer	AA-3823-LAX-DEN	12/3/2011 9:00PM PST			12/4/2011 12:15AM MST		
airtravelcenter	AA-3823-LAX-DEN	12/3/11 9:00 PM (-08:00)			12/4/11 12:15 AM (-07:00)		
myrateplan	AA-3823-LAX-DEN	12/3/11 9:00 PM (-08:00)			12/4/11 12:15 AM (-07:00)		
helloflight	AA-3823-LAX-DEN	12/3/11 9:00 PM (-08:00)			12/4/11 12:15 AM (-07:00)		
flytecomm	AA-3823-LAX-DEN	12/3/11 9:00 PM (-08:00)			12/4/11 12:15 AM (-07:00)		
flightaware	AA-3823-LAX-DEN	2011-12-03 09:00PM PST	2011-12-03 09:09PM PST	 44I 	2011-12-03 12:05AM MST	2011-12-03 11:53PM MST	 A49 
wunderground	AA-3823-LAX-DEN	2011-12-03 09:00PM PST	2011-12-03 09:09PM PST	 44I 	2011-12-03 12:05AM MST	2011-12-03 11:53PM MST	 A49 
flights	AA-3823-LAX-DEN	09:00 PM  Sat 03-Dec-2011		44	12:15 AM  Sun 04-Dec-2011		A49
businesstravellogue	AA-3823-LAX-DEN	09:00 PM  Sat 03-Dec-2011		44	12:15 AM  Sun 04-Dec-2011		A49
flylouisville	AA-3823-LAX-DEN	09:00 PM  Sat 03-Dec-2011		44	12:15 AM  Sun 04-Dec-2011		A49
flightstats	AA-3823-LAX-DEN	2011-12-03 9:00 PM	2011-12-03 9:07 PM (Estimated runway)		2011-12-03 12:15 AM	2011-12-03 11:53 PM (Estimated runway)	
quicktrip	AA-3823-LAX-DEN	2011-12-03 9:00 PM	2011-12-03 9:07 PM (Estimated runway)		2011-12-03 12:15 AM	2011-12-03 11:53 PM (Estimated runway)	
world-flight-tracker	AA-3823-LAX-DEN	2011-12-03 9:00 PM	2011-12-03 9:07 PM (Estimated runway)		2011-12-03 12:15 AM	2011-12-03 11:53 PM (Estimated runway)	
flightview	AA-3823-LAX-DEN	9:00 PM, Dec 03			12:15 AM, Dec 04		
panynj	AA-3823-LAX-DEN	9:00 PM, Dec 03			12:15 AM, Dec 04		
gofox	AA-3823-LAX-DEN	9:00 PM, Dec 03			12:15 AM, Dec 04		
foxbusiness	AA-3823-LAX-DEN	9:00 PM, Dec 03			12:15 AM, Dec 04		
allegiantair	AA-3823-LAX-DEN	9:00 PM, Dec 03			12:15 AM, Dec 04		
boston	AA-3823-LAX-DEN	9:00 PM, Dec 03	Not Available		12:15 AM, Dec 04	Not Available	
travelocity	AA-3823-LAX-DEN	Dec 03 - 9:00pm	Dec 03 - Not Available	44J/T4	Dec 04 - 12:15am	Dec 04 - Not Available	A49
orbitz	AA-3823-LAX-DEN	9:00pDec 3		 44J	12:15aDec 4		 A49
weather	AA-3823-LAX-DEN	2011-12-03 09:00 PM			2011-12-03 12:15 AM		
den	AA-3823-LAX-DEN				2011-12-03 12:15 AM		A49
ifly	AA-3823-LAX-DEN	2011-12-03 9:00 PM	2011-12-03 9:07 PM (Estimated runway)		2011-12-03 12:15 AM	2011-12-03 11:53 PM (Estimated runway)	
flightwise	AA-3823-LAX-DEN	2011-12-03 09:00PM PST	2011-12-03 09:09PM PST	 44I 	2011-12-03 12:05AM MST	2011-12-03 11:53PM MST	 A49 
flightarrival	AA-3823-LAX-DEN	2011-12-03 09:00 PM			2011-12-03 12:15 AM		
ua	UA-2901-CLT-EWR	Sat, Dec 3 11:25 AM	Sat, Dec 3 11:25 AM            Delayed	B16	Sat, Dec 3 1:12 PM	Sat, Dec 3 1:23 PM	A37
airtravelcenter	UA-2901-CLT-EWR	12/3/11 11:25 AM (-05:00)			12/3/11 1:12 PM (-05:00)		
myrateplan	UA-2901-CLT-EWR	12/3/11 11:25 AM (-05:00)			12/3/11 1:12 PM (-05:00)		
helloflight	UA-2901-CLT-EWR	12/3/11 11:25 AM (-05:00)			12/3/11 1:12 PM (-05:00)		
flytecomm	UA-2901-CLT-EWR	12/3/11 11:25 AM (-05:00)			12/3/11 1:12 PM (-05:00)		
flightaware	UA-2901-CLT-EWR	2011-12-03 11:25AM EST	2011-12-03 11:48AM EST		2011-12-03 01:02PM EST	2011-12-03 01:17PM EST	
wunderground	UA-2901-CLT-EWR	2011-12-03 11:25AM EST	2011-12-03 11:48AM EST		2011-12-03 01:02PM EST	2011-12-03 01:17PM EST	
flights	UA-2901-CLT-EWR		2011-12-03 11:29 AM	B16		2011-12-03 01:23 PM	37
businesstravellogue	UA-2901-CLT-EWR		2011-12-03 11:29 AM	B16		2011-12-03 01:23 PM	37
flylouisville	UA-2901-CLT-EWR		2011-12-03 11:29 AM	B16		2011-12-03 01:23 PM	37
flightstats	UA-2901-CLT-EWR	2011-12-03 11:25 AM	2011-12-03 11:29 AM		2011-12-03 1:12 PM	2011-12-03 1:23 PM	
quicktrip	UA-2901-CLT-EWR	2011-12-03 11:25 AM	2011-12-03 11:29 AM		2011-12-03 1:12 PM	2011-12-03 1:23 PM	
flightview	UA-2901-CLT-EWR		11:48 AMDec 03			1:18 PMDec 03	
panynj	UA-2901-CLT-EWR		11:48 AMDec 03			1:18 PMDec 03	
gofox	UA-2901-CLT-EWR		11:48 AMDec 03			1:18 PMDec 03	
foxbusiness	UA-2901-CLT-EWR		11:48 AMDec 03			1:18 PMDec 03	
allegiantair	UA-2901-CLT-EWR		11:48 AMDec 03			1:18 PMDec 03	
boston	UA-2901-CLT-EWR		11:48 AMDec 03			1:18 PMDec 03	
orbitz	UA-2901-CLT-EWR	11:25aDec 3	11:29aDec 3	 -	1:12pDec 3	1:23pDec 3	 -
usatoday	UA-2901-CLT-EWR		11:48 AMDec 03			1:18 PMDec 03	
flightarrival	UA-2901-CLT-EWR	2011-12-03 11:25 AM	2011-12-03 11:29 AM		2011-12-03 1:12 PM	2011-12-03 1:23 PM	
aa	AA-501-MIA-DEN	12/03/2011 05:25 PM	12/03/2011 06:42 PM	D47	12/03/2011 07:50 PM	12/03/2011 08:46 PM	A41
airtravelcenter	AA-501-MIA-DEN		12/3/11 6:43 PM (-05:00)			12/3/11 8:32 PM (-07:00)	
myrateplan	AA-501-MIA-DEN		12/3/11 6:43 PM (-05:00)			12/3/11 8:32 PM (-07:00)	
helloflight	AA-501-MIA-DEN		12/3/11 6:43 PM (-05:00)			12/3/11 8:32 PM (-07:00)	
flytecomm	AA-501-MIA-DEN		12/3/11 6:43 PM (-05:00)			12/3/11 8:32 PM (-07:00)	
flightaware	AA-501-MIA-DEN	2011-12-03 05:25PM EST	2011-12-03 06:42PM EST	 D47 	2011-12-03 07:26PM MST	2011-12-03 08:32PM MST	 A41 
wunderground	AA-501-MIA-DEN	2011-12-03 05:25PM EST	2011-12-03 06:42PM EST	 D47 	2011-12-03 07:26PM MST	2011-12-03 08:32PM MST	 A41 
flights	AA-501-MIA-DEN	05:25 PM  Sat 03-Dec-2011	06:42 PM  Sat 03-Dec-2011	D47	07:50 PM  Sat 03-Dec-2011	08:46 PM  Sat 03-Dec-2011	A41
businesstravellogue	AA-501-MIA-DEN	05:25 PM  Sat 03-Dec-2011	06:42 PM  Sat 03-Dec-2011	D47	07:50 PM  Sat 03-Dec-2011	08:46 PM  Sat 03-Dec-2011	A41
flylouisville	AA-501-MIA-DEN	05:25 PM  Sat 03-Dec-2011	06:42 PM  Sat 03-Dec-2011	D47	07:50 PM  Sat 03-Dec-2011	08:46 PM  Sat 03-Dec-2011	A41
flightstats	AA-501-MIA-DEN	2011-12-03 5:25 PM	2011-12-03 6:42 PM		2011-12-03 7:50 PM	2011-12-03 8:46 PM	
quicktrip	AA-501-MIA-DEN	2011-12-03 5:25 PM	2011-12-03 6:42 PM		2011-12-03 7:50 PM	2011-12-03 8:46 PM	
world-flight-tracker	AA-501-MIA-DEN	2011-12-03 5:25 PM	2011-12-03 6:42 PM		2011-12-03 7:50 PM	2011-12-03 8:46 PM	
flightview	AA-501-MIA-DEN	5:25 PM, Dec 03	6:43 PM, Dec 03	Terminal D - D47	7:50 PM, Dec 03	8:42 PM, Dec 03	A41W
panynj	AA-501-MIA-DEN	5:25 PM, Dec 03	6:43 PM, Dec 03	Terminal D - D47	7:50 PM, Dec 03	8:42 PM, Dec 03	A41W
gofox	AA-501-MIA-DEN	5:25 PM, Dec 03	6:43 PM, Dec 03		7:50 PM, Dec 03	8:42 PM, Dec 03	
foxbusiness	AA-501-MIA-DEN	5:25 PM, Dec 03	6:43 PM, Dec 03	Terminal D - D47	7:50 PM, Dec 03	8:42 PM, Dec 03	A41W
allegiantair	AA-501-MIA-DEN	5:25 PM, Dec 03	6:43 PM, Dec 03	Terminal D - D47	7:50 PM, Dec 03	8:42 PM, Dec 03	A41W
boston	AA-501-MIA-DEN	5:25 PM, Dec 03	6:43 PM, Dec 03		7:50 PM, Dec 03	8:42 PM, Dec 03	
travelocity	AA-501-MIA-DEN	Dec 03 - 5:25pm	Dec 03 - 5:57pm	D47	Dec 03 - 7:50pm	Dec 03 - 8:46pm	A41
orbitz	AA-501-MIA-DEN	5:25pDec 3	5:57pDec 3	 D47	9:48pDec 3		 A41
weather	AA-501-MIA-DEN	2011-12-03 05:25 PM			2011-12-03 07:50 PM		
den	AA-501-MIA-DEN				2011-12-03 7:50 PM		A41
ifly	AA-501-MIA-DEN	2011-12-03 5:25 PM	2011-12-03 6:42 PM		2011-12-03 7:50 PM	2011-12-03 8:46 PM	
flightwise	AA-501-MIA-DEN	2011-12-03 05:25PM EST	2011-12-03 06:42PM EST	 D47 	2011-12-03 07:26PM MST	2011-12-03 08:32PM MST	 A41 
ua	UA-6154-ORD-ICT	Sat, Dec 3 6:20 PM	Sat, Dec 3 6:12 PM            On Time	F4A	Sat, Dec 3 8:11 PM	Sat, Dec 3 8:18 PM	--
airtravelcenter	UA-6154-ORD-ICT	12/3/11 6:20 PM (-06:00)			12/3/11 8:11 PM (-06:00)		
myrateplan	UA-6154-ORD-ICT	12/3/11 6:20 PM (-06:00)			12/3/11 8:11 PM (-06:00)		
helloflight	UA-6154-ORD-ICT	12/3/11 6:20 PM (-06:00)			12/3/11 8:11 PM (-06:00)		
flytecomm	UA-6154-ORD-ICT	12/3/11 6:20 PM (-06:00)			12/3/11 8:11 PM (-06:00)		
flightaware	UA-6154-ORD-ICT	2011-12-03 06:20PM CST	2011-12-03 06:30PM CST	 F4A 	2011-12-03 08:26PM CST	2011-12-03 08:13PM CST	
wunderground	UA-6154-ORD-ICT	2011-12-03 06:20PM CST	2011-12-03 06:30PM CST	 F4A 	2011-12-03 08:26PM CST	2011-12-03 08:13PM CST	
flights	UA-6154-ORD-ICT		2011-12-03 06:12 PM	F4A		2011-12-03 08:18 PM	
businesstravellogue	UA-6154-ORD-ICT		2011-12-03 06:12 PM	F4A		2011-12-03 08:18 PM	
flylouisville	UA-6154-ORD-ICT		2011-12-03 06:12 PM	F4A		2011-12-03 08:18 PM	
flightview	UA-6154-ORD-ICT		6:31 PMDec 03			8:18 PMDec 03	
panynj	UA-6154-ORD-ICT		6:31 PMDec 03			8:18 PMDec 03	
gofox	UA-6154-ORD-ICT		6:31 PMDec 03			8:18 PMDec 03	
foxbusiness	UA-6154-ORD-ICT		6:31 PMDec 03			8:18 PMDec 03	
allegiantair	UA-6154-ORD-ICT		6:31 PMDec 03			8:18 PMDec 03	
boston	UA-6154-ORD-ICT		6:31 PMDec 03			8:14 PMDec 03	
orbitz	UA-6154-ORD-ICT	6:38pDec 3	6:30pDec 3	 -	8:11pDec 3	8:18pDec 3	 -
weather	UA-6154-ORD-ICT	2011-12-03 06:20 PM			2011-12-03 08:11 PM		
usatoday	UA-6154-ORD-ICT	2011-12-03 06:20 PM			2011-12-03 08:11 PM		
mytripandmore	UA-6154-ORD-ICT	6:38pDec 3	6:30pDec 3	 -	8:11pDec 3	8:18pDec 3	 -
flightwise	UA-6154-ORD-ICT	2011-12-03 06:20PM CST	2011-12-03 06:30PM CST	 F4A 	2011-12-03 08:26PM CST	2011-12-03 08:13PM CST	
flightarrival	UA-6154-ORD-ICT	2011-12-03 06:20 PM			2011-12-03 08:11 PM		
CO	CO-51-EWR-CLE	Sat., Dec.03, 2011 3:15 p.m.	Sat., Dec.03, 2011 3:18 p.m.		Sat., Dec.03, 2011 4:55 p.m.	Sat., Dec.03, 2011 4:40 p.m.	
airtravelcenter	CO-51-EWR-CLE	12/3/11 3:15 PM (-05:00)			12/3/11 4:55 PM (-05:00)		
myrateplan	CO-51-EWR-CLE	12/3/11 3:15 PM (-05:00)			12/3/11 4:55 PM (-05:00)		
helloflight	CO-51-EWR-CLE	12/3/11 3:15 PM (-05:00)			12/3/11 4:55 PM (-05:00)		
flytecomm	CO-51-EWR-CLE	12/3/11 3:15 PM (-05:00)			12/3/11 4:55 PM (-05:00)		
