CO	CO-4237-EWR-DTW	Thu., Dec.29, 2011 12:17 p.m.	Thu., Dec.29, 2011 12:21 p.m.		Thu., Dec.29, 2011 2:24 p.m.	Thu., Dec.29, 2011 2:19 p.m.	
panynj	UA-1495-GCM-IAH	5:50 PM, Dec 29	5:36 PM, Dec 29	Main Term	8:01 PM, Dec 29	7:56 PM, Dec 29	Term E - E21
gofox	UA-1495-GCM-IAH	5:50 PM, Dec 29	5:36 PM, Dec 29		8:01 PM, Dec 29	7:56 PM, Dec 29	
foxbusiness	UA-1495-GCM-IAH	5:50 PM, Dec 29	5:36 PM, Dec 29	Main Term	8:01 PM, Dec 29	7:56 PM, Dec 29	Term E - E21
allegiantair	UA-1495-GCM-IAH	5:50 PM, Dec 29	5:36 PM, Dec 29	Main Term	8:01 PM, Dec 29	7:56 PM, Dec 29	Term E - E21
boston	UA-1495-GCM-IAH	5:50 PM, Dec 29	5:36 PM, Dec 29		8:01 PM, Dec 29	7:41 PM, Dec 29	
travelocity	UA-1495-GCM-IAH	Dec 29 - 5:50pm	Dec 29 - Contact Airline	Not provided by airline	Dec 29 - 8:01pm	Dec 29 - Contact Airline	Not provided by airline
orbitz	UA-1495-GCM-IAH	5:50pDec 29	5:44pDec 29	 -	8:01pDec 29	7:56pDec 29	 -
weather	UA-1495-GCM-IAH	2011-12-29 05:50 PM			2011-12-29 08:01 PM		
usatoday	UA-1495-GCM-IAH	5:50 PM, Dec 29	5:36 PM, Dec 29		8:01 PM, Dec 29	7:41 PM, Dec 29	
flightarrival	UA-1495-GCM-IAH	2011-12-29 05:50 PM			2011-12-29 08:01 PM		
CO	CO-1614-LAX-IAH	Thu., Dec.29, 2011 12:30 a.m.	Thu., Dec.29, 2011 12:37 a.m.		Thu., Dec.29, 2011 5:36 a.m.	Thu., Dec.29, 2011 5:41 a.m.	
flightexplorer	CO-1614-LAX-IAH		12/29/2011 12:49AM PST			12/29/2011 5:32AM CST	
airtravelcenter	CO-1614-LAX-IAH	12/29/11 12:30 AM (-08:00)			12/29/11 5:36 AM (-06:00)		
myrateplan	CO-1614-LAX-IAH	12/29/11 12:30 AM (-08:00)			12/29/11 5:36 AM (-06:00)		
helloflight	CO-1614-LAX-IAH	12/29/11 12:30 AM (-08:00)			12/29/11 5:36 AM (-06:00)		
flytecomm	CO-1614-LAX-IAH	12/29/11 12:30 AM (-08:00)			12/29/11 5:36 AM (-06:00)		
flightaware	CO-1614-LAX-IAH	2011-12-29 12:30AM PST	2011-12-29 12:51AM PST	 62 	2011-12-29 05:37AM CST	2011-12-29 05:33AM CST	 37 
flightaware	CO-1614-LAX-IAH	2011-12-29 12:30AM PST	2011-12-29 12:51AM PST	 62 	2011-12-29 05:37AM CST	2011-12-29 05:33AM CST	 37 
wunderground	CO-1614-LAX-IAH	2011-12-29 12:30AM PST	2011-12-29 12:51AM PST	 62 	2011-12-29 05:37AM CST	2011-12-29 05:33AM CST	 37 
wunderground	CO-1614-LAX-IAH	2011-12-29 12:30AM PST	2011-12-29 12:51AM PST	 62 	2011-12-29 05:37AM CST	2011-12-29 05:33AM CST	 37 
flights	CO-1614-LAX-IAH	12:30 AM  Thu 29-Dec-2011	12:37 AM  Thu 29-Dec-2011	62	05:36 AM  Thu 29-Dec-2011	05:41 AM  Thu 29-Dec-2011	37
businesstravellogue	CO-1614-LAX-IAH	12:30 AM  Thu 29-Dec-2011	12:37 AM  Thu 29-Dec-2011	62	05:36 AM  Thu 29-Dec-2011	05:41 AM  Thu 29-Dec-2011	37
flylouisville	CO-1614-LAX-IAH	12:30 AM  Thu 29-Dec-2011	12:37 AM  Thu 29-Dec-2011	62	05:36 AM  Thu 29-Dec-2011	05:41 AM  Thu 29-Dec-2011	37
flightstats	CO-1614-LAX-IAH	2011-12-29 12:30 AM	2011-12-29 12:37 AM		2011-12-29 5:36 AM	2011-12-29 5:41 AM	
quicktrip	CO-1614-LAX-IAH	2011-12-29 12:30 AM	2011-12-29 12:37 AM		2011-12-29 5:36 AM	2011-12-29 5:41 AM	
world-flight-tracker	CO-1614-LAX-IAH	2011-12-29 12:30 AM	2011-12-29 12:37 AM		2011-12-29 5:36 AM	2011-12-29 5:41 AM	
flightview	CO-1614-LAX-IAH	12:30 AM, Dec 29	12:51 AM, Dec 29	Term 6 - 62	5:36 AM, Dec 29	5:41 AM, Dec 29	Term C - C37
panynj	CO-1614-LAX-IAH	12:30 AM, Dec 29	12:51 AM, Dec 29	Term 6 - 62	5:36 AM, Dec 29	5:41 AM, Dec 29	Term C - C37
gofox	CO-1614-LAX-IAH	12:30 AM, Dec 29	12:51 AM, Dec 29		5:36 AM, Dec 29	5:41 AM, Dec 29	
foxbusiness	CO-1614-LAX-IAH	12:30 AM, Dec 29	12:51 AM, Dec 29	Term 6 - 62	5:36 AM, Dec 29	5:41 AM, Dec 29	Term C - C37
allegiantair	CO-1614-LAX-IAH	12:30 AM, Dec 29	12:51 AM, Dec 29	Term 6 - 62	5:36 AM, Dec 29	5:41 AM, Dec 29	Term C - C37
boston	CO-1614-LAX-IAH	12:30 AM, Dec 29	12:51 AM, Dec 29		5:36 AM, Dec 29	5:34 AM, Dec 29	
travelocity	CO-1614-LAX-IAH	Dec 29 - 12:30am	Dec 29 - 12:37am	62	Dec 29 - 5:36am	Dec 29 - 5:41am	C-37
orbitz	CO-1614-LAX-IAH	12:30aDec 29	12:37aDec 29	 62	5:36aDec 29	5:41aDec 29	 37
weather	CO-1614-LAX-IAH	2011-12-29 12:30 AM			2011-12-29 05:36 AM		
ifly	CO-1614-LAX-IAH	2011-12-29 12:30 AM	2011-12-29 12:37 AM		2011-12-29 5:36 AM	2011-12-29 5:41 AM	
usatoday	CO-1614-LAX-IAH	2011-12-29 12:30 AM			2011-12-29 05:36 AM		
flightarrival	CO-1614-LAX-IAH	2011-12-29 12:30 AM			2011-12-29 05:36 AM		
ua	UA-5935-BHM-DEN	Thu, Dec 29 7:50 AM	Thu, Dec 29 7:54 AM	--	Thu, Dec 29 10:12 AM	Thu, Dec 29 10:12 AM	B57
airtravelcenter	UA-5935-BHM-DEN	12/29/11 7:50 AM (-06:00)			12/29/11 10:12 AM (-07:00)		
myrateplan	UA-5935-BHM-DEN	12/29/11 7:50 AM (-06:00)			12/29/11 10:12 AM (-07:00)		
helloflight	UA-5935-BHM-DEN	12/29/11 7:50 AM (-06:00)			12/29/11 10:12 AM (-07:00)		
flytecomm	UA-5935-BHM-DEN	12/29/11 7:50 AM (-06:00)			12/29/11 10:12 AM (-07:00)		
flightaware	UA-5935-BHM-DEN	2011-12-29 07:50AM CST	2011-12-29 08:13AM CST		2011-12-29 09:50AM MST	2011-12-29 09:56AM MST	 B57 
wunderground	UA-5935-BHM-DEN	2011-12-29 07:50AM CST	2011-12-29 08:13AM CST		2011-12-29 09:50AM MST	2011-12-29 09:56AM MST	 B57 
flights	UA-5935-BHM-DEN	07:50 AM  Thu 29-Dec-2011			10:12 AM  Thu 29-Dec-2011		
businesstravellogue	UA-5935-BHM-DEN	07:50 AM  Thu 29-Dec-2011			10:12 AM  Thu 29-Dec-2011		
flylouisville	UA-5935-BHM-DEN	07:50 AM  Thu 29-Dec-2011			10:12 AM  Thu 29-Dec-2011		
world-flight-tracker	UA-5935-BHM-DEN	2011-12-29 7:50 AM	2011-12-29 7:54 AM		2011-12-29 10:12 AM	2011-12-29 10:12 AM (Estimated)	
flightview	UA-5935-BHM-DEN	7:50 AM, Dec 29	8:13 AM, Dec 29		10:12 AM, Dec 29		
panynj	UA-5935-BHM-DEN	7:50 AM, Dec 29	8:13 AM, Dec 29		10:12 AM, Dec 29		
gofox	UA-5935-BHM-DEN	7:50 AM, Dec 29	8:13 AM, Dec 29		10:12 AM, Dec 29		
foxbusiness	UA-5935-BHM-DEN	7:50 AM, Dec 29	8:13 AM, Dec 29		10:12 AM, Dec 29		
allegiantair	UA-5935-BHM-DEN	7:50 AM, Dec 29	8:13 AM, Dec 29		10:12 AM, Dec 29		
boston	UA-5935-BHM-DEN	7:50 AM, Dec 29	8:13 AM, Dec 29		10:12 AM, Dec 29	10:03 AM, Dec 29&nbsp(Estimated)	
travelocity	UA-5935-BHM-DEN	Dec 29 - Not Available	Dec 29 - 8:13am	CHK	Dec 29 - 10:12am	Dec 29 - Not Available	B57
orbitz	UA-5935-BHM-DEN	7:50aDec 29	7:54aDec 29	 -	10:04aDec 29		 B57
weather	UA-5935-BHM-DEN	2011-12-29 07:50 AM			2011-12-29 10:12 AM		
den	UA-5935-BHM-DEN				2011-12-29 10:12 AM		B57
flightwise	UA-5935-BHM-DEN	2011-12-29 07:50AM CST	2011-12-29 08:13AM CST		2011-12-29 09:50AM MST	2011-12-29 09:56AM MST	 B57 
aa	AA-3806-LAX-PHX	December 29, 2011               03:05 PM    	December 29, 2011               04:48 PM    	 44J	December 29, 2011               05:20 PM    	December 29, 2011     	 2    
flightexplorer	AA-3806-LAX-PHX		12/28/2011 5:01PM PST			12/29/2011 6:56PM MST	
airtravelcenter	AA-3806-LAX-PHX		12/29/11 5:01 PM (-08:00)			12/29/11 6:57 PM (-07:00)	
myrateplan	AA-3806-LAX-PHX		12/29/11 5:01 PM (-08:00)			12/29/11 6:57 PM (-07:00)	
helloflight	AA-3806-LAX-PHX		12/29/11 5:01 PM (-08:00)			12/29/11 6:57 PM (-07:00)	
flytecomm	AA-3806-LAX-PHX		12/29/11 5:01 PM (-08:00)			12/29/11 6:57 PM (-07:00)	
flightaware	AA-3806-LAX-PHX	2011-12-29 03:05PM PST	2011-12-29 05:01PM PST	 44J 	2011-12-29 05:10PM MST	2011-12-29 06:59PM MST	 2 
wunderground	AA-3806-LAX-PHX	2011-12-29 03:05PM PST	2011-12-29 05:01PM PST	 44J 	2011-12-29 05:10PM MST	2011-12-29 06:59PM MST	 2 
flights	AA-3806-LAX-PHX	03:05 PM  Thu 29-Dec-2011		44	05:20 PM  Thu 29-Dec-2011		2
businesstravellogue	AA-3806-LAX-PHX	03:05 PM  Thu 29-Dec-2011		44	05:20 PM  Thu 29-Dec-2011		2
flylouisville	AA-3806-LAX-PHX	03:05 PM  Thu 29-Dec-2011		44	05:20 PM  Thu 29-Dec-2011		2
flightstats	AA-3806-LAX-PHX	2011-12-29 3:05 PM	2011-12-29 4:48 PM		2011-12-29 5:20 PM	2011-12-29 7:12 PM (Estimated)	
quicktrip	AA-3806-LAX-PHX	2011-12-29 3:05 PM	2011-12-29 4:48 PM		2011-12-29 5:20 PM	2011-12-29 7:12 PM (Estimated)	
world-flight-tracker	AA-3806-LAX-PHX	2011-12-29 3:05 PM	2011-12-29 4:48 PM		2011-12-29 5:20 PM	2011-12-29 7:12 PM (Estimated)	
flightview	AA-3806-LAX-PHX	3:05 PM, Dec 29	5:01 PM, Dec 29		5:20 PM, Dec 29		
panynj	AA-3806-LAX-PHX	3:05 PM, Dec 29	5:01 PM, Dec 29		5:20 PM, Dec 29		
gofox	AA-3806-LAX-PHX	3:05 PM, Dec 29	5:01 PM, Dec 29		5:20 PM, Dec 29		
foxbusiness	AA-3806-LAX-PHX	3:05 PM, Dec 29	5:01 PM, Dec 29		5:20 PM, Dec 29		
allegiantair	AA-3806-LAX-PHX	3:05 PM, Dec 29	5:01 PM, Dec 29		5:20 PM, Dec 29		
boston	AA-3806-LAX-PHX	3:05 PM, Dec 29	5:01 PM, Dec 29		5:20 PM, Dec 29	7:04 PM, Dec 29&nbsp(Estimated)	
travelocity	AA-3806-LAX-PHX	Dec 29 - 3:05pm	Dec 29 - 4:48pm	44J/T4	Dec 29 - 5:20pm	Dec 29 - 7:12pm*	2
orbitz	AA-3806-LAX-PHX	3:05pDec 29	4:48pDec 29	 44J	8:44pDec 29		 2
weather	AA-3806-LAX-PHX	2011-12-29 03:05 PM			2011-12-29 05:20 PM		
usatoday	AA-3806-LAX-PHX	3:05 PM, Dec 29	5:01 PM, Dec 29		5:20 PM, Dec 29	7:04 PM, Dec 29&nbsp(Estimated)	
mytripandmore	AA-3806-LAX-PHX	Dec 29 - 3:05pm	Dec 29 - 4:48pm	44J/T4	Dec 29 - 5:20pm	Dec 29 - 7:12pm*	2
flightwise	AA-3806-LAX-PHX	2011-12-29 03:05PM PST	2011-12-29 05:01PM PST	 44J 	2011-12-29 05:10PM MST	2011-12-29 06:59PM MST	 2 
flightarrival	AA-3806-LAX-PHX	2011-12-29 03:05 PM			2011-12-29 05:20 PM		
aa	AA-1279-DFW-PHX	December 29, 2011               01:00 PM    	December 29, 2011               01:06 PM    	 C19	December 29, 2011               02:35 PM    	December 29, 2011               02:30 PM    	 4    
airtravelcenter	AA-1279-DFW-PHX		12/29/11 1:19 PM (-06:00)			12/29/11 2:18 PM (-07:00)	
myrateplan	AA-1279-DFW-PHX		12/29/11 1:19 PM (-06:00)			12/29/11 2:18 PM (-07:00)	
helloflight	AA-1279-DFW-PHX		12/29/11 1:19 PM (-06:00)			12/29/11 2:18 PM (-07:00)	
flytecomm	AA-1279-DFW-PHX		12/29/11 1:19 PM (-06:00)			12/29/11 2:18 PM (-07:00)	
flightaware	AA-1279-DFW-PHX	2011-12-29 01:00PM CST	2011-12-29 01:20PM CST	 C19 	2011-12-29 02:14PM MST	2011-12-29 02:26PM MST	 4 
wunderground	AA-1279-DFW-PHX	2011-12-29 01:00PM CST	2011-12-29 01:20PM CST	 C19 	2011-12-29 02:14PM MST	2011-12-29 02:26PM MST	 4 
flights	AA-1279-DFW-PHX	01:00 PM  Thu 29-Dec-2011	01:06 PM  Thu 29-Dec-2011	C19	02:35 PM  Thu 29-Dec-2011	02:30 PM  Thu 29-Dec-2011	4
businesstravellogue	AA-1279-DFW-PHX	01:00 PM  Thu 29-Dec-2011	01:06 PM  Thu 29-Dec-2011	C19	02:35 PM  Thu 29-Dec-2011	02:30 PM  Thu 29-Dec-2011	4
flylouisville	AA-1279-DFW-PHX	01:00 PM  Thu 29-Dec-2011	01:06 PM  Thu 29-Dec-2011	C19	02:35 PM  Thu 29-Dec-2011	02:30 PM  Thu 29-Dec-2011	4
flightstats	AA-1279-DFW-PHX	2011-12-29 1:00 PM	2011-12-29 1:06 PM		2011-12-29 2:35 PM	2011-12-29 2:30 PM	
quicktrip	AA-1279-DFW-PHX	2011-12-29 1:00 PM	2011-12-29 1:06 PM		2011-12-29 2:35 PM	2011-12-29 2:30 PM	
world-flight-tracker	AA-1279-DFW-PHX	2011-12-29 1:00 PM	2011-12-29 1:06 PM		2011-12-29 2:35 PM	2011-12-29 2:30 PM	
flightview	AA-1279-DFW-PHX	1:00 PM, Dec 29	1:20 PM, Dec 29	C19	2:35 PM, Dec 29	2:30 PM, Dec 29	Terminal 3
panynj	AA-1279-DFW-PHX	1:00 PM, Dec 29	1:20 PM, Dec 29	C19	2:35 PM, Dec 29	2:30 PM, Dec 29	Terminal 3
gofox	AA-1279-DFW-PHX	1:00 PM, Dec 29	1:20 PM, Dec 29		2:35 PM, Dec 29	2:30 PM, Dec 29	
foxbusiness	AA-1279-DFW-PHX	1:00 PM, Dec 29	1:20 PM, Dec 29	C19	2:35 PM, Dec 29	2:30 PM, Dec 29	Terminal 3
allegiantair	AA-1279-DFW-PHX	1:00 PM, Dec 29	1:20 PM, Dec 29	C19	2:35 PM, Dec 29	2:30 PM, Dec 29	Terminal 3
boston	AA-1279-DFW-PHX	1:00 PM, Dec 29	1:20 PM, Dec 29		2:35 PM, Dec 29	2:30 PM, Dec 29	
travelocity	AA-1279-DFW-PHX	Dec 29 - 1:00pm	Dec 29 - 1:06pm	C19/C	Dec 29 - 2:35pm	Dec 29 - 2:30pm	4/3
orbitz	AA-1279-DFW-PHX	1:00pDec 29	1:06pDec 29	 C19	2:35pDec 29	2:30pDec 29	 4
weather	AA-1279-DFW-PHX	2011-12-29 01:00 PM	2011-12-29 01:20 PM		2011-12-29 02:35 PM	2011-12-29 02:22 PM	
dfw	AA-1279-DFW-PHX	2011-12-29 1:00 pm		A21			
usatoday	AA-1279-DFW-PHX	1:00 PM, Dec 29	1:20 PM, Dec 29		2:35 PM, Dec 29	2:30 PM, Dec 29	
mytripandmore	AA-1279-DFW-PHX	1:00pDec 29	1:06pDec 29	 C19	2:35pDec 29	2:30pDec 29	 4
aa	AA-1106-ELP-DFW	December 29, 2011               06:00 PM    	December 29, 2011     	 A2	December 29, 2011               08:35 PM    	December 29, 2011     	 A17    
flightexplorer	AA-1106-ELP-DFW	12/29/2011 6:00PM MST			12/29/2011 8:35PM CST		
airtravelcenter	AA-1106-ELP-DFW		12/29/11 6:11 PM (-07:00)			12/29/11 8:25 PM (-06:00)	
myrateplan	AA-1106-ELP-DFW		12/29/11 6:11 PM (-07:00)			12/29/11 8:25 PM (-06:00)	
helloflight	AA-1106-ELP-DFW		12/29/11 6:11 PM (-07:00)			12/29/11 8:25 PM (-06:00)	
flytecomm	AA-1106-ELP-DFW		12/29/11 6:11 PM (-07:00)			12/29/11 8:25 PM (-06:00)	
flightaware	AA-1106-ELP-DFW	2011-12-29 06:00PM MST	2011-12-29 06:10PM MST	 A2 	2011-12-29 08:15PM CST	2011-12-29 08:25PM CST	 A17 
wunderground	AA-1106-ELP-DFW	2011-12-29 06:00PM MST	2011-12-29 06:10PM MST	 A2 	2011-12-29 08:15PM CST	2011-12-29 08:25PM CST	 A17 
flights	AA-1106-ELP-DFW	2011-12-29 06:00 PM		A2	2011-12-29 08:35 PM		A17
businesstravellogue	AA-1106-ELP-DFW	2011-12-29 06:00 PM		A2	2011-12-29 08:35 PM		A17
flylouisville	AA-1106-ELP-DFW	2011-12-29 06:00 PM		A2	2011-12-29 08:35 PM		A17
flightview	AA-1106-ELP-DFW	6:00 PMDec 29			8:35 PMDec 29		
panynj	AA-1106-ELP-DFW	6:00 PMDec 29			8:35 PMDec 29		
gofox	AA-1106-ELP-DFW	6:00 PMDec 29			8:35 PMDec 29		
foxbusiness	AA-1106-ELP-DFW	6:00 PMDec 29			8:35 PMDec 29		
allegiantair	AA-1106-ELP-DFW	6:00 PMDec 29			8:35 PMDec 29		
boston	AA-1106-ELP-DFW	6:00 PMDec 29			8:35 PMDec 29		
travelocity	AA-1106-ELP-DFW	Dec 29 - 6:00pm	Dec 29 - Not Available	A2	Dec 29 - 8:35pm	Dec 29 - Not Available	A17/A
orbitz	AA-1106-ELP-DFW	6:00pDec 29		 A2	8:35pDec 29		 A17
weather	AA-1106-ELP-DFW	2011-12-29 06:00 PM			2011-12-29 08:35 PM		
dfw	AA-1106-ELP-DFW				2011-12-29 8:35 pm		A23
usatoday	AA-1106-ELP-DFW	2011-12-29 06:00 PM			2011-12-29 08:35 PM		
flightwise	AA-1106-ELP-DFW	2011-12-29 06:00PM MST	2011-12-29 06:10PM MST	 A2 	2011-12-29 08:15PM CST	2011-12-29 08:25PM CST	 A17 
flightarrival	AA-1106-ELP-DFW	2011-12-29 06:00 PM			2011-12-29 08:35 PM		
aa	AA-1201-ORD-STL	December 29, 2011               03:10 PM    	December 29, 2011               03:09 PM    	 K9	December 29, 2011               04:15 PM    	December 29, 2011               04:10 PM    	 D18    
flightexplorer	AA-1201-ORD-STL		12/29/2011 3:20PM CST			12/29/2011 4:06PM CST	
airtravelcenter	AA-1201-ORD-STL		12/29/11 3:20 PM (-06:00)			12/29/11 4:06 PM (-06:00)	
myrateplan	AA-1201-ORD-STL		12/29/11 3:20 PM (-06:00)			12/29/11 4:06 PM (-06:00)	
helloflight	AA-1201-ORD-STL		12/29/11 3:20 PM (-06:00)			12/29/11 4:06 PM (-06:00)	
flytecomm	AA-1201-ORD-STL		12/29/11 3:20 PM (-06:00)			12/29/11 4:06 PM (-06:00)	
flightaware	AA-1201-ORD-STL	2011-12-29 03:10PM CST	2011-12-29 03:20PM CST	 K9 	2011-12-29 04:07PM CST	2011-12-29 04:03PM CST	 D18 
wunderground	AA-1201-ORD-STL	2011-12-29 03:10PM CST	2011-12-29 03:20PM CST	 K9 	2011-12-29 04:07PM CST	2011-12-29 04:03PM CST	 D18 
flights	AA-1201-ORD-STL		2011-12-29 03:09 PM	K9		2011-12-29 04:10 PM	D18
businesstravellogue	AA-1201-ORD-STL		2011-12-29 03:09 PM	K9		2011-12-29 04:10 PM	D18
flylouisville	AA-1201-ORD-STL		2011-12-29 03:09 PM	K9		2011-12-29 04:10 PM	D18
flightview	AA-1201-ORD-STL		3:20 PMDec 29			4:04 PMDec 29	
panynj	AA-1201-ORD-STL		3:20 PMDec 29			4:04 PMDec 29	
gofox	AA-1201-ORD-STL		3:20 PMDec 29			4:04 PMDec 29	
foxbusiness	AA-1201-ORD-STL		3:20 PMDec 29			4:04 PMDec 29	
allegiantair	AA-1201-ORD-STL		3:20 PMDec 29			4:04 PMDec 29	
boston	AA-1201-ORD-STL		3:20 PMDec 29			4:04 PMDec 29	
orbitz	AA-1201-ORD-STL	3:10pDec 29	3:09pDec 29	 K9	4:15pDec 29	4:10pDec 29	 D18
ord	AA-1201-ORD-STL	2011-12-29 3:10 PM		K9	2011-12-29 4:15 PM		D18
aa	AA-971-MIA-SJO	December 29, 2011               09:25 AM    	December 29, 2011               09:18 AM    	 D15	December 29, 2011               11:10 AM    	December 29, 2011               11:14 AM    	 3    
flights	AA-971-MIA-SJO	09:25 AM  Thu 29-Dec-2011	09:18 AM  Thu 29-Dec-2011	D15	11:10 AM  Thu 29-Dec-2011	11:14 AM  Thu 29-Dec-2011	3
businesstravellogue	AA-971-MIA-SJO	09:25 AM  Thu 29-Dec-2011	09:18 AM  Thu 29-Dec-2011	D15	11:10 AM  Thu 29-Dec-2011	11:14 AM  Thu 29-Dec-2011	3
flylouisville	AA-971-MIA-SJO	09:25 AM  Thu 29-Dec-2011	09:18 AM  Thu 29-Dec-2011	D15	11:10 AM  Thu 29-Dec-2011	11:14 AM  Thu 29-Dec-2011	3
world-flight-tracker	AA-971-MIA-SJO	2011-12-29 9:25 AM	2011-12-29 9:18 AM		2011-12-29 11:10 AM	2011-12-29 11:14 AM	
flightview	AA-971-MIA-SJO	9:25 AM, Dec 29	9:39 AM, Dec 29	Terminal D - D15	11:10 AM, Dec 29	11:06 AM, Dec 29	Terminal M
panynj	AA-971-MIA-SJO	9:25 AM, Dec 29	9:39 AM, Dec 29	Terminal D - D15	11:10 AM, Dec 29	11:06 AM, Dec 29	Terminal M
gofox	AA-971-MIA-SJO	9:25 AM, Dec 29	9:39 AM, Dec 29		11:10 AM, Dec 29	11:06 AM, Dec 29	
foxbusiness	AA-971-MIA-SJO	9:25 AM, Dec 29	9:39 AM, Dec 29	Terminal D - D15	11:10 AM, Dec 29	11:06 AM, Dec 29	Terminal M
allegiantair	AA-971-MIA-SJO	9:25 AM, Dec 29	9:39 AM, Dec 29	Terminal D - D15	11:10 AM, Dec 29	11:06 AM, Dec 29	Terminal M
boston	AA-971-MIA-SJO	9:25 AM, Dec 29	9:39 AM, Dec 29		11:10 AM, Dec 29	11:06 AM, Dec 29	
travelocity	AA-971-MIA-SJO	Dec 29 - 9:25am	Dec 29 - 9:18am	D15	Dec 29 - 11:10am	Dec 29 - 11:14am	3
orbitz	AA-971-MIA-SJO	9:25aDec 29	9:18aDec 29	 D15	11:10aDec 29	11:14aDec 29	 3
weather	AA-971-MIA-SJO	2011-12-29 09:25 AM			2011-12-29 11:10 AM		
usatoday	AA-971-MIA-SJO	9:25 AM, Dec 29	9:39 AM, Dec 29		11:10 AM, Dec 29	11:06 AM, Dec 29	
mytripandmore	AA-971-MIA-SJO	9:25aDec 29	9:18aDec 29	 D15	11:10aDec 29	11:14aDec 29	 3
aa	AA-2459-DFW-LAX	December 29, 2011               04:45 PM    	December 29, 2011               04:45 PM    	 C2	December 29, 2011               06:10 PM    	December 29, 2011               05:55 PM    	 48A    
flightexplorer	AA-2459-DFW-LAX		12/29/2011 5:02PM CST			12/29/2011 5:54PM PST	
airtravelcenter	AA-2459-DFW-LAX		12/29/11 5:02 PM (-06:00)			12/29/11 5:54 PM (-08:00)	
myrateplan	AA-2459-DFW-LAX		12/29/11 5:02 PM (-06:00)			12/29/11 5:54 PM (-08:00)	
helloflight	AA-2459-DFW-LAX		12/29/11 5:02 PM (-06:00)			12/29/11 5:54 PM (-08:00)	
flytecomm	AA-2459-DFW-LAX		12/29/11 5:02 PM (-06:00)			12/29/11 5:54 PM (-08:00)	
flightaware	AA-2459-DFW-LAX	2011-12-29 04:45PM CST	2011-12-29 05:01PM CST	 C2 	2011-12-29 05:52PM PST	2011-12-29 05:50PM PST	 48A 
wunderground	AA-2459-DFW-LAX	2011-12-29 04:45PM CST	2011-12-29 05:01PM CST	 C2 	2011-12-29 05:52PM PST	2011-12-29 05:50PM PST	 48A 
flights	AA-2459-DFW-LAX		2011-12-29 04:45 PM	C2		2011-12-29 05:55 PM	48A
businesstravellogue	AA-2459-DFW-LAX		2011-12-29 04:45 PM	C2		2011-12-29 05:55 PM	48A
flylouisville	AA-2459-DFW-LAX		2011-12-29 04:45 PM	C2		2011-12-29 05:55 PM	48A
flightstats	AA-2459-DFW-LAX	2011-12-29 4:45 PM	2011-12-29 4:45 PM		2011-12-29 6:10 PM	2011-12-29 5:55 PM	
quicktrip	AA-2459-DFW-LAX	2011-12-29 4:45 PM	2011-12-29 4:45 PM		2011-12-29 6:10 PM	2011-12-29 5:55 PM	
flightview	AA-2459-DFW-LAX		5:02 PMDec 29			5:55 PMDec 29	
panynj	AA-2459-DFW-LAX		5:02 PMDec 29			5:55 PMDec 29	
gofox	AA-2459-DFW-LAX		5:02 PMDec 29			5:55 PMDec 29	
foxbusiness	AA-2459-DFW-LAX		5:02 PMDec 29			5:55 PMDec 29	
allegiantair	AA-2459-DFW-LAX		5:02 PMDec 29			5:55 PMDec 29	
boston	AA-2459-DFW-LAX		5:02 PMDec 29			5:51 PMDec 29	
orbitz	AA-2459-DFW-LAX	4:45pDec 29	4:45pDec 29	 C2	6:10pDec 29	5:55pDec 29	 48A
dfw	AA-2459-DFW-LAX	2011-12-29 4:45 pm		A18			
ifly	AA-2459-DFW-LAX	2011-12-29 4:45 PM	2011-12-29 4:45 PM		2011-12-29 6:10 PM	2011-12-29 5:55 PM	
flightarrival	AA-2459-DFW-LAX		5:02 PMDec 29			5:51 PMDec 29	
CO	CO-4843-EWR-PHL	Thu., Dec.29, 2011 9:25 p.m.	Thu., Dec.29, 2011 9:25 p.m.		Thu., Dec.29, 2011 10:22 p.m.	Thu., Dec.29, 2011 10:22 p.m.	
airtravelcenter	CO-4843-EWR-PHL		12/29/11 9:34 PM (-05:00)			12/29/11 10:03 PM (-05:00)	
myrateplan	CO-4843-EWR-PHL		12/29/11 9:34 PM (-05:00)			12/29/11 10:03 PM (-05:00)	
helloflight	CO-4843-EWR-PHL		12/29/11 9:34 PM (-05:00)			12/29/11 10:03 PM (-05:00)	
flytecomm	CO-4843-EWR-PHL		12/29/11 9:34 PM (-05:00)			12/29/11 10:03 PM (-05:00)	
flightaware	CO-4843-EWR-PHL	2011-12-29 09:25PM EST	2011-12-29 09:34PM EST		2011-12-29 09:54PM EST	2011-12-29 10:03PM EST	
flightaware	CO-4843-EWR-PHL	2011-12-29 09:25PM EST	2011-12-29 09:34PM EST		2011-12-29 09:54PM EST	2011-12-29 10:03PM EST	
wunderground	CO-4843-EWR-PHL	2011-12-29 09:25PM EST	2011-12-29 09:34PM EST		2011-12-29 09:54PM EST	2011-12-29 10:03PM EST	
wunderground	CO-4843-EWR-PHL	2011-12-29 09:25PM EST	2011-12-29 09:34PM EST		2011-12-29 09:54PM EST	2011-12-29 10:03PM EST	
flights	CO-4843-EWR-PHL	09:25 PM  Thu 29-Dec-2011		84	10:22 PM  Thu 29-Dec-2011		D1
businesstravellogue	CO-4843-EWR-PHL	09:25 PM  Thu 29-Dec-2011		84	10:22 PM  Thu 29-Dec-2011		D1
