CO	CO-4237-EWR-DTW	Tue., Dec.20, 2011 12:17 p.m.	Tue., Dec.20, 2011 12:12 p.m.		Tue., Dec.20, 2011 2:24 p.m.	Tue., Dec.20, 2011 2:24 p.m.	
ua	UA-5451-LAX-RNO	Tue, Dec 20 7:55 AM	Tue, Dec 20 7:48 AM	85	Tue, Dec 20 9:27 AM	Tue, Dec 20 9:14 AM	--
airtravelcenter	UA-5451-LAX-RNO		12/20/11 8:09 AM (-08:00)			12/20/11 9:13 AM (-08:00)	
myrateplan	UA-5451-LAX-RNO		12/20/11 8:09 AM (-08:00)			12/20/11 9:13 AM (-08:00)	
helloflight	UA-5451-LAX-RNO		12/20/11 8:09 AM (-08:00)			12/20/11 9:13 AM (-08:00)	
flytecomm	UA-5451-LAX-RNO		12/20/11 8:09 AM (-08:00)			12/20/11 9:13 AM (-08:00)	
flights	UA-5451-LAX-RNO		2011-12-20 07:48 AM	85		2011-12-20 09:14 AM	
businesstravellogue	UA-5451-LAX-RNO		2011-12-20 07:48 AM	85		2011-12-20 09:14 AM	
flylouisville	UA-5451-LAX-RNO		2011-12-20 07:48 AM	85		2011-12-20 09:14 AM	
flightview	UA-5451-LAX-RNO		8:09 AMDec 20			9:14 AMDec 20	
panynj	UA-5451-LAX-RNO		8:09 AMDec 20			9:14 AMDec 20	
gofox	UA-5451-LAX-RNO		8:09 AMDec 20			9:14 AMDec 20	
foxbusiness	UA-5451-LAX-RNO		8:09 AMDec 20			9:14 AMDec 20	
allegiantair	UA-5451-LAX-RNO		8:09 AMDec 20			9:14 AMDec 20	
boston	UA-5451-LAX-RNO		8:09 AMDec 20			9:14 AMDec 20	
travelocity	UA-5451-LAX-RNO	Dec 20 - Not Available	Dec 20 - 8:08am	85	Dec 20 - Not Available	Dec 20 - 9:14am	CHK
orbitz	UA-5451-LAX-RNO	7:55aDec 20	7:48aDec 20	 85	9:27aDec 20	9:14aDec 20	 -
weather	UA-5451-LAX-RNO	2011-12-20 07:55 AM			2011-12-20 09:27 AM		
usatoday	UA-5451-LAX-RNO		8:09 AMDec 20			9:14 AMDec 20	
flightarrival	UA-5451-LAX-RNO	2011-12-20 07:55 AM			2011-12-20 09:27 AM		
ua	UA-4893-EWR-BWI	Tue, Dec 20 9:55 PM	Tue, Dec 20 9:55 PM	C105	Tue, Dec 20 10:59 PM	Tue, Dec 20 10:59 PM	D12
flightexplorer	UA-4893-EWR-BWI	12/20/2011 9:55PM EST			12/20/2011 10:59PM EST		
airtravelcenter	UA-4893-EWR-BWI	12/20/11 9:55 PM (-05:00)			12/20/11 10:59 PM (-05:00)		
myrateplan	UA-4893-EWR-BWI	12/20/11 9:55 PM (-05:00)			12/20/11 10:59 PM (-05:00)		
helloflight	UA-4893-EWR-BWI	12/20/11 9:55 PM (-05:00)			12/20/11 10:59 PM (-05:00)		
flytecomm	UA-4893-EWR-BWI	12/20/11 9:55 PM (-05:00)			12/20/11 10:59 PM (-05:00)		
flights	UA-4893-EWR-BWI	09:55 PM  Tue 20-Dec-2011		72	10:59 PM  Tue 20-Dec-2011		D12
businesstravellogue	UA-4893-EWR-BWI	09:55 PM  Tue 20-Dec-2011		72	10:59 PM  Tue 20-Dec-2011		D12
flylouisville	UA-4893-EWR-BWI	09:55 PM  Tue 20-Dec-2011		72	10:59 PM  Tue 20-Dec-2011		D12
world-flight-tracker	UA-4893-EWR-BWI	2011-12-20 9:55 PM	2011-12-20 9:55 PM (Estimated)		2011-12-20 10:59 PM	2011-12-20 10:59 PM (Estimated)	
flightview	UA-4893-EWR-BWI	9:55 PM, Dec 20		Term C - C105	10:59 PM, Dec 20		Main Term - D12
panynj	UA-4893-EWR-BWI	9:55 PM, Dec 20		Term C - C105	10:59 PM, Dec 20		Main Term - D12
gofox	UA-4893-EWR-BWI	9:55 PM, Dec 20			10:59 PM, Dec 20		
foxbusiness	UA-4893-EWR-BWI	9:55 PM, Dec 20		Term C - C105	10:59 PM, Dec 20		Main Term - D12
allegiantair	UA-4893-EWR-BWI	9:55 PM, Dec 20		Term C - C105	10:59 PM, Dec 20		Main Term - D12
boston	UA-4893-EWR-BWI	9:55 PM, Dec 20	Not Available		10:59 PM, Dec 20	Not Available	
travelocity	UA-4893-EWR-BWI	Dec 20 - 9:55pm	Dec 20 - Contact Airline	Not provided by airline	Dec 20 - 10:59pm	Dec 20 - Contact Airline	Not provided by airline
orbitz	UA-4893-EWR-BWI	9:55pDec 20		 C105	10:59pDec 20		 D12
weather	UA-4893-EWR-BWI	2011-12-20 09:55 PM			2011-12-20 10:59 PM		
flightarrival	UA-4893-EWR-BWI	2011-12-20 09:55 PM			2011-12-20 10:59 PM		
ua	UA-664-SNA-ORD	Tue, Dec 20 6:45 AM	Tue, Dec 20 6:52 AM	13	Tue, Dec 20 12:39 PM	Tue, Dec 20 12:55 PM	C15
flightexplorer	UA-664-SNA-ORD		12/20/2011 7:08AM PST			12/20/2011 12:53PM CST	
airtravelcenter	UA-664-SNA-ORD		12/20/11 7:10 AM (-08:00)			12/20/11 12:53 PM (-06:00)	
myrateplan	UA-664-SNA-ORD		12/20/11 7:10 AM (-08:00)			12/20/11 12:53 PM (-06:00)	
helloflight	UA-664-SNA-ORD		12/20/11 7:10 AM (-08:00)			12/20/11 12:53 PM (-06:00)	
flytecomm	UA-664-SNA-ORD		12/20/11 7:10 AM (-08:00)			12/20/11 12:53 PM (-06:00)	
flights	UA-664-SNA-ORD		2011-12-20 06:52 AM	13		2011-12-20 12:55 PM	C15
businesstravellogue	UA-664-SNA-ORD		2011-12-20 06:52 AM	13		2011-12-20 12:55 PM	C15
flylouisville	UA-664-SNA-ORD		2011-12-20 06:52 AM	13		2011-12-20 12:55 PM	C15
flightview	UA-664-SNA-ORD		7:10 AMDec 20			12:55 PMDec 20	
panynj	UA-664-SNA-ORD		7:10 AMDec 20			12:55 PMDec 20	
gofox	UA-664-SNA-ORD		7:10 AMDec 20			12:55 PMDec 20	
foxbusiness	UA-664-SNA-ORD		7:10 AMDec 20			12:55 PMDec 20	
allegiantair	UA-664-SNA-ORD		7:10 AMDec 20			12:55 PMDec 20	
boston	UA-664-SNA-ORD		7:10 AMDec 20			12:50 PMDec 20	
travelocity	UA-664-SNA-ORD	Dec 20 - Not Available	Dec 20 - 7:09am	13	Dec 20 - Not Available	Dec 20 - 12:55pm	C15
orbitz	UA-664-SNA-ORD	6:45aDec 20	6:52aDec 20	 13	12:39pDec 20	12:55pDec 20	 C15
weather	UA-664-SNA-ORD	2011-12-20 06:45 AM			2011-12-20 12:39 PM		
ord	UA-664-SNA-ORD	2011-12-20 6:45 AM		13	2011-12-20 12:39 PM		C15
mytripandmore	UA-664-SNA-ORD	Dec 20 - Not Available	Dec 20 - 7:09am	13	Dec 20 - Not Available	Dec 20 - 12:55pm	C15
flightarrival	UA-664-SNA-ORD		7:10 AMDec 20			12:50 PMDec 20	
aa	AA-33-JFK-LAX	December 20, 2011               07:40 AM    	December 20, 2011               07:45 AM    	 37	December 20, 2011               11:05 AM    	December 20, 2011               11:00 AM    	 46A    
flightexplorer	AA-33-JFK-LAX		12/20/2011 8:04AM EST			12/20/2011 10:27AM PST	
airtravelcenter	AA-33-JFK-LAX		12/20/11 8:04 AM (-05:00)			12/20/11 10:27 AM (-08:00)	
myrateplan	AA-33-JFK-LAX		12/20/11 8:04 AM (-05:00)			12/20/11 10:27 AM (-08:00)	
helloflight	AA-33-JFK-LAX		12/20/11 8:04 AM (-05:00)			12/20/11 10:27 AM (-08:00)	
flytecomm	AA-33-JFK-LAX		12/20/11 8:04 AM (-05:00)			12/20/11 10:27 AM (-08:00)	
flightaware	AA-33-JFK-LAX	2011-12-20 07:40AM EST	2011-12-20 08:04AM EST	 37 	2011-12-20 10:39AM PST	2011-12-20 10:26AM PST	 46A 
wunderground	AA-33-JFK-LAX	2011-12-20 07:40AM EST	2011-12-20 08:04AM EST	 37 	2011-12-20 10:39AM PST	2011-12-20 10:26AM PST	 46A 
flights	AA-33-JFK-LAX	07:40 AM  Tue 20-Dec-2011	07:45 AM  Tue 20-Dec-2011	C37	11:05 AM  Tue 20-Dec-2011	11:00 AM  Tue 20-Dec-2011	46A
businesstravellogue	AA-33-JFK-LAX	07:40 AM  Tue 20-Dec-2011	07:45 AM  Tue 20-Dec-2011	C37	11:05 AM  Tue 20-Dec-2011	11:00 AM  Tue 20-Dec-2011	46A
flylouisville	AA-33-JFK-LAX	07:40 AM  Tue 20-Dec-2011	07:45 AM  Tue 20-Dec-2011	C37	11:05 AM  Tue 20-Dec-2011	11:00 AM  Tue 20-Dec-2011	46A
flightstats	AA-33-JFK-LAX	2011-12-20 7:40 AM	2011-12-20 7:45 AM		2011-12-20 11:05 AM	2011-12-20 11:00 AM	
quicktrip	AA-33-JFK-LAX	2011-12-20 7:40 AM	2011-12-20 7:45 AM		2011-12-20 11:05 AM	2011-12-20 11:00 AM	
world-flight-tracker	AA-33-JFK-LAX	2011-12-20 7:40 AM	2011-12-20 7:45 AM		2011-12-20 11:05 AM	2011-12-20 11:00 AM	
flightview	AA-33-JFK-LAX	7:40 AM, Dec 20	8:04 AM, Dec 20	Terminal 8 - 37	11:05 AM, Dec 20	11:00 AM, Dec 20	Terminal 4 - 46A
panynj	AA-33-JFK-LAX	7:40 AM, Dec 20	8:04 AM, Dec 20	Terminal 8 - 37	11:05 AM, Dec 20	11:00 AM, Dec 20	Terminal 4 - 46A
gofox	AA-33-JFK-LAX	7:40 AM, Dec 20	8:04 AM, Dec 20		11:05 AM, Dec 20	11:00 AM, Dec 20	
foxbusiness	AA-33-JFK-LAX	7:40 AM, Dec 20	8:04 AM, Dec 20	Terminal 8 - 37	11:05 AM, Dec 20	11:00 AM, Dec 20	Terminal 4 - 46A
allegiantair	AA-33-JFK-LAX	7:40 AM, Dec 20	8:04 AM, Dec 20	Terminal 8 - 37	11:05 AM, Dec 20	11:00 AM, Dec 20	Terminal 4 - 46A
boston	AA-33-JFK-LAX	7:40 AM, Dec 20	8:04 AM, Dec 20		11:05 AM, Dec 20	10:27 AM, Dec 20	
travelocity	AA-33-JFK-LAX	Dec 20 - 7:40am	Dec 20 - 7:45am	37/8	Dec 20 - 11:05am	Dec 20 - 11:00am	46A/T4
orbitz	AA-33-JFK-LAX	7:40aDec 20	7:45aDec 20	 37	11:05aDec 20	11:00aDec 20	 46A
weather	AA-33-JFK-LAX	2011-12-20 07:40 AM	2011-12-20 08:04 AM		2011-12-20 11:05 AM	2011-12-20 10:27 AM	
flightarrival	AA-33-JFK-LAX	7:40 AM, Dec 20	8:04 AM, Dec 20		11:05 AM, Dec 20	10:27 AM, Dec 20	
aa	AA-1640-MIA-MCO	December 20, 2011               06:30 PM    	December 20, 2011     	 D42	December 20, 2011               07:25 PM    	December 20, 2011     	 14    
flightexplorer	AA-1640-MIA-MCO	12/20/2011 6:30PM EST			12/20/2011 7:25PM EST		
airtravelcenter	AA-1640-MIA-MCO		12/20/11 6:46 PM (-05:00)			12/20/11 7:24 PM (-05:00)	
myrateplan	AA-1640-MIA-MCO		12/20/11 6:46 PM (-05:00)			12/20/11 7:24 PM (-05:00)	
helloflight	AA-1640-MIA-MCO		12/20/11 6:46 PM (-05:00)			12/20/11 7:24 PM (-05:00)	
flytecomm	AA-1640-MIA-MCO		12/20/11 6:46 PM (-05:00)			12/20/11 7:24 PM (-05:00)	
flightaware	AA-1640-MIA-MCO	2011-12-20 06:30PM EST	2011-12-20 06:40PM EST	 D42 	2011-12-20 07:05PM EST	2011-12-20 07:15PM EST	 14 
wunderground	AA-1640-MIA-MCO	2011-12-20 06:30PM EST	2011-12-20 06:40PM EST	 D42 	2011-12-20 07:05PM EST	2011-12-20 07:15PM EST	 14 
flights	AA-1640-MIA-MCO	06:30 PM  Tue 20-Dec-2011		D42	07:25 PM  Tue 20-Dec-2011		14
businesstravellogue	AA-1640-MIA-MCO	06:30 PM  Tue 20-Dec-2011		D42	07:25 PM  Tue 20-Dec-2011		14
flylouisville	AA-1640-MIA-MCO	06:30 PM  Tue 20-Dec-2011		D42	07:25 PM  Tue 20-Dec-2011		14
flightstats	AA-1640-MIA-MCO	2011-12-20 6:30 PM	2011-12-20 6:30 PM (Estimated)		2011-12-20 7:25 PM	2011-12-20 7:25 PM (Estimated)	
quicktrip	AA-1640-MIA-MCO	2011-12-20 6:30 PM	2011-12-20 6:30 PM (Estimated)		2011-12-20 7:25 PM	2011-12-20 7:25 PM (Estimated)	
world-flight-tracker	AA-1640-MIA-MCO	2011-12-20 6:30 PM	2011-12-20 6:30 PM (Estimated)		2011-12-20 7:25 PM	2011-12-20 7:25 PM (Estimated)	
flightview	AA-1640-MIA-MCO	6:30 PM, Dec 20			7:25 PM, Dec 20		
panynj	AA-1640-MIA-MCO	6:30 PM, Dec 20			7:25 PM, Dec 20		
gofox	AA-1640-MIA-MCO	6:30 PM, Dec 20			7:25 PM, Dec 20		
foxbusiness	AA-1640-MIA-MCO	6:30 PM, Dec 20			7:25 PM, Dec 20		
allegiantair	AA-1640-MIA-MCO	6:30 PM, Dec 20			7:25 PM, Dec 20		
boston	AA-1640-MIA-MCO	6:30 PM, Dec 20	Not Available		7:25 PM, Dec 20	Not Available	
travelocity	AA-1640-MIA-MCO	Dec 20 - 6:30pm	Dec 20 - Not Available	D42	Dec 20 - 7:25pm	Dec 20 - Not Available	14
orbitz	AA-1640-MIA-MCO	6:30pDec 20		 D42	7:25pDec 20		 14
weather	AA-1640-MIA-MCO	2011-12-20 06:30 PM	2011-12-20 07:31 PM		2011-12-20 07:25 PM	2011-12-20 08:08 PM	
mco	AA-1640-MIA-MCO				2011-12-20 Tue  19:25	2011-12-20 Tue  19:25	14?
flightarrival	AA-1640-MIA-MCO	6:30 PM, Dec 20	Not Available		7:25 PM, Dec 20	Not Available	
aa	AA-1039-ATL-MIA	December 20, 2011               01:25 PM    	December 20, 2011               01:19 PM    	 T11	December 20, 2011               03:20 PM    	December 20, 2011               03:07 PM    	 D19    
flightexplorer	AA-1039-ATL-MIA		12/20/2011 1:32PM EST			12/20/2011 2:59PM EST	
airtravelcenter	AA-1039-ATL-MIA		12/20/11 1:32 PM (-05:00)			12/20/11 2:59 PM (-05:00)	
myrateplan	AA-1039-ATL-MIA		12/20/11 1:32 PM (-05:00)			12/20/11 2:59 PM (-05:00)	
helloflight	AA-1039-ATL-MIA		12/20/11 1:32 PM (-05:00)			12/20/11 2:59 PM (-05:00)	
flytecomm	AA-1039-ATL-MIA		12/20/11 1:32 PM (-05:00)			12/20/11 2:59 PM (-05:00)	
flightaware	AA-1039-ATL-MIA	2011-12-20 01:25PM EST	2011-12-20 01:31PM EST	 T11 	2011-12-20 03:08PM EST	2011-12-20 02:56PM EST	 D19 
wunderground	AA-1039-ATL-MIA	2011-12-20 01:25PM EST	2011-12-20 01:31PM EST	 T11 	2011-12-20 03:08PM EST	2011-12-20 02:56PM EST	 D19 
flights	AA-1039-ATL-MIA	01:25 PM  Tue 20-Dec-2011	01:19 PM  Tue 20-Dec-2011	T11	03:20 PM  Tue 20-Dec-2011	03:07 PM  Tue 20-Dec-2011	D19
businesstravellogue	AA-1039-ATL-MIA	01:25 PM  Tue 20-Dec-2011	01:19 PM  Tue 20-Dec-2011	T11	03:20 PM  Tue 20-Dec-2011	03:07 PM  Tue 20-Dec-2011	D19
flylouisville	AA-1039-ATL-MIA	01:25 PM  Tue 20-Dec-2011	01:19 PM  Tue 20-Dec-2011	T11	03:20 PM  Tue 20-Dec-2011	03:07 PM  Tue 20-Dec-2011	D19
flightstats	AA-1039-ATL-MIA	2011-12-20 1:25 PM	2011-12-20 1:19 PM		2011-12-20 3:20 PM	2011-12-20 3:07 PM	
quicktrip	AA-1039-ATL-MIA	2011-12-20 1:25 PM	2011-12-20 1:19 PM		2011-12-20 3:20 PM	2011-12-20 3:07 PM	
world-flight-tracker	AA-1039-ATL-MIA	2011-12-20 1:25 PM	2011-12-20 1:19 PM		2011-12-20 3:20 PM	2011-12-20 3:07 PM	
flightview	AA-1039-ATL-MIA	1:25 PM, Dec 20	1:32 PM, Dec 20	T11	3:20 PM, Dec 20	3:07 PM, Dec 20	Terminal D - D19
panynj	AA-1039-ATL-MIA	1:25 PM, Dec 20	1:32 PM, Dec 20	T11	3:20 PM, Dec 20	3:07 PM, Dec 20	Terminal D - D19
gofox	AA-1039-ATL-MIA	1:25 PM, Dec 20	1:32 PM, Dec 20		3:20 PM, Dec 20	3:07 PM, Dec 20	
foxbusiness	AA-1039-ATL-MIA	1:25 PM, Dec 20	1:32 PM, Dec 20	T11	3:20 PM, Dec 20	3:07 PM, Dec 20	Terminal D - D19
allegiantair	AA-1039-ATL-MIA	1:25 PM, Dec 20	1:32 PM, Dec 20	T11	3:20 PM, Dec 20	3:07 PM, Dec 20	Terminal D - D19
boston	AA-1039-ATL-MIA	1:25 PM, Dec 20	1:32 PM, Dec 20		3:20 PM, Dec 20	2:57 PM, Dec 20	
travelocity	AA-1039-ATL-MIA	Dec 20 - 1:25pm	Dec 20 - 1:19pm	T11	Dec 20 - 3:20pm	Dec 20 - 3:07pm	D19
orbitz	AA-1039-ATL-MIA	1:25pDec 20	1:19pDec 20	 T11	3:20pDec 20	3:07pDec 20	 D19
weather	AA-1039-ATL-MIA	2011-12-20 01:25 PM			2011-12-20 03:20 PM		
mia	AA-1039-ATL-MIA				3:20P 12-20-11	2011-12-20  3:04P	
usatoday	AA-1039-ATL-MIA	1:25 PM, Dec 20	1:32 PM, Dec 20		3:20 PM, Dec 20	2:57 PM, Dec 20	
flightwise	AA-1039-ATL-MIA	2011-12-20 01:25PM EST	2011-12-20 01:31PM EST	 T11 	2011-12-20 03:08PM EST	2011-12-20 02:56PM EST	 D19 
flightarrival	AA-1039-ATL-MIA	2011-12-20 01:25 PM			2011-12-20 03:20 PM		
aa	AA-2049-DFW-DEN	December 20, 2011               08:50 AM    	December 20, 2011               08:51 AM    	 C20	December 20, 2011               09:55 AM    	December 20, 2011               09:38 AM    	 A49    
flightexplorer	AA-2049-DFW-DEN		12/20/2011 9:02AM CST			12/20/2011 9:36AM MST	
airtravelcenter	AA-2049-DFW-DEN		12/20/11 9:02 AM (-06:00)			12/20/11 9:36 AM (-07:00)	
myrateplan	AA-2049-DFW-DEN		12/20/11 9:02 AM (-06:00)			12/20/11 9:36 AM (-07:00)	
helloflight	AA-2049-DFW-DEN		12/20/11 9:02 AM (-06:00)			12/20/11 9:36 AM (-07:00)	
flytecomm	AA-2049-DFW-DEN		12/20/11 9:02 AM (-06:00)			12/20/11 9:36 AM (-07:00)	
flightaware	AA-2049-DFW-DEN	2011-12-20 08:50AM CST	2011-12-20 09:02AM CST	 C20 	2011-12-20 09:37AM MST	2011-12-20 09:30AM MST	 A49 
wunderground	AA-2049-DFW-DEN	2011-12-20 08:50AM CST	2011-12-20 09:02AM CST	 C20 	2011-12-20 09:37AM MST	2011-12-20 09:30AM MST	 A49 
flights	AA-2049-DFW-DEN		2011-12-20 08:51 AM	C20		2011-12-20 09:38 AM	A49
businesstravellogue	AA-2049-DFW-DEN		2011-12-20 08:51 AM	C20		2011-12-20 09:38 AM	A49
flylouisville	AA-2049-DFW-DEN		2011-12-20 08:51 AM	C20		2011-12-20 09:38 AM	A49
flightview	AA-2049-DFW-DEN		9:02 AMDec 20			9:35 AMDec 20	
panynj	AA-2049-DFW-DEN		9:02 AMDec 20			9:35 AMDec 20	
gofox	AA-2049-DFW-DEN		9:02 AMDec 20			9:35 AMDec 20	
foxbusiness	AA-2049-DFW-DEN		9:02 AMDec 20			9:35 AMDec 20	
allegiantair	AA-2049-DFW-DEN		9:02 AMDec 20			9:35 AMDec 20	
boston	AA-2049-DFW-DEN		9:02 AMDec 20			9:35 AMDec 20	
orbitz	AA-2049-DFW-DEN	8:50aDec 20	8:51aDec 20	 C20	9:55aDec 20	9:38aDec 20	 A49
den	AA-2049-DFW-DEN				2011-12-20 9:55 AM		A49
dfw	AA-2049-DFW-DEN	2011-12-20 8:50 am		C20			
usatoday	AA-2049-DFW-DEN		9:02 AMDec 20			9:35 AMDec 20	
mytripandmore	AA-2049-DFW-DEN	8:50aDec 20	8:51aDec 20	 C20	9:55aDec 20	9:38aDec 20	 A49
flightarrival	AA-2049-DFW-DEN		9:02 AMDec 20			9:35 AMDec 20	
ua	UA-2708-CLT-MCO	Tue, Dec 20 6:10 PM	Tue, Dec 20 6:10 PM            Delayed	C13	Tue, Dec 20 7:47 PM	Tue, Dec 20 7:48 PM	50
airtravelcenter	UA-2708-CLT-MCO		12/20/11 6:33 PM (-05:00)			12/20/11 7:49 PM (-05:00)	
myrateplan	UA-2708-CLT-MCO		12/20/11 6:33 PM (-05:00)			12/20/11 7:49 PM (-05:00)	
helloflight	UA-2708-CLT-MCO		12/20/11 6:33 PM (-05:00)			12/20/11 7:49 PM (-05:00)	
flytecomm	UA-2708-CLT-MCO		12/20/11 6:33 PM (-05:00)			12/20/11 7:49 PM (-05:00)	
flightaware	UA-2708-CLT-MCO	2011-12-20 06:10PM EST	2011-12-20 06:34PM EST		2011-12-20 07:37PM EST	2011-12-20 07:43PM EST	
wunderground	UA-2708-CLT-MCO	2011-12-20 06:10PM EST	2011-12-20 06:34PM EST		2011-12-20 07:37PM EST	2011-12-20 07:43PM EST	
flights	UA-2708-CLT-MCO		2011-12-20 06:02 PM	C13		2011-12-20 07:48 PM	50
businesstravellogue	UA-2708-CLT-MCO		2011-12-20 06:02 PM	C13		2011-12-20 07:48 PM	50
flylouisville	UA-2708-CLT-MCO		2011-12-20 06:02 PM	C13		2011-12-20 07:48 PM	50
flightview	UA-2708-CLT-MCO		6:35 PMDec 20			7:44 PMDec 20	
panynj	UA-2708-CLT-MCO		6:35 PMDec 20			7:44 PMDec 20	
gofox	UA-2708-CLT-MCO		6:35 PMDec 20			7:44 PMDec 20	
foxbusiness	UA-2708-CLT-MCO		6:35 PMDec 20			7:44 PMDec 20	
allegiantair	UA-2708-CLT-MCO		6:35 PMDec 20			7:44 PMDec 20	
boston	UA-2708-CLT-MCO		6:35 PMDec 20			7:44 PMDec 20	
orbitz	UA-2708-CLT-MCO	6:10pDec 20	6:02pDec 20	 -	7:47pDec 20	7:48pDec 20	 -
mytripandmore	UA-2708-CLT-MCO	6:10pDec 20	6:02pDec 20	 -	7:47pDec 20	7:48pDec 20	 -
flightwise	UA-2708-CLT-MCO	2011-12-20 06:10PM EST	2011-12-20 06:34PM EST		2011-12-20 07:37PM EST	2011-12-20 07:43PM EST	
flightarrival	UA-2708-CLT-MCO		6:35 PMDec 20			7:44 PMDec 20	
ua	UA-37-EDI-EWR	Tue, Dec 20 9:05 AM	Tue, Dec 20 8:54 AM	--	Tue, Dec 20 11:53 AM	Tue, Dec 20 11:50 AM	B54
airtravelcenter	UA-37-EDI-EWR	12/20/11 9:05 AM (-00:00)			12/20/11 11:53 AM (-05:00)		
myrateplan	UA-37-EDI-EWR	12/20/11 9:05 AM (-00:00)			12/20/11 11:53 AM (-05:00)		
helloflight	UA-37-EDI-EWR	12/20/11 9:05 AM (-00:00)			12/20/11 11:53 AM (-05:00)		
flytecomm	UA-37-EDI-EWR	12/20/11 9:05 AM (-00:00)			12/20/11 11:53 AM (-05:00)		
flights	UA-37-EDI-EWR		2011-12-20 08:54 AM			2011-12-20 11:50 AM	B2-54
businesstravellogue	UA-37-EDI-EWR		2011-12-20 08:54 AM			2011-12-20 11:50 AM	B2-54
flylouisville	UA-37-EDI-EWR		2011-12-20 08:54 AM			2011-12-20 11:50 AM	B2-54
flightview	UA-37-EDI-EWR		9:05 AMDec 20			11:50 AMDec 20	
panynj	UA-37-EDI-EWR		9:05 AMDec 20			11:50 AMDec 20	
gofox	UA-37-EDI-EWR		9:05 AMDec 20			11:50 AMDec 20	
foxbusiness	UA-37-EDI-EWR		9:05 AMDec 20			11:50 AMDec 20	
allegiantair	UA-37-EDI-EWR		9:05 AMDec 20			11:50 AMDec 20	
boston	UA-37-EDI-EWR		9:05 AMDec 20			11:43 AMDec 20	
travelocity	UA-37-EDI-EWR	Dec 20 - 9:05am	Dec 20 - Contact Airline	Not provided by airline	Dec 20 - 11:53am	Dec 20 - Contact Airline	Not provided by airline
orbitz	UA-37-EDI-EWR	9:05aDec 20	8:54aDec 20	 -	11:53aDec 20	11:50aDec 20	 -
weather	UA-37-EDI-EWR	2011-12-20 09:05 AM			2011-12-20 11:53 AM		
usatoday	UA-37-EDI-EWR	2011-12-20 09:05 AM			2011-12-20 11:53 AM		
mytripandmore	UA-37-EDI-EWR	9:05aDec 20	8:54aDec 20	 -	11:53aDec 20	11:50aDec 20	 -
aa	AA-1366-ELP-DFW	December 20, 2011               11:55 AM    	December 20, 2011               12:05 PM    	 A2	December 20, 2011               02:35 PM    	December 20, 2011               02:39 PM    	 A33    
flightexplorer	AA-1366-ELP-DFW		12/20/2011 12:19PM MST			12/20/2011 2:32PM CST	
airtravelcenter	AA-1366-ELP-DFW		12/20/11 12:19 PM (-07:00)			12/20/11 2:32 PM (-06:00)	
myrateplan	AA-1366-ELP-DFW		12/20/11 12:19 PM (-07:00)			12/20/11 2:32 PM (-06:00)	
helloflight	AA-1366-ELP-DFW		12/20/11 12:19 PM (-07:00)			12/20/11 2:32 PM (-06:00)	
flytecomm	AA-1366-ELP-DFW		12/20/11 12:19 PM (-07:00)			12/20/11 2:32 PM (-06:00)	
flights	AA-1366-ELP-DFW		2011-12-20 12:05 PM	A2		2011-12-20 02:39 PM	A33
businesstravellogue	AA-1366-ELP-DFW		2011-12-20 12:05 PM	A2		2011-12-20 02:39 PM	A33
flylouisville	AA-1366-ELP-DFW		2011-12-20 12:05 PM	A2		2011-12-20 02:39 PM	A33
flightview	AA-1366-ELP-DFW		12:19 PMDec 20			2:30 PMDec 20	
panynj	AA-1366-ELP-DFW		12:19 PMDec 20			2:30 PMDec 20	
gofox	AA-1366-ELP-DFW		12:19 PMDec 20			2:30 PMDec 20	
foxbusiness	AA-1366-ELP-DFW		12:19 PMDec 20			2:30 PMDec 20	
allegiantair	AA-1366-ELP-DFW		12:19 PMDec 20			2:30 PMDec 20	
boston	AA-1366-ELP-DFW		12:19 PMDec 20			2:30 PMDec 20	
travelocity	AA-1366-ELP-DFW	Dec 20 - 11:55am	Dec 20 - 12:05pm	A2	Dec 20 - 2:35pm	Dec 20 - 2:39pm	A33/A
orbitz	AA-1366-ELP-DFW	11:55aDec 20	12:05pDec 20	 A2	2:35pDec 20	2:39pDec 20	 A33
weather	AA-1366-ELP-DFW	2011-12-20 11:55 AM			2011-12-20 02:35 PM		
dfw	AA-1366-ELP-DFW				2011-12-20 2:35 pm		A33
usatoday	AA-1366-ELP-DFW	2011-12-20 11:55 AM			2011-12-20 02:35 PM		
ua	UA-1250-MIA-IAH	Tue, Dec 20 2:50 PM	Tue, Dec 20 2:47 PM	G14	Tue, Dec 20 4:48 PM	Tue, Dec 20 4:34 PM	C-29
airtravelcenter	UA-1250-MIA-IAH		12/20/11 3:01 PM (-05:00)			12/20/11 4:29 PM (-06:00)	
myrateplan	UA-1250-MIA-IAH		12/20/11 3:01 PM (-05:00)			12/20/11 4:29 PM (-06:00)	
helloflight	UA-1250-MIA-IAH		12/20/11 3:01 PM (-05:00)			12/20/11 4:29 PM (-06:00)	
flytecomm	UA-1250-MIA-IAH		12/20/11 3:01 PM (-05:00)			12/20/11 4:29 PM (-06:00)	
flights	UA-1250-MIA-IAH		2011-12-20 02:47 PM	G14		2011-12-20 04:34 PM	29
businesstravellogue	UA-1250-MIA-IAH		2011-12-20 02:47 PM	G14		2011-12-20 04:34 PM	29
flylouisville	UA-1250-MIA-IAH		2011-12-20 02:47 PM	G14		2011-12-20 04:34 PM	29
