CO	CO-4237-EWR-DTW	Fri., Dec.30, 2011 12:17 p.m.	Fri., Dec.30, 2011 12:12 p.m.		Fri., Dec.30, 2011 2:24 p.m.	Fri., Dec.30, 2011 2:16 p.m.	
helloflight	UA-1451-FLL-IAH	12/30/11 11:42 AM (-05:00)			12/30/11 1:45 PM (-06:00)		
flytecomm	UA-1451-FLL-IAH		12/30/11 11:59 AM (-05:00)			12/30/11 1:25 PM (-06:00)	
flytecomm	UA-1451-FLL-IAH	12/30/11 11:42 AM (-05:00)			12/30/11 1:45 PM (-06:00)		
flights	UA-1451-FLL-IAH		2011-12-30 11:32 AM	C7		2011-12-30 01:27 PM	45
businesstravellogue	UA-1451-FLL-IAH		2011-12-30 11:32 AM	C7		2011-12-30 01:27 PM	45
flylouisville	UA-1451-FLL-IAH		2011-12-30 11:32 AM	C7		2011-12-30 01:27 PM	45
flightview	UA-1451-FLL-IAH		11:59 AMDec 30			1:27 PMDec 30	
panynj	UA-1451-FLL-IAH		11:59 AMDec 30			1:27 PMDec 30	
gofox	UA-1451-FLL-IAH		11:59 AMDec 30			1:27 PMDec 30	
foxbusiness	UA-1451-FLL-IAH		11:59 AMDec 30			1:27 PMDec 30	
allegiantair	UA-1451-FLL-IAH		11:59 AMDec 30			1:27 PMDec 30	
boston	UA-1451-FLL-IAH		11:59 AMDec 30			1:24 PMDec 30	
travelocity	UA-1451-FLL-IAH	Dec 30 - 11:42am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 1:45pm	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-1451-FLL-IAH	11:42aDec 30	11:32aDec 30	 C7	1:45pDec 30	1:27pDec 30	 45
weather	UA-1451-FLL-IAH	2011-12-30 11:42 AM			2011-12-30 01:45 PM		
mytripandmore	UA-1451-FLL-IAH	11:42aDec 30	11:32aDec 30	 C7	1:45pDec 30	1:27pDec 30	 45
flightarrival	UA-1451-FLL-IAH	2011-12-30 11:42 AM			2011-12-30 01:45 PM		
ua	UA-416-LAX-JFK	Fri, Dec 30 11:33 AM	Fri, Dec 30 12:21 PM	70B	Fri, Dec 30 7:59 PM	Fri, Dec 30 8:46 PM	12
flightexplorer	UA-416-LAX-JFK		12/30/2011 12:40PM PST			12/30/2011 8:33PM EST	
airtravelcenter	UA-416-LAX-JFK		12/30/11 12:41 PM (-08:00)			12/30/11 8:12 PM (-05:00)	
myrateplan	UA-416-LAX-JFK		12/30/11 12:41 PM (-08:00)			12/30/11 8:12 PM (-05:00)	
helloflight	UA-416-LAX-JFK		12/30/11 12:41 PM (-08:00)			12/30/11 8:12 PM (-05:00)	
flytecomm	UA-416-LAX-JFK		12/30/11 12:41 PM (-08:00)			12/30/11 8:12 PM (-05:00)	
flightaware	UA-416-LAX-JFK	2011-12-30 11:33AM PST	2011-12-30 12:41PM PST	 70B 	2011-12-30 07:29PM EST	2011-12-30 08:12PM EST	 12 
wunderground	UA-416-LAX-JFK	2011-12-30 11:33AM PST	2011-12-30 12:41PM PST	 70B 	2011-12-30 07:29PM EST	2011-12-30 08:12PM EST	 12 
flights	UA-416-LAX-JFK	11:33 AM  Fri 30-Dec-2011	12:21 PM  Fri 30-Dec-2011	70B	07:59 PM  Fri 30-Dec-2011	08:46 PM  Fri 30-Dec-2011	12
businesstravellogue	UA-416-LAX-JFK	11:33 AM  Fri 30-Dec-2011	12:21 PM  Fri 30-Dec-2011	70B	07:59 PM  Fri 30-Dec-2011	08:46 PM  Fri 30-Dec-2011	12
flylouisville	UA-416-LAX-JFK	11:33 AM  Fri 30-Dec-2011	12:21 PM  Fri 30-Dec-2011	70B	07:59 PM  Fri 30-Dec-2011	08:46 PM  Fri 30-Dec-2011	12
flightstats	UA-416-LAX-JFK	2011-12-30 11:33 AM	2011-12-30 12:21 PM		2011-12-30 7:59 PM	2011-12-30 8:46 PM	
quicktrip	UA-416-LAX-JFK	2011-12-30 11:33 AM	2011-12-30 12:21 PM		2011-12-30 7:59 PM	2011-12-30 8:46 PM	
world-flight-tracker	UA-416-LAX-JFK	2011-12-30 11:33 AM	2011-12-30 12:21 PM		2011-12-30 7:59 PM	2011-12-30 8:46 PM	
flightview	UA-416-LAX-JFK	11:33 AM, Dec 30	12:41 PM, Dec 30	70B	7:59 PM, Dec 30	8:46 PM, Dec 30	12
panynj	UA-416-LAX-JFK	11:33 AM, Dec 30	12:41 PM, Dec 30	70B	7:59 PM, Dec 30	8:46 PM, Dec 30	12
gofox	UA-416-LAX-JFK	11:33 AM, Dec 30	12:41 PM, Dec 30		7:59 PM, Dec 30	8:46 PM, Dec 30	
foxbusiness	UA-416-LAX-JFK	11:33 AM, Dec 30	12:41 PM, Dec 30	70B	7:59 PM, Dec 30	8:46 PM, Dec 30	12
allegiantair	UA-416-LAX-JFK	11:33 AM, Dec 30	12:41 PM, Dec 30	70B	7:59 PM, Dec 30	8:46 PM, Dec 30	12
boston	UA-416-LAX-JFK	11:33 AM, Dec 30	12:41 PM, Dec 30		7:59 PM, Dec 30	8:34 PM, Dec 30	
travelocity	UA-416-LAX-JFK	Dec 30 - Not Available	Dec 30 - 12:40pm	70B	Dec 30 - Not Available	Dec 30 - 8:46pm	12
orbitz	UA-416-LAX-JFK	11:33aDec 30	12:21pDec 30	 70B	7:59pDec 30	8:46pDec 30	 12
weather	UA-416-LAX-JFK	2011-12-30 11:33 AM			2011-12-30 07:59 PM		
usatoday	UA-416-LAX-JFK	2011-12-30 11:33 AM			2011-12-30 07:59 PM		
mytripandmore	UA-416-LAX-JFK	11:33aDec 30	12:21pDec 30	 70B	7:59pDec 30	8:46pDec 30	 12
flightwise	UA-416-LAX-JFK	2011-12-30 11:33AM PST	2011-12-30 12:41PM PST	 70B 	2011-12-30 07:29PM EST	2011-12-30 08:12PM EST	 12 
flightarrival	UA-416-LAX-JFK	2011-12-30 11:33 AM			2011-12-30 07:59 PM		
aa	AA-2495-DFW-LAX	December 30, 2011               10:30 PM    	December 30, 2011               10:33 PM    	 D16	December 30, 2011               11:50 PM    	December 30, 2011     	 45    
flightexplorer	AA-2495-DFW-LAX		12/30/2011 10:49PM CST			12/30/2011 11:31PM PST	
airtravelcenter	AA-2495-DFW-LAX		12/30/11 10:45 PM (-06:00)			12/30/11 11:30 PM (-08:00)	
myrateplan	AA-2495-DFW-LAX		12/30/11 10:45 PM (-06:00)			12/30/11 11:30 PM (-08:00)	
helloflight	AA-2495-DFW-LAX		12/30/11 10:45 PM (-06:00)			12/30/11 11:30 PM (-08:00)	
flytecomm	AA-2495-DFW-LAX		12/30/11 10:45 PM (-06:00)			12/30/11 11:30 PM (-08:00)	
flightaware	AA-2495-DFW-LAX	2011-12-30 10:30PM CST	2011-12-30 10:49PM CST	 D16 	2011-12-30 11:32PM PST	2011-12-30 11:29PM PST	 45 
wunderground	AA-2495-DFW-LAX	2011-12-30 10:30PM CST	2011-12-30 10:49PM CST	 D16 	2011-12-30 11:32PM PST	2011-12-30 11:29PM PST	 45 
flights	AA-2495-DFW-LAX		2011-12-30 10:33 PM	D16		2011-12-30 11:50 PM	45
businesstravellogue	AA-2495-DFW-LAX		2011-12-30 10:33 PM	D16		2011-12-30 11:50 PM	45
flylouisville	AA-2495-DFW-LAX		2011-12-30 10:33 PM	D16		2011-12-30 11:50 PM	45
flightstats	AA-2495-DFW-LAX	2011-12-30 10:30 PM	2011-12-30 10:33 PM		2011-12-30 11:50 PM	2011-12-30 11:47 PM (Estimated)	
quicktrip	AA-2495-DFW-LAX	2011-12-30 10:30 PM	2011-12-30 10:33 PM		2011-12-30 11:50 PM	2011-12-30 11:47 PM (Estimated)	
flightview	AA-2495-DFW-LAX		10:49 PMDec 30			11:34 PMDec 30	
panynj	AA-2495-DFW-LAX		10:49 PMDec 30			11:34 PMDec 30	
gofox	AA-2495-DFW-LAX		10:49 PMDec 30			11:34 PMDec 30	
foxbusiness	AA-2495-DFW-LAX		10:49 PMDec 30			11:34 PMDec 30	
allegiantair	AA-2495-DFW-LAX		10:49 PMDec 30			11:34 PMDec 30	
boston	AA-2495-DFW-LAX		10:49 PMDec 30			11:34 PMDec 30	
orbitz	AA-2495-DFW-LAX	10:30pDec 30	10:33pDec 30	 D16	11:46pDec 30		 45
dfw	AA-2495-DFW-LAX	2011-12-30 10:30 pm		D16			
ifly	AA-2495-DFW-LAX	2011-12-30 10:30 PM	2011-12-30 10:33 PM		2011-12-30 11:50 PM	2011-12-30 11:47 PM (Estimated)	
aa	AA-474-PHX-DFW		December 30, 2011     	 4		December 30, 2011     	 C36    
flightexplorer	AA-474-PHX-DFW	12/30/2011 11:43AM MST			12/30/2011 2:42PM CST		
airtravelcenter	AA-474-PHX-DFW		12/30/11 11:43 AM (-07:00)			12/30/11 3:07 PM (-06:00)	
myrateplan	AA-474-PHX-DFW		12/30/11 11:43 AM (-07:00)			12/30/11 3:07 PM (-06:00)	
helloflight	AA-474-PHX-DFW		12/30/11 11:43 AM (-07:00)			12/30/11 3:07 PM (-06:00)	
flytecomm	AA-474-PHX-DFW		12/30/11 11:43 AM (-07:00)			12/30/11 3:07 PM (-06:00)	
flightaware	AA-474-PHX-DFW	2011-12-30 08:05AM MST	2011-12-30 Cancelled	 4 	2011-12-30 11:04AM CST	2011-12-30 Cancelled	 C36 
wunderground	AA-474-PHX-DFW	2011-12-30 08:05AM MST	2011-12-30 Cancelled	 4 	2011-12-30 11:04AM CST	2011-12-30 Cancelled	 C36 
flights	AA-474-PHX-DFW	08:05 AM  Fri 30-Dec-2011		4	11:25 AM  Fri 30-Dec-2011		C36
businesstravellogue	AA-474-PHX-DFW	08:05 AM  Fri 30-Dec-2011		4	11:25 AM  Fri 30-Dec-2011		C36
flylouisville	AA-474-PHX-DFW	08:05 AM  Fri 30-Dec-2011		4	11:25 AM  Fri 30-Dec-2011		C36
world-flight-tracker	AA-474-PHX-DFW	2011-12-30 8:05 AM	2011-12-30 11:30 AM (Estimated)		2011-12-30 11:25 AM	2011-12-30 2:53 PM (Estimated)	
flightview	AA-474-PHX-DFW	8:05 AM, Dec 30		Terminal 3	11:25 AM, Dec 30		C36
panynj	AA-474-PHX-DFW	8:05 AM, Dec 30		Terminal 3	11:25 AM, Dec 30		C36
gofox	AA-474-PHX-DFW	8:05 AM, Dec 30			11:25 AM, Dec 30		
foxbusiness	AA-474-PHX-DFW	8:05 AM, Dec 30		Terminal 3	11:25 AM, Dec 30		C36
allegiantair	AA-474-PHX-DFW	8:05 AM, Dec 30		Terminal 3	11:25 AM, Dec 30		C36
boston	AA-474-PHX-DFW	8:05 AM, Dec 30	Not Available		11:25 AM, Dec 30	Not Available	
travelocity	AA-474-PHX-DFW	Dec 30 - 8:05am	Dec 30 - Canceled	4/3	Dec 30 - 11:25am	Dec 30 - Canceled	C36/C
orbitz	AA-474-PHX-DFW	8:05aDec 30		 4	6:21pDec 30		 C36
weather	AA-474-PHX-DFW	2011-12-30 08:05 AM			2011-12-30 11:25 AM		
usatoday	AA-474-PHX-DFW	2011-12-30 08:05 AM			2011-12-30 11:25 AM		
mytripandmore	AA-474-PHX-DFW	Dec 30 - 8:05am	Dec 30 - Canceled	4/3	Dec 30 - 11:25am	Dec 30 - Canceled	C36/C
flightwise	AA-474-PHX-DFW	2011-12-30 08:05AM MST	2011-12-30 Cancelled	 4 	2011-12-30 11:04AM CST	2011-12-30 Cancelled	 C36 
flightarrival	AA-474-PHX-DFW	8:05 AM, Dec 30	Not Available		11:25 AM, Dec 30	Not Available	
aa	AA-145-BOS-LAX	December 30, 2011               05:00 PM    	December 30, 2011               04:57 PM    	 B28	December 30, 2011               08:35 PM    	December 30, 2011               08:13 PM    	 47A    
flightexplorer	AA-145-BOS-LAX		12/30/2011 5:09PM EST			12/30/2011 8:06PM PST	
airtravelcenter	AA-145-BOS-LAX		12/30/11 5:09 PM (-05:00)			12/30/11 8:06 PM (-08:00)	
myrateplan	AA-145-BOS-LAX		12/30/11 5:09 PM (-05:00)			12/30/11 8:06 PM (-08:00)	
helloflight	AA-145-BOS-LAX		12/30/11 5:09 PM (-05:00)			12/30/11 8:06 PM (-08:00)	
flytecomm	AA-145-BOS-LAX		12/30/11 5:09 PM (-05:00)			12/30/11 8:06 PM (-08:00)	
flightaware	AA-145-BOS-LAX	2011-12-30 05:00PM EST	2011-12-30 05:09PM EST	 B28 	2011-12-30 08:23PM PST	2011-12-30 08:02PM PST	 47A 
wunderground	AA-145-BOS-LAX	2011-12-30 05:00PM EST	2011-12-30 05:09PM EST	 B28 	2011-12-30 08:23PM PST	2011-12-30 08:02PM PST	 47A 
flights	AA-145-BOS-LAX	05:00 PM  Fri 30-Dec-2011	04:57 PM  Fri 30-Dec-2011	B28	08:35 PM  Fri 30-Dec-2011	08:13 PM  Fri 30-Dec-2011	47A
businesstravellogue	AA-145-BOS-LAX	05:00 PM  Fri 30-Dec-2011	04:57 PM  Fri 30-Dec-2011	B28	08:35 PM  Fri 30-Dec-2011	08:13 PM  Fri 30-Dec-2011	47A
flylouisville	AA-145-BOS-LAX	05:00 PM  Fri 30-Dec-2011	04:57 PM  Fri 30-Dec-2011	B28	08:35 PM  Fri 30-Dec-2011	08:13 PM  Fri 30-Dec-2011	47A
flightstats	AA-145-BOS-LAX	2011-12-30 5:00 PM	2011-12-30 4:57 PM		2011-12-30 8:35 PM	2011-12-30 8:13 PM	
quicktrip	AA-145-BOS-LAX	2011-12-30 5:00 PM	2011-12-30 4:57 PM		2011-12-30 8:35 PM	2011-12-30 8:13 PM	
world-flight-tracker	AA-145-BOS-LAX	2011-12-30 5:00 PM	2011-12-30 4:57 PM		2011-12-30 8:35 PM	2011-12-30 8:13 PM	
flightview	AA-145-BOS-LAX	5:00 PM, Dec 30	5:09 PM, Dec 30	Terminal B - B28	8:35 PM, Dec 30	8:13 PM, Dec 30	Terminal 4 - 47A
panynj	AA-145-BOS-LAX	5:00 PM, Dec 30	5:09 PM, Dec 30	Terminal B - B28	8:35 PM, Dec 30	8:13 PM, Dec 30	Terminal 4 - 47A
gofox	AA-145-BOS-LAX	5:00 PM, Dec 30	5:09 PM, Dec 30		8:35 PM, Dec 30	8:13 PM, Dec 30	
foxbusiness	AA-145-BOS-LAX	5:00 PM, Dec 30	5:09 PM, Dec 30	Terminal B - B28	8:35 PM, Dec 30	8:13 PM, Dec 30	Terminal 4 - 47A
allegiantair	AA-145-BOS-LAX	5:00 PM, Dec 30	5:09 PM, Dec 30	Terminal B - B28	8:35 PM, Dec 30	8:13 PM, Dec 30	Terminal 4 - 47A
boston	AA-145-BOS-LAX	5:00 PM, Dec 30	5:09 PM, Dec 30		8:35 PM, Dec 30	8:03 PM, Dec 30	
travelocity	AA-145-BOS-LAX	Dec 30 - 5:00pm	Dec 30 - 4:57pm	B28	Dec 30 - 8:35pm	Dec 30 - 8:13pm	47A/T4
orbitz	AA-145-BOS-LAX	5:00pDec 30	4:57pDec 30	 B28	8:35pDec 30	8:13pDec 30	 47A
weather	AA-145-BOS-LAX	2011-12-30 05:00 PM			2011-12-30 08:35 PM		
mytripandmore	AA-145-BOS-LAX	Dec 30 - 5:00pm	Dec 30 - 4:57pm	B28	Dec 30 - 8:35pm	Dec 30 - 8:13pm	47A/T4
flightarrival	AA-145-BOS-LAX	2011-12-30 05:00 PM			2011-12-30 08:35 PM		
ua	UA-1238-CLE-PHX	Fri, Dec 30 4:55 PM	Fri, Dec 30 4:58 PM	C11	Fri, Dec 30 7:30 PM	Fri, Dec 30 7:20 PM	--
airtravelcenter	UA-1238-CLE-PHX		12/30/11 5:08 PM (-05:00)			12/30/11 7:14 PM (-07:00)	
myrateplan	UA-1238-CLE-PHX		12/30/11 5:08 PM (-05:00)			12/30/11 7:14 PM (-07:00)	
helloflight	UA-1238-CLE-PHX		12/30/11 5:08 PM (-05:00)			12/30/11 7:14 PM (-07:00)	
flytecomm	UA-1238-CLE-PHX		12/30/11 5:08 PM (-05:00)			12/30/11 7:14 PM (-07:00)	
flightaware	UA-1238-CLE-PHX	2011-12-30 04:55PM EST	2011-12-30 05:08PM EST	 C11 	2011-12-30 07:10PM MST	2011-12-30 07:01PM MST	
wunderground	UA-1238-CLE-PHX	2011-12-30 04:55PM EST	2011-12-30 05:08PM EST	 C11 	2011-12-30 07:10PM MST	2011-12-30 07:01PM MST	
flights	UA-1238-CLE-PHX	04:55 PM  Fri 30-Dec-2011			07:30 PM  Fri 30-Dec-2011		
businesstravellogue	UA-1238-CLE-PHX	04:55 PM  Fri 30-Dec-2011			07:30 PM  Fri 30-Dec-2011		
flylouisville	UA-1238-CLE-PHX	04:55 PM  Fri 30-Dec-2011			07:30 PM  Fri 30-Dec-2011		
world-flight-tracker	UA-1238-CLE-PHX	2011-12-30 4:55 PM	2011-12-30 4:58 PM		2011-12-30 7:30 PM	2011-12-30 7:20 PM (Estimated)	
flightview	UA-1238-CLE-PHX	4:55 PM, Dec 30	5:08 PM, Dec 30		7:30 PM, Dec 30		
panynj	UA-1238-CLE-PHX	4:55 PM, Dec 30	5:08 PM, Dec 30		7:30 PM, Dec 30		
gofox	UA-1238-CLE-PHX	4:55 PM, Dec 30	5:08 PM, Dec 30		7:30 PM, Dec 30		
foxbusiness	UA-1238-CLE-PHX	4:55 PM, Dec 30	5:08 PM, Dec 30		7:30 PM, Dec 30		
allegiantair	UA-1238-CLE-PHX	4:55 PM, Dec 30	5:08 PM, Dec 30		7:30 PM, Dec 30		
boston	UA-1238-CLE-PHX	4:55 PM, Dec 30	5:08 PM, Dec 30		7:30 PM, Dec 30	7:14 PM, Dec 30&nbsp(Estimated)	
travelocity	UA-1238-CLE-PHX	Dec 30 - 4:55pm	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 7:30pm	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-1238-CLE-PHX	4:55pDec 30	4:58pDec 30	 C11	7:10pDec 30		 -
weather	UA-1238-CLE-PHX	2011-12-30 04:55 PM			2011-12-30 07:30 PM		
mytripandmore	UA-1238-CLE-PHX	Dec 30 - 4:55pm	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 7:30pm	Dec 30 - Contact Airline	Not provided by airline
flightwise	UA-1238-CLE-PHX	2011-12-30 04:55PM EST	2011-12-30 05:08PM EST	 C11 	2011-12-30 07:10PM MST	2011-12-30 07:01PM MST	
flightarrival	UA-1238-CLE-PHX	4:55 PM, Dec 30	5:08 PM, Dec 30		7:30 PM, Dec 30	7:14 PM, Dec 30&nbsp(Estimated)	
aa	AA-4192-CLT-ORD	December 30, 2011               02:20 PM    	December 30, 2011               02:54 PM    	 A11	December 30, 2011               03:40 PM    	December 30, 2011               04:17 PM    	 G19    
flightexplorer	AA-4192-CLT-ORD		12/30/2011 3:29PM EST			12/30/2011 4:08PM CST	
airtravelcenter	AA-4192-CLT-ORD		12/30/11 3:28 PM (-05:00)			12/30/11 4:08 PM (-06:00)	
myrateplan	AA-4192-CLT-ORD		12/30/11 3:28 PM (-05:00)			12/30/11 4:08 PM (-06:00)	
helloflight	AA-4192-CLT-ORD		12/30/11 3:28 PM (-05:00)			12/30/11 4:08 PM (-06:00)	
flytecomm	AA-4192-CLT-ORD		12/30/11 3:28 PM (-05:00)			12/30/11 4:08 PM (-06:00)	
flightaware	AA-4192-CLT-ORD	2011-12-30 02:20PM EST	2011-12-30 03:29PM EST	 A11 	2011-12-30 03:00PM CST	2011-12-30 04:06PM CST	 G19 
wunderground	AA-4192-CLT-ORD	2011-12-30 02:20PM EST	2011-12-30 03:29PM EST	 A11 	2011-12-30 03:00PM CST	2011-12-30 04:06PM CST	 G19 
flights	AA-4192-CLT-ORD	02:20 PM  Fri 30-Dec-2011	02:54 PM  Fri 30-Dec-2011	A11	03:40 PM  Fri 30-Dec-2011	04:17 PM  Fri 30-Dec-2011	G19
businesstravellogue	AA-4192-CLT-ORD	02:20 PM  Fri 30-Dec-2011	02:54 PM  Fri 30-Dec-2011	A11	03:40 PM  Fri 30-Dec-2011	04:17 PM  Fri 30-Dec-2011	G19
flylouisville	AA-4192-CLT-ORD	02:20 PM  Fri 30-Dec-2011	02:54 PM  Fri 30-Dec-2011	A11	03:40 PM  Fri 30-Dec-2011	04:17 PM  Fri 30-Dec-2011	G19
flightstats	AA-4192-CLT-ORD	2011-12-30 2:20 PM	2011-12-30 2:54 PM		2011-12-30 3:40 PM	2011-12-30 4:17 PM	
quicktrip	AA-4192-CLT-ORD	2011-12-30 2:20 PM	2011-12-30 2:54 PM		2011-12-30 3:40 PM	2011-12-30 4:17 PM	
world-flight-tracker	AA-4192-CLT-ORD	2011-12-30 2:20 PM	2011-12-30 2:54 PM		2011-12-30 3:40 PM	2011-12-30 4:17 PM	
flightview	AA-4192-CLT-ORD	2:20 PM, Dec 30	3:29 PM, Dec 30		3:40 PM, Dec 30	4:07 PM, Dec 30	
panynj	AA-4192-CLT-ORD	2:20 PM, Dec 30	3:29 PM, Dec 30		3:40 PM, Dec 30	4:07 PM, Dec 30	
gofox	AA-4192-CLT-ORD	2:20 PM, Dec 30	3:29 PM, Dec 30		3:40 PM, Dec 30	4:07 PM, Dec 30	
foxbusiness	AA-4192-CLT-ORD	2:20 PM, Dec 30	3:29 PM, Dec 30		3:40 PM, Dec 30	4:07 PM, Dec 30	
allegiantair	AA-4192-CLT-ORD	2:20 PM, Dec 30	3:29 PM, Dec 30		3:40 PM, Dec 30	4:07 PM, Dec 30	
boston	AA-4192-CLT-ORD	2:20 PM, Dec 30	3:29 PM, Dec 30		3:40 PM, Dec 30	4:07 PM, Dec 30	
travelocity	AA-4192-CLT-ORD	Dec 30 - 2:20pm	Dec 30 - 2:54pm	A11	Dec 30 - 3:40pm	Dec 30 - 4:17pm	G19/T3
orbitz	AA-4192-CLT-ORD	2:20pDec 30	2:54pDec 30	 A11	3:40pDec 30	4:17pDec 30	 G19
weather	AA-4192-CLT-ORD	2011-12-30 02:20 PM			2011-12-30 03:40 PM		
ord	AA-4192-CLT-ORD	2011-12-30 2:20 PM		A11	2011-12-30 3:40 PM		G19
usatoday	AA-4192-CLT-ORD	2:20 PM, Dec 30	3:29 PM, Dec 30		3:40 PM, Dec 30	4:07 PM, Dec 30	
mytripandmore	AA-4192-CLT-ORD	2:20pDec 30	2:54pDec 30	 A11	3:40pDec 30	4:17pDec 30	 G19
flightarrival	AA-4192-CLT-ORD	2011-12-30 2:20 PM	2011-12-30 2:54 PM		2011-12-30 3:40 PM	2011-12-30 4:17 PM	
ua	UA-6286-PSP-LAS	Fri, Dec 30 1:08 PM		--	Fri, Dec 30 2:09 PM		D59
airtravelcenter	UA-6286-PSP-LAS	12/30/11 1:08 PM (-08:00)			12/30/11 2:09 PM (-08:00)		
myrateplan	UA-6286-PSP-LAS	12/30/11 1:08 PM (-08:00)			12/30/11 2:09 PM (-08:00)		
helloflight	UA-6286-PSP-LAS	12/30/11 1:08 PM (-08:00)			12/30/11 2:09 PM (-08:00)		
flytecomm	UA-6286-PSP-LAS	12/30/11 1:08 PM (-08:00)			12/30/11 2:09 PM (-08:00)		
flights	UA-6286-PSP-LAS		2011-12-30 01:08 PM			2011-12-30 02:09 PM	D59
businesstravellogue	UA-6286-PSP-LAS		2011-12-30 01:08 PM			2011-12-30 02:09 PM	D59
flylouisville	UA-6286-PSP-LAS		2011-12-30 01:08 PM			2011-12-30 02:09 PM	D59
flightview	UA-6286-PSP-LAS	1:08 PMDec 30			2:09 PMDec 30		
panynj	UA-6286-PSP-LAS	1:08 PMDec 30			2:09 PMDec 30		
gofox	UA-6286-PSP-LAS	1:08 PMDec 30			2:09 PMDec 30		
foxbusiness	UA-6286-PSP-LAS	1:08 PMDec 30			2:09 PMDec 30		
allegiantair	UA-6286-PSP-LAS	1:08 PMDec 30			2:09 PMDec 30		
boston	UA-6286-PSP-LAS	1:08 PMDec 30			2:09 PMDec 30		
orbitz	UA-6286-PSP-LAS	1:08pDec 30		 -	2:31pDec 30		 D59
weather	UA-6286-PSP-LAS	2011-12-30 01:08 PM			2011-12-30 02:09 PM		
usatoday	UA-6286-PSP-LAS	2011-12-30 01:08 PM			2011-12-30 02:09 PM		
mytripandmore	UA-6286-PSP-LAS	1:08pDec 30		 -	2:31pDec 30		 D59
flightarrival	UA-6286-PSP-LAS	1:08 PMDec 30			2:09 PMDec 30		
aa	AA-1811-MIA-IAH	December 30, 2011               09:50 PM    	December 30, 2011               09:51 PM    	 D8	December 30, 2011               11:40 PM    	December 30, 2011     	 A27    
flightexplorer	AA-1811-MIA-IAH		12/30/2011 10:00PM EST			12/30/2011 11:21PM CST	
airtravelcenter	AA-1811-MIA-IAH		12/30/11 10:00 PM (-05:00)			12/30/11 11:21 PM (-06:00)	
myrateplan	AA-1811-MIA-IAH		12/30/11 10:00 PM (-05:00)			12/30/11 11:21 PM (-06:00)	
helloflight	AA-1811-MIA-IAH		12/30/11 10:00 PM (-05:00)			12/30/11 11:21 PM (-06:00)	
flytecomm	AA-1811-MIA-IAH		12/30/11 10:00 PM (-05:00)			12/30/11 11:21 PM (-06:00)	
flightaware	AA-1811-MIA-IAH	2011-12-30 09:50PM EST	2011-12-30 10:00PM EST	 D8 	2011-12-30 11:30PM CST	2011-12-30 11:21PM CST	 A27 
wunderground	AA-1811-MIA-IAH	2011-12-30 09:50PM EST	2011-12-30 10:00PM EST	 D8 	2011-12-30 11:30PM CST	2011-12-30 11:21PM CST	 A27 
flights	AA-1811-MIA-IAH	09:50 PM  Fri 30-Dec-2011	09:51 PM  Fri 30-Dec-2011	D41	11:40 PM  Fri 30-Dec-2011	11:18 PM  Fri 30-Dec-2011 (Runway)	27
businesstravellogue	AA-1811-MIA-IAH	09:50 PM  Fri 30-Dec-2011	09:51 PM  Fri 30-Dec-2011	D41	11:40 PM  Fri 30-Dec-2011	11:18 PM  Fri 30-Dec-2011 (Runway)	27
flylouisville	AA-1811-MIA-IAH	09:50 PM  Fri 30-Dec-2011	09:51 PM  Fri 30-Dec-2011	D41	11:40 PM  Fri 30-Dec-2011	11:18 PM  Fri 30-Dec-2011 (Runway)	27
flightstats	AA-1811-MIA-IAH	2011-12-30 9:50 PM	2011-12-30 9:51 PM		2011-12-30 11:40 PM	2011-12-30 11:18 PM (runway)	
quicktrip	AA-1811-MIA-IAH	2011-12-30 9:50 PM	2011-12-30 9:51 PM		2011-12-30 11:40 PM	2011-12-30 11:18 PM (runway)	
world-flight-tracker	AA-1811-MIA-IAH	2011-12-30 9:50 PM	2011-12-30 9:51 PM		2011-12-30 11:40 PM	2011-12-30 11:18 PM (runway)	
flightview	AA-1811-MIA-IAH	9:50 PM, Dec 30	10:00 PM, Dec 30	Terminal D - D8	11:40 PM, Dec 30	11:19 PM, Dec 30	A27
panynj	AA-1811-MIA-IAH	9:50 PM, Dec 30	10:00 PM, Dec 30	Terminal D - D8	11:40 PM, Dec 30	11:19 PM, Dec 30	A27
gofox	AA-1811-MIA-IAH	9:50 PM, Dec 30	10:00 PM, Dec 30		11:40 PM, Dec 30	11:19 PM, Dec 30	
foxbusiness	AA-1811-MIA-IAH	9:50 PM, Dec 30	10:00 PM, Dec 30	Terminal D - D8	11:40 PM, Dec 30	11:19 PM, Dec 30	A27
allegiantair	AA-1811-MIA-IAH	9:50 PM, Dec 30	10:00 PM, Dec 30	Terminal D - D8	11:40 PM, Dec 30	11:19 PM, Dec 30	A27
boston	AA-1811-MIA-IAH	9:50 PM, Dec 30	10:00 PM, Dec 30		11:40 PM, Dec 30	11:19 PM, Dec 30	
travelocity	AA-1811-MIA-IAH	Dec 30 - 9:50pm	Dec 30 - 9:51pm	D8	Dec 30 - 11:40pm	Dec 30 - 11:25pm	A27
orbitz	AA-1811-MIA-IAH	9:50pDec 30	9:51pDec 30	 D8	11:20pDec 30		 A27
weather	AA-1811-MIA-IAH	2011-12-30 09:50 PM			2011-12-30 11:40 PM		
