CO	CO-4237-EWR-DTW	Mon., Dec.26, 2011 12:17 p.m.	Mon., Dec.26, 2011 12:12 p.m.		Mon., Dec.26, 2011 2:24 p.m.	Mon., Dec.26, 2011 2:03 p.m.	
foxbusiness	AA-1929-SFO-LAX	7:00 AM, Dec 26	7:11 AM, Dec 26	Terminal 2 - 55	8:20 AM, Dec 26	8:18 AM, Dec 26	Terminal 4 - 47A
allegiantair	AA-1929-SFO-LAX	7:00 AM, Dec 26	7:11 AM, Dec 26	Terminal 2 - 55	8:20 AM, Dec 26	8:18 AM, Dec 26	Terminal 4 - 47A
boston	AA-1929-SFO-LAX	7:00 AM, Dec 26	7:11 AM, Dec 26		8:20 AM, Dec 26	8:04 AM, Dec 26	
travelocity	AA-1929-SFO-LAX	Dec 26 - 7:00am	Dec 26 - 6:54am	55	Dec 26 - 8:20am	Dec 26 - 8:18am	47A/T4
orbitz	AA-1929-SFO-LAX	7:00aDec 26	6:54aDec 26	 55	8:20aDec 26	8:18aDec 26	 47A
weather	AA-1929-SFO-LAX	2011-12-26 07:00 AM	2011-12-26 07:11 AM		2011-12-26 08:20 AM	2011-12-26 08:05 AM	
ifly	AA-1929-SFO-LAX	2011-12-26 7:00 AM	2011-12-26 6:54 AM		2011-12-26 8:20 AM	2011-12-26 8:18 AM	
flightarrival	AA-1929-SFO-LAX	2011-12-26 7:00 AM	2011-12-26 6:54 AM		2011-12-26 8:20 AM	2011-12-26 8:18 AM	
ua	UA-5625-SFO-COS	Mon, Dec 26 6:15 PM	Mon, Dec 26 7:35 PM	77B	Mon, Dec 26 9:48 PM	Mon, Dec 26 11:08 PM	12
airtravelcenter	UA-5625-SFO-COS	12/26/11 6:15 PM (-08:00)			12/26/11 9:48 PM (-07:00)		
myrateplan	UA-5625-SFO-COS	12/26/11 6:15 PM (-08:00)			12/26/11 9:48 PM (-07:00)		
helloflight	UA-5625-SFO-COS	12/26/11 6:15 PM (-08:00)			12/26/11 9:48 PM (-07:00)		
flytecomm	UA-5625-SFO-COS	12/26/11 6:15 PM (-08:00)			12/26/11 9:48 PM (-07:00)		
flightaware	UA-5625-SFO-COS	2011-12-26 06:15PM PST	2011-12-26 07:45PM PST	 77B 	2011-12-26 09:28PM MST	2011-12-26 10:58PM MST	 12 
wunderground	UA-5625-SFO-COS	2011-12-26 06:15PM PST	2011-12-26 07:45PM PST	 77B 	2011-12-26 09:28PM MST	2011-12-26 10:58PM MST	 12 
flights	UA-5625-SFO-COS	06:15 PM  Mon 26-Dec-2011		77B	09:48 PM  Mon 26-Dec-2011		12
businesstravellogue	UA-5625-SFO-COS	06:15 PM  Mon 26-Dec-2011		77B	09:48 PM  Mon 26-Dec-2011		12
flylouisville	UA-5625-SFO-COS	06:15 PM  Mon 26-Dec-2011		77B	09:48 PM  Mon 26-Dec-2011		12
world-flight-tracker	UA-5625-SFO-COS	2011-12-26 6:15 PM	2011-12-26 7:35 PM (Estimated)		2011-12-26 9:48 PM	2011-12-26 11:08 PM (Estimated)	
flightview	UA-5625-SFO-COS	6:15 PM, Dec 26		Terminal 3 - 77B	9:48 PM, Dec 26		12
panynj	UA-5625-SFO-COS	6:15 PM, Dec 26		Terminal 3 - 77B	9:48 PM, Dec 26		12
gofox	UA-5625-SFO-COS	6:15 PM, Dec 26			9:48 PM, Dec 26		
foxbusiness	UA-5625-SFO-COS	6:15 PM, Dec 26		Terminal 3 - 77B	9:48 PM, Dec 26		12
allegiantair	UA-5625-SFO-COS	6:15 PM, Dec 26		Terminal 3 - 77B	9:48 PM, Dec 26		12
boston	UA-5625-SFO-COS	6:15 PM, Dec 26	Not Available		9:48 PM, Dec 26	Not Available	
orbitz	UA-5625-SFO-COS	6:15pDec 26		 77B	12:28aDec 27		 12
weather	UA-5625-SFO-COS	2011-12-26 06:15 PM			2011-12-26 09:48 PM		
usatoday	UA-5625-SFO-COS	2011-12-26 06:15 PM			2011-12-26 09:48 PM		
flightarrival	UA-5625-SFO-COS	2011-12-26 06:15 PM			2011-12-26 09:48 PM		
ua	UA-541-ROC-ORD	Mon, Dec 26 7:50 AM	Mon, Dec 26 7:47 AM	HOLD	Mon, Dec 26 8:53 AM	Mon, Dec 26 8:21 AM	B7
flightexplorer	UA-541-ROC-ORD		12/26/2011 7:57AM EST			12/26/2011 8:19AM CST	
airtravelcenter	UA-541-ROC-ORD		12/26/11 7:57 AM (-05:00)			12/26/11 8:19 AM (-06:00)	
myrateplan	UA-541-ROC-ORD		12/26/11 7:57 AM (-05:00)			12/26/11 8:19 AM (-06:00)	
helloflight	UA-541-ROC-ORD		12/26/11 7:57 AM (-05:00)			12/26/11 8:19 AM (-06:00)	
flytecomm	UA-541-ROC-ORD		12/26/11 7:57 AM (-05:00)			12/26/11 8:19 AM (-06:00)	
flights	UA-541-ROC-ORD		2011-12-26 07:47 AM			2011-12-26 08:21 AM	B7
businesstravellogue	UA-541-ROC-ORD		2011-12-26 07:47 AM			2011-12-26 08:21 AM	B7
flylouisville	UA-541-ROC-ORD		2011-12-26 07:47 AM			2011-12-26 08:21 AM	B7
flightview	UA-541-ROC-ORD		7:57 AMDec 26			8:21 AMDec 26	
panynj	UA-541-ROC-ORD		7:57 AMDec 26			8:21 AMDec 26	
gofox	UA-541-ROC-ORD		7:57 AMDec 26			8:21 AMDec 26	
foxbusiness	UA-541-ROC-ORD		7:57 AMDec 26			8:21 AMDec 26	
allegiantair	UA-541-ROC-ORD		7:57 AMDec 26			8:21 AMDec 26	
boston	UA-541-ROC-ORD		7:57 AMDec 26			8:21 AMDec 26	
orbitz	UA-541-ROC-ORD	7:50aDec 26	7:47aDec 26	 -	8:53aDec 26	8:21aDec 26	 B7
weather	UA-541-ROC-ORD	2011-12-26 07:50 AM			2011-12-26 08:53 AM		
usatoday	UA-541-ROC-ORD		7:57 AMDec 26			8:21 AMDec 26	
flightarrival	UA-541-ROC-ORD	2011-12-26 07:50 AM			2011-12-26 08:53 AM		
aa	AA-1373-MCO-DFW	December 26, 2011               09:20 AM    	December 26, 2011               09:15 AM    	 14	December 26, 2011               11:20 AM    	December 26, 2011               11:05 AM    	 D27    
flightexplorer	AA-1373-MCO-DFW		12/26/2011 9:27AM EST			12/26/2011 10:56AM CST	
airtravelcenter	AA-1373-MCO-DFW		12/26/11 9:26 AM (-05:00)			12/26/11 10:56 AM (-06:00)	
myrateplan	AA-1373-MCO-DFW		12/26/11 9:26 AM (-05:00)			12/26/11 10:56 AM (-06:00)	
helloflight	AA-1373-MCO-DFW		12/26/11 9:26 AM (-05:00)			12/26/11 10:56 AM (-06:00)	
flytecomm	AA-1373-MCO-DFW		12/26/11 9:26 AM (-05:00)			12/26/11 10:56 AM (-06:00)	
flightaware	AA-1373-MCO-DFW	2011-12-26 09:20AM EST	2011-12-26 09:30AM EST	 16 	2011-12-26 11:00AM CST	2011-12-26 11:10AM CST	 C2 
wunderground	AA-1373-MCO-DFW	2011-12-26 09:20AM EST	2011-12-26 09:30AM EST	 16 	2011-12-26 11:00AM CST	2011-12-26 11:10AM CST	 C2 
flights	AA-1373-MCO-DFW	09:20 AM  Mon 26-Dec-2011	09:15 AM  Mon 26-Dec-2011	14	11:20 AM  Mon 26-Dec-2011	11:05 AM  Mon 26-Dec-2011	D27
businesstravellogue	AA-1373-MCO-DFW	09:20 AM  Mon 26-Dec-2011	09:15 AM  Mon 26-Dec-2011	14	11:20 AM  Mon 26-Dec-2011	11:05 AM  Mon 26-Dec-2011	D27
flylouisville	AA-1373-MCO-DFW	09:20 AM  Mon 26-Dec-2011	09:15 AM  Mon 26-Dec-2011	14	11:20 AM  Mon 26-Dec-2011	11:05 AM  Mon 26-Dec-2011	D27
world-flight-tracker	AA-1373-MCO-DFW	2011-12-26 9:20 AM	2011-12-26 9:15 AM		2011-12-26 11:20 AM	2011-12-26 11:05 AM	
flightview	AA-1373-MCO-DFW	9:20 AM, Dec 26	9:27 AM, Dec 26	Terminal A - 14	11:20 AM, Dec 26	10:58 AM, Dec 26	D27
panynj	AA-1373-MCO-DFW	9:20 AM, Dec 26	9:27 AM, Dec 26	Terminal A - 14	11:20 AM, Dec 26	10:58 AM, Dec 26	D27
gofox	AA-1373-MCO-DFW	9:20 AM, Dec 26	9:27 AM, Dec 26		11:20 AM, Dec 26	10:58 AM, Dec 26	
foxbusiness	AA-1373-MCO-DFW	9:20 AM, Dec 26	9:27 AM, Dec 26	Terminal A - 14	11:20 AM, Dec 26	10:58 AM, Dec 26	D27
allegiantair	AA-1373-MCO-DFW	9:20 AM, Dec 26	9:27 AM, Dec 26	Terminal A - 14	11:20 AM, Dec 26	10:58 AM, Dec 26	D27
boston	AA-1373-MCO-DFW	9:20 AM, Dec 26	9:27 AM, Dec 26		11:20 AM, Dec 26	10:58 AM, Dec 26	
orbitz	AA-1373-MCO-DFW	9:20aDec 26	9:15aDec 26	 14	11:20aDec 26	11:05aDec 26	 D27
weather	AA-1373-MCO-DFW	2011-12-26 09:20 AM			2011-12-26 11:20 AM		
mco	AA-1373-MCO-DFW	2011-12-26 Mon  09:20		14?			
usatoday	AA-1373-MCO-DFW	9:20 AM, Dec 26	9:27 AM, Dec 26		11:20 AM, Dec 26	10:58 AM, Dec 26	
mytripandmore	AA-1373-MCO-DFW	9:20aDec 26	9:15aDec 26	 14	11:20aDec 26	11:05aDec 26	 D27
flightarrival	AA-1373-MCO-DFW	2011-12-26 09:20 AM			2011-12-26 11:20 AM		
ua	UA-1008-IAH-LAX	Mon, Dec 26 2:40 PM	Mon, Dec 26 2:42 PM            Delayed	C-41	Mon, Dec 26 4:29 PM	Mon, Dec 26 4:31 PM	60
flightexplorer	UA-1008-IAH-LAX		12/26/2011 2:59PM CST			12/26/2011 4:25PM PST	
airtravelcenter	UA-1008-IAH-LAX	12/26/11 2:40 PM (-06:00)			12/26/11 4:29 PM (-08:00)		
myrateplan	UA-1008-IAH-LAX	12/26/11 2:40 PM (-06:00)			12/26/11 4:29 PM (-08:00)		
helloflight	UA-1008-IAH-LAX	12/26/11 2:40 PM (-06:00)			12/26/11 4:29 PM (-08:00)		
flytecomm	UA-1008-IAH-LAX	12/26/11 2:40 PM (-06:00)			12/26/11 4:29 PM (-08:00)		
flightaware	UA-1008-IAH-LAX	2011-12-26 02:40PM CST	2011-12-26 03:00PM CST	 41 	2011-12-26 04:11PM PST	2011-12-26 04:21PM PST	 60 
wunderground	UA-1008-IAH-LAX	2011-12-26 02:40PM CST	2011-12-26 03:00PM CST	 41 	2011-12-26 04:11PM PST	2011-12-26 04:21PM PST	 60 
flights	UA-1008-IAH-LAX		2011-12-26 02:42 PM	41		2011-12-26 04:31 PM	60
businesstravellogue	UA-1008-IAH-LAX		2011-12-26 02:42 PM	41		2011-12-26 04:31 PM	60
flylouisville	UA-1008-IAH-LAX		2011-12-26 02:42 PM	41		2011-12-26 04:31 PM	60
flightstats	UA-1008-IAH-LAX	2011-12-26 2:40 PM	2011-12-26 2:42 PM		2011-12-26 4:29 PM	2011-12-26 4:31 PM	
quicktrip	UA-1008-IAH-LAX	2011-12-26 2:40 PM	2011-12-26 2:42 PM		2011-12-26 4:29 PM	2011-12-26 4:31 PM	
flightview	UA-1008-IAH-LAX		3:01 PMDec 26			4:31 PMDec 26	
panynj	UA-1008-IAH-LAX		3:01 PMDec 26			4:31 PMDec 26	
gofox	UA-1008-IAH-LAX		3:01 PMDec 26			4:31 PMDec 26	
foxbusiness	UA-1008-IAH-LAX		3:01 PMDec 26			4:31 PMDec 26	
allegiantair	UA-1008-IAH-LAX		3:01 PMDec 26			4:31 PMDec 26	
boston	UA-1008-IAH-LAX		3:01 PMDec 26			4:22 PMDec 26	
orbitz	UA-1008-IAH-LAX	2:40pDec 26	2:42pDec 26	 41	4:29pDec 26	4:31pDec 26	 60
mytripandmore	UA-1008-IAH-LAX	2:40pDec 26	2:42pDec 26	 41	4:29pDec 26	4:31pDec 26	 60
flightarrival	UA-1008-IAH-LAX	2011-12-26 2:40 PM	2011-12-26 2:42 PM		2011-12-26 4:29 PM	2011-12-26 4:31 PM	
ua	UA-2567-DTW-CLT	Mon, Dec 26 5:09 PM	Mon, Dec 26 5:09 PM	D26	Mon, Dec 26 7:00 PM	Mon, Dec 26 7:03 PM	B6
airtravelcenter	UA-2567-DTW-CLT		12/26/11 5:29 PM (-05:00)			12/26/11 6:54 PM (-05:00)	
myrateplan	UA-2567-DTW-CLT		12/26/11 5:29 PM (-05:00)			12/26/11 6:54 PM (-05:00)	
helloflight	UA-2567-DTW-CLT		12/26/11 5:29 PM (-05:00)			12/26/11 6:54 PM (-05:00)	
flytecomm	UA-2567-DTW-CLT		12/26/11 5:29 PM (-05:00)			12/26/11 6:54 PM (-05:00)	
flights	UA-2567-DTW-CLT	05:09 PM  Mon 26-Dec-2011		D26	07:00 PM  Mon 26-Dec-2011		B6
businesstravellogue	UA-2567-DTW-CLT	05:09 PM  Mon 26-Dec-2011		D26	07:00 PM  Mon 26-Dec-2011		B6
flylouisville	UA-2567-DTW-CLT	05:09 PM  Mon 26-Dec-2011		D26	07:00 PM  Mon 26-Dec-2011		B6
world-flight-tracker	UA-2567-DTW-CLT	2011-12-26 5:09 PM	2011-12-26 5:13 PM		2011-12-26 7:00 PM	2011-12-26 7:03 PM (Estimated)	
flightview	UA-2567-DTW-CLT	5:09 PM, Dec 26	5:29 PM, Dec 26		7:00 PM, Dec 26		
panynj	UA-2567-DTW-CLT	5:09 PM, Dec 26	5:29 PM, Dec 26		7:00 PM, Dec 26		
gofox	UA-2567-DTW-CLT	5:09 PM, Dec 26	5:29 PM, Dec 26		7:00 PM, Dec 26		
foxbusiness	UA-2567-DTW-CLT	5:09 PM, Dec 26	5:29 PM, Dec 26		7:00 PM, Dec 26		
allegiantair	UA-2567-DTW-CLT	5:09 PM, Dec 26	5:29 PM, Dec 26		7:00 PM, Dec 26		
boston	UA-2567-DTW-CLT	5:09 PM, Dec 26	5:29 PM, Dec 26		7:00 PM, Dec 26	6:54 PM, Dec 26&nbsp(Estimated)	
orbitz	UA-2567-DTW-CLT	5:09pDec 26	5:13pDec 26	 -	7:06pDec 26		 -
weather	UA-2567-DTW-CLT	2011-12-26 05:09 PM			2011-12-26 07:00 PM		
aa	AA-2372-DFW-ORD	December 26, 2011               07:20 PM    	December 26, 2011               07:16 PM    	 A18	December 26, 2011               09:35 PM    	December 26, 2011               09:11 PM    	 K1    
flightexplorer	AA-2372-DFW-ORD		12/26/2011 7:27PM CST			12/26/2011 9:08PM CST	
airtravelcenter	AA-2372-DFW-ORD		12/26/11 7:26 PM (-06:00)			12/26/11 9:08 PM (-06:00)	
myrateplan	AA-2372-DFW-ORD		12/26/11 7:26 PM (-06:00)			12/26/11 9:08 PM (-06:00)	
helloflight	AA-2372-DFW-ORD		12/26/11 7:26 PM (-06:00)			12/26/11 9:08 PM (-06:00)	
flytecomm	AA-2372-DFW-ORD		12/26/11 7:26 PM (-06:00)			12/26/11 9:08 PM (-06:00)	
flightaware	AA-2372-DFW-ORD	2011-12-26 07:20PM CST	2011-12-26 07:27PM CST	 A18 	2011-12-26 09:26PM CST	2011-12-26 09:06PM CST	 K1 
wunderground	AA-2372-DFW-ORD	2011-12-26 07:20PM CST	2011-12-26 07:27PM CST	 A18 	2011-12-26 09:26PM CST	2011-12-26 09:06PM CST	 K1 
flights	AA-2372-DFW-ORD	07:20 PM  Mon 26-Dec-2011	07:16 PM  Mon 26-Dec-2011	A18	09:35 PM  Mon 26-Dec-2011	09:11 PM  Mon 26-Dec-2011	K1
businesstravellogue	AA-2372-DFW-ORD	07:20 PM  Mon 26-Dec-2011	07:16 PM  Mon 26-Dec-2011	A18	09:35 PM  Mon 26-Dec-2011	09:11 PM  Mon 26-Dec-2011	K1
flylouisville	AA-2372-DFW-ORD	07:20 PM  Mon 26-Dec-2011	07:16 PM  Mon 26-Dec-2011	A18	09:35 PM  Mon 26-Dec-2011	09:11 PM  Mon 26-Dec-2011	K1
flightstats	AA-2372-DFW-ORD	2011-12-26 7:20 PM	2011-12-26 7:16 PM		2011-12-26 9:35 PM	2011-12-26 9:11 PM	
quicktrip	AA-2372-DFW-ORD	2011-12-26 7:20 PM	2011-12-26 7:16 PM		2011-12-26 9:35 PM	2011-12-26 9:11 PM	
world-flight-tracker	AA-2372-DFW-ORD	2011-12-26 7:20 PM	2011-12-26 7:16 PM		2011-12-26 9:35 PM	2011-12-26 9:11 PM	
flightview	AA-2372-DFW-ORD	7:20 PM, Dec 26	7:27 PM, Dec 26	A18	9:35 PM, Dec 26	9:06 PM, Dec 26	K1
panynj	AA-2372-DFW-ORD	7:20 PM, Dec 26	7:27 PM, Dec 26	A18	9:35 PM, Dec 26	9:06 PM, Dec 26	K1
gofox	AA-2372-DFW-ORD	7:20 PM, Dec 26	7:27 PM, Dec 26		9:35 PM, Dec 26	9:06 PM, Dec 26	
foxbusiness	AA-2372-DFW-ORD	7:20 PM, Dec 26	7:27 PM, Dec 26	A18	9:35 PM, Dec 26	9:06 PM, Dec 26	K1
allegiantair	AA-2372-DFW-ORD	7:20 PM, Dec 26	7:27 PM, Dec 26	A18	9:35 PM, Dec 26	9:06 PM, Dec 26	K1
boston	AA-2372-DFW-ORD	7:20 PM, Dec 26	7:27 PM, Dec 26		9:35 PM, Dec 26	9:06 PM, Dec 26	
orbitz	AA-2372-DFW-ORD	7:20pDec 26	7:16pDec 26	 A18	9:35pDec 26	9:11pDec 26	 K1
weather	AA-2372-DFW-ORD	2011-12-26 07:20 PM			2011-12-26 09:35 PM		
dfw	AA-2372-DFW-ORD	2011-12-26 7:20 pm		A18			
ord	AA-2372-DFW-ORD	2011-12-26 7:20 PM		A18	2011-12-26 9:35 PM		K1
mytripandmore	AA-2372-DFW-ORD	7:20pDec 26	7:16pDec 26	 A18	9:35pDec 26	9:11pDec 26	 K1
flightarrival	AA-2372-DFW-ORD	7:20 PM, Dec 26	7:27 PM, Dec 26		9:35 PM, Dec 26	9:06 PM, Dec 26	
aa	AA-280-LAX-MIA	December 26, 2011               09:00 AM    	December 26, 2011               08:55 AM    	 47B	December 26, 2011               04:45 PM    	December 26, 2011               05:03 PM    	 D11    
flightexplorer	AA-280-LAX-MIA		12/26/2011 9:19AM PST			12/26/2011 4:31PM EST	
airtravelcenter	AA-280-LAX-MIA		12/26/11 9:19 AM (-08:00)			12/26/11 4:31 PM (-05:00)	
myrateplan	AA-280-LAX-MIA		12/26/11 9:19 AM (-08:00)			12/26/11 4:31 PM (-05:00)	
helloflight	AA-280-LAX-MIA		12/26/11 9:19 AM (-08:00)			12/26/11 4:31 PM (-05:00)	
flytecomm	AA-280-LAX-MIA		12/26/11 9:19 AM (-08:00)			12/26/11 4:31 PM (-05:00)	
flightaware	AA-280-LAX-MIA	2011-12-26 09:00AM PST	2011-12-26 09:19AM PST	 47B 	2011-12-26 04:34PM EST	2011-12-26 04:28PM EST	 D11 
wunderground	AA-280-LAX-MIA	2011-12-26 09:00AM PST	2011-12-26 09:19AM PST	 47B 	2011-12-26 04:34PM EST	2011-12-26 04:28PM EST	 D11 
flights	AA-280-LAX-MIA	09:00 AM  Mon 26-Dec-2011	08:55 AM  Mon 26-Dec-2011	47B	04:45 PM  Mon 26-Dec-2011	05:03 PM  Mon 26-Dec-2011	D11
businesstravellogue	AA-280-LAX-MIA	09:00 AM  Mon 26-Dec-2011	08:55 AM  Mon 26-Dec-2011	47B	04:45 PM  Mon 26-Dec-2011	05:03 PM  Mon 26-Dec-2011	D11
flylouisville	AA-280-LAX-MIA	09:00 AM  Mon 26-Dec-2011	08:55 AM  Mon 26-Dec-2011	47B	04:45 PM  Mon 26-Dec-2011	05:03 PM  Mon 26-Dec-2011	D11
flightstats	AA-280-LAX-MIA	2011-12-26 9:00 AM	2011-12-26 8:55 AM		2011-12-26 4:45 PM	2011-12-26 5:03 PM	
quicktrip	AA-280-LAX-MIA	2011-12-26 9:00 AM	2011-12-26 8:55 AM		2011-12-26 4:45 PM	2011-12-26 5:03 PM	
world-flight-tracker	AA-280-LAX-MIA	2011-12-26 9:00 AM	2011-12-26 8:55 AM		2011-12-26 4:45 PM	2011-12-26 5:03 PM	
flightview	AA-280-LAX-MIA	9:00 AM, Dec 26	9:19 AM, Dec 26	Terminal 4 - 47B	4:45 PM, Dec 26	5:03 PM, Dec 26	Terminal D - D11
panynj	AA-280-LAX-MIA	9:00 AM, Dec 26	9:19 AM, Dec 26	Terminal 4 - 47B	4:45 PM, Dec 26	5:03 PM, Dec 26	Terminal D - D11
gofox	AA-280-LAX-MIA	9:00 AM, Dec 26	9:19 AM, Dec 26		4:45 PM, Dec 26	5:03 PM, Dec 26	
foxbusiness	AA-280-LAX-MIA	9:00 AM, Dec 26	9:19 AM, Dec 26	Terminal 4 - 47B	4:45 PM, Dec 26	5:03 PM, Dec 26	Terminal D - D11
allegiantair	AA-280-LAX-MIA	9:00 AM, Dec 26	9:19 AM, Dec 26	Terminal 4 - 47B	4:45 PM, Dec 26	5:03 PM, Dec 26	Terminal D - D11
boston	AA-280-LAX-MIA	9:00 AM, Dec 26	9:19 AM, Dec 26		4:45 PM, Dec 26	4:29 PM, Dec 26	
orbitz	AA-280-LAX-MIA	9:00aDec 26	8:55aDec 26	 47B	4:45pDec 26	5:03pDec 26	 D11
weather	AA-280-LAX-MIA	2011-12-26 09:00 AM			2011-12-26 04:45 PM		
mia	AA-280-LAX-MIA				4:45P 12-26-11	2011-12-26  5:03P	
usatoday	AA-280-LAX-MIA	9:00 AM, Dec 26	9:19 AM, Dec 26		4:45 PM, Dec 26	4:29 PM, Dec 26	
mytripandmore	AA-280-LAX-MIA	9:00aDec 26	8:55aDec 26	 47B	4:45pDec 26	5:03pDec 26	 D11
flightwise	AA-280-LAX-MIA	2011-12-26 09:00AM PST	2011-12-26 09:19AM PST	 47B 	2011-12-26 04:34PM EST	2011-12-26 04:28PM EST	 D11 
aa	AA-3804-PHL-ORD	December 26, 2011               02:35 PM    	December 26, 2011               02:27 PM    	 A7	December 26, 2011               04:05 PM    	December 26, 2011               03:36 PM    	 H5    
flightexplorer	AA-3804-PHL-ORD		12/26/2011 2:39PM EST			12/26/2011 3:28PM CST	
airtravelcenter	AA-3804-PHL-ORD	12/26/11 2:35 PM (-05:00)			12/26/11 4:05 PM (-06:00)		
myrateplan	AA-3804-PHL-ORD	12/26/11 2:35 PM (-05:00)			12/26/11 4:05 PM (-06:00)		
helloflight	AA-3804-PHL-ORD	12/26/11 2:35 PM (-05:00)			12/26/11 4:05 PM (-06:00)		
flytecomm	AA-3804-PHL-ORD	12/26/11 2:35 PM (-05:00)			12/26/11 4:05 PM (-06:00)		
flightaware	AA-3804-PHL-ORD	2011-12-26 02:35PM EST	2011-12-26 02:39PM EST	 A7 	2011-12-26 03:47PM CST	2011-12-26 03:26PM CST	 H5 
wunderground	AA-3804-PHL-ORD	2011-12-26 02:35PM EST	2011-12-26 02:39PM EST	 A7 	2011-12-26 03:47PM CST	2011-12-26 03:26PM CST	 H5 
flights	AA-3804-PHL-ORD	02:35 PM  Mon 26-Dec-2011	02:27 PM  Mon 26-Dec-2011	7	04:05 PM  Mon 26-Dec-2011	03:36 PM  Mon 26-Dec-2011	H5
businesstravellogue	AA-3804-PHL-ORD	02:35 PM  Mon 26-Dec-2011	02:27 PM  Mon 26-Dec-2011	7	04:05 PM  Mon 26-Dec-2011	03:36 PM  Mon 26-Dec-2011	H5
flylouisville	AA-3804-PHL-ORD	02:35 PM  Mon 26-Dec-2011	02:27 PM  Mon 26-Dec-2011	7	04:05 PM  Mon 26-Dec-2011	03:36 PM  Mon 26-Dec-2011	H5
flightstats	AA-3804-PHL-ORD	2011-12-26 2:35 PM	2011-12-26 2:27 PM		2011-12-26 4:05 PM	2011-12-26 3:36 PM	
quicktrip	AA-3804-PHL-ORD	2011-12-26 2:35 PM	2011-12-26 2:27 PM		2011-12-26 4:05 PM	2011-12-26 3:36 PM	
world-flight-tracker	AA-3804-PHL-ORD	2011-12-26 2:35 PM	2011-12-26 2:27 PM		2011-12-26 4:05 PM	2011-12-26 3:36 PM	
flightview	AA-3804-PHL-ORD	2:35 PM, Dec 26	2:39 PM, Dec 26	A7	4:05 PM, Dec 26	3:26 PM, Dec 26	H5
panynj	AA-3804-PHL-ORD	2:35 PM, Dec 26	2:39 PM, Dec 26	A7	4:05 PM, Dec 26	3:26 PM, Dec 26	H5
gofox	AA-3804-PHL-ORD	2:35 PM, Dec 26	2:39 PM, Dec 26		4:05 PM, Dec 26	3:26 PM, Dec 26	
foxbusiness	AA-3804-PHL-ORD	2:35 PM, Dec 26	2:39 PM, Dec 26	A7	4:05 PM, Dec 26	3:26 PM, Dec 26	H5
allegiantair	AA-3804-PHL-ORD	2:35 PM, Dec 26	2:39 PM, Dec 26	A7	4:05 PM, Dec 26	3:26 PM, Dec 26	H5
boston	AA-3804-PHL-ORD	2:35 PM, Dec 26	2:39 PM, Dec 26		4:05 PM, Dec 26	3:26 PM, Dec 26	
orbitz	AA-3804-PHL-ORD	2:35pDec 26	2:27pDec 26	 A7	4:05pDec 26	3:36pDec 26	 H5
weather	AA-3804-PHL-ORD	2011-12-26 02:35 PM			2011-12-26 04:05 PM		
ord	AA-3804-PHL-ORD	2011-12-26 2:35 PM		7	2011-12-26 4:05 PM		H5
phl	AA-3804-PHL-ORD	2011-12-26 2:35 PM		A7			
usatoday	AA-3804-PHL-ORD	2:35 PM, Dec 26	2:39 PM, Dec 26		4:05 PM, Dec 26	3:26 PM, Dec 26	
mytripandmore	AA-3804-PHL-ORD	2:35pDec 26	2:27pDec 26	 A7	4:05pDec 26	3:36pDec 26	 H5
flightwise	AA-3804-PHL-ORD	2011-12-26 02:35PM EST	2011-12-26 02:39PM EST	 A7 	2011-12-26 03:47PM CST	2011-12-26 03:26PM CST	 H5 
flightarrival	AA-3804-PHL-ORD	2011-12-26 02:35 PM			2011-12-26 04:05 PM		
aa	AA-1940-ORD-MIA	December 26, 2011               07:20 PM    	December 26, 2011               07:21 PM    	 K19	December 26, 2011               11:20 PM    	December 26, 2011               11:13 PM    	 D2    
flightexplorer	AA-1940-ORD-MIA		12/26/2011 7:36PM CST			12/26/2011 11:10PM EST	
airtravelcenter	AA-1940-ORD-MIA		12/26/11 7:36 PM (-06:00)			12/26/11 11:10 PM (-05:00)	
myrateplan	AA-1940-ORD-MIA		12/26/11 7:36 PM (-06:00)			12/26/11 11:10 PM (-05:00)	
helloflight	AA-1940-ORD-MIA		12/26/11 7:36 PM (-06:00)			12/26/11 11:10 PM (-05:00)	
flytecomm	AA-1940-ORD-MIA		12/26/11 7:36 PM (-06:00)			12/26/11 11:10 PM (-05:00)	
flightaware	AA-1940-ORD-MIA	2011-12-26 07:20PM CST	2011-12-26 07:36PM CST	 K19 	2011-12-26 11:10PM EST	2011-12-26 11:07PM EST	 D2 
wunderground	AA-1940-ORD-MIA	2011-12-26 07:20PM CST	2011-12-26 07:36PM CST	 K19 	2011-12-26 11:10PM EST	2011-12-26 11:07PM EST	 D2 
flights	AA-1940-ORD-MIA	07:20 PM  Mon 26-Dec-2011	07:21 PM  Mon 26-Dec-2011	K19	11:20 PM  Mon 26-Dec-2011	11:13 PM  Mon 26-Dec-2011	D2
businesstravellogue	AA-1940-ORD-MIA	07:20 PM  Mon 26-Dec-2011	07:21 PM  Mon 26-Dec-2011	K19	11:20 PM  Mon 26-Dec-2011	11:13 PM  Mon 26-Dec-2011	D2
flylouisville	AA-1940-ORD-MIA	07:20 PM  Mon 26-Dec-2011	07:21 PM  Mon 26-Dec-2011	K19	11:20 PM  Mon 26-Dec-2011	11:13 PM  Mon 26-Dec-2011	D2
flightstats	AA-1940-ORD-MIA	2011-12-26 7:20 PM	2011-12-26 7:21 PM		2011-12-26 11:20 PM	2011-12-26 11:13 PM	
