ua	UA-479-SAN-SFO	Sun, Jan 1 7:57 PM	Sun, Jan 1 7:57 PM	13	Sun, Jan 1 9:35 PM	Sun, Jan 1 9:35 PM	84
gofox	UA-1157-TPA-EWR	8:00 AM, Jan 01	8:25 AM, Jan 01		10:39 AM, Jan 01	10:35 AM, Jan 01	
foxbusiness	UA-1157-TPA-EWR	8:00 AM, Jan 01	8:25 AM, Jan 01	Main Term - A6	10:39 AM, Jan 01	10:35 AM, Jan 01	Term C - C97
allegiantair	UA-1157-TPA-EWR	8:00 AM, Jan 01	8:25 AM, Jan 01	Main Term - A6	10:39 AM, Jan 01	10:35 AM, Jan 01	Term C - C97
boston	UA-1157-TPA-EWR	8:00 AM, Jan 01	8:25 AM, Jan 01		10:39 AM, Jan 01	10:32 AM, Jan 01	
orbitz	UA-1157-TPA-EWR	8:00aJan 1	8:13aJan 1	 A6	10:39aJan 1	10:35aJan 1	 C97
weather	UA-1157-TPA-EWR	2012-01-01 08:00 AM			2012-01-01 10:39 AM		
ua	UA-4658-IAH-SHV	Sun, Jan 1 9:10 PM	Sun, Jan 1 9:06 PM	B73	Sun, Jan 1 10:03 PM	Sun, Jan 1 9:52 PM	--
airtravelcenter	UA-4658-IAH-SHV	1/1/12 9:10 PM (-06:00)			1/1/12 10:03 PM (-06:00)		
myrateplan	UA-4658-IAH-SHV	1/1/12 9:10 PM (-06:00)			1/1/12 10:03 PM (-06:00)		
helloflight	UA-4658-IAH-SHV	1/1/12 9:10 PM (-06:00)			1/1/12 10:03 PM (-06:00)		
flytecomm	UA-4658-IAH-SHV	1/1/12 9:10 PM (-06:00)			1/1/12 10:03 PM (-06:00)		
flights	UA-4658-IAH-SHV	09:10 PM  Sun 01-Jan-2012	09:06 PM  Sun 01-Jan-2012	73	10:03 PM  Sun 01-Jan-2012	09:52 PM  Sun 01-Jan-2012	4
businesstravellogue	UA-4658-IAH-SHV	09:10 PM  Sun 01-Jan-2012	09:06 PM  Sun 01-Jan-2012	73	10:03 PM  Sun 01-Jan-2012	09:52 PM  Sun 01-Jan-2012	4
flylouisville	UA-4658-IAH-SHV	09:10 PM  Sun 01-Jan-2012	09:06 PM  Sun 01-Jan-2012	73	10:03 PM  Sun 01-Jan-2012	09:52 PM  Sun 01-Jan-2012	4
flightstats	UA-4658-IAH-SHV	2012-01-01 9:10 PM	2012-01-01 9:06 PM		2012-01-01 10:03 PM	2012-01-01 9:52 PM	
quicktrip	UA-4658-IAH-SHV	2012-01-01 9:10 PM	2012-01-01 9:06 PM		2012-01-01 10:03 PM	2012-01-01 9:52 PM	
world-flight-tracker	UA-4658-IAH-SHV	2012-01-01 9:10 PM	2012-01-01 9:06 PM		2012-01-01 10:03 PM	2012-01-01 9:52 PM	
flightview	UA-4658-IAH-SHV	9:10 PM, Jan 01	9:14 PM, Jan 01	Term B - B73	10:03 PM, Jan 01	9:52 PM, Jan 01	Main Term - 4
panynj	UA-4658-IAH-SHV	9:10 PM, Jan 01	9:14 PM, Jan 01	Term B - B73	10:03 PM, Jan 01	9:52 PM, Jan 01	Main Term - 4
gofox	UA-4658-IAH-SHV	9:10 PM, Jan 01	9:14 PM, Jan 01		10:03 PM, Jan 01	9:52 PM, Jan 01	
foxbusiness	UA-4658-IAH-SHV	9:10 PM, Jan 01	9:14 PM, Jan 01	Term B - B73	10:03 PM, Jan 01	9:52 PM, Jan 01	Main Term - 4
allegiantair	UA-4658-IAH-SHV	9:10 PM, Jan 01	9:14 PM, Jan 01	Term B - B73	10:03 PM, Jan 01	9:52 PM, Jan 01	Main Term - 4
boston	UA-4658-IAH-SHV	9:10 PM, Jan 01	9:14 PM, Jan 01		10:03 PM, Jan 01	9:47 PM, Jan 01	
orbitz	UA-4658-IAH-SHV	9:10pJan 1	9:06pJan 1	 -	10:03pJan 1	9:52pJan 1	 -
flightarrival	UA-4658-IAH-SHV	2012-01-01 9:10 PM	2012-01-01 9:06 PM		2012-01-01 10:03 PM	2012-01-01 9:52 PM	
ua	UA-2721-IAH-PHX	Sun, Jan 1 8:10 AM	Sun, Jan 1 8:10 AM	A18	Sun, Jan 1 10:19 AM	Sun, Jan 1 9:57 AM	A5
airtravelcenter	UA-2721-IAH-PHX		1/1/12 8:17 AM (-06:00)			1/1/12 9:28 AM (-07:00)	
myrateplan	UA-2721-IAH-PHX		1/1/12 8:17 AM (-06:00)			1/1/12 9:28 AM (-07:00)	
helloflight	UA-2721-IAH-PHX		1/1/12 8:17 AM (-06:00)			1/1/12 9:28 AM (-07:00)	
flytecomm	UA-2721-IAH-PHX		1/1/12 8:17 AM (-06:00)			1/1/12 9:28 AM (-07:00)	
flights	UA-2721-IAH-PHX	08:10 AM  Sun 01-Jan-2012	08:02 AM  Sun 01-Jan-2012	18	10:19 AM  Sun 01-Jan-2012	09:57 AM  Sun 01-Jan-2012	A5
businesstravellogue	UA-2721-IAH-PHX	08:10 AM  Sun 01-Jan-2012	08:02 AM  Sun 01-Jan-2012	18	10:19 AM  Sun 01-Jan-2012	09:57 AM  Sun 01-Jan-2012	A5
flylouisville	UA-2721-IAH-PHX	08:10 AM  Sun 01-Jan-2012	08:02 AM  Sun 01-Jan-2012	18	10:19 AM  Sun 01-Jan-2012	09:57 AM  Sun 01-Jan-2012	A5
flightstats	UA-2721-IAH-PHX	2012-01-01 8:10 AM	2012-01-01 8:02 AM		2012-01-01 10:19 AM	2012-01-01 9:57 AM	
quicktrip	UA-2721-IAH-PHX	2012-01-01 8:10 AM	2012-01-01 8:02 AM		2012-01-01 10:19 AM	2012-01-01 9:57 AM	
world-flight-tracker	UA-2721-IAH-PHX	2012-01-01 8:10 AM	2012-01-01 8:02 AM		2012-01-01 10:19 AM	2012-01-01 9:57 AM	
flightview	UA-2721-IAH-PHX	8:10 AM, Jan 01	8:17 AM, Jan 01	A18	10:19 AM, Jan 01	9:37 AM, Jan 01	Terminal 4
panynj	UA-2721-IAH-PHX	8:10 AM, Jan 01	8:17 AM, Jan 01	A18	10:19 AM, Jan 01	9:37 AM, Jan 01	Terminal 4
gofox	UA-2721-IAH-PHX	8:10 AM, Jan 01	8:17 AM, Jan 01		10:19 AM, Jan 01	9:37 AM, Jan 01	
foxbusiness	UA-2721-IAH-PHX	8:10 AM, Jan 01	8:17 AM, Jan 01	A18	10:19 AM, Jan 01	9:37 AM, Jan 01	Terminal 4
allegiantair	UA-2721-IAH-PHX	8:10 AM, Jan 01	8:17 AM, Jan 01	A18	10:19 AM, Jan 01	9:37 AM, Jan 01	Terminal 4
boston	UA-2721-IAH-PHX	8:10 AM, Jan 01	8:17 AM, Jan 01		10:19 AM, Jan 01	9:37 AM, Jan 01	
orbitz	UA-2721-IAH-PHX	8:10aJan 1	8:02aJan 1	 -	10:19aJan 1	9:57aJan 1	 -
weather	UA-2721-IAH-PHX	2012-01-01 08:10 AM			2012-01-01 10:19 AM		
ifly	UA-2721-IAH-PHX	2012-01-01 8:10 AM	2012-01-01 8:02 AM		2012-01-01 10:19 AM	2012-01-01 9:57 AM	
usatoday	UA-2721-IAH-PHX	2012-01-01 08:10 AM			2012-01-01 10:19 AM		
ua	UA-2688-PHX-SFO	Sun, Jan 1 2:59 PM	Sun, Jan 1 3:13 PM            Delayed	A5	Sun, Jan 1 4:06 PM	Sun, Jan 1 4:10 PM	26
airtravelcenter	UA-2688-PHX-SFO		1/1/12 3:29 PM (-07:00)			1/1/12 3:59 PM (-08:00)	
myrateplan	UA-2688-PHX-SFO		1/1/12 3:29 PM (-07:00)			1/1/12 3:59 PM (-08:00)	
helloflight	UA-2688-PHX-SFO		1/1/12 3:29 PM (-07:00)			1/1/12 3:59 PM (-08:00)	
flytecomm	UA-2688-PHX-SFO		1/1/12 3:29 PM (-07:00)			1/1/12 3:59 PM (-08:00)	
flights	UA-2688-PHX-SFO		2012-01-01 03:13 PM	A5		2012-01-01 04:10 PM	26
businesstravellogue	UA-2688-PHX-SFO		2012-01-01 03:13 PM	A5		2012-01-01 04:10 PM	26
flylouisville	UA-2688-PHX-SFO		2012-01-01 03:13 PM	A5		2012-01-01 04:10 PM	26
flightview	UA-2688-PHX-SFO		3:30 PMJan 01			4:14 PMJan 01	
panynj	UA-2688-PHX-SFO		3:30 PMJan 01			4:14 PMJan 01	
gofox	UA-2688-PHX-SFO		3:30 PMJan 01			4:14 PMJan 01	
foxbusiness	UA-2688-PHX-SFO		3:30 PMJan 01			4:14 PMJan 01	
allegiantair	UA-2688-PHX-SFO		3:30 PMJan 01			4:14 PMJan 01	
boston	UA-2688-PHX-SFO		3:30 PMJan 01			4:05 PMJan 01	
orbitz	UA-2688-PHX-SFO	2:59pJan 1	3:13pJan 1	 -	4:06pJan 1	4:10pJan 1	 -
usatoday	UA-2688-PHX-SFO		3:30 PMJan 01			4:05 PMJan 01	
mytripandmore	UA-2688-PHX-SFO	2:59pJan 1	3:13pJan 1	 -	4:06pJan 1	4:10pJan 1	 -
aa	AA-75-IAD-LAX	January 1, 2012               05:50 PM    	January 1, 2012               05:51 PM    	 B71	January 1, 2012               08:40 PM    	January 1, 2012               08:24 PM    	 40    
flightexplorer	AA-75-IAD-LAX		1/1/2012 6:08PM EST			1/1/2012 8:19PM PST	
airtravelcenter	AA-75-IAD-LAX		1/1/12 6:08 PM (-05:00)			1/1/12 8:19 PM (-08:00)	
myrateplan	AA-75-IAD-LAX		1/1/12 6:08 PM (-05:00)			1/1/12 8:19 PM (-08:00)	
helloflight	AA-75-IAD-LAX		1/1/12 6:08 PM (-05:00)			1/1/12 8:19 PM (-08:00)	
flytecomm	AA-75-IAD-LAX		1/1/12 6:08 PM (-05:00)			1/1/12 8:19 PM (-08:00)	
flightaware	AA-75-IAD-LAX	2012-01-01 05:50PM EST	2012-01-01 06:07PM EST	 B71 	2012-01-01 08:17PM PST	2012-01-01 08:19PM PST	 40 
wunderground	AA-75-IAD-LAX	2012-01-01 05:50PM EST	2012-01-01 06:07PM EST	 B71 	2012-01-01 08:17PM PST	2012-01-01 08:19PM PST	 40 
flights	AA-75-IAD-LAX	05:50 PM  Sun 01-Jan-2012	05:51 PM  Sun 01-Jan-2012	B71	08:40 PM  Sun 01-Jan-2012	08:24 PM  Sun 01-Jan-2012	40
businesstravellogue	AA-75-IAD-LAX	05:50 PM  Sun 01-Jan-2012	05:51 PM  Sun 01-Jan-2012	B71	08:40 PM  Sun 01-Jan-2012	08:24 PM  Sun 01-Jan-2012	40
flylouisville	AA-75-IAD-LAX	05:50 PM  Sun 01-Jan-2012	05:51 PM  Sun 01-Jan-2012	B71	08:40 PM  Sun 01-Jan-2012	08:24 PM  Sun 01-Jan-2012	40
flightstats	AA-75-IAD-LAX	2012-01-01 5:50 PM	2012-01-01 5:51 PM		2012-01-01 8:40 PM	2012-01-01 8:24 PM	
quicktrip	AA-75-IAD-LAX	2012-01-01 5:50 PM	2012-01-01 5:51 PM		2012-01-01 8:40 PM	2012-01-01 8:24 PM	
world-flight-tracker	AA-75-IAD-LAX	2012-01-01 5:50 PM	2012-01-01 5:51 PM		2012-01-01 8:40 PM	2012-01-01 8:24 PM	
flightview	AA-75-IAD-LAX	5:50 PM, Jan 01	6:08 PM, Jan 01	B71	8:40 PM, Jan 01	8:24 PM, Jan 01	Terminal 4 - 40
panynj	AA-75-IAD-LAX	5:50 PM, Jan 01	6:08 PM, Jan 01	B71	8:40 PM, Jan 01	8:24 PM, Jan 01	Terminal 4 - 40
gofox	AA-75-IAD-LAX	5:50 PM, Jan 01	6:08 PM, Jan 01		8:40 PM, Jan 01	8:24 PM, Jan 01	
foxbusiness	AA-75-IAD-LAX	5:50 PM, Jan 01	6:08 PM, Jan 01	B71	8:40 PM, Jan 01	8:24 PM, Jan 01	Terminal 4 - 40
allegiantair	AA-75-IAD-LAX	5:50 PM, Jan 01	6:08 PM, Jan 01	B71	8:40 PM, Jan 01	8:24 PM, Jan 01	Terminal 4 - 40
boston	AA-75-IAD-LAX	5:50 PM, Jan 01	6:08 PM, Jan 01		8:40 PM, Jan 01	8:20 PM, Jan 01	
orbitz	AA-75-IAD-LAX	5:50pJan 1	5:51pJan 1	 B71	8:40pJan 1	8:24pJan 1	 40
weather	AA-75-IAD-LAX	2012-01-01 05:50 PM			2012-01-01 08:40 PM		
iad	AA-75-IAD-LAX	2012-01-01 17:50 	2012-01-01 17:50 				
usatoday	AA-75-IAD-LAX	2012-01-01 5:50 PM	2012-01-01 5:51 PM		2012-01-01 8:40 PM	2012-01-01 8:24 PM	
mytripandmore	AA-75-IAD-LAX	5:50pJan 1	5:51pJan 1	 B71	8:40pJan 1	8:24pJan 1	 40
ua	UA-1690-IAH-PDX	Sun, Jan 1 9:30 PM	Sun, Jan 1 9:30 PM	C-31	Mon, Jan 2 12:13 AM	Mon, Jan 2 12:13 AM	E4
flightexplorer	UA-1690-IAH-PDX	1/1/2012 9:30PM CST			1/2/2012 12:13AM PST		
airtravelcenter	UA-1690-IAH-PDX	1/1/12 9:30 PM (-06:00)			1/2/12 12:13 AM (-08:00)		
myrateplan	UA-1690-IAH-PDX	1/1/12 9:30 PM (-06:00)			1/2/12 12:13 AM (-08:00)		
helloflight	UA-1690-IAH-PDX	1/1/12 9:30 PM (-06:00)			1/2/12 12:13 AM (-08:00)		
flytecomm	UA-1690-IAH-PDX	1/1/12 9:30 PM (-06:00)			1/2/12 12:13 AM (-08:00)		
flightaware	UA-1690-IAH-PDX	2012-01-01 09:30PM CST	2012-01-01 09:40PM CST	 31 	2012-01-01 11:53PM PST	2012-01-01 12:03AM PST	 E4 
wunderground	UA-1690-IAH-PDX	2012-01-01 09:30PM CST	2012-01-01 09:40PM CST	 31 	2012-01-01 11:53PM PST	2012-01-01 12:03AM PST	 E4 
flights	UA-1690-IAH-PDX	09:30 PM  Sun 01-Jan-2012		31	12:13 AM  Mon 02-Jan-2012		E4
businesstravellogue	UA-1690-IAH-PDX	09:30 PM  Sun 01-Jan-2012		31	12:13 AM  Mon 02-Jan-2012		E4
flylouisville	UA-1690-IAH-PDX	09:30 PM  Sun 01-Jan-2012		31	12:13 AM  Mon 02-Jan-2012		E4
flightstats	UA-1690-IAH-PDX	2012-01-01 9:30 PM	2012-01-01 9:30 PM (Estimated)		2012-01-01 12:13 AM	2012-01-01 12:13 AM (Estimated)	
quicktrip	UA-1690-IAH-PDX	2012-01-01 9:30 PM	2012-01-01 9:30 PM (Estimated)		2012-01-01 12:13 AM	2012-01-01 12:13 AM (Estimated)	
world-flight-tracker	UA-1690-IAH-PDX	2012-01-01 9:30 PM	2012-01-01 9:30 PM (Estimated)		2012-01-01 12:13 AM	2012-01-01 12:13 AM (Estimated)	
flightview	UA-1690-IAH-PDX	9:30 PM, Jan 01		Term C - C31	12:13 AM, Jan 02		Main Term - E4
panynj	UA-1690-IAH-PDX	9:30 PM, Jan 01		Term C - C31	12:13 AM, Jan 02		Main Term - E4
gofox	UA-1690-IAH-PDX	9:30 PM, Jan 01			12:13 AM, Jan 02		
foxbusiness	UA-1690-IAH-PDX	9:30 PM, Jan 01		Term C - C31	12:13 AM, Jan 02		Main Term - E4
allegiantair	UA-1690-IAH-PDX	9:30 PM, Jan 01		Term C - C31	12:13 AM, Jan 02		Main Term - E4
boston	UA-1690-IAH-PDX	9:30 PM, Jan 01	Not Available		12:13 AM, Jan 02	Not Available	
orbitz	UA-1690-IAH-PDX	9:30pJan 1		 31	12:13aJan 2		 E4
weather	UA-1690-IAH-PDX	2012-01-01 09:30 PM			2012-01-01 12:13 AM		
usatoday	UA-1690-IAH-PDX	9:30 PM, Jan 01	Not Available		12:13 AM, Jan 02	Not Available	
aa	AA-3833-ORD-ATL	January 1, 2012               11:55 AM    	January 1, 2012               12:13 PM    	 G7	January 1, 2012               02:45 PM    	January 1, 2012               02:57 PM    	 T10    
flightexplorer	AA-3833-ORD-ATL		1/1/2012 12:27PM CST			1/1/2012 2:57PM EST	
airtravelcenter	AA-3833-ORD-ATL		1/1/12 12:27 PM (-06:00)			1/1/12 2:57 PM (-05:00)	
myrateplan	AA-3833-ORD-ATL		1/1/12 12:27 PM (-06:00)			1/1/12 2:57 PM (-05:00)	
helloflight	AA-3833-ORD-ATL		1/1/12 12:27 PM (-06:00)			1/1/12 2:57 PM (-05:00)	
flytecomm	AA-3833-ORD-ATL		1/1/12 12:27 PM (-06:00)			1/1/12 2:57 PM (-05:00)	
flightaware	AA-3833-ORD-ATL	2012-01-01 11:55AM CST	2012-01-01 12:27PM CST	 G7 	2012-01-01 02:33PM EST	2012-01-01 02:54PM EST	 T10 
wunderground	AA-3833-ORD-ATL	2012-01-01 11:55AM CST	2012-01-01 12:27PM CST	 G7 	2012-01-01 02:33PM EST	2012-01-01 02:54PM EST	 T10 
flights	AA-3833-ORD-ATL	11:55 AM  Sun 01-Jan-2012	12:13 PM  Sun 01-Jan-2012	G7	02:45 PM  Sun 01-Jan-2012	02:57 PM  Sun 01-Jan-2012	T10
businesstravellogue	AA-3833-ORD-ATL	11:55 AM  Sun 01-Jan-2012	12:13 PM  Sun 01-Jan-2012	G7	02:45 PM  Sun 01-Jan-2012	02:57 PM  Sun 01-Jan-2012	T10
flylouisville	AA-3833-ORD-ATL	11:55 AM  Sun 01-Jan-2012	12:13 PM  Sun 01-Jan-2012	G7	02:45 PM  Sun 01-Jan-2012	02:57 PM  Sun 01-Jan-2012	T10
flightstats	AA-3833-ORD-ATL	2012-01-01 11:55 AM	2012-01-01 12:13 PM		2012-01-01 2:45 PM	2012-01-01 2:57 PM	
quicktrip	AA-3833-ORD-ATL	2012-01-01 11:55 AM	2012-01-01 12:13 PM		2012-01-01 2:45 PM	2012-01-01 2:57 PM	
world-flight-tracker	AA-3833-ORD-ATL	2012-01-01 11:55 AM	2012-01-01 12:13 PM		2012-01-01 2:45 PM	2012-01-01 2:57 PM	
flightview	AA-3833-ORD-ATL	11:55 AM, Jan 01	12:27 PM, Jan 01	G7	2:45 PM, Jan 01	2:59 PM, Jan 01	T10
panynj	AA-3833-ORD-ATL	11:55 AM, Jan 01	12:27 PM, Jan 01	G7	2:45 PM, Jan 01	2:59 PM, Jan 01	T10
gofox	AA-3833-ORD-ATL	11:55 AM, Jan 01	12:27 PM, Jan 01		2:45 PM, Jan 01	2:59 PM, Jan 01	
foxbusiness	AA-3833-ORD-ATL	11:55 AM, Jan 01	12:27 PM, Jan 01	G7	2:45 PM, Jan 01	2:59 PM, Jan 01	T10
allegiantair	AA-3833-ORD-ATL	11:55 AM, Jan 01	12:27 PM, Jan 01	G7	2:45 PM, Jan 01	2:59 PM, Jan 01	T10
boston	AA-3833-ORD-ATL	11:55 AM, Jan 01	12:27 PM, Jan 01		2:45 PM, Jan 01	2:59 PM, Jan 01	
orbitz	AA-3833-ORD-ATL	11:55aJan 1	12:13pJan 1	 G7	2:45pJan 1	2:57pJan 1	 T10
weather	AA-3833-ORD-ATL	2012-01-01 11:55 AM			2012-01-01 02:45 PM		
ord	AA-3833-ORD-ATL	2012-01-01 11:55 AM		G7	2012-01-01 2:45 PM		T10
flightarrival	AA-3833-ORD-ATL	2012-01-01 11:55 AM	2012-01-01 12:13 PM		2012-01-01 2:45 PM	2012-01-01 2:57 PM	
ua	UA-898-DFW-IAD	Sun, Jan 1 5:25 PM	Sun, Jan 1 5:21 PM            On Time	E5	Sun, Jan 1 9:13 PM	Sun, Jan 1 9:09 PM	D21
flightexplorer	UA-898-DFW-IAD		1/1/2012 5:38PM CST			1/1/2012 8:52PM EST	
airtravelcenter	UA-898-DFW-IAD		1/1/12 5:40 PM (-06:00)			1/1/12 8:52 PM (-05:00)	
myrateplan	UA-898-DFW-IAD		1/1/12 5:40 PM (-06:00)			1/1/12 8:52 PM (-05:00)	
helloflight	UA-898-DFW-IAD		1/1/12 5:40 PM (-06:00)			1/1/12 8:52 PM (-05:00)	
flytecomm	UA-898-DFW-IAD		1/1/12 5:40 PM (-06:00)			1/1/12 8:52 PM (-05:00)	
flights	UA-898-DFW-IAD		2012-01-01 05:21 PM	E5		2012-01-01 09:09 PM	D21
businesstravellogue	UA-898-DFW-IAD		2012-01-01 05:21 PM	E5		2012-01-01 09:09 PM	D21
flylouisville	UA-898-DFW-IAD		2012-01-01 05:21 PM	E5		2012-01-01 09:09 PM	D21
flightview	UA-898-DFW-IAD		5:40 PMJan 01			9:09 PMJan 01	
panynj	UA-898-DFW-IAD		5:40 PMJan 01			9:09 PMJan 01	
gofox	UA-898-DFW-IAD		5:40 PMJan 01			9:09 PMJan 01	
foxbusiness	UA-898-DFW-IAD		5:40 PMJan 01			9:09 PMJan 01	
allegiantair	UA-898-DFW-IAD		5:40 PMJan 01			9:09 PMJan 01	
boston	UA-898-DFW-IAD		5:40 PMJan 01			9:02 PMJan 01	
orbitz	UA-898-DFW-IAD	5:25pJan 1		 E5	9:13pJan 1		 D21
dfw	UA-898-DFW-IAD	2012-01-01 5:25 pm		E5			
iad	UA-898-DFW-IAD				2012-01-01 21:13 	2012-01-01 21:07 	
mytripandmore	UA-898-DFW-IAD	5:25pJan 1		 E5	9:13pJan 1		 D21
flightarrival	UA-898-DFW-IAD		5:40 PMJan 01			9:02 PMJan 01	
ua	UA-1231-IAH-PHX	Sun, Jan 1 11:30 AM	Sun, Jan 1 11:58 AM            Delayed	E14	Sun, Jan 1 1:32 PM	Sun, Jan 1 1:57 PM	8
flightexplorer	UA-1231-IAH-PHX		1/1/2012 12:29PM CST			1/1/2012 1:47PM MST	
airtravelcenter	UA-1231-IAH-PHX	1/1/12 11:30 AM (-06:00)			1/1/12 1:32 PM (-07:00)		
myrateplan	UA-1231-IAH-PHX	1/1/12 11:30 AM (-06:00)			1/1/12 1:32 PM (-07:00)		
helloflight	UA-1231-IAH-PHX	1/1/12 11:30 AM (-06:00)			1/1/12 1:32 PM (-07:00)		
flytecomm	UA-1231-IAH-PHX	1/1/12 11:30 AM (-06:00)			1/1/12 1:32 PM (-07:00)		
flightaware	UA-1231-IAH-PHX	2012-01-01 11:30AM CST	2012-01-01 12:30PM CST	 E14 	2012-01-01 01:22PM MST	2012-01-01 01:48PM MST	 8 
wunderground	UA-1231-IAH-PHX	2012-01-01 11:30AM CST	2012-01-01 12:30PM CST	 E14 	2012-01-01 01:22PM MST	2012-01-01 01:48PM MST	 8 
flights	UA-1231-IAH-PHX		2012-01-01 11:58 AM	14		2012-01-01 01:57 PM	8
businesstravellogue	UA-1231-IAH-PHX		2012-01-01 11:58 AM	14		2012-01-01 01:57 PM	8
flylouisville	UA-1231-IAH-PHX		2012-01-01 11:58 AM	14		2012-01-01 01:57 PM	8
flightstats	UA-1231-IAH-PHX	2012-01-01 11:30 AM	2012-01-01 11:58 AM		2012-01-01 1:32 PM	2012-01-01 1:57 PM	
quicktrip	UA-1231-IAH-PHX	2012-01-01 11:30 AM	2012-01-01 11:58 AM		2012-01-01 1:32 PM	2012-01-01 1:57 PM	
flightview	UA-1231-IAH-PHX		12:30 PMJan 01			1:57 PMJan 01	
panynj	UA-1231-IAH-PHX		12:30 PMJan 01			1:57 PMJan 01	
gofox	UA-1231-IAH-PHX		12:30 PMJan 01			1:57 PMJan 01	
foxbusiness	UA-1231-IAH-PHX		12:30 PMJan 01			1:57 PMJan 01	
allegiantair	UA-1231-IAH-PHX		12:30 PMJan 01			1:57 PMJan 01	
boston	UA-1231-IAH-PHX		12:30 PMJan 01			1:47 PMJan 01	
orbitz	UA-1231-IAH-PHX	11:30aJan 1	11:58aJan 1	 E14	1:32pJan 1	1:57pJan 1	 8
ifly	UA-1231-IAH-PHX	2012-01-01 11:30 AM	2012-01-01 11:58 AM		2012-01-01 1:32 PM	2012-01-01 1:57 PM	
flightwise	UA-1231-IAH-PHX	2012-01-01 11:30AM CST	2012-01-01 12:30PM CST	 E14 	2012-01-01 01:22PM MST	2012-01-01 01:48PM MST	 8 
CO	CO-1218-EWR-DFW	Sun., Jan.01, 2012 8:00 a.m.	Sun., Jan.01, 2012 7:59 a.m.		Sun., Jan.01, 2012 11:19 a.m.	Sun., Jan.01, 2012 11:06 a.m.	
flightexplorer	CO-1218-EWR-DFW		1/1/2012 8:18AM EST			1/1/2012 10:54AM CST	
airtravelcenter	CO-1218-EWR-DFW	1/1/12 8:00 AM (-05:00)			1/1/12 11:19 AM (-06:00)		
myrateplan	CO-1218-EWR-DFW	1/1/12 8:00 AM (-05:00)			1/1/12 11:19 AM (-06:00)		
helloflight	CO-1218-EWR-DFW	1/1/12 8:00 AM (-05:00)			1/1/12 11:19 AM (-06:00)		
flytecomm	CO-1218-EWR-DFW	1/1/12 8:00 AM (-05:00)			1/1/12 11:19 AM (-06:00)		
flightaware	CO-1218-EWR-DFW	2012-01-01 08:00AM EST	2012-01-01 08:20AM EST	 113 	2012-01-01 10:59AM CST	2012-01-01 10:58AM CST	 E8 
wunderground	CO-1218-EWR-DFW	2012-01-01 08:00AM EST	2012-01-01 08:20AM EST	 113 	2012-01-01 10:59AM CST	2012-01-01 10:58AM CST	 E8 
flights	CO-1218-EWR-DFW	08:00 AM  Sun 01-Jan-2012	07:59 AM  Sun 01-Jan-2012	113	11:19 AM  Sun 01-Jan-2012	11:06 AM  Sun 01-Jan-2012	E8
businesstravellogue	CO-1218-EWR-DFW	08:00 AM  Sun 01-Jan-2012	07:59 AM  Sun 01-Jan-2012	113	11:19 AM  Sun 01-Jan-2012	11:06 AM  Sun 01-Jan-2012	E8
flylouisville	CO-1218-EWR-DFW	08:00 AM  Sun 01-Jan-2012	07:59 AM  Sun 01-Jan-2012	113	11:19 AM  Sun 01-Jan-2012	11:06 AM  Sun 01-Jan-2012	E8
flightstats	CO-1218-EWR-DFW	2012-01-01 8:00 AM	2012-01-01 7:59 AM		2012-01-01 11:19 AM	2012-01-01 11:06 AM	
quicktrip	CO-1218-EWR-DFW	2012-01-01 8:00 AM	2012-01-01 7:59 AM		2012-01-01 11:19 AM	2012-01-01 11:06 AM	
world-flight-tracker	CO-1218-EWR-DFW	2012-01-01 8:00 AM	2012-01-01 7:59 AM		2012-01-01 11:19 AM	2012-01-01 11:06 AM	
flightview	CO-1218-EWR-DFW	8:00 AM, Jan 01	8:20 AM, Jan 01	Term C - C113	11:19 AM, Jan 01	11:06 AM, Jan 01	Term E - E8
panynj	CO-1218-EWR-DFW	8:00 AM, Jan 01	8:20 AM, Jan 01	Term C - C113	11:19 AM, Jan 01	11:06 AM, Jan 01	Term E - E8
gofox	CO-1218-EWR-DFW	8:00 AM, Jan 01	8:20 AM, Jan 01		11:19 AM, Jan 01	11:06 AM, Jan 01	
foxbusiness	CO-1218-EWR-DFW	8:00 AM, Jan 01	8:20 AM, Jan 01	Term C - C113	11:19 AM, Jan 01	11:06 AM, Jan 01	Term E - E8
allegiantair	CO-1218-EWR-DFW	8:00 AM, Jan 01	8:20 AM, Jan 01	Term C - C113	11:19 AM, Jan 01	11:06 AM, Jan 01	Term E - E8
boston	CO-1218-EWR-DFW	8:00 AM, Jan 01	8:20 AM, Jan 01		11:19 AM, Jan 01	10:58 AM, Jan 01	
orbitz	CO-1218-EWR-DFW	8:00aJan 1	7:59aJan 1	 C113	11:19aJan 1	11:06aJan 1	 E8
weather	CO-1218-EWR-DFW	2012-01-01 08:00 AM			2012-01-01 11:19 AM		
ifly	CO-1218-EWR-DFW	2012-01-01 8:00 AM	2012-01-01 7:59 AM		2012-01-01 11:19 AM	2012-01-01 11:06 AM	
usatoday	CO-1218-EWR-DFW	8:00 AM, Jan 01	8:20 AM, Jan 01		11:19 AM, Jan 01	10:58 AM, Jan 01	
flightarrival	CO-1218-EWR-DFW	8:00 AM, Jan 01	8:20 AM, Jan 01		11:19 AM, Jan 01	10:58 AM, Jan 01	
aa	AA-716-ORD-MCO	January 1, 2012               07:00 AM    	January 1, 2012               06:54 AM    	 K5	January 1, 2012               10:25 AM    	January 1, 2012               10:29 AM    	 16    
