akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
MCDONALD'S,1960566,CHICAGO,IL,Pass,-87.61717578,41.84676661,20160915,Risk 2 (Medium),(41.8467666109193,2064662,Restaurant,2525 S DR MARTIN LUTHER KING JR DR ,Complaint,MCDONALD'S RESTAURANTS,60616
T J SUB AND GYROS,1955236,CHICAGO,IL,No Entry,-87.63005895,41.76126021,20160915,Risk 2 (Medium),(41.76126021386328,2032729,Restaurant,7318 S VINCENNES AVE ,Canvass,T J SUB AND GYROS,60621
S 7 M GROCERY,1955235,CHICAGO,IL,No Entry,-87.64478264,41.77395758,20160915,Risk 2 (Medium),(41.773957578555944,2060149,Grocery Store,6610 S HALSTED ST ,Canvass,S & M GROCERY,60621
TROPIC ISLAND JERK CHICKEN,1960562,CHICAGO,IL,Pass,-87.61039129,41.75108429,20160915,Risk 1 (High),(41.75108428742866,2017922,Restaurant,553 E 79TH ST ,Complaint Re-Inspection,TROPIC ISLAND JERK CHICKEN,60619
LADY GREGORY'S,1960544,CHICAGO,IL,Pass,-87.66850101,41.97785952,20160915,Risk 1 (High),(41.977859518520475,2017268,Restaurant,5254-5260 N CLARK ST ,Canvass,LADY GREGORY'S,60640
BARBA YIANNI TAVERNA,1960557,CHICAGO,IL,Pass,-87.68817247,41.96825393,20160915,Risk 1 (High),(41.96825393294936,2196054,Restaurant,4761 N LINCOLN AVE ,Canvass Re-Inspection,BARBA YIANNI TAVERNA INC.,60625
MIDDLE EASTERN MARKET,1960553,CHICAGO,IL,Pass,-87.80739896,41.9523095,20160915,Risk 1 (High),(41.95230949839922,2252970,Grocery Store,3952 N HARLEM AVE ,Complaint,ASWAQ KAN ZAMAN,60634
ARTANGO BAR AND STEAKHOUSE,1960549,CHICAGO,IL,No Entry,-87.68827182,41.96840533,20160915,Risk 1 (High),(41.96840532791772,2431876,Restaurant,4767 N LINCOLN AVE ,Canvass,ARTANGO BAR AND STEAKHOUSE,60625
STARBUCKS COFFEE #13439,1960550,CHICAGO,IL,Pass,-87.72820341,41.9691923,20160915,Risk 2 (Medium),(41.9691923029365,1800742,Restaurant,4830 N PULASKI RD ,Canvass,STARBUCKS COFFEE #13439,60630
NEWPORT BAR & GRILLE,1960545,CHICAGO,IL,Out of Business,-87.66329838,41.94445156,20160915,Risk 1 (High),(41.94445156473188,42885,Restaurant,1344 W NEWPORT AVE ,Canvass,NEWPORT BAR & GRILLE,60657
HAPPINESS RESTAURANT,1960546,CHICAGO,IL,Pass,-87.64603822,41.83394023,20160915,Risk 1 (High),(41.83394023280671,1475377,Restaurant,3313 S HALSTED ST ,Short Form Complaint,HAPPINESS RESTAURANT,60608
United Employee Cafeteria (T1 C LL),1960541,CHICAGO,IL,Fail,-87.91442844,42.0085364,20160915,Risk 1 (High),(42.008536400868735,1974743,Restaurant,11601 W TOUHY AVE ,Canvass,ARAMARK AT UNITED AIRLINES,60666
MARIE'S GOLDEN CUE,1960554,CHICAGO,IL,Pass,-87.70986796,41.96105914,20160915,Risk 3 (Low),(41.961059135039115,9525,Restaurant,3241 W MONTROSE AVE ,Canvass,MARIE'S GOLDEN CUE,60618
WINDY CITY GYROS,1960548,CHICAGO,IL,Fail,-87.65014629,41.95371592,20160915,Risk 1 (High),(41.95371591865941,71095,Restaurant,3932 N BROADWAY ,Complaint,WINDY CITY GYROS,60613
Chicago Academy for the Arts,1763730,Chicago,IL,Pass,-87.65317168,41.89640908,20160427,Risk 3 (Low),(41.896409081520545,3200708,School,1010 W Chicago AVE ,Canvass,Chicago Academy for the Arts,60642
QUESADILLAS Y HUARACHES JUMBO,1960552,CHICAGO,IL,Pass,-87.69299833,41.77923236,20160915,Risk 1 (High),(41.779232357598445,2487620,Restaurant,2750 W 63RD ST ,License Re-Inspection,QUESADILLAS Y HUARACHES JUMBO,60629
CARBON,1960543,CHICAGO,IL,Pass w/ Conditions,-87.63464866,41.84559491,20160915,Risk 1 (High),(41.845594905580455,1802129,Restaurant,300 W 26TH ST ,Canvass,CARBON,60616
CHICAGO WALDORF SCHOOL,1960533,CHICAGO,IL,Pass,-87.66304984,42.00128754,20160915,Risk 1 (High),(42.00128754307026,2469512,Daycare (2 - 6 Years),1257 W LOYOLA AVE ,License Re-Inspection,CHICAGO WALDORF SCHOOL,60626
MARGARITA'S PIZZERIA,1960535,CHICAGO,IL,Fail,-87.61647026,41.75849308,20160915,Risk 1 (High),(41.75849308118378,1875208,Restaurant,346 E 75TH ST ,Complaint,MARGARITA'S PIZZERIA,60619
HAPPINESS RESTAURANT,1960531,CHICAGO,IL,Pass,-87.64603822,41.83394023,20160915,Risk 1 (High),(41.83394023280671,1475377,Restaurant,3313 S HALSTED ST ,Complaint Re-Inspection,HAPPINESS RESTAURANT,60608
ARTURO'S TACOS,1960528,CHICAGO,IL,Pass,-87.687264,41.91760789,20160915,Risk 1 (High),(41.91760789157746,17234,Restaurant,2001 N WESTERN AVE ,Complaint,ARTURO'S TACOS,60647
,1960527,CHICAGO,IL,Pass,-87.62394571,41.89807992,20160915,Risk 1 (High),(41.898079920503314,2374553,Restaurant,845 N MICHIGAN AVE ,Complaint,FRESHII,60611
PITA PUFF II INC.,1960526,CHICAGO,IL,Out of Business,-87.70838612,41.97047786,20160915,Risk 1 (High),(41.970477857992165,2326453,Restaurant,4905 N KEDZIE AVE ,Canvass,PITA PUFF II INC.,60625
IDEAL BAKERY ENTERPRISES,1960523,CHICAGO,IL,Pass w/ Conditions,-87.76000005,41.96721118,20160915,Risk 1 (High),(41.9672111847792,2423478,Bakery,4763 N MILWAUKEE AVE ,Complaint Re-Inspection,IDEAL BAKERY ENTERPRISES,60630
WHINER BEER COMPANY,1746303,CHICAGO,IL,Pass,-87.66028326,41.81060129,20160915,Risk 3 (Low),(41.81060129421089,2428010,Liquor,1400 W 46TH ST ,License Re-Inspection,WHINER BEER COMPANY,60609
WHINER BEER COMPANY,1746302,CHICAGO,IL,Pass,-87.66028326,41.81060129,20160915,Risk 3 (Low),(41.81060129421089,2428009,Liquor,1400 W 46TH ST ,License Re-Inspection,WHINER BEER COMPANY,60609
5411 EMPANADAS,1960513,CHICAGO,IL,Fail,-87.64601179,41.9339798,20160915,Risk 1 (High),(41.933979804573255,2158281,Restaurant,2850 N CLARK ST ,Canvass,5411 EMPANADAS,60657
ZOOM PIZZA,1960511,CHICAGO,IL,Pass w/ Conditions,-87.66308212,41.92051354,20160915,Risk 1 (High),(41.92051353555901,2431675,Restaurant,2156 N CLYBOURN AVE ,Canvass,ZOOM PIZZA FACTORY,60614
JEWEL FOOD STORE #3181,1960517,CHICAGO,IL,Pass,-87.62691784,41.73614513,20160915,Risk 1 (High),(41.7361451282369,1368,Grocery Store,87 W 87TH ST ,Complaint Re-Inspection,JEWEL FOOD STORE #3181,60620
McClellan,1955234,CHICAGO,IL,Pass,-87.64106579,41.82998962,20160915,Risk 1 (High),(41.829989616224736,24421,School,3527 S Wallace (600W) ,Canvass,McClellan,60609
Jitlada Thai House Restaurant,1767216,CHICAGO,IL,Out of Business,-87.6494093,41.94955706,20160421,Risk 1 (High),(41.94955706078413,1959797,Restaurant,3715-3717 N HALSTED ST ,Canvass,Jitlada Thai House Restaurant,60613
MANDY NOOR,1960506,CHICAGO,IL,Pass,-87.7222708,41.96819486,20160915,Risk 1 (High),(41.96819485557927,2487870,Restaurant,3737 W LAWRENCE AVE UNIT E,License,MANDY NOOR,60625
LA CONCORDIA,1960519,CHICAGO,IL,Pass,-87.72148931,41.96113644,20160915,Risk 1 (High),(41.96113643801855,1494478,Restaurant,3724 W MONTROSE AVE ,Canvass,LA CONCORDIA,60618
UNITED AIRLINES CLUB T1 B-18,1960501,CHICAGO,IL,Not Ready,-87.91442844,42.0085364,20160915,Risk 1 (High),(42.008536400868735,2464519,Restaurant,11601 W TOUHY AVE ,License,UNITED AIRLINES CLUB,60666
UNITED AIRLINES CLUB T1 B-18,1960496,CHICAGO,IL,Not Ready,-87.91442844,42.0085364,20160915,Risk 1 (High),(42.008536400868735,2464518,Restaurant,11601 W TOUHY AVE ,License,UNITED AIRLINES CLUB,60666
LYCEE FRACAIS DE CHICAGO,1960497,CHICAGO,IL,Pass,-87.67728085,41.9650134,20160915,Risk 1 (High),(41.965013404281635,2423101,PRIVATE SCHOOL,1929 W WILSON AVE ,Canvass,HANDCUT FOODS,60640
UNCOMMON GROUND,1960493,CHICAGO,IL,Pass w/ Conditions,-87.65979513,41.95106405,20160915,Risk 1 (High),(41.951064053085005,2108171,Restaurant,3800-3804 N CLARK ST ,Complaint,UNCOMMON GROUND,60613
MID CITY CARDS AND GIFTS,1960489,CHICAGO,IL,Pass,-87.63664906,41.88323435,20160915,Risk 3 (Low),(41.88323434776848,2488286,Grocery Store,101 N WACKER DR ,License,MID CITY CARDS AND GIFTS,60606
UMAMI BURGER,1960484,CHICAGO,IL,Fail,-87.65151814,41.88422708,20160915,Risk 1 (High),(41.88422707893843,2437275,Restaurant,945 W RANDOLPH ST ,Complaint Re-Inspection,UMAMI BURGER,60607
CREATIVE LITTLE ONES PRE-SCHOOL,1960453,CHICAGO,IL,Pass,-87.64333893,41.72060451,20160915,Risk 1 (High),(41.72060450974259,2216202,Daycare (2 - 6 Years),9528-9530 S HALSTED ST ,License,CREATIVE LITTLE ONES PRE-SCHOOL INC.,60628
HILTON SUITES,1960485,CHICAGO,IL,Pass,-87.62198691,41.89935174,20160915,Risk 1 (High),(41.89935173506942,2233032,Restaurant,198 E DELAWARE PL ,Canvass,HILTON SUITES CHICAGO MAGNIFICENT MILE,60611
UNITED CLUB/T-1 B18,1960478,CHICAGO,IL,Fail,-87.91442844,42.0085364,20160915,Risk 1 (High),(42.008536400868735,1888807,Restaurant,11601 W TOUHY AVE ,Canvass,UNITED CLUB,60666
FAMILY  DOLLAR  #5834,1960471,CHICAGO,IL,Fail,-87.66868422,41.85786568,20160915,Risk 3 (Low),(41.85786568003929,1845741,Grocery Store,1700 W 18TH ST ,Complaint,FAMILY  DOLLAR  #5834,60608
7-ELEVEN,1960474,CHICAGO,IL,Pass,-87.63006792,41.90173559,20160915,Risk 2 (Medium),(41.9017355868964,15022,Grocery Store,1036 N DEARBORN ST ,Canvass Re-Inspection,7-ELEVEN,60610
CHARLIE'S,1960479,CHICAGO,IL,Pass,-87.70258694,41.96111443,20160915,Risk 1 (High),(41.961114426323554,1441898,Grocery Store,2941 W MONTROSE AVE ,Canvass,CHARLIES  SUPERMARKET INC.,60618
SWEET ATTILA'S A BAKE SHOP,1960473,CHICAGO,IL,Pass,-87.6618873,42.00902868,20160915,Risk 1 (High),(42.00902867704194,2099660,Restaurant,6977-6981 N SHERIDAN RD ,Complaint,THE GROWLING RABBIT A CAFE,60626
IVORY PROFESSIONAL BUILDING,1960476,CHICAGO,IL,Pass,-87.59056098,41.75132826,20160915,Risk 1 (High),(41.75132825596118,2215471,Daycare Combo 1586,1401-1409 E 79TH ST ,License,PROJECT ORG. & DESIGN STUDIO,60619
A&G FRESH MARKET,1960466,CHICAGO,IL,Pass,-87.76777554,41.93866932,20160915,Risk 1 (High),(41.938669321442646,2483780,Grocery Store,5630 W BELMONT AVE ,License,A&G FRESH MARKET,60634
MAISON PARISIENNE,1953468,CHICAGO,IL,Pass,-87.65216891,41.94201045,20160830,Risk 1 (High),(41.94201045453513,2447222,Bakery,3307 N CLARK ST ,License,MAISON PARISIENNE,60657
NOONOKABAB,1960465,CHICAGO,IL,Pass,-87.70827325,41.96672275,20160915,Risk 1 (High),(41.96672274609717,2488196,Restaurant,4701 N KEDZIE AVE ,License,NOONOKABAB,60625
MID-CITY CARDS & GIFTS,1960468,CHICAGO,IL,Pass,-87.63661833,41.88188623,20160915,Risk 3 (Low),(41.88188622746245,2488281,Grocery Store,1 S WACKER DR ,License,MID CITY CARDS AND GIFTS,60606
GOLDEN APPLE RESTAURANT,1960464,CHICAGO,IL,Pass,-87.66328493,41.93597777,20160915,Risk 1 (High),(41.93597777175416,56449,Restaurant,2971 N LINCOLN AVE ,Complaint Re-Inspection,GOLDEN APPLE RESTAURANT,60657
BRIDGEPORT CATHOLIC SCHOOL(CAMPUS),1955233,CHICAGO,IL,Pass,-87.64250381,41.82705615,20160915,Risk 1 (High),(41.827056149560676,2224981,School,3700 S LOWE ,Canvass,BRIDGEPORT CATHOLIC SCHOOL (CAMPUS),60609
MYRON MIXON'S SMOKE SHOW BARBECUE,1960463,CHICAGO,IL,Not Ready,-87.6595418,41.95117556,20160915,Risk 1 (High),(41.95117555641557,2484149,Restaurant,3801-3809 N CLARK ST ,License,MYRON MIXON'S SMOKE SHOW BARBECUE,60613
CERE'S,1960597,CHICAGO,IL,Fail,-87.6444918,41.93841197,20160915,Risk 1 (High),(41.93841197166044,2137239,Restaurant,3124 N BROADWAY ,Canvass,FROG N SNAIL,60657
MYRON MIXON'S SMOKE SHOW BARBECUE,1960461,CHICAGO,IL,Not Ready,-87.6595418,41.95117556,20160915,Risk 1 (High),(41.95117555641557,2484148,Restaurant,3801-3809 N CLARK ST ,License,MYRON MIXON'S SMOKE SHOW BARBECUE,60613
SALLY'S LOUNGE,1960459,CHICAGO,IL,Out of Business,-87.68821102,41.9502904,20160915,Risk 3 (Low),(41.95029040267561,1992521,TAVERN,3759 N WESTERN AVE BLDG ,Canvass,SALLY'S TAVERN,60618
DEMERA ETHIOPIAN RESTAURANT,1960456,CHICAGO,IL,Pass,-87.65952538,41.96908885,20160915,Risk 1 (High),(41.96908885472496,1823586,Restaurant,4801 N BROADWAY ,Complaint Re-Inspection,DEMERA ETHIOPIAN RESTAURANT,60640
PIZZA  MANIA 2,1960449,CHICAGO,IL,Fail,-87.66544833,41.98706118,20160915,Risk 2 (Medium),(41.98706118346717,2110014,Restaurant,5777 N RIDGE AVE ,Canvass,PIZZA   MANIA 2,60660
TEQUILA CJ RESTAURANT,1960448,CHICAGO,IL,Pass,-87.75543002,41.7969,20160915,Risk 3 (Low),(41.79689999850765,2404844,Restaurant,5728 S ARCHER AVE ,License,TEQUILA CJ RESTAURANT,60638
TEQUILA CJ RESTAURANT,1960446,CHICAGO,IL,Pass,-87.75543002,41.7969,20160915,Risk 1 (High),(41.79689999850765,2379419,Restaurant,5728 S ARCHER AVE ,Canvass Re-Inspection,TEQUILA CJ RESTAURANT,60638
7-ELEVEN,1960454,CHICAGO,IL,Pass,-87.68821584,41.95042713,20160915,Risk 2 (Medium),(41.95042712587546,1648748,Grocery Store,3801 N WESTERN AVE ,Canvass,7-ELEVEN,60618
COMMUNITY FOOD CENTER,1955232,CHICAGO,IL,Out of Business,-87.64855992,41.79052423,20160914,Risk 2 (Medium),(41.79052423129228,2204015,Grocery Store,5701 S SANGAMON ST ,Canvass,COMMUNITY FOOD CENTER,60621
ROLLAPALOOZA,1960431,CHICAGO,IL,Pass w/ Conditions,-87.64951169,41.94312984,20160914,Risk 1 (High),(41.94312984017461,2042118,Restaurant,3344 N HALSTED AVE ,Canvass,ROLLAPALOOZA,60657
UNCLE JOHN'S BARBECUE,1960427,CHICAGO,IL,Pass,-87.60489923,41.74440376,20160914,Risk 1 (High),(41.744403764576134,2185442,Restaurant,8247-8249 S COTTAGE GROVE AVE ,Short Form Complaint,DAT BARBECUE,60619
KFC,1960426,CHICAGO,IL,Pass,-87.66408587,41.77230076,20160914,Risk 1 (High),(41.77230075905835,2483751,Restaurant,1600 W MARQUETTE RD ,License,KENTUCKY FRIED CHICKEN,60636
DYETT HIGH SCHOOL,1960380,CHICAGO,IL,Pass,-87.61192836,41.80204982,20160914,Risk 1 (High),(41.802049821529806,66021,School,555 E 51st St(5100S) ,Canvass Re-Inspection,DYETT HIGH SCHOOL,60615
GREEN BEAN,1960425,CHICAGO,IL,Fail,-87.64768921,41.92557912,20160914,Risk 1 (High),(41.925579119724574,2429159,Restaurant,734 W FULLERTON PKWY ,Complaint Re-Inspection,GREEN BEAN,60614
DUELIRE VINO & CUCINA,1960424,CHICAGO,IL,Pass,-87.68550578,41.96371146,20160914,Risk 1 (High),(41.9637114633289,2049374,Restaurant,4520 N LINCOLN AVE ,Canvass,DUELIRE VINO & CUCINA,60625
HAROLD'S CHICKEN,1960420,CHICAGO,IL,Out of Business,-87.6587916,41.96549259,20160914,Risk 2 (Medium),(41.96549258637949,2068831,Restaurant,1132 W WILSON AVE ,Canvass,HAROLD'S CHICKEN,60640
Weather Mark Tavern,1960421,CHICAGO,IL,Pass,-87.62387913,41.86183111,20160914,Risk 1 (High),(41.86183110633302,1593657,Restaurant,1503 S MICHIGAN AVE ,Short Form Complaint,Weather Mark Tavern,60605
KFC,1960416,CHICAGO,IL,Out of Business,-87.66408587,41.77230076,20160914,Risk 1 (High),(41.77230075905835,2437671,Restaurant,1600 W MARQUETTE RD ,Canvass,KFC,60636
TWO,1960423,CHICAGO,IL,Pass,-87.65587219,41.89120657,20160914,Risk 1 (High),(41.89120657079326,2146319,Restaurant,1132-1138 W GRAND AVE ,Complaint,MAY AND GRAND LLC,60642
FURIOUS SPOON,1960419,CHICAGO,IL,Fail,-87.70086166,41.92491617,20160914,Risk 1 (High),(41.92491617021063,2437144,Restaurant,2410 N MILWAUKEE AVE ,Complaint,FURIOUS SPOON,60647
SUBWAY,1763380,CHICAGO,IL,Pass,-87.72841362,41.97675231,20160421,Risk 1 (High),(41.976752313791025,1445516,Restaurant,5240 N PULASKI RD ,Canvass Re-Inspection,SUBWAY 14641,60630
LINA'S PIZZA INC,1960418,CHICAGO,IL,Fail,-87.65126549,41.83703579,20160914,Risk 2 (Medium),(41.83703578571522,42618,Restaurant,3132 S MORGAN ST ,Complaint,LINA'S PIZZA INC,60608
CAFE ZOOTS (T1 C18 FOODCOURT),1960413,CHICAGO,IL,Fail,-87.91442844,42.0085364,20160914,Risk 1 (High),(42.008536400868735,1909539,Restaurant,11601 W TOUHY AVE ,Canvass,ZOOTS,60666
AU BON PAIN,1960414,CHICAGO,IL,Pass w/ Conditions,-87.60479458,41.7906921,20160914,Risk 1 (High),(41.79069209673198,1980002,Restaurant,5721 S MARYLAND ,Canvass,AU BON PAIN,60637
WESTERN CAFE,1960411,CHICAGO,IL,Pass,-87.68965151,41.98536153,20160914,Risk 1 (High),(41.9853615288893,2487565,Restaurant,5710 N WESTERN AVE ,License Re-Inspection,WESTERN CAFE,60659
Chicago Coffee House,1960405,CHICAGO,IL,Out of Business,-87.71506439,41.95393567,20160914,Risk 2 (Medium),(41.95393566714427,2314163,Restaurant,3452 W IRVING PARK RD ,Canvass,Chicago Coffee House,60618
MIKO'S,1960404,CHICAGO,IL,Not Ready,-87.71284523,41.9564504,20160914,Risk 2 (Medium),(41.95645040220199,2488809,Grocery Store,4125 N KIMBALL AVE ,License,MIKO'S,60618
SONYA FOOD MARKET,1960401,CHICAGO,IL,Out of Business,-87.71284523,41.9564504,20160914,Risk 3 (Low),(41.95645040220199,2147438,Grocery Store,4125 N KIMBALL AVE ,Canvass,SONYA FOOD MARKET,60618
ARTIST'S CAFE,1960402,CHICAGO,IL,Pass,-87.62597953,41.86775147,20160914,Risk 1 (High),(41.86775146722659,2464792,Restaurant,1150 S WABASH AVE ,License Re-Inspection,ARTIST'S CAFE,60605
CAPONIES EXPRESS,1960406,CHICAGO,IL,Pass,-87.81303324,41.95252417,20160914,Risk 3 (Low),(41.952524165498154,2289758,Mobile Food Dispenser,7419 W IRVING PARK RD ,License,CAPONIES TRATTORIA,60634
JIMMY JOHNS,1960399,CHICAGO,IL,Pass,-87.63621881,41.91103768,20160914,Risk 2 (Medium),(41.91103768443435,1991532,Restaurant,237 W NORTH AVE ,Canvass Re-Inspection,JIMMY JOHNS,60610
BIG STAR TO-GO,1960396,CHICAGO,IL,Pass w/ Conditions,-87.67728727,41.90935147,20160914,Risk 1 (High),(41.909351465538705,2293438,Restaurant,1537 N DAMEN AVE ,Complaint,BIG STAR TO-GO,60622
PO BOY EXPRESS SEAFOOD & SANDWICHES,1960397,CHICAGO,IL,Pass,-87.70307734,41.98768869,20160914,Risk 1 (High),(41.98768869025668,2487796,Restaurant,5848 N Lincoln AVE ,License,PO BOY EXPRESS,60659
CARNITAS DON RAFA,1960395,CHICAGO,IL,Pass,-87.70387672,41.8093419,20160914,Risk 3 (Low),(41.80934190042302,2211291,Mobile Food Dispenser,4619 S KEDZIE AVE ,License Re-Inspection,CARNITAS DON RAFA INC,60632
GREENE NATHANIEL,1955231,CHICAGO,IL,Pass,-87.67145551,41.82966356,20160914,Risk 1 (High),(41.82966356285468,23431,School,3525 S Honore St (1828W) ,Canvass,GREENE NATHANIEL,60609
CARNITAS DON RAFA,1960393,CHICAGO,IL,Pass,-87.70387672,41.8093419,20160914,Risk 3 (Low),(41.80934190042302,2211290,Mobile Food Dispenser,4619 S KEDZIE AVE ,License Re-Inspection,CARNITAS DON RAFA INC,60632
BRYN MAWR CARE,1960389,CHICAGO,IL,Fail,-87.6564548,41.98325212,20160914,Risk 1 (High),(41.983252116437455,2204312,Long Term Care,5547 N KENMORE AVE ,Canvass,BRYN MAWR CARE,60640
GUEY LON RESTAURANT,1960390,CHICAGO,IL,Pass,-87.71879172,41.95333251,20160914,Risk 1 (High),(41.95333250806868,3643,Restaurant,3968 N ELSTON AVE ,Canvass,GUEY LON RESTAURANT,60618
CAFE LOGAN,1950880,CHICAGO,IL,Pass,-87.60374469,41.78579096,20160822,Risk 1 (High),(41.78579095767523,2470338,Restaurant,915 E 60TH ST ,License,CAFE LOGAN,60637
CASSAVA BREAD,1960384,CHICAGO,IL,Fail,-87.65300871,41.94262488,20160914,Risk 1 (High),(41.94262488470318,2048183,Restaurant,3336 N CLARK ST ,Canvass,CASSAVA BREAD LLC,60657
LATE NIGHT THAI AND SUSHI,1960381,CHICAGO,IL,Pass,-87.66969214,41.93979192,20160914,Risk 1 (High),(41.93979191875949,2353933,Restaurant,1624 W BELMONT AVE ,Canvass Re-Inspection,LATE NIGHT THAI AND SUSHI,60657
BUCKTOWN ACADEMY,1960378,CHICAGO,IL,Pass,-87.68611316,41.91612432,20160914,Risk 1 (High),(41.91612432457932,2293924,Daycare Above and Under 2 Years,1903 N MILWAUKEE AVE ,License Re-Inspection,BUCKTOWN ACADEMY,60647
SILVER SPOON RESTAURANT,1960388,CHICAGO,IL,Pass w/ Conditions,-87.6256201,41.89532082,20160914,Risk 1 (High),(41.89532082029217,1514664,Restaurant,710 N RUSH ST ,Suspected Food Poisoning,SILVER SPOON RESTAURANT,60611
STARBUCKS,1951238,CHICAGO,IL,Fail,-87.624407,41.88754294,20160914,Risk 2 (Medium),(41.88754294139151,2477157,Restaurant,333 N MICHIGAN AVE ,License,STARBUCKS COFFEE # 28867,60601
SALAD WORKS (T1 C18 FOOD COURT),1960373,CHICAGO,IL,Pass,-87.91442844,42.0085364,20160914,Risk 1 (High),(42.008536400868735,1909532,Restaurant,11601 W TOUHY AVE ,Canvass,SALAD WORKS,60666
COMMUNITY FIRST MEDICAL CENTER,1763269,CHICAGO,IL,Pass,-87.76853828,41.94574757,20160420,Risk 1 (High),(41.94574757468233,2427931,Hospital,5645 W ADDISON ST ,Canvass,COMMUNITY FIRST HEALTHCARE OF ILLINOIS,60634
VISTA HERMOSA EXPRESS,1960377,CHICAGO,IL,Fail,-87.69531189,41.85232923,20160914,Risk 1 (High),(41.85232922756925,2484224,Restaurant,2147 S CALIFORNIA AVE ,License,VISTA HERMOSA EXPRESS,60608
ROYAL T,1960374,CHICAGO,IL,Pass w/ Conditions,-87.69202089,41.9737255,20160914,Risk 1 (High),(41.97372549869574,1980200,Restaurant,5074-5076 N Lincoln AVE ,Recent Inspection,LIBERO CAFE,60625
CHINA COURT,1960375,CHICAGO,IL,Pass,-87.66530609,41.90246227,20160914,Risk 1 (High),(41.902462266949634,2483339,Restaurant,1146 N MILWAUKEE AVE ,License,CHINA COURT,60642
HOWARD AREA COMMUNITY CENTER,1960366,CHICAGO,IL,Fail,-87.67146123,42.01826697,20160914,Risk 1 (High),(42.018266967047175,2215561,Daycare Combo 1586,7510 N ASHLAND AVE ,License,HOWARD AREA COMMUNITY CENTER,60626
G & F PRODUCE,1960365,CHICAGO,IL,Pass w/ Conditions,-87.62473434,41.76426518,20160914,Risk 2 (Medium),(41.76426517759021,1301839,Grocery Store,7141 S STATE ST ,Short Form Complaint,G & F PRODUCE,60619
ARTIST'S CAFE,1960504,CHICAGO,IL,Pass,-87.62597953,41.86775147,20160914,Risk 3 (Low),(41.86775146722659,2464793,Restaurant,1150 S WABASH AVE ,License Re-Inspection,ARTIST'S CAFE,60605
Evergreen,1955230,CHICAGO,IL,Pass w/ Conditions,-87.66778007,41.829365,20160914,Risk 1 (High),(41.829364998363985,26461,School,3537 S Paulina(1700W) ,Canvass,Evergreen,60609
THE VIG CHICAGO,1632799,CHICAGO,IL,No Entry,-87.63452635,41.90997108,20160308,Risk 1 (High),(41.909971084054995,2386160,Restaurant,1527 N WELLS ST ,Canvass,THE VIG CHICAGO,60610
JEWEL FOOD STORE #3241,1960362,CHICAGO,IL,Pass,-87.66986228,41.9062437,20160914,Risk 1 (High),(41.906243703084954,1398,Grocery Store,1341 N PAULINA ST ,Complaint Re-Inspection,JEWEL FOOD STORE #3241,60622
CAROL'S PUB INC,1960360,CHICAGO,IL,No Entry,-87.66695423,41.96700507,20160914,Risk 2 (Medium),(41.96700507358272,32261,Tavern,4659 N CLARK ST ,Canvass,CAROL'S PUB INC,60640
BOUNTIFUL EATERY,1960356,CHICAGO,IL,Out of Business,-87.64461496,41.94225385,20160914,Risk 1 (High),(41.94225384619244,2158065,Restaurant,3310-3312 N BROADWAY ,Canvass,BOUNTIFUL EATERY INC.,60657
TACO & BURRITO HOUSE,1960355,CHICAGO,IL,Pass,-87.64995563,41.95392191,20160914,Risk 1 (High),(41.953921908045686,2374675,Restaurant,3939 N BROADWAY ,Canvass Re-Inspection,TACO & BURRITO HOUSE UNO,60613
HEROS,1960351,CHICAGO,IL,Pass,-87.68840666,41.94681992,20160914,Risk 2 (Medium),(41.94681991986288,3650,Restaurant,3600 N WESTERN AVE ,Short Form Complaint,HEROS,60618
FLACO'S TACOS,1960349,CHICAGO,IL,Pass,-87.65903118,41.99467731,20160914,Risk 1 (High),(41.994677309223555,2451379,Restaurant,1116- 1120 W GRANVILLE AVE ,License Re-Inspection,FLACO'S TACOS,60660
FAMILY DOLLAR STORE # 6772,1960345,CHICAGO,IL,Fail,-87.62289032,41.76544527,20160914,Risk 3 (Low),(41.76544527111569,1617531,Grocery Store,51 E 71ST ST ,Complaint,FAMILY DOLLAR STORE # 6772,60619
SALVATION ARMY - SODEXHO,1960344,CHICAGO,IL,Pass,-87.64700512,41.94665588,20160914,Risk 1 (High),(41.94665587604566,20476,Restaurant,700 W BROMPTON AVE ,Canvass,SALVATION ARMY - SODEXHO,60657
FLACO'S TACOS,1960337,CHICAGO,IL,Pass,-87.65903118,41.99467731,20160914,Risk 1 (High),(41.994677309223555,2451378,Restaurant,1116- 1120 W GRANVILLE AVE ,License Re-Inspection,FLACO'S TACOS,60660
SUBWAY,1960338,CHICAGO,IL,Pass,-87.64947416,41.95168452,20160914,Risk 1 (High),(41.95168452349014,2232831,Restaurant,3815 N BROADWAY ,Canvass,SUBWAY,60613
EYES ON THE FUTURE,1960333,CHICAGO,IL,Pass,-87.67518203,42.00855801,20160914,Risk 1 (High),(42.008558013486805,2252731,Daycare Above and Under 2 Years,6969 N RAVENSWOOD AVE ,License,EYES ON THE FUTURE,60626
