akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
dunkin donuts,1953289,chicago,il,pass w/ conditions,-87.63454503,41.88309943,20160829,risk 2 (medium),(41.88309943005073,2283543,restaurant,223 w washington st,canvass re-inspection,dunkin donuts,60606
citgo,1953285,chicago,il,fail,-87.6841337,41.79188471,20160829,risk 2 (medium),(41.79188471462005,2093495,grocery store,5616 s western ave,canvass,citgo big city mart,60636
seeds of joy daycare and fitness center,1953287,chicago,il,pass,-87.65171856,41.96652845,20160829,risk 1 (high),(41.96652845322141,2221638,daycare (2 - 6 years),850 w eastwood ave,canvass,seeds of joy daycare and fitness center,60640
big city market citgo,1953282,chicago,il,out of business,-87.6841337,41.79188471,20160829,risk 3 (low),(41.79188471462005,1947461,,5616 s western ave,canvass,big city market citgo,60636
hb home bistro,1952214,chicago,il,pass,-87.64952689,41.94378575,20160829,risk 1 (high),(41.94378575479629,2340636,restaurant,3404 n halsted st,canvass,hb home bistro,60657
starbucks,1953280,chicago,il,pass,-87.62741623,41.90088671,20160829,risk 1 (high),(41.9008867067491,2142220,restaurant,1003-1005 n rush st,canvass re-inspection,starbucks coffee,60611
bockwinkels,1951213,chicago,il,pass,-87.62083615,41.88633942,20160829,risk 1 (high),(41.886339416011204,1491357,grocery store,222 n columbus dr,short form complaint,bockwinkels,60601
windy city market,1953283,chicago,il,pass w/ conditions,-87.72741518,41.94184004,20160829,risk 1 (high),(41.94184003934502,2451871,grocery store,3334-3348 n pulaski rd,short form complaint,windy city market,60641
popeyes,1951182,chicago,il,pass,-87.71278165,41.86621302,20160826,risk 1 (high),(41.86621301898216,2341021,restaurant,3457 w roosevelt rd,complaint re-inspection,popeyes,60624
k buena,1953277,chicago,il,pass,-87.73095337,41.77138332,20160829,risk 1 (high),(41.771383319839934,1999075,grocery store,4322-4324 w marquette rd,canvass re-inspection,k buena,60629
groundswell coffee roasters,1953274,chicago,il,pass,-87.65698671,41.88172877,20160829,risk 1 (high),(41.88172877191658,2469903,restaurant,1168 w madison st,license,groundswellcoffee roasters,60607
barnes & noble booksellers#2922,1953269,chicago,il,pass w/ conditions,-87.62861376,41.90274617,20160829,risk 2 (medium),(41.90274616662431,68790,restaurant,1130 n state st,canvass re-inspection,barnes & noble booksellers#2922,60610
hanul family alliance,1953275,chicago,il,pass,-87.70873682,41.97240584,20160829,risk 1 (high),(41.972405843174876,2487637,golden diner,5008 n kedzie ave,canvass,hanul family alliance,60625
dunkin donuts,1953265,chicago,il,fail,-87.61511273,41.75143029,20160826,risk 2 (medium),(41.75143029426537,2179270,restaurant,7850 s dr martin luther king jr dr,short form complaint,dunkin donuts,60619
barn & company,1953266,chicago,il,fail,-87.65333792,41.92912424,20160826,risk 1 (high),(41.929124235504766,2308003,restaurant,950-952 w wrightwood ave,canvass,barn & company,60614
argo tea uch,1953257,chicago,il,out of business,-87.60508472,41.78961185,20160826,risk 1 (high),(41.78961184518281,1681884,restaurant,5758 s maryland ave,canvass,argo tea uch,60637
mcdonalds,1953255,chicago,il,pass,-87.62681268,41.76915534,20160826,risk 2 (medium),(41.76915533533597,1490035,restaurant,6900 s lafayette ave,short form complaint,mcdonalds,60621
marianos,1951181,chicago,il,pass,-87.64445647,41.93733844,20160826,risk 3 (low),(41.93733843730944,2447000,grocery store,3030 n broadway,license re-inspection,marianos #8538,60657
marianos,1951178,chicago,il,pass,-87.64445647,41.93733844,20160826,risk 3 (low),(41.93733843730944,2446999,grocery store,3030 n broadway,license re-inspection,marianos #8538,60657
solid foundation kids care inc.,1953256,chicago,il,fail,-87.68625823,41.86931832,20160826,risk 1 (high),(41.86931831972721,2215970,daycare above and under 2 years,1000 s western ave,license,solid foundation kids care inc.,60612
northdown,1952212,chicago,il,no entry,-87.66961181,41.94081095,20160826,risk 1 (high),(41.94081095314402,2069995,restaurant,3244 n lincoln ave,canvass,northdown cafe & taproom,60657
windy city inn,1953660,chicago,il,no entry,-87.6858102,41.95394237,20160826,risk 2 (medium),(41.95394237168946,47870,restaurant,2255-2257 w irving park rd,canvass,windy city,60618
rockwood,1953260,chicago,il,pass,-87.65504219,41.94515977,20160826,risk 1 (high),(41.9451597671042,1167794,restaurant,3466-3470 n clark st,canvass re-inspection,rockwood,60657
hellas pastry shop,1953252,chicago,il,pass w/ conditions,-87.69495943,41.96845195,20160826,risk 2 (medium),(41.968451948317814,25368,bakery,2627 w lawrence ave,canvass,hellas pastry shop,60625
red ivy,1953245,chicago,il,out of business,-87.65560313,41.94628081,20160826,risk 1 (high),(41.94628081101039,1847485,restaurant,3519-3525 n clark st,canvass,red ivy,60657
taste  bud,1953253,chicago,il,pass w/ conditions,-87.72907779,41.88057557,20160826,risk 2 (medium),(41.880575574798776,2003576,restaurant,4123 w madison st,short form complaint,taste  bud,60624
paleteria azteca #2 push carts,1951165,chicago,il,pass,-87.70369582,41.85167565,20160826,risk 3 (low),(41.85167565466277,2211484,mobile food preparer,3119 w cermak rd,license,paleteria azteca #2,60623
the artisan cellars,1932532,chicago,il,pass,-87.6349552,41.88807428,20160610,risk 1 (high),(41.8880742810662,1336364,restaurant,222 w merchandise mart plz,canvass,the artisan cellars,60654
las islas marias,1953248,chicago,il,pass w/ conditions,-87.72306328,41.79496271,20160826,risk 1 (high),(41.79496271461644,1379458,restaurant,5401 s pulaski rd,canvass,las islas marias,60632
5 boroughs pizza,1953259,chicago,il,fail,-87.63842811,41.91057808,20160826,risk 2 (medium),(41.91057807884066,2269618,restaurant,1543 n sedgwick st bldg,canvass,5 boroughs pizza & subs,60610
jets pizza,1953247,chicago,il,pass,-87.63429114,41.8944612,20160826,risk 1 (high),(41.89446120388508,2373976,restaurant,670 n wells,complaint,jets pizza,60654
smaktak,1953243,chicago,il,pass,-87.77717308,41.98972279,20160826,risk 1 (high),(41.989722790320926,1578762,restaurant,5961 n elston ave,canvass re-inspection,smaktak,60646
pacos tacos 2,1953242,chicago,il,pass,-87.72303137,41.78309273,20160826,risk 1 (high),(41.78309273393453,1802466,restaurant,6034 s pulaski rd,short form complaint,pacos tacos 2,60629
kfc,1953240,chicago,il,pass,-87.62651095,41.75784542,20160826,risk 1 (high),(41.75784542130043,2437673,restaurant,7508 s lafayette ave,complaint,kfc,60620
little caesars pizza,1951151,chicago,il,pass,-87.70490021,41.8066985,20160824,risk 2 (medium),(41.80669850400396,2223,restaurant,3225 w 47th pl,canvass,little caesar pizza #1651,60632
bistronomic,1953254,chicago,il,pass w/ conditions,-87.62703233,41.89790609,20160826,risk 1 (high),(41.89790609076628,1718928,restaurant,840 n wabash ave,canvass,bistronomic,60611
hot wok chinese kitchen,1953237,chicago,il,pass w/ conditions,-87.53513622,41.70236226,20160826,risk 1 (high),(41.70236225905786,2405776,restaurant,10611 s ewing ave,complaint,hot wok chinese kitchen,60617
resis bierstube,1953241,chicago,il,pass,-87.68030425,41.95424367,20160826,risk 1 (high),(41.95424367096349,800,restaurant,2034 w irving park rd,canvass,resis bierstube inc,60618
the bean caffe,1953571,chicago,il,no entry,-87.65337746,41.92279085,20160826,risk 2 (medium),(41.92279085155333,1119073,restaurant,2235 n sheffield ave,canvass,the bean caffe,60614
leonardos ristorante tuscan bistro,1953233,chicago,il,fail,-87.66892851,41.98497217,20160826,risk 1 (high),(41.98497216927604,1547590,restaurant,5657-5659 n clark st,canvass,leonardos ristorante tuscan bistro,60660
milk  &  more,1953570,chicago,il,no entry,-87.6467977,41.93287289,20160826,risk 2 (medium),(41.93287288643246,1986712,grocery store,702 w diversey pkwy,canvass,milk  &  more,60614
las mananitas,1953234,chicago,il,pass,-87.64930463,41.94620129,20160826,risk 1 (high),(41.94620129474902,8520,restaurant,3523 n halsted st,canvass re-inspection,las mananitas inc,60657
taqueria & bar,1953230,chicago,il,pass,-87.66501942,41.9217195,20160826,risk 1 (high),(41.921719498801785,2013097,restaurant,1450 w webster ave,canvass re-inspection,ellens kitchen,60614
spinzer restaurant,1953231,chicago,il,pass,-87.68859871,41.99764153,20160826,risk 1 (high),(41.997641527643054,1716839,restaurant,2331 w devon ave,canvass,spinzer restaurant,60659
la michoacana premium,1953227,chicago,il,pass,-87.7064342,41.9685821,20160826,risk 2 (medium),(41.96858209672638,2196412,restaurant,3108 w lawrence ave,canvass re-inspection,la rica michoacana neveria,60625
kathy des,1953224,chicago,il,pass,-87.64008519,41.82772496,20160826,risk 1 (high),(41.82772496307889,1741617,grocery store,3642 s parnell ave,short form complaint,kathy des,60609
jewel food store #3368,1953221,chicago,il,pass,-87.62823487,41.89242137,20160826,risk 1 (high),(41.89242136613116,1226337,grocery store,550 n state st,short form complaint,jewel food store #3368,60654
family dollar,1953220,chicago,il,fail,-87.60575208,41.77896886,20160826,risk 3 (low),(41.77896886166688,1801556,grocery store,6349 s cottage grove ave,complaint,family dollar,60637
la michoacana de poncitlan,1953219,chicago,il,pass,-87.70386302,41.79908206,20160826,risk 2 (medium),(41.79908205644847,2477300,restaurant,5158 s kedzie ave,license,la michoacana de poncitlan,60632
1st chop suey,1953222,chicago,il,pass,-87.76041016,41.79590541,20160826,risk 1 (high),(41.795905405807005,2134789,restaurant,5845 s archer ave,canvass,1st chop suey,60638
neveria nandos,1953214,chicago,il,out of business,-87.70386302,41.79908206,20160826,risk 1 (high),(41.79908205644847,2256393,restaurant,5158 s kedzie ave,canvass,neveria nandos inc.,60632
old town oil,1953215,chicago,il,pass,-87.63454009,41.91040819,20160826,risk 3 (low),(41.91040819050054,2483710,grocery store,1543 n wells st,license,old town oil,60610
finch beer co & kitchen,1953213,chicago,il,no entry,-87.70191547,41.96111858,20160826,risk 1 (high),(41.9611185795829,2363241,restaurant,2925 w montrose ave,canvass,breakroom brewery,60618
superdawg drive-in,1953216,chicago,il,pass,-87.78699945,41.99660886,20160826,risk 1 (high),(41.996608859821066,3616,restaurant,6363 n milwaukee ave,canvass re-inspection,superdawg drive-in inc,60646
harolds chicken shack,1951210,chicago,il,pass,-87.66266701,41.72698503,20160826,risk 2 (medium),(41.72698502771183,7573,restaurant,9151 s ashland ave,short form complaint,harolds chicken shack,60620
the dearborn,1951212,chicago,il,pass,-87.62930247,41.88433967,20160826,risk 1 (high),(41.884339671462364,2447149,restaurant,145 n dearborn st,complaint,the dearborn,60602
maris bumble bee day care corp.,1951203,chicago,il,pass,-87.55087407,41.71835412,20160826,risk 1 (high),(41.718354119253824,2215929,daycare above and under 2 years,9725 s commercial ave,license,maris bumble bee day care corp.,60617
kentucky fried chicken 521041,1932518,chicago,il,out of business,-87.62023669,41.72167845,20160610,risk 1 (high),(41.72167844703262,1816812,restaurant,107 e 95th st,canvass,kentucky fried chicken 521041,60619
big daddy food mart,1951206,chicago,il,pass,-87.72194013,41.86610631,20160826,risk 2 (medium),(41.866106306584015,1937110,grocery store,3845 w roosevelt rd,complaint re-inspection,big daddy food mart,60624
flirty girl fitness,1951204,chicago,il,pass w/ conditions,-87.64850217,41.92230468,20160826,risk 2 (medium),(41.92230468172916,2179872,restaurant,2215 - 2217 n halsted st,canvass,flirty girl fitness,60614
,1951198,chicago,il,pass,-87.61916021,41.89113317,20160826,risk 1 (high),(41.891133170854566,2354295,restaurant,322 e illinois st,complaint,lucky strike lanes,60611
shiawase,1951196,chicago,il,pass,-87.64526607,41.94379678,20160826,risk 1 (high),(41.94379677558918,2379012,restaurant,3422 n broadway,canvass,shiawase,60657
the bad apple,1953211,chicago,il,pass,-87.68272231,41.95956999,20160826,risk 1 (high),(41.959569988122,1964310,restaurant,4300 n lincoln ave,canvass,the bad apple,60618
lakeview kitchen & market,1951195,chicago,il,pass,-87.64418658,41.93805424,20160826,risk 1 (high),(41.93805424492949,2341668,church kitchen,3109 n broadway,complaint,lakeview kitchen & market,60657
starbucks coffee #13319,1951194,chicago,il,pass,-87.6338999,41.88205499,20160826,risk 2 (medium),(41.88205498997484,1843203,restaurant,200 w madison st,canvass,starbucks coffee #13319,60606
lure izakaya,1951193,chicago,il,out of business,-87.64895098,41.93519586,20160826,risk 1 (high),(41.9351958596706,2232394,restaurant,2923-2925 n halsted st,canvass,macku signature,60657
nori sushi & noodle shop,1950532,chicago,il,pass,-87.66197773,41.9980635,20160816,risk 1 (high),(41.99806349937625,1473514,restaurant,1235 w devon ave,canvass re-inspection,nori sushi & noodle shop,60660
taqueria primo chukis uptown,1951200,chicago,il,fail,-87.67143451,41.9689665,20160826,risk 1 (high),(41.968966500431776,2483425,restaurant,1708 w lawrence,license,taqueria primo chukis uptown,60640
super carniceria el pollo,1951192,chicago,il,pass,-87.68655702,41.80851351,20160826,risk 1 (high),(41.808513511398374,41768,grocery store,2458 w 47th st,canvass re-inspection,super carniceria el pollo,60632
manolos tamales,1951197,chicago,il,pass w/ conditions,-87.7401305,41.77856521,20160826,risk 1 (high),(41.77856521317874,1873306,restaurant,4706 w 63rd st,complaint re-inspection,manolos tamales,60629
intercontinental chicago,1951189,chicago,il,out of business,-87.86237264,41.97341819,20160826,risk 1 (high),(41.97341818560388,1968994,restaurant,9400 w foster ave,canvass,intercontinental chicago,60656
subway,1951191,chicago,il,fail,-87.62429156,41.86706145,20160826,risk 1 (high),(41.86706145293373,2032865,restaurant,1212 s michigan,canvass re-inspection,subway,60605
jewel,1951187,chicago,il,pass,-87.6394372,41.90388396,20160826,risk 1 (high),(41.90388396114024,2320247,grocery store,424 w division st,canvass re-inspection,jewel food store,60610
j j grill,1951179,chicago,il,pass,-87.64315776,41.72480922,20160826,risk 2 (medium),(41.724809224398726,2487657,restaurant,9305 s halsted st,license,j j grill,60620
marianos,1951177,chicago,il,pass,-87.64445647,41.93733844,20160826,risk 1 (high),(41.93733843730944,2446998,grocery store,3030 n broadway,license re-inspection,marianos #8538,60657
sofias pizza,1951173,chicago,il,pass,-87.55153423,41.7354649,20160826,risk 2 (medium),(41.735464895228944,2487491,restaurant,8800 s commercial ave,license,sofias  pizza,60617
bar casa blanca,1951176,chicago,il,fail,-87.65697067,41.89119436,20160826,risk 1 (high),(41.89119435787647,9246,restaurant,1158 w grand ave,complaint,bar casa blanca,60642
stans donuts & coffee,1951170,chicago,il,pass,-87.62620848,41.86753863,20160826,risk 2 (medium),(41.86753862662266,2437482,restaurant,26 e roosevelt rd fl,canvass,stans donuts & coffee,60605
julius meinl,1951172,chicago,il,pass,-87.62234986,41.89325719,20160826,risk 2 (medium),(41.89325718527649,2320839,restaurant,211 e ontario st,canvass,julius meinl,60611
satay,1951171,chicago,il,pass,-87.65293896,41.93276414,20160826,risk 1 (high),(41.93276413714475,1248767,restaurant,936 w diversey pkwy,canvass,satay,60614
petes fresh market,1951168,chicago,il,pass,-87.70411882,41.80804727,20160826,risk 1 (high),(41.80804727165029,1243125,grocery store,4700 s kedzie ave,canvass re-inspection,4700 petes fresh market,60632
avalon bar & grill,1951167,chicago,il,pass,-87.84631989,41.97795547,20160826,risk 1 (high),(41.97795546524052,2463536,restaurant,5431 n east river rd,license re-inspection,avalon bar & grill,60656
ashland addison shell,1952211,chicago,il,fail,-87.6690073,41.94707937,20160826,risk 3 (low),(41.94707937016383,1572875,gas,3600 n ashland ave,canvass,ashland addison shell,60613
sugar hills bakery,1951166,chicago,il,pass,-87.70929164,41.94650439,20160826,risk 2 (medium),(41.94650438963331,2308122,restaurant,3235 w addison ave,short form complaint,sugar hills bakery,60618
xoco,1951162,chicago,il,pass,-87.63058658,41.89071888,20160826,risk 1 (high),(41.89071888319747,1991237,restaurant,65 w illinois st,short form complaint,xoco,60654
avalon bar & grill,1951163,chicago,il,pass,-87.84631989,41.97795547,20160826,risk 1 (high),(41.97795546524052,2463533,restaurant,5431 n east river rd,license re-inspection,avalon bar & grill,60656
evas coffee,1951155,chicago,il,pass,-87.63837516,41.90885673,20160826,risk 2 (medium),(41.90885672611968,1909527,restaurant,1447 n sedgwick st,canvass re-inspection,evas coffee,60610
carniceria el porvenir,1951160,chicago,il,fail,-87.61874297,41.6840632,20160826,risk 2 (medium),(41.68406319795913,1768971,grocery store,150 e kensington ave,canvass,carniceria el porvenir,60628
